base_id,syntax_family,class,source,target,source_idx,target_idx
1,simple_svo,question,The researcher created a beautiful painting.,Did the researcher create a beautiful painting?,6,1227
1,simple_svo,future,The researcher created a beautiful painting.,The researcher will create a beautiful painting.,6,1228
1,simple_svo,uncertainty,The researcher created a beautiful painting.,The researcher may have created a beautiful painting.,6,1229
1,simple_svo,passive,The researcher created a beautiful painting.,A beautiful painting was created by the researcher.,6,1230
1,simple_svo,formalization,The researcher created a beautiful painting.,It is true that the researcher created a beautiful painting.,6,1231
1,with_context,negation,The researcher created a beautiful painting at the school.,The researcher did not create a beautiful painting at the school.,7,1232
1,with_context,question,The researcher created a beautiful painting at the school.,Did the researcher create a beautiful painting at the school?,7,1233
1,with_context,future,The researcher created a beautiful painting at the school.,The researcher will create a beautiful painting at the school.,7,1234
1,with_context,uncertainty,The researcher created a beautiful painting at the school.,The researcher may have created a beautiful painting at the school.,7,1235
1,with_context,passive,The researcher created a beautiful painting at the school.,A beautiful painting was created by the researcher at the school.,7,1236
1,with_context,formalization,The researcher created a beautiful painting at the school.,It is true that the researcher created a beautiful painting at the school.,7,1237
1,relative_clause,negation,The person who created a beautiful painting was the researcher.,The person who did not create a beautiful painting was the researcher.,8,1238
1,relative_clause,question,The person who created a beautiful painting was the researcher.,Was the person who created a beautiful painting the researcher?,8,1239
1,relative_clause,future,The person who created a beautiful painting was the researcher.,The person who will create a beautiful painting is the researcher.,8,1240
1,relative_clause,uncertainty,The person who created a beautiful painting was the researcher.,The person who may have created a beautiful painting was the researcher.,8,1241
1,relative_clause,passive,The person who created a beautiful painting was the researcher.,The person by whom a beautiful painting was created was the researcher.,8,1242
1,relative_clause,formalization,The person who created a beautiful painting was the researcher.,It is true that the person who created a beautiful painting was the researcher.,8,1243
1,temporal_clause,negation,"After the researcher created a beautiful painting, the situation changed.","After the researcher did not create a beautiful painting, the situation changed.",9,1244
1,temporal_clause,question,"After the researcher created a beautiful painting, the situation changed.",Did the situation change after the researcher created a beautiful painting?,9,1245
1,temporal_clause,future,"After the researcher created a beautiful painting, the situation changed.","After the researcher will create a beautiful painting, the situation will change.",9,1246
1,temporal_clause,uncertainty,"After the researcher created a beautiful painting, the situation changed.","After the researcher may have created a beautiful painting, the situation changed.",9,1247
1,temporal_clause,passive,"After the researcher created a beautiful painting, the situation changed.","After a beautiful painting was created by the researcher, the situation changed.",9,1248
1,temporal_clause,formalization,"After the researcher created a beautiful painting, the situation changed.","It is true that after the researcher created a beautiful painting, the situation changed.",9,1249
1,reported_statement,negation,The report said that the researcher created a beautiful painting.,The report said that the researcher did not create a beautiful painting.,10,1250
1,reported_statement,question,The report said that the researcher created a beautiful painting.,Did the report say that the researcher created a beautiful painting?,10,1251
1,reported_statement,future,The report said that the researcher created a beautiful painting.,The report said that the researcher will create a beautiful painting.,10,1252
1,reported_statement,uncertainty,The report said that the researcher created a beautiful painting.,The report said that the researcher may have created a beautiful painting.,10,1253
1,reported_statement,passive,The report said that the researcher created a beautiful painting.,The report said that a beautiful painting was created by the researcher.,10,1254
1,reported_statement,formalization,The report said that the researcher created a beautiful painting.,It is true that the report said that the researcher created a beautiful painting.,10,1255
1,conditional,negation,"If the researcher created a beautiful painting, the result mattered.","If the researcher did not create a beautiful painting, the result mattered.",11,1256
1,conditional,question,"If the researcher created a beautiful painting, the result mattered.",Did the result matter if the researcher created a beautiful painting?,11,1257
1,conditional,future,"If the researcher created a beautiful painting, the result mattered.","If the researcher will create a beautiful painting, the result will matter.",11,1258
1,conditional,uncertainty,"If the researcher created a beautiful painting, the result mattered.","If the researcher may have created a beautiful painting, the result mattered.",11,1259
1,conditional,passive,"If the researcher created a beautiful painting, the result mattered.","If a beautiful painting was created by the researcher, the result mattered.",11,1260
1,conditional,formalization,"If the researcher created a beautiful painting, the result mattered.","It is true that if the researcher created a beautiful painting, the result mattered.",11,1261
2,simple_svo,negation,The artist measured the client.,The artist did not measure the client.,12,1262
2,simple_svo,question,The artist measured the client.,Did the artist measure the client?,12,1263
2,simple_svo,future,The artist measured the client.,The artist will measure the client.,12,1264
2,simple_svo,uncertainty,The artist measured the client.,The artist may have measured the client.,12,1265
2,simple_svo,passive,The artist measured the client.,The client was measured by the artist.,12,1266
2,simple_svo,formalization,The artist measured the client.,It is true that the artist measured the client.,12,1267
2,with_context,negation,The artist measured the client after the interview.,The artist did not measure the client after the interview.,13,1268
2,with_context,question,The artist measured the client after the interview.,Did the artist measure the client after the interview?,13,1269
2,with_context,future,The artist measured the client after the interview.,The artist will measure the client after the interview.,13,1270
2,with_context,uncertainty,The artist measured the client after the interview.,The artist may have measured the client after the interview.,13,1271
2,with_context,passive,The artist measured the client after the interview.,The client was measured by the artist after the interview.,13,1272
2,with_context,formalization,The artist measured the client after the interview.,It is true that the artist measured the client after the interview.,13,1273
2,relative_clause,negation,The person who measured the client was the artist.,The person who did not measure the client was the artist.,14,1274
2,relative_clause,question,The person who measured the client was the artist.,Was the person who measured the client the artist?,14,1275
2,relative_clause,future,The person who measured the client was the artist.,The person who will measure the client is the artist.,14,1276
2,relative_clause,uncertainty,The person who measured the client was the artist.,The person who may have measured the client was the artist.,14,1277
2,relative_clause,passive,The person who measured the client was the artist.,The person by whom the client was measured was the artist.,14,1278
2,relative_clause,formalization,The person who measured the client was the artist.,It is true that the person who measured the client was the artist.,14,1279
2,temporal_clause,negation,"After the artist measured the client, the situation changed.","After the artist did not measure the client, the situation changed.",15,1280
2,temporal_clause,question,"After the artist measured the client, the situation changed.",Did the situation change after the artist measured the client?,15,1281
2,temporal_clause,future,"After the artist measured the client, the situation changed.","After the artist will measure the client, the situation will change.",15,1282
2,temporal_clause,uncertainty,"After the artist measured the client, the situation changed.","After the artist may have measured the client, the situation changed.",15,1283
2,temporal_clause,passive,"After the artist measured the client, the situation changed.","After the client was measured by the artist, the situation changed.",15,1284
2,temporal_clause,formalization,"After the artist measured the client, the situation changed.","It is true that after the artist measured the client, the situation changed.",15,1285
2,reported_statement,negation,The report said that the artist measured the client.,The report said that the artist did not measure the client.,16,1286
2,reported_statement,question,The report said that the artist measured the client.,Did the report say that the artist measured the client?,16,1287
2,reported_statement,future,The report said that the artist measured the client.,The report said that the artist will measure the client.,16,1288
2,reported_statement,uncertainty,The report said that the artist measured the client.,The report said that the artist may have measured the client.,16,1289
2,reported_statement,passive,The report said that the artist measured the client.,The report said that the client was measured by the artist.,16,1290
2,reported_statement,formalization,The report said that the artist measured the client.,It is true that the report said that the artist measured the client.,16,1291
2,conditional,negation,"If the artist measured the client, the result mattered.","If the artist did not measure the client, the result mattered.",17,1292
2,conditional,question,"If the artist measured the client, the result mattered.",Did the result matter if the artist measured the client?,17,1293
2,conditional,future,"If the artist measured the client, the result mattered.","If the artist will measure the client, the result will matter.",17,1294
2,conditional,uncertainty,"If the artist measured the client, the result mattered.","If the artist may have measured the client, the result mattered.",17,1295
2,conditional,passive,"If the artist measured the client, the result mattered.","If the client was measured by the artist, the result mattered.",17,1296
2,conditional,formalization,"If the artist measured the client, the result mattered.","It is true that if the artist measured the client, the result mattered.",17,1297
3,simple_svo,negation,The analyst found a short story.,The analyst did not find a short story.,18,1298
3,simple_svo,question,The analyst found a short story.,Did the analyst find a short story?,18,1299
3,simple_svo,future,The analyst found a short story.,The analyst will find a short story.,18,1300
3,simple_svo,uncertainty,The analyst found a short story.,The analyst may have found a short story.,18,1301
3,simple_svo,passive,The analyst found a short story.,A short story was found by the analyst.,18,1302
3,simple_svo,formalization,The analyst found a short story.,It is true that the analyst found a short story.,18,1303
3,with_context,negation,The analyst found a short story after the interview.,The analyst did not find a short story after the interview.,19,1304
3,with_context,question,The analyst found a short story after the interview.,Did the analyst find a short story after the interview?,19,1305
3,with_context,future,The analyst found a short story after the interview.,The analyst will find a short story after the interview.,19,1306
3,with_context,uncertainty,The analyst found a short story after the interview.,The analyst may have found a short story after the interview.,19,1307
3,with_context,passive,The analyst found a short story after the interview.,A short story was found by the analyst after the interview.,19,1308
3,with_context,formalization,The analyst found a short story after the interview.,It is true that the analyst found a short story after the interview.,19,1309
3,relative_clause,negation,The person who found a short story was the analyst.,The person who did not find a short story was the analyst.,20,1310
3,relative_clause,question,The person who found a short story was the analyst.,Was the person who found a short story the analyst?,20,1311
3,relative_clause,future,The person who found a short story was the analyst.,The person who will find a short story is the analyst.,20,1312
3,relative_clause,uncertainty,The person who found a short story was the analyst.,The person who may have found a short story was the analyst.,20,1313
3,relative_clause,passive,The person who found a short story was the analyst.,The person by whom a short story was found was the analyst.,20,1314
3,relative_clause,formalization,The person who found a short story was the analyst.,It is true that the person who found a short story was the analyst.,20,1315
3,temporal_clause,negation,"After the analyst found a short story, the situation changed.","After the analyst did not find a short story, the situation changed.",21,1316
3,temporal_clause,question,"After the analyst found a short story, the situation changed.",Did the situation change after the analyst found a short story?,21,1317
3,temporal_clause,future,"After the analyst found a short story, the situation changed.","After the analyst will find a short story, the situation will change.",21,1318
3,temporal_clause,uncertainty,"After the analyst found a short story, the situation changed.","After the analyst may have found a short story, the situation changed.",21,1319
3,temporal_clause,passive,"After the analyst found a short story, the situation changed.","After a short story was found by the analyst, the situation changed.",21,1320
3,temporal_clause,formalization,"After the analyst found a short story, the situation changed.","It is true that after the analyst found a short story, the situation changed.",21,1321
3,reported_statement,negation,The report said that the analyst found a short story.,The report said that the analyst did not find a short story.,22,1322
3,reported_statement,question,The report said that the analyst found a short story.,Did the report say that the analyst found a short story?,22,1323
3,reported_statement,future,The report said that the analyst found a short story.,The report said that the analyst will find a short story.,22,1324
3,reported_statement,uncertainty,The report said that the analyst found a short story.,The report said that the analyst may have found a short story.,22,1325
3,reported_statement,passive,The report said that the analyst found a short story.,The report said that a short story was found by the analyst.,22,1326
3,reported_statement,formalization,The report said that the analyst found a short story.,It is true that the report said that the analyst found a short story.,22,1327
3,conditional,negation,"If the analyst found a short story, the result mattered.","If the analyst did not find a short story, the result mattered.",23,1328
3,conditional,question,"If the analyst found a short story, the result mattered.",Did the result matter if the analyst found a short story?,23,1329
3,conditional,future,"If the analyst found a short story, the result mattered.","If the analyst will find a short story, the result will matter.",23,1330
3,conditional,uncertainty,"If the analyst found a short story, the result mattered.","If the analyst may have found a short story, the result mattered.",23,1331
3,conditional,passive,"If the analyst found a short story, the result mattered.","If a short story was found by the analyst, the result mattered.",23,1332
3,conditional,formalization,"If the analyst found a short story, the result mattered.","It is true that if the analyst found a short story, the result mattered.",23,1333
4,simple_svo,negation,The designer created the system.,The designer did not create the system.,24,1334
4,simple_svo,question,The designer created the system.,Did the designer create the system?,24,1335
4,simple_svo,future,The designer created the system.,The designer will create the system.,24,1336
4,simple_svo,uncertainty,The designer created the system.,The designer may have created the system.,24,1337
4,simple_svo,passive,The designer created the system.,The system was created by the designer.,24,1338
4,simple_svo,formalization,The designer created the system.,It is true that the designer created the system.,24,1339
4,with_context,negation,The designer created the system during the meeting.,The designer did not create the system during the meeting.,25,1340
4,with_context,question,The designer created the system during the meeting.,Did the designer create the system during the meeting?,25,1341
4,with_context,future,The designer created the system during the meeting.,The designer will create the system during the meeting.,25,1342
4,with_context,uncertainty,The designer created the system during the meeting.,The designer may have created the system during the meeting.,25,1343
4,with_context,passive,The designer created the system during the meeting.,The system was created by the designer during the meeting.,25,1344
4,with_context,formalization,The designer created the system during the meeting.,It is true that the designer created the system during the meeting.,25,1345
4,relative_clause,negation,The person who created the system was the designer.,The person who did not create the system was the designer.,26,1346
4,relative_clause,question,The person who created the system was the designer.,Was the person who created the system the designer?,26,1347
4,relative_clause,future,The person who created the system was the designer.,The person who will create the system is the designer.,26,1348
4,relative_clause,uncertainty,The person who created the system was the designer.,The person who may have created the system was the designer.,26,1349
4,relative_clause,passive,The person who created the system was the designer.,The person by whom the system was created was the designer.,26,1350
4,relative_clause,formalization,The person who created the system was the designer.,It is true that the person who created the system was the designer.,26,1351
4,temporal_clause,negation,"After the designer created the system, the situation changed.","After the designer did not create the system, the situation changed.",27,1352
4,temporal_clause,question,"After the designer created the system, the situation changed.",Did the situation change after the designer created the system?,27,1353
4,temporal_clause,future,"After the designer created the system, the situation changed.","After the designer will create the system, the situation will change.",27,1354
4,temporal_clause,uncertainty,"After the designer created the system, the situation changed.","After the designer may have created the system, the situation changed.",27,1355
4,temporal_clause,passive,"After the designer created the system, the situation changed.","After the system was created by the designer, the situation changed.",27,1356
4,temporal_clause,formalization,"After the designer created the system, the situation changed.","It is true that after the designer created the system, the situation changed.",27,1357
4,reported_statement,negation,The report said that the designer created the system.,The report said that the designer did not create the system.,28,1358
4,reported_statement,question,The report said that the designer created the system.,Did the report say that the designer created the system?,28,1359
4,reported_statement,future,The report said that the designer created the system.,The report said that the designer will create the system.,28,1360
4,reported_statement,uncertainty,The report said that the designer created the system.,The report said that the designer may have created the system.,28,1361
4,reported_statement,passive,The report said that the designer created the system.,The report said that the system was created by the designer.,28,1362
4,reported_statement,formalization,The report said that the designer created the system.,It is true that the report said that the designer created the system.,28,1363
4,conditional,negation,"If the designer created the system, the result mattered.","If the designer did not create the system, the result mattered.",29,1364
4,conditional,question,"If the designer created the system, the result mattered.",Did the result matter if the designer created the system?,29,1365
4,conditional,future,"If the designer created the system, the result mattered.","If the designer will create the system, the result will matter.",29,1366
4,conditional,uncertainty,"If the designer created the system, the result mattered.","If the designer may have created the system, the result mattered.",29,1367
4,conditional,passive,"If the designer created the system, the result mattered.","If the system was created by the designer, the result mattered.",29,1368
4,conditional,formalization,"If the designer created the system, the result mattered.","It is true that if the designer created the system, the result mattered.",29,1369
5,simple_svo,negation,The analyst solved the signal.,The analyst did not solve the signal.,30,1370
5,simple_svo,question,The analyst solved the signal.,Did the analyst solve the signal?,30,1371
5,simple_svo,future,The analyst solved the signal.,The analyst will solve the signal.,30,1372
5,simple_svo,uncertainty,The analyst solved the signal.,The analyst may have solved the signal.,30,1373
5,simple_svo,passive,The analyst solved the signal.,The signal was solved by the analyst.,30,1374
5,simple_svo,formalization,The analyst solved the signal.,It is true that the analyst solved the signal.,30,1375
5,with_context,negation,The analyst solved the signal in the laboratory.,The analyst did not solve the signal in the laboratory.,31,1376
5,with_context,question,The analyst solved the signal in the laboratory.,Did the analyst solve the signal in the laboratory?,31,1377
5,with_context,future,The analyst solved the signal in the laboratory.,The analyst will solve the signal in the laboratory.,31,1378
5,with_context,uncertainty,The analyst solved the signal in the laboratory.,The analyst may have solved the signal in the laboratory.,31,1379
5,with_context,passive,The analyst solved the signal in the laboratory.,The signal was solved by the analyst in the laboratory.,31,1380
5,with_context,formalization,The analyst solved the signal in the laboratory.,It is true that the analyst solved the signal in the laboratory.,31,1381
5,relative_clause,negation,The person who solved the signal was the analyst.,The person who did not solve the signal was the analyst.,32,1382
5,relative_clause,question,The person who solved the signal was the analyst.,Was the person who solved the signal the analyst?,32,1383
5,relative_clause,future,The person who solved the signal was the analyst.,The person who will solve the signal is the analyst.,32,1384
5,relative_clause,uncertainty,The person who solved the signal was the analyst.,The person who may have solved the signal was the analyst.,32,1385
5,relative_clause,passive,The person who solved the signal was the analyst.,The person by whom the signal was solved was the analyst.,32,1386
5,relative_clause,formalization,The person who solved the signal was the analyst.,It is true that the person who solved the signal was the analyst.,32,1387
5,temporal_clause,negation,"After the analyst solved the signal, the situation changed.","After the analyst did not solve the signal, the situation changed.",33,1388
5,temporal_clause,question,"After the analyst solved the signal, the situation changed.",Did the situation change after the analyst solved the signal?,33,1389
5,temporal_clause,future,"After the analyst solved the signal, the situation changed.","After the analyst will solve the signal, the situation will change.",33,1390
5,temporal_clause,uncertainty,"After the analyst solved the signal, the situation changed.","After the analyst may have solved the signal, the situation changed.",33,1391
5,temporal_clause,passive,"After the analyst solved the signal, the situation changed.","After the signal was solved by the analyst, the situation changed.",33,1392
5,temporal_clause,formalization,"After the analyst solved the signal, the situation changed.","It is true that after the analyst solved the signal, the situation changed.",33,1393
5,reported_statement,negation,The report said that the analyst solved the signal.,The report said that the analyst did not solve the signal.,34,1394
5,reported_statement,question,The report said that the analyst solved the signal.,Did the report say that the analyst solved the signal?,34,1395
5,reported_statement,future,The report said that the analyst solved the signal.,The report said that the analyst will solve the signal.,34,1396
5,reported_statement,uncertainty,The report said that the analyst solved the signal.,The report said that the analyst may have solved the signal.,34,1397
5,reported_statement,passive,The report said that the analyst solved the signal.,The report said that the signal was solved by the analyst.,34,1398
5,reported_statement,formalization,The report said that the analyst solved the signal.,It is true that the report said that the analyst solved the signal.,34,1399
5,conditional,negation,"If the analyst solved the signal, the result mattered.","If the analyst did not solve the signal, the result mattered.",35,1400
5,conditional,question,"If the analyst solved the signal, the result mattered.",Did the result matter if the analyst solved the signal?,35,1401
5,conditional,future,"If the analyst solved the signal, the result mattered.","If the analyst will solve the signal, the result will matter.",35,1402
5,conditional,uncertainty,"If the analyst solved the signal, the result mattered.","If the analyst may have solved the signal, the result mattered.",35,1403
5,conditional,passive,"If the analyst solved the signal, the result mattered.","If the signal was solved by the analyst, the result mattered.",35,1404
5,conditional,formalization,"If the analyst solved the signal, the result mattered.","It is true that if the analyst solved the signal, the result mattered.",35,1405
6,simple_svo,negation,The chef observed the patient.,The chef did not observe the patient.,36,1406
6,simple_svo,question,The chef observed the patient.,Did the chef observe the patient?,36,1407
6,simple_svo,future,The chef observed the patient.,The chef will observe the patient.,36,1408
6,simple_svo,uncertainty,The chef observed the patient.,The chef may have observed the patient.,36,1409
6,simple_svo,passive,The chef observed the patient.,The patient was observed by the chef.,36,1410
6,simple_svo,formalization,The chef observed the patient.,It is true that the chef observed the patient.,36,1411
6,with_context,negation,The chef observed the patient before the deadline.,The chef did not observe the patient before the deadline.,37,1412
6,with_context,question,The chef observed the patient before the deadline.,Did the chef observe the patient before the deadline?,37,1413
6,with_context,future,The chef observed the patient before the deadline.,The chef will observe the patient before the deadline.,37,1414
6,with_context,uncertainty,The chef observed the patient before the deadline.,The chef may have observed the patient before the deadline.,37,1415
6,with_context,passive,The chef observed the patient before the deadline.,The patient was observed by the chef before the deadline.,37,1416
6,with_context,formalization,The chef observed the patient before the deadline.,It is true that the chef observed the patient before the deadline.,37,1417
6,relative_clause,negation,The person who observed the patient was the chef.,The person who did not observe the patient was the chef.,38,1418
6,relative_clause,question,The person who observed the patient was the chef.,Was the person who observed the patient the chef?,38,1419
6,relative_clause,future,The person who observed the patient was the chef.,The person who will observe the patient is the chef.,38,1420
6,relative_clause,uncertainty,The person who observed the patient was the chef.,The person who may have observed the patient was the chef.,38,1421
6,relative_clause,passive,The person who observed the patient was the chef.,The person by whom the patient was observed was the chef.,38,1422
6,relative_clause,formalization,The person who observed the patient was the chef.,It is true that the person who observed the patient was the chef.,38,1423
6,temporal_clause,negation,"After the chef observed the patient, the situation changed.","After the chef did not observe the patient, the situation changed.",39,1424
6,temporal_clause,question,"After the chef observed the patient, the situation changed.",Did the situation change after the chef observed the patient?,39,1425
6,temporal_clause,future,"After the chef observed the patient, the situation changed.","After the chef will observe the patient, the situation will change.",39,1426
6,temporal_clause,uncertainty,"After the chef observed the patient, the situation changed.","After the chef may have observed the patient, the situation changed.",39,1427
6,temporal_clause,passive,"After the chef observed the patient, the situation changed.","After the patient was observed by the chef, the situation changed.",39,1428
6,temporal_clause,formalization,"After the chef observed the patient, the situation changed.","It is true that after the chef observed the patient, the situation changed.",39,1429
6,reported_statement,negation,The report said that the chef observed the patient.,The report said that the chef did not observe the patient.,40,1430
6,reported_statement,question,The report said that the chef observed the patient.,Did the report say that the chef observed the patient?,40,1431
6,reported_statement,future,The report said that the chef observed the patient.,The report said that the chef will observe the patient.,40,1432
6,reported_statement,uncertainty,The report said that the chef observed the patient.,The report said that the chef may have observed the patient.,40,1433
6,reported_statement,passive,The report said that the chef observed the patient.,The report said that the patient was observed by the chef.,40,1434
6,reported_statement,formalization,The report said that the chef observed the patient.,It is true that the report said that the chef observed the patient.,40,1435
6,conditional,negation,"If the chef observed the patient, the result mattered.","If the chef did not observe the patient, the result mattered.",41,1436
6,conditional,question,"If the chef observed the patient, the result mattered.",Did the result matter if the chef observed the patient?,41,1437
6,conditional,future,"If the chef observed the patient, the result mattered.","If the chef will observe the patient, the result will matter.",41,1438
6,conditional,uncertainty,"If the chef observed the patient, the result mattered.","If the chef may have observed the patient, the result mattered.",41,1439
6,conditional,passive,"If the chef observed the patient, the result mattered.","If the patient was observed by the chef, the result mattered.",41,1440
6,conditional,formalization,"If the chef observed the patient, the result mattered.","It is true that if the chef observed the patient, the result mattered.",41,1441
7,simple_svo,negation,The pilot reported the patient.,The pilot did not report the patient.,42,1442
7,simple_svo,question,The pilot reported the patient.,Did the pilot report the patient?,42,1443
7,simple_svo,future,The pilot reported the patient.,The pilot will report the patient.,42,1444
7,simple_svo,uncertainty,The pilot reported the patient.,The pilot may have reported the patient.,42,1445
7,simple_svo,passive,The pilot reported the patient.,The patient was reported by the pilot.,42,1446
7,simple_svo,formalization,The pilot reported the patient.,It is true that the pilot reported the patient.,42,1447
7,with_context,negation,The pilot reported the patient before the deadline.,The pilot did not report the patient before the deadline.,43,1448
7,with_context,question,The pilot reported the patient before the deadline.,Did the pilot report the patient before the deadline?,43,1449
7,with_context,future,The pilot reported the patient before the deadline.,The pilot will report the patient before the deadline.,43,1450
7,with_context,uncertainty,The pilot reported the patient before the deadline.,The pilot may have reported the patient before the deadline.,43,1451
7,with_context,passive,The pilot reported the patient before the deadline.,The patient was reported by the pilot before the deadline.,43,1452
7,with_context,formalization,The pilot reported the patient before the deadline.,It is true that the pilot reported the patient before the deadline.,43,1453
7,relative_clause,negation,The person who reported the patient was the pilot.,The person who did not report the patient was the pilot.,44,1454
7,relative_clause,question,The person who reported the patient was the pilot.,Was the person who reported the patient the pilot?,44,1455
7,relative_clause,future,The person who reported the patient was the pilot.,The person who will report the patient is the pilot.,44,1456
7,relative_clause,uncertainty,The person who reported the patient was the pilot.,The person who may have reported the patient was the pilot.,44,1457
7,relative_clause,passive,The person who reported the patient was the pilot.,The person by whom the patient was reported was the pilot.,44,1458
7,relative_clause,formalization,The person who reported the patient was the pilot.,It is true that the person who reported the patient was the pilot.,44,1459
7,temporal_clause,negation,"After the pilot reported the patient, the situation changed.","After the pilot did not report the patient, the situation changed.",45,1460
7,temporal_clause,question,"After the pilot reported the patient, the situation changed.",Did the situation change after the pilot reported the patient?,45,1461
7,temporal_clause,future,"After the pilot reported the patient, the situation changed.","After the pilot will report the patient, the situation will change.",45,1462
7,temporal_clause,uncertainty,"After the pilot reported the patient, the situation changed.","After the pilot may have reported the patient, the situation changed.",45,1463
7,temporal_clause,passive,"After the pilot reported the patient, the situation changed.","After the patient was reported by the pilot, the situation changed.",45,1464
7,temporal_clause,formalization,"After the pilot reported the patient, the situation changed.","It is true that after the pilot reported the patient, the situation changed.",45,1465
7,reported_statement,negation,The report said that the pilot reported the patient.,The report said that the pilot did not report the patient.,46,1466
7,reported_statement,question,The report said that the pilot reported the patient.,Did the report say that the pilot reported the patient?,46,1467
7,reported_statement,future,The report said that the pilot reported the patient.,The report said that the pilot will report the patient.,46,1468
7,reported_statement,uncertainty,The report said that the pilot reported the patient.,The report said that the pilot may have reported the patient.,46,1469
7,reported_statement,passive,The report said that the pilot reported the patient.,The report said that the patient was reported by the pilot.,46,1470
7,reported_statement,formalization,The report said that the pilot reported the patient.,It is true that the report said that the pilot reported the patient.,46,1471
7,conditional,negation,"If the pilot reported the patient, the result mattered.","If the pilot did not report the patient, the result mattered.",47,1472
7,conditional,question,"If the pilot reported the patient, the result mattered.",Did the result matter if the pilot reported the patient?,47,1473
7,conditional,future,"If the pilot reported the patient, the result mattered.","If the pilot will report the patient, the result will matter.",47,1474
7,conditional,uncertainty,"If the pilot reported the patient, the result mattered.","If the pilot may have reported the patient, the result mattered.",47,1475
7,conditional,passive,"If the pilot reported the patient, the result mattered.","If the patient was reported by the pilot, the result mattered.",47,1476
