model,template_id,pair,op_a,op_b,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
gpt2,2,MT_vs_TM,M,T,The dragon confirmed the answer.,The dragon will allegedly confirm the answer tomorrow.,The dragon was allegedly going to confirm the answer.,52.630523681640625,43.360015869140625,12.594114303588867,0.2624032402052709,0.9840781688690186,0.015921831130981445
gpt2,3,NQ_vs_QN,N,Q,The doctor guarded the treasure.,Could the doctor fail to guard the treasure?,Is it false that the doctor guarded the treasure?,26.783546447753906,25.035186767578125,11.235825538635254,0.43365882727948996,0.9081422090530396,0.09185779094696045
gpt2,3,NM_vs_MN,N,M,The doctor guarded the treasure.,The doctor allegedly failed to guard the treasure.,The doctor failed to allegedly guard the treasure.,21.716751098632812,25.211366653442383,4.774393558502197,0.20347688282430065,0.9903356432914734,0.009664356708526611
gpt2,3,NT_vs_TN,N,T,The doctor guarded the treasure.,The doctor will fail to guard the treasure tomorrow.,The doctor failed to have guarded the treasure earlier.,40.474830627441406,17.43546485900879,25.206892013549805,0.8705495905972997,0.9259065985679626,0.07409340143203735
gpt2,3,QM_vs_MQ,Q,M,The doctor guarded the treasure.,Could the doctor allegedly guard the treasure?,Is it alleged that the doctor guarded the treasure?,27.370220184326172,21.766803741455078,16.174724578857422,0.6583518205452487,0.806782603263855,0.19321739673614502
gpt2,3,QT_vs_TQ,Q,T,The doctor guarded the treasure.,Could the doctor guard the treasure tomorrow?,Will the doctor guard the treasure tomorrow?,16.52806854248047,14.370059967041016,4.879356384277344,0.31583507608063827,0.9596832990646362,0.04031670093536377
gpt2,3,MT_vs_TM,M,T,The doctor guarded the treasure.,The doctor will allegedly guard the treasure tomorrow.,The doctor was allegedly going to guard the treasure.,41.753074645996094,29.57893943786621,15.597536087036133,0.4373221838009024,0.9615090489387512,0.03849095106124878
gpt2,4,NQ_vs_QN,N,Q,The pirate approved the treatment.,Could the pirate fail to approve the treatment?,Is it false that the pirate approved the treatment?,17.964786529541016,24.53225326538086,11.196378707885742,0.5269251111096501,0.9067119359970093,0.09328806400299072
gpt2,4,NM_vs_MN,N,M,The pirate approved the treatment.,The pirate allegedly failed to approve the treatment.,The pirate failed to allegedly approve the treatment.,18.324783325195312,19.742816925048828,4.245741844177246,0.22306327776202778,0.9778656959533691,0.02213430404663086
gpt2,4,NT_vs_TN,N,T,The pirate approved the treatment.,The pirate will fail to approve the treatment tomorrow.,The pirate failed to have approved the treatment earlier.,43.55802536010742,17.68247413635254,26.740787506103516,0.873304030044641,0.9704461097717285,0.029553890228271484
gpt2,4,QM_vs_MQ,Q,M,The pirate approved the treatment.,Could the pirate allegedly approve the treatment?,Is it alleged that the pirate approved the treatment?,14.770060539245605,21.1735782623291,10.912652969360352,0.6072091381511244,0.8751643300056458,0.12483566999435425
gpt2,4,QT_vs_TQ,Q,T,The pirate approved the treatment.,Could the pirate approve the treatment tomorrow?,Will the pirate approve the treatment tomorrow?,8.321355819702148,9.170783996582031,3.8062736988067627,0.4351981791573498,0.9098048210144043,0.0901951789855957
gpt2,4,MT_vs_TM,M,T,The pirate approved the treatment.,The pirate will allegedly approve the treatment tomorrow.,The pirate was allegedly going to approve the treatment.,37.767433166503906,28.16399383544922,12.675732612609863,0.38451261223980415,0.9678250551223755,0.03217494487762451
gpt2,5,NQ_vs_QN,N,Q,The analyst verified the report.,Could the analyst fail to verify the report?,Is it false that the analyst verified the report?,34.861446380615234,33.24278259277344,9.126629829406738,0.2680194744726542,0.9651928544044495,0.03480714559555054
gpt2,5,NM_vs_MN,N,M,The analyst verified the report.,The analyst allegedly failed to verify the report.,The analyst failed to allegedly verify the report.,27.406221389770508,28.20246124267578,4.522464752197266,0.16265318788754607,0.9871793985366821,0.012820601463317871
gpt2,5,NT_vs_TN,N,T,The analyst verified the report.,The analyst will fail to verify the report tomorrow.,The analyst failed to have verified the report earlier.,47.631622314453125,19.316509246826172,29.33118438720703,0.8762360861515183,0.9681696891784668,0.0318303108215332
gpt2,5,QM_vs_MQ,Q,M,The analyst verified the report.,Could the analyst allegedly verify the report?,Is it alleged that the analyst verified the report?,34.62285232543945,27.68510627746582,13.729133605957031,0.4406863557656801,0.926785945892334,0.07321405410766602
gpt2,5,QT_vs_TQ,Q,T,The analyst verified the report.,Could the analyst verify the report tomorrow?,Will the analyst verify the report tomorrow?,26.328311920166016,24.121654510498047,5.1304402351379395,0.20338726061151138,0.9831108450889587,0.01688915491104126
gpt2,5,MT_vs_TM,M,T,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,The analyst was allegedly going to verify the report.,47.41476821899414,36.86428451538086,13.853878021240234,0.3287620724666571,0.9769389629364014,0.023061037063598633
gpt2,6,NQ_vs_QN,N,Q,The wizard opened the portal.,Could the wizard fail to open the portal?,Is it false that the wizard opened the portal?,35.890438079833984,30.489465713500977,12.108987808227539,0.36483896830965296,0.946331262588501,0.05366873741149902
gpt2,6,NM_vs_MN,N,M,The wizard opened the portal.,The wizard allegedly failed to open the portal.,The wizard failed to allegedly open the portal.,32.83623123168945,37.673946380615234,6.077394962310791,0.17238348187765892,0.9945310354232788,0.005468964576721191
gpt2,6,NT_vs_TN,N,T,The wizard opened the portal.,The wizard will fail to open the portal tomorrow.,The wizard failed to have opened the portal earlier.,55.42173385620117,31.48392677307129,24.82472038269043,0.5713027253446398,0.9876072406768799,0.012392759323120117
gpt2,6,QM_vs_MQ,Q,M,The wizard opened the portal.,Could the wizard allegedly open the portal?,Is it alleged that the wizard opened the portal?,32.672950744628906,25.842975616455078,14.101637840270996,0.4819760607822765,0.9098687767982483,0.09013122320175171
gpt2,6,QT_vs_TQ,Q,T,The wizard opened the portal.,Could the wizard open the portal tomorrow?,Will the wizard open the portal tomorrow?,24.77679443359375,22.81212615966797,3.843393087387085,0.16152470110579156,0.9903472065925598,0.009652793407440186
gpt2,6,MT_vs_TM,M,T,The wizard opened the portal.,The wizard will allegedly open the portal tomorrow.,The wizard was allegedly going to open the portal.,50.98432159423828,39.474300384521484,14.277687072753906,0.3156733268854367,0.9822683930397034,0.01773160696029663
gpt2,7,NQ_vs_QN,N,Q,The oracle confirmed the answer.,Could the oracle fail to confirm the answer?,Is it false that the oracle confirmed the answer?,34.71403121948242,28.411357879638672,11.502432823181152,0.3644312688550521,0.9530645608901978,0.046935439109802246
gpt2,7,NM_vs_MN,N,M,The oracle confirmed the answer.,The oracle allegedly failed to confirm the answer.,The oracle failed to allegedly confirm the answer.,30.3475399017334,33.81793212890625,5.153675079345703,0.16063701913965853,0.9929274916648865,0.007072508335113525
gpt2,7,NT_vs_TN,N,T,The oracle confirmed the answer.,The oracle will fail to confirm the answer tomorrow.,The oracle failed to have confirmed the answer earlier.,54.39149475097656,28.786239624023438,26.741371154785156,0.6429934971352605,0.9810080528259277,0.018991947174072266
gpt2,7,QM_vs_MQ,Q,M,The oracle confirmed the answer.,Could the oracle allegedly confirm the answer?,Is it alleged that the oracle confirmed the answer?,25.27630043029785,25.15751075744629,9.411294937133789,0.3732137118132545,0.9303666353225708,0.0696333646774292
gpt2,7,QT_vs_TQ,Q,T,The oracle confirmed the answer.,Could the oracle confirm the answer tomorrow?,Will the oracle confirm the answer tomorrow?,16.75739097595215,18.933168411254883,4.561104774475098,0.25559166641191566,0.9746753573417664,0.025324642658233643
gpt2,7,MT_vs_TM,M,T,The oracle confirmed the answer.,The oracle will allegedly confirm the answer tomorrow.,The oracle was allegedly going to confirm the answer.,43.27471160888672,34.84391784667969,11.368048667907715,0.2910457786352621,0.9807164669036865,0.019283533096313477
gpt2,8,NQ_vs_QN,N,Q,The robot opened the portal.,Could the robot fail to open the portal?,Is it false that the robot opened the portal?,31.363502502441406,27.43631935119629,11.625374794006348,0.395422109371127,0.9304318428039551,0.06956815719604492
gpt2,8,NM_vs_MN,N,M,The robot opened the portal.,The robot allegedly failed to open the portal.,The robot failed to allegedly open the portal.,28.395584106445312,34.618194580078125,7.315415382385254,0.23218462802484013,0.9924748539924622,0.007525146007537842
gpt2,8,NT_vs_TN,N,T,The robot opened the portal.,The robot will fail to open the portal tomorrow.,The robot failed to have opened the portal earlier.,47.754817962646484,24.01238250732422,24.469003677368164,0.6818993500409971,0.9847261309623718,0.015273869037628174
gpt2,8,QM_vs_MQ,Q,M,The robot opened the portal.,Could the robot allegedly open the portal?,Is it alleged that the robot opened the portal?,24.927236557006836,22.873798370361328,10.958023071289062,0.4584847624298888,0.8983991146087646,0.10160088539123535
gpt2,8,QT_vs_TQ,Q,T,The robot opened the portal.,Could the robot open the portal tomorrow?,Will the robot open the portal tomorrow?,17.368026733398438,17.45624542236328,3.632446050643921,0.20861576284475022,0.9782523512840271,0.0217476487159729
gpt2,8,MT_vs_TM,M,T,The robot opened the portal.,The robot will allegedly open the portal tomorrow.,The robot was allegedly going to open the portal.,37.204917907714844,35.05731201171875,9.266608238220215,0.2564716934019739,0.9688502550125122,0.031149744987487793
gpt2,9,NQ_vs_QN,N,Q,The programmer verified the report.,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?,31.726987838745117,22.779163360595703,14.612340927124023,0.5361721789411616,0.9076696634292603,0.09233033657073975
gpt2,9,NM_vs_MN,N,M,The programmer verified the report.,The programmer allegedly failed to verify the report.,The programmer failed to allegedly verify the report.,23.52692222595215,29.702974319458008,7.137917518615723,0.2681920492753967,0.9908372163772583,0.0091627836227417
gpt2,9,NT_vs_TN,N,T,The programmer verified the report.,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.,47.37797927856445,21.377994537353516,26.919130325317383,0.7830339338189823,0.9759881496429443,0.024011850357055664
gpt2,9,QM_vs_MQ,Q,M,The programmer verified the report.,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?,31.078723907470703,16.72279167175293,21.61285972595215,0.9042750826647439,0.7488827705383301,0.2511172294616699
gpt2,9,QT_vs_TQ,Q,T,The programmer verified the report.,Could the programmer verify the report tomorrow?,Will the programmer verify the report tomorrow?,21.73358917236328,21.731891632080078,3.40053391456604,0.15647055325881756,0.9877585172653198,0.012241482734680176
gpt2,9,MT_vs_TM,M,T,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.,40.30516052246094,29.181936264038086,14.19943618774414,0.40869274568692604,0.9668852090835571,0.03311479091644287
gpt2,10,NQ_vs_QN,N,Q,The designer verified the report.,Could the designer fail to verify the report?,Is it false that the designer verified the report?,34.9287223815918,28.991294860839844,11.032903671264648,0.3452096587965373,0.9573031663894653,0.04269683361053467
gpt2,10,NM_vs_MN,N,M,The designer verified the report.,The designer allegedly failed to verify the report.,The designer failed to allegedly verify the report.,26.4759578704834,29.600309371948242,4.694005966186523,0.16741506512525173,0.9921703934669495,0.007829606533050537
gpt2,10,NT_vs_TN,N,T,The designer verified the report.,The designer will fail to verify the report tomorrow.,The designer failed to have verified the report earlier.,45.52008056640625,20.505149841308594,26.169357299804688,0.7927077918003322,0.9683476686477661,0.03165233135223389
gpt2,10,QM_vs_MQ,Q,M,The designer verified the report.,Could the designer allegedly verify the report?,Is it alleged that the designer verified the report?,37.622989654541016,22.625986099243164,19.749168395996094,0.6555851995460691,0.9030142426490784,0.09698575735092163
gpt2,10,QT_vs_TQ,Q,T,The designer verified the report.,Could the designer verify the report tomorrow?,Will the designer verify the report tomorrow?,26.619766235351562,27.731355667114258,4.102511405944824,0.15096326487268147,0.9894372224807739,0.010562777519226074
gpt2,10,MT_vs_TM,M,T,The designer verified the report.,The designer will allegedly verify the report tomorrow.,The designer was allegedly going to verify the report.,40.815670013427734,34.16590881347656,11.235711097717285,0.2996925717889919,0.9705910682678223,0.029408931732177734
gpt2,11,NQ_vs_QN,N,Q,The designer opened the portal.,Could the designer fail to open the portal?,Is it false that the designer opened the portal?,28.808454513549805,24.12380599975586,10.420952796936035,0.39374675088044314,0.9376588463783264,0.062341153621673584
gpt2,11,NM_vs_MN,N,M,The designer opened the portal.,The designer allegedly failed to open the portal.,The designer failed to allegedly open the portal.,24.460235595703125,27.030542373657227,4.447898864746094,0.17276487325138684,0.9900347590446472,0.009965240955352783
gpt2,11,NT_vs_TN,N,T,The designer opened the portal.,The designer will fail to open the portal tomorrow.,The designer failed to have opened the portal earlier.,40.41975021362305,21.981313705444336,19.280595779418945,0.6179572772805534,0.9821237325668335,0.017876267433166504
gpt2,11,QM_vs_MQ,Q,M,The designer opened the portal.,Could the designer allegedly open the portal?,Is it alleged that the designer opened the portal?,30.119022369384766,20.124187469482422,16.219900131225586,0.6456554102830244,0.8653830289840698,0.13461697101593018
gpt2,11,QT_vs_TQ,Q,T,The designer opened the portal.,Could the designer open the portal tomorrow?,Will the designer open the portal tomorrow?,17.979862213134766,19.239276885986328,3.222230911254883,0.17314913720456263,0.9872850775718689,0.012714922428131104
gpt2,11,MT_vs_TM,M,T,The designer opened the portal.,The designer will allegedly open the portal tomorrow.,The designer was allegedly going to open the portal.,35.323326110839844,30.379106521606445,9.878737449645996,0.30071146695311884,0.9659188389778137,0.03408116102218628
gpt2,12,NQ_vs_QN,N,Q,The researcher fixed the bug.,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?,30.24726676940918,24.47907066345215,11.682470321655273,0.4269414278266653,0.9303048253059387,0.06969517469406128
gpt2,12,NM_vs_MN,N,M,The researcher fixed the bug.,The researcher allegedly failed to fix the bug.,The researcher failed to allegedly fix the bug.,24.664087295532227,26.05895233154297,4.453658580780029,0.1756069278782953,0.9860828518867493,0.013917148113250732
gpt2,12,NT_vs_TN,N,T,The researcher fixed the bug.,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.,39.26218795776367,18.179168701171875,23.386375427246094,0.8142696059950147,0.928246259689331,0.07175374031066895
gpt2,12,QM_vs_MQ,Q,M,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?,27.968894958496094,19.083093643188477,14.547816276550293,0.6183720054726372,0.8757044076919556,0.12429559230804443
gpt2,12,QT_vs_TQ,Q,T,The researcher fixed the bug.,Could the researcher fix the bug tomorrow?,Will the researcher fix the bug tomorrow?,14.407013893127441,11.844708442687988,6.734415054321289,0.5130646262499098,0.8863531351089478,0.11364686489105225
gpt2,12,MT_vs_TM,M,T,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.,34.678958892822266,27.919343948364258,11.692069053649902,0.3735586596752504,0.953000009059906,0.046999990940093994
gpt2,13,NQ_vs_QN,N,Q,The teacher supported the theory.,Could the teacher fail to support the theory?,Is it false that the teacher supported the theory?,35.86267852783203,26.997379302978516,15.162025451660156,0.4824057111900423,0.921868622303009,0.07813137769699097
gpt2,13,NM_vs_MN,N,M,The teacher supported the theory.,The teacher allegedly failed to support the theory.,The teacher failed to allegedly support the theory.,29.481884002685547,33.21636199951172,5.588408470153809,0.17826363021248742,0.9911750555038452,0.008824944496154785
gpt2,13,NT_vs_TN,N,T,The teacher supported the theory.,The teacher will fail to support the theory tomorrow.,The teacher failed to have supported the theory earlier.,58.358341217041016,28.48885154724121,30.389352798461914,0.6998350051669024,0.990578830242157,0.009421169757843018
gpt2,13,QM_vs_MQ,Q,M,The teacher supported the theory.,Could the teacher allegedly support the theory?,Is it alleged that the teacher supported the theory?,28.65338134765625,20.84063720703125,15.172455787658691,0.6131026023232911,0.8583579063415527,0.14164209365844727
gpt2,13,QT_vs_TQ,Q,T,The teacher supported the theory.,Could the teacher support the theory tomorrow?,Will the teacher support the theory tomorrow?,21.633895874023438,23.748762130737305,4.169846534729004,0.183763874486655,0.9874314069747925,0.01256859302520752
gpt2,13,MT_vs_TM,M,T,The teacher supported the theory.,The teacher will allegedly support the theory tomorrow.,The teacher was allegedly going to support the theory.,43.436370849609375,39.3311767578125,9.960647583007812,0.24068968746669467,0.9758950471878052,0.024104952812194824
gpt2,14,NQ_vs_QN,N,Q,The robot completed the repair.,Could the robot fail to complete the repair?,Is it false that the robot completed the repair?,28.60580825805664,26.17344856262207,12.361499786376953,0.45132046339519305,0.9019047021865845,0.09809529781341553
gpt2,14,NM_vs_MN,N,M,The robot completed the repair.,The robot allegedly failed to complete the repair.,The robot failed to allegedly complete the repair.,23.80878448486328,31.02067756652832,7.923774719238281,0.2890334656871536,0.9927056431770325,0.007294356822967529
gpt2,14,NT_vs_TN,N,T,The robot completed the repair.,The robot will fail to complete the repair tomorrow.,The robot failed to have completed the repair earlier.,40.723087310791016,18.567930221557617,23.95757484436035,0.8081350545650027,0.9450406432151794,0.05495935678482056
gpt2,14,QM_vs_MQ,Q,M,The robot completed the repair.,Could the robot allegedly complete the repair?,Is it alleged that the robot completed the repair?,23.453046798706055,22.635652542114258,11.089289665222168,0.4812151275182553,0.8848087191581726,0.11519128084182739
gpt2,14,QT_vs_TQ,Q,T,The robot completed the repair.,Could the robot complete the repair tomorrow?,Will the robot complete the repair tomorrow?,15.487788200378418,12.729742050170898,5.311978340148926,0.3765020037531555,0.9477308392524719,0.052269160747528076
gpt2,14,MT_vs_TM,M,T,The robot completed the repair.,The robot will allegedly complete the repair tomorrow.,The robot was allegedly going to complete the repair.,33.52129364013672,30.17573356628418,9.258025169372559,0.2906893955779156,0.9631655812263489,0.03683441877365112
gpt2,15,NQ_vs_QN,N,Q,The scientist guarded the treasure.,Could the scientist fail to guard the treasure?,Is it false that the scientist guarded the treasure?,25.784276962280273,26.135740280151367,8.934940338134766,0.34418094648983827,0.9408586025238037,0.05914139747619629
gpt2,15,NM_vs_MN,N,M,The scientist guarded the treasure.,The scientist allegedly failed to guard the treasure.,The scientist failed to allegedly guard the treasure.,19.38755226135254,24.207605361938477,5.923637390136719,0.27175666808332416,0.9873684644699097,0.012631535530090332
gpt2,15,NT_vs_TN,N,T,The scientist guarded the treasure.,The scientist will fail to guard the treasure tomorrow.,The scientist failed to have guarded the treasure earlier.,37.7803840637207,18.344684600830078,21.1440372467041,0.7534614299744513,0.9499877095222473,0.050012290477752686
gpt2,15,QM_vs_MQ,Q,M,The scientist guarded the treasure.,Could the scientist allegedly guard the treasure?,Is it alleged that the scientist guarded the treasure?,25.9484920501709,22.136878967285156,11.441094398498535,0.47586590916995064,0.8987060785293579,0.10129392147064209
gpt2,15,QT_vs_TQ,Q,T,The scientist guarded the treasure.,Could the scientist guard the treasure tomorrow?,Will the scientist guard the treasure tomorrow?,15.933172225952148,14.486330032348633,4.260285377502441,0.28010224107724363,0.9652171730995178,0.03478282690048218
gpt2,15,MT_vs_TM,M,T,The scientist guarded the treasure.,The scientist will allegedly guard the treasure tomorrow.,The scientist was allegedly going to guard the treasure.,38.100223541259766,29.068103790283203,12.583137512207031,0.3746747317406393,0.9653472304344177,0.034652769565582275
gpt2,16,NQ_vs_QN,N,Q,The scientist signed the treaty.,Could the scientist fail to sign the treaty?,Is it false that the scientist signed the treaty?,28.45277976989746,26.706111907958984,9.80494213104248,0.3555162851460383,0.9387481808662415,0.061251819133758545
gpt2,16,NM_vs_MN,N,M,The scientist signed the treaty.,The scientist allegedly failed to sign the treaty.,The scientist failed to allegedly sign the treaty.,22.586530685424805,25.018722534179688,4.3441691398620605,0.18250797321976603,0.9885358214378357,0.011464178562164307
gpt2,16,NT_vs_TN,N,T,The scientist signed the treaty.,The scientist will fail to sign the treaty tomorrow.,The scientist failed to have signed the treaty earlier.,36.75865173339844,16.489337921142578,22.45581817626953,0.8434428537849464,0.9229378700256348,0.07706212997436523
gpt2,16,QM_vs_MQ,Q,M,The scientist signed the treaty.,Could the scientist allegedly sign the treaty?,Is it alleged that the scientist signed the treaty?,29.695297241210938,22.631214141845703,15.351741790771484,0.5867672575528053,0.8617831468582153,0.13821685314178467
gpt2,16,QT_vs_TQ,Q,T,The scientist signed the treaty.,Could the scientist sign the treaty tomorrow?,Will the scientist sign the treaty tomorrow?,19.015222549438477,17.232425689697266,6.120134353637695,0.3376844927020447,0.9476961493492126,0.052303850650787354
gpt2,16,MT_vs_TM,M,T,The scientist signed the treaty.,The scientist will allegedly sign the treaty tomorrow.,The scientist was allegedly going to sign the treaty.,37.82514572143555,32.21384048461914,10.521829605102539,0.3004563650920651,0.9674917459487915,0.032508254051208496
gpt2,17,NQ_vs_QN,N,Q,The oracle guarded the treasure.,Could the oracle fail to guard the treasure?,Is it false that the oracle guarded the treasure?,23.602331161499023,21.350568771362305,9.105327606201172,0.4051052376954493,0.9227695465087891,0.07723045349121094
gpt2,17,NM_vs_MN,N,M,The oracle guarded the treasure.,The oracle allegedly failed to guard the treasure.,The oracle failed to allegedly guard the treasure.,22.731504440307617,27.124305725097656,5.587667942047119,0.22415312973588597,0.990329384803772,0.009670615196228027
gpt2,17,NT_vs_TN,N,T,The oracle guarded the treasure.,The oracle will fail to guard the treasure tomorrow.,The oracle failed to have guarded the treasure earlier.,41.01178741455078,22.694120407104492,20.281539916992188,0.6367239903014877,0.9592768549919128,0.04072314500808716
gpt2,17,QM_vs_MQ,Q,M,The oracle guarded the treasure.,Could the oracle allegedly guard the treasure?,Is it alleged that the oracle guarded the treasure?,19.06526756286621,20.74669647216797,7.975907802581787,0.40067894141382515,0.9231585264205933,0.07684147357940674
gpt2,17,QT_vs_TQ,Q,T,The oracle guarded the treasure.,Could the oracle guard the treasure tomorrow?,Will the oracle guard the treasure tomorrow?,13.618389129638672,15.880949020385742,3.9207286834716797,0.265818077919702,0.9762963652610779,0.02370363473892212
gpt2,17,MT_vs_TM,M,T,The oracle guarded the treasure.,The oracle will allegedly guard the treasure tomorrow.,The oracle was allegedly going to guard the treasure.,38.75320053100586,26.310365676879883,14.353816032409668,0.4412243862116963,0.9748885631561279,0.02511143684387207
gpt2,18,NQ_vs_QN,N,Q,The queen signed the treaty.,Could the queen fail to sign the treaty?,Is it false that the queen signed the treaty?,20.207672119140625,23.107725143432617,10.256730079650879,0.4735835627906271,0.8963597416877747,0.10364025831222534
gpt2,18,NM_vs_MN,N,M,The queen signed the treaty.,The queen allegedly failed to sign the treaty.,The queen failed to allegedly sign the treaty.,20.89353370666504,20.981365203857422,3.6968131065368652,0.17656463431403016,0.9844212532043457,0.015578746795654297
gpt2,18,NT_vs_TN,N,T,The queen signed the treaty.,The queen will fail to sign the treaty tomorrow.,The queen failed to have signed the treaty earlier.,32.042232513427734,12.955111503601074,21.306562423706055,0.9470142244680863,0.8920148611068726,0.10798513889312744
gpt2,18,QM_vs_MQ,Q,M,The queen signed the treaty.,Could the queen allegedly sign the treaty?,Is it alleged that the queen signed the treaty?,22.6310977935791,20.288482666015625,12.297876358032227,0.5730660097951842,0.8412830829620361,0.15871691703796387
gpt2,18,QT_vs_TQ,Q,T,The queen signed the treaty.,Could the queen sign the treaty tomorrow?,Will the queen sign the treaty tomorrow?,13.973734855651855,13.8897705078125,4.0222859382629395,0.28871356175715196,0.958340048789978,0.04165995121002197
gpt2,18,MT_vs_TM,M,T,The queen signed the treaty.,The queen will allegedly sign the treaty tomorrow.,The queen was allegedly going to sign the treaty.,31.44510841369629,28.271120071411133,9.056599617004395,0.3033212192649678,0.9595338702201843,0.040466129779815674
gpt2,19,NQ_vs_QN,N,Q,The wizard guarded the treasure.,Could the wizard fail to guard the treasure?,Is it false that the wizard guarded the treasure?,28.009557723999023,25.75551986694336,11.848706245422363,0.4407584542356555,0.9062163829803467,0.09378361701965332
gpt2,19,NM_vs_MN,N,M,The wizard guarded the treasure.,The wizard allegedly failed to guard the treasure.,The wizard failed to allegedly guard the treasure.,25.111177444458008,31.66057777404785,7.632924556732178,0.268898663687742,0.9903356432914734,0.009664356708526611
