model,target_class,source_set,prompt_style,layer,control,gain,target_marker_rate,content_preserved_rate,target_and_preserved_rate,mean_target_step0_prob,median_target_step0_rank,mean_target_best_prob,median_target_best_rank,target_top1_any_rate,target_top5_any_rate,rows
distilgpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,none,0.0,0.0,0.4583333333333333,0.0,0.00021596587472079895,623.0,0.0003852220534857527,31.0,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,random_norm,1.0,0.0,0.3333333333333333,0.0,0.00012064484424930318,1074.5,0.0006916505409814514,36.5,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,target,1.0,0.8541666666666666,0.4166666666666667,0.2708333333333333,0.0011907250324535805,91.5,0.7505425483880875,1.0,0.8541666666666666,1.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,wrong_marker,1.0,0.041666666666666664,0.10416666666666667,0.0,0.0005083981065278446,236.0,0.06721672732934773,7.0,0.041666666666666664,0.4583333333333333,48
distilgpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,negative_target,1.0,0.0,0.4375,0.0,6.890445374570693e-06,4824.5,3.0579163090275564e-05,244.0,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,none,0.0,0.0,0.5416666666666666,0.0,4.673446239659521e-05,1577.0,0.0007318098310520327,29.0,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,random_norm,1.0,0.0,0.3125,0.0,6.441525229661238e-05,1341.5,0.0018619630512072642,30.5,0.0,0.041666666666666664,48
distilgpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,target,1.0,0.875,0.4166666666666667,0.2916666666666667,0.0005368285931884506,170.0,0.8285167921567336,1.0,0.875,1.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,wrong_marker,1.0,0.0,0.1875,0.0,0.00014465439820317746,438.5,0.07009554199733732,3.0,0.0,0.7708333333333334,48
distilgpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,negative_target,1.0,0.0,0.6458333333333334,0.0,5.5214171770974945e-06,4956.0,2.4332734724907823e-05,169.5,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,none,0.0,0.0,0.75,0.0,2.5373799009760962e-05,2353.0,0.0003324199492453772,30.0,0.0,0.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,random_norm,1.0,0.0,0.4583333333333333,0.0,3.2450402898120956e-05,2153.5,0.0012784128022455359,30.0,0.0,0.041666666666666664,48
distilgpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,target,1.0,0.9583333333333334,0.5208333333333334,0.4791666666666667,0.00022184890728264386,434.0,0.8288049179439744,1.0,0.9583333333333334,1.0,48
distilgpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,wrong_marker,1.0,0.0,0.375,0.0,7.428889176708253e-05,885.0,0.029168171584084728,8.5,0.0,0.375,48
distilgpt2,question,confirmatory_hard_heldout,copy_sentence,2,negative_target,1.0,0.0,0.3958333333333333,0.0,3.78247632397688e-05,1667.5,5.651881948172862e-05,314.5,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,copy_sentence,2,none,0.0,0.0,0.4583333333333333,0.0,0.00023112569169825292,510.0,0.00023334875140790245,42.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,copy_sentence,2,random_norm,1.0,0.0,0.25,0.0,0.00020978332645427145,598.0,0.00038742455050548114,76.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,copy_sentence,2,target,1.0,0.3958333333333333,0.10416666666666667,0.020833333333333332,0.000924279795071925,104.5,0.3356365800912802,2.0,0.3958333333333333,1.0,48
distilgpt2,question,confirmatory_hard_heldout,copy_sentence,2,wrong_marker,1.0,0.0,0.4166666666666667,0.0,0.00034937260579681606,307.5,0.0009135748387052445,24.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,repeat_sentence,2,negative_target,1.0,0.0,0.4791666666666667,0.0,2.3514149129747846e-05,1529.5,0.00010293519713400201,259.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,repeat_sentence,2,none,0.0,0.0,0.5416666666666666,0.0,0.00012515340082093948,535.0,0.00018524497007395743,34.5,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,repeat_sentence,2,random_norm,1.0,0.0,0.20833333333333334,0.0,0.000185149063706073,486.0,0.005964651788493332,67.0,0.0,0.041666666666666664,48
distilgpt2,question,confirmatory_hard_heldout,repeat_sentence,2,target,1.0,0.8541666666666666,0.1875,0.0625,0.0003697484614046213,213.5,0.7787855317971358,1.0,0.8541666666666666,1.0,48
distilgpt2,question,confirmatory_hard_heldout,repeat_sentence,2,wrong_marker,1.0,0.0,0.4166666666666667,0.0,0.00019159431728136647,418.0,0.0009199330274896056,21.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,same_sentence,2,negative_target,1.0,0.0,0.5625,0.0,3.009362663419779e-05,1474.0,8.485886199120311e-05,233.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,same_sentence,2,none,0.0,0.0,0.75,0.0,9.288833158886216e-05,713.5,0.00012095564504003657,24.0,0.0,0.0,48
distilgpt2,question,confirmatory_hard_heldout,same_sentence,2,random_norm,1.0,0.020833333333333332,0.5208333333333334,0.0,0.00013175829836124345,627.5,0.00907586517322064,51.5,0.020833333333333332,0.020833333333333332,48
distilgpt2,question,confirmatory_hard_heldout,same_sentence,2,target,1.0,0.6458333333333334,0.375,0.08333333333333333,0.0003758921717841683,188.0,0.6352580238017254,1.0,0.6458333333333334,1.0,48
distilgpt2,question,confirmatory_hard_heldout,same_sentence,2,wrong_marker,1.0,0.0,0.5208333333333334,0.0,0.00016294671164966226,530.5,0.0010608045716556564,19.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,2,negative_target,0.75,0.0,0.1875,0.0,0.0005585776073075976,247.5,0.0013599847047771618,52.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,2,none,0.0,0.0,0.5,0.0,0.0006449544874461329,179.5,0.0017506042458990123,15.0,0.0,0.020833333333333332,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,2,random_norm,0.75,0.0,0.5,0.0,0.0005341772980500537,203.0,0.002594624319802582,22.5,0.0,0.041666666666666664,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,2,target,0.75,0.8333333333333334,0.5,0.3541666666666667,0.001195716971172563,90.0,0.7121557833937308,1.0,0.8333333333333334,1.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,2,wrong_marker,0.75,0.0,0.4583333333333333,0.0,0.0006402022099791793,143.5,0.002739114992436953,23.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,3,negative_target,0.75,0.0,0.2916666666666667,0.0,0.0002766480683552193,476.0,0.0005683826401157906,80.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,3,none,0.0,0.0,0.5,0.0,0.0006449544874461329,179.5,0.0017506042458990123,15.0,0.0,0.020833333333333332,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,3,random_norm,0.75,0.0,0.4583333333333333,0.0,0.0004465622325066458,279.5,0.0025553012322537447,20.0,0.0,0.020833333333333332,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,3,target,0.75,0.8333333333333334,0.5208333333333334,0.375,0.0022141065298152776,45.0,0.6793255523468057,1.0,0.8333333333333334,1.0,48
gpt2,ellipsis,confirmatory_hard_heldout,copy_sentence,3,wrong_marker,0.75,0.0,0.4791666666666667,0.0,0.0007372527179541066,125.0,0.0032243581420819587,20.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,2,negative_target,0.75,0.0,0.375,0.0,0.00036291879299218027,245.0,0.0010796598474674586,64.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,2,none,0.0,0.0,0.625,0.0,0.00031807295575466316,275.5,0.0012084011978004128,22.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,2,random_norm,0.75,0.0,0.6041666666666666,0.0,0.0006367502545193323,194.0,0.0020920729572632504,18.0,0.0,0.020833333333333332,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,2,target,0.75,0.8125,0.4583333333333333,0.3333333333333333,0.0014204414528649068,54.0,0.6759860801976174,1.0,0.8125,1.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,2,wrong_marker,0.75,0.0,0.4791666666666667,0.0,0.0003302723936637146,219.5,0.001542071791239626,35.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,3,negative_target,0.75,0.0,0.375,0.0,0.00027648863427505904,273.5,0.0004128592402897387,96.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,3,none,0.0,0.0,0.625,0.0,0.00031807295575466316,275.5,0.0012084011978004128,22.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,3,random_norm,0.75,0.0,0.4375,0.0,0.00040265321119174285,257.0,0.001546017463018264,32.0,0.0,0.020833333333333332,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,3,target,0.75,0.7916666666666666,0.5,0.375,0.001857216281981285,36.5,0.6422499376349151,1.0,0.7916666666666666,0.9791666666666666,48
gpt2,ellipsis,confirmatory_hard_heldout,repeat_sentence,3,wrong_marker,0.75,0.0,0.4791666666666667,0.0,0.0002837304602204919,288.0,0.0017281514574278845,32.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,2,negative_target,0.75,0.0,0.5833333333333334,0.0,0.00022740764711670636,370.5,0.00047722295342585613,67.5,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,2,none,0.0,0.0,0.7708333333333334,0.0,0.000211132175536477,349.5,0.0010847231017881616,13.5,0.0,0.041666666666666664,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,2,random_norm,0.75,0.0,0.6875,0.0,0.0002756814164968091,300.0,0.001945363322496026,19.0,0.0,0.0625,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,2,target,0.75,0.8958333333333334,0.5208333333333334,0.4375,0.0007513125237892382,128.0,0.7430498252312342,1.0,0.8958333333333334,1.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,2,wrong_marker,0.75,0.0,0.5416666666666666,0.0,0.00020706111945401062,260.0,0.0018336469244483549,22.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,3,negative_target,0.75,0.0,0.4583333333333333,0.0,0.0001869968596868906,353.5,0.00034663334539194085,98.0,0.0,0.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,3,none,0.0,0.0,0.7708333333333334,0.0,0.000211132175536477,349.5,0.0010847231017881616,13.5,0.0,0.041666666666666664,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,3,random_norm,0.75,0.0,0.625,0.0,0.0002786941987172516,337.5,0.0020154541277103513,28.0,0.0,0.041666666666666664,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,3,target,0.75,0.8958333333333334,0.5208333333333334,0.4375,0.001343193004989492,67.0,0.7199043926472465,1.0,0.8958333333333334,1.0,48
gpt2,ellipsis,confirmatory_hard_heldout,same_sentence,3,wrong_marker,0.75,0.0,0.5416666666666666,0.0,0.00028465863988458295,215.5,0.0021887803062175712,25.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,negative_target,0.75,0.0,0.3125,0.0,7.928131824996854e-05,2576.5,0.0008732861684848103,83.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,none,0.0,0.0,0.5,0.0,7.524528967906008e-05,1556.0,0.002072384175486756,26.0,0.0,0.041666666666666664,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,random_norm,0.75,0.0,0.6041666666666666,0.0,9.026144268394394e-05,1400.0,0.0027411518398518333,21.5,0.0,0.0625,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,target,0.75,0.7083333333333334,0.6041666666666666,0.375,9.96774854229443e-05,1105.5,0.5646656106303757,1.0,0.7083333333333334,0.9791666666666666,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,2,wrong_marker,0.75,0.0,0.4583333333333333,0.0,6.200833378973887e-05,1495.0,0.00798049614240881,12.0,0.0,0.08333333333333333,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,3,negative_target,0.75,0.0,0.5625,0.0,6.181602642148694e-05,2494.0,0.0007273192223541022,65.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,3,none,0.0,0.0,0.5,0.0,7.524528967906008e-05,1556.0,0.002072384175486756,26.0,0.0,0.041666666666666664,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,3,random_norm,0.75,0.0,0.6041666666666666,0.0,7.119202626881815e-05,1858.0,0.0018687533537710503,27.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,3,target,0.75,0.7291666666666666,0.5625,0.3958333333333333,8.502367222718021e-05,1120.0,0.607967949307446,1.0,0.7291666666666666,0.9791666666666666,48
gpt2,exclamation,confirmatory_hard_heldout,copy_sentence,3,wrong_marker,0.75,0.0,0.4791666666666667,0.0,3.591629964224315e-05,2194.0,0.009460476125241257,10.0,0.0,0.10416666666666667,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,negative_target,0.75,0.0,0.4375,0.0,1.722760233254424e-05,4367.5,0.00035501418358308,108.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,none,0.0,0.0,0.625,0.0,2.393316149588524e-05,2675.0,0.0008619634402293741,33.0,0.0,0.020833333333333332,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,random_norm,0.75,0.0,0.5625,0.0,2.836164190019493e-05,2149.5,0.0012584540647443039,30.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,target,0.75,0.75,0.5416666666666666,0.375,4.090622746844019e-05,1451.5,0.6055623275969992,1.0,0.75,0.9583333333333334,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,2,wrong_marker,0.75,0.0,0.4791666666666667,0.0,1.7167648204955793e-05,2116.0,0.003434914239430024,18.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,3,negative_target,0.75,0.0,0.4375,0.0,2.010543946321756e-05,3381.5,0.0003194558592364653,92.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,3,none,0.0,0.0,0.625,0.0,2.393316149588524e-05,2675.0,0.0008619634402293741,33.0,0.0,0.020833333333333332,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,3,random_norm,0.75,0.0,0.5833333333333334,0.0,3.1236675702928096e-05,2411.0,0.0011446385280275233,37.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,3,target,0.75,0.7291666666666666,0.6041666666666666,0.4166666666666667,4.272823722809941e-05,1472.0,0.6234339485672535,1.0,0.7291666666666666,0.9791666666666666,48
gpt2,exclamation,confirmatory_hard_heldout,repeat_sentence,3,wrong_marker,0.75,0.0,0.4791666666666667,0.0,1.3657347021004776e-05,2991.5,0.004269464934623102,14.0,0.0,0.020833333333333332,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,negative_target,0.75,0.0,0.5208333333333334,0.0,3.416647365384051e-05,3433.5,0.00025527091819791775,112.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,none,0.0,0.0,0.7708333333333334,0.0,2.5798128262977116e-05,2663.5,0.0005925749417959499,34.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,random_norm,0.75,0.0,0.6875,0.0,2.9871391281706867e-05,2097.0,0.0010204891403494305,27.5,0.0,0.020833333333333332,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,target,0.75,0.6041666666666666,0.75,0.4166666666666667,4.390595665881847e-05,1311.5,0.5066953226729917,1.0,0.6041666666666666,0.9791666666666666,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,2,wrong_marker,0.75,0.0,0.5416666666666666,0.0,3.418362918713077e-05,1279.5,0.0044253327541809995,12.0,0.0,0.020833333333333332,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,3,negative_target,0.75,0.0,0.6875,0.0,3.9671779954157195e-05,2595.0,0.00029740782103241753,80.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,3,none,0.0,0.0,0.7708333333333334,0.0,2.5798128262977116e-05,2663.5,0.0005925749417959499,34.0,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,3,random_norm,0.75,0.0,0.7708333333333334,0.0,3.5334053715511495e-05,2422.5,0.0012751465901601478,30.5,0.0,0.0,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,3,target,0.75,0.6041666666666666,0.7083333333333334,0.3958333333333333,4.605068255614242e-05,1311.5,0.5471101037789291,1.0,0.6041666666666666,0.9791666666666666,48
gpt2,exclamation,confirmatory_hard_heldout,same_sentence,3,wrong_marker,0.75,0.0,0.5416666666666666,0.0,2.360298183627189e-05,1924.5,0.006028404767372801,11.0,0.0,0.08333333333333333,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,2,negative_target,0.75,0.0,0.4583333333333333,0.0,0.00019729449400074373,533.0,0.0017886619739329035,41.5,0.0,0.041666666666666664,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,2,none,0.0,0.0,0.5,0.0,0.00019258865495430655,573.0,0.0013835774740679578,37.5,0.0,0.041666666666666664,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,2,random_norm,0.75,0.0,0.5,0.0,0.0001885054501447788,585.5,0.004713114460325111,27.5,0.0,0.0625,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,2,target,0.75,0.5416666666666666,0.4583333333333333,0.14583333333333334,0.000196289620968552,496.5,0.43622774091393995,1.0,0.5416666666666666,0.9583333333333334,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,2,wrong_marker,0.75,0.0,0.6041666666666666,0.0,0.00014297673169494374,729.0,0.004929048722260632,11.0,0.0,0.1875,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,3,negative_target,0.75,0.0,0.5,0.0,0.0001566064613598428,600.5,0.0018346002996925865,80.5,0.0,0.041666666666666664,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,3,none,0.0,0.0,0.5,0.0,0.00019258865495430655,573.0,0.0013835774740679578,37.5,0.0,0.041666666666666664,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,3,random_norm,0.75,0.0,0.4583333333333333,0.0,0.00016053754665297978,695.5,0.003528950169690385,38.5,0.0,0.10416666666666667,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,3,target,0.75,0.7291666666666666,0.4791666666666667,0.2708333333333333,0.0001545799573250406,561.0,0.6103621232420361,1.0,0.7083333333333334,0.9791666666666666,48
gpt2,question,confirmatory_hard_heldout,copy_sentence,3,wrong_marker,0.75,0.0,0.5625,0.0,0.00014701768630705678,643.5,0.0030825965429054727,14.0,0.0,0.10416666666666667,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,2,negative_target,0.75,0.0,0.5833333333333334,0.0,0.00014594050480809528,625.0,0.0006326654981118433,56.5,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,2,none,0.0,0.0,0.625,0.0,0.00010797224354064383,704.5,0.0006627987302939194,52.5,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,2,random_norm,0.75,0.0,0.5833333333333334,0.0,0.00014162458001010236,734.0,0.0009031063514157722,41.0,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,2,target,0.75,0.5416666666666666,0.4791666666666667,0.10416666666666667,0.00012021960420346052,502.0,0.43600777781102806,1.0,0.5416666666666666,0.9583333333333334,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,2,wrong_marker,0.75,0.0,0.5416666666666666,0.0,9.543539607648199e-05,715.5,0.004973259448888712,11.5,0.0,0.16666666666666666,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,3,negative_target,0.75,0.0,0.5208333333333334,0.0,0.0001488165235817481,518.0,0.0009720614181484658,77.5,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,3,none,0.0,0.0,0.625,0.0,0.00010797224354064383,704.5,0.0006627987302939194,52.5,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,3,random_norm,0.75,0.0,0.5208333333333334,0.0,0.0001408821678599755,801.0,0.003516045464872756,36.0,0.0,0.0625,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,3,target,0.75,0.625,0.4791666666666667,0.1875,8.520943996851808e-05,806.5,0.5402455878793262,1.0,0.625,0.9583333333333334,48
gpt2,question,confirmatory_hard_heldout,repeat_sentence,3,wrong_marker,0.75,0.0,0.6041666666666666,0.0,9.564940264302398e-05,729.5,0.0027288287087685603,13.5,0.0,0.0625,48
gpt2,question,confirmatory_hard_heldout,same_sentence,2,negative_target,0.75,0.0,0.75,0.0,9.291266781019658e-05,817.0,0.0003244342211322267,74.5,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,2,none,0.0,0.0,0.7708333333333334,0.0,0.0001301037547894642,530.5,0.000543365244842183,35.0,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,2,random_norm,0.75,0.0,0.6875,0.0,0.00020306192213107957,431.0,0.0010922588818781758,27.5,0.0,0.020833333333333332,48
gpt2,question,confirmatory_hard_heldout,same_sentence,2,target,0.75,0.7916666666666666,0.5416666666666666,0.3958333333333333,0.0001305041142434978,358.5,0.7012736436445266,1.0,0.7916666666666666,1.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,2,wrong_marker,0.75,0.0,0.75,0.0,0.00010678407318209793,554.0,0.005464255467207598,9.0,0.0,0.22916666666666666,48
gpt2,question,confirmatory_hard_heldout,same_sentence,3,negative_target,0.75,0.0,0.7708333333333334,0.0,0.0001127188974881695,628.0,0.0006715753908489811,61.0,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,3,none,0.0,0.0,0.7708333333333334,0.0,0.0001301037547894642,530.5,0.000543365244842183,35.0,0.0,0.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,3,random_norm,0.75,0.0,0.5625,0.0,0.00015877572479894297,611.0,0.001606176243816056,23.5,0.0,0.041666666666666664,48
gpt2,question,confirmatory_hard_heldout,same_sentence,3,target,0.75,0.7083333333333334,0.5416666666666666,0.3333333333333333,9.999999080415971e-05,568.0,0.6475823913933709,1.0,0.7083333333333334,1.0,48
gpt2,question,confirmatory_hard_heldout,same_sentence,3,wrong_marker,0.75,0.0,0.7083333333333334,0.0,0.00010580467187537579,631.0,0.0030270636852947064,12.0,0.0,0.14583333333333334,48
