base_id,syntax_family,class,source,target,source_idx,target_idx
0,reported_statement,future,The report said that the student examined a beautiful painting.,The report said that the student will examine a beautiful painting.,4,1801
0,reported_statement,uncertainty,The report said that the student examined a beautiful painting.,The report said that the student may have examined a beautiful painting.,4,1802
0,reported_statement,passive,The report said that the student examined a beautiful painting.,The report said that a beautiful painting was examined by the student.,4,1803
0,reported_statement,formalization,The report said that the student examined a beautiful painting.,It is true that the report said that the student examined a beautiful painting.,4,1804
0,conditional,negation,"If the student examined a beautiful painting, the result mattered.","If the student did not examine a beautiful painting, the result mattered.",5,1805
0,conditional,question,"If the student examined a beautiful painting, the result mattered.",Did the result matter if the student examined a beautiful painting?,5,1806
0,conditional,future,"If the student examined a beautiful painting, the result mattered.","If the student will examine a beautiful painting, the result will matter.",5,1807
0,conditional,uncertainty,"If the student examined a beautiful painting, the result mattered.","If the student may have examined a beautiful painting, the result mattered.",5,1808
0,conditional,passive,"If the student examined a beautiful painting, the result mattered.","If a beautiful painting was examined by the student, the result mattered.",5,1809
0,conditional,formalization,"If the student examined a beautiful painting, the result mattered.","It is true that if the student examined a beautiful painting, the result mattered.",5,1810
1,simple_svo,negation,The researcher created a beautiful painting.,The researcher did not create a beautiful painting.,6,1811
1,simple_svo,question,The researcher created a beautiful painting.,Did the researcher create a beautiful painting?,6,1812
1,simple_svo,future,The researcher created a beautiful painting.,The researcher will create a beautiful painting.,6,1813
1,simple_svo,uncertainty,The researcher created a beautiful painting.,The researcher may have created a beautiful painting.,6,1814
1,simple_svo,passive,The researcher created a beautiful painting.,A beautiful painting was created by the researcher.,6,1815
1,simple_svo,formalization,The researcher created a beautiful painting.,It is true that the researcher created a beautiful painting.,6,1816
1,with_context,negation,The researcher created a beautiful painting at the school.,The researcher did not create a beautiful painting at the school.,7,1817
1,with_context,question,The researcher created a beautiful painting at the school.,Did the researcher create a beautiful painting at the school?,7,1818
1,with_context,future,The researcher created a beautiful painting at the school.,The researcher will create a beautiful painting at the school.,7,1819
1,with_context,uncertainty,The researcher created a beautiful painting at the school.,The researcher may have created a beautiful painting at the school.,7,1820
1,with_context,passive,The researcher created a beautiful painting at the school.,A beautiful painting was created by the researcher at the school.,7,1821
1,with_context,formalization,The researcher created a beautiful painting at the school.,It is true that the researcher created a beautiful painting at the school.,7,1822
1,relative_clause,negation,The person who created a beautiful painting was the researcher.,The person who did not create a beautiful painting was the researcher.,8,1823
1,relative_clause,question,The person who created a beautiful painting was the researcher.,Was the person who created a beautiful painting the researcher?,8,1824
1,relative_clause,future,The person who created a beautiful painting was the researcher.,The person who will create a beautiful painting is the researcher.,8,1825
1,relative_clause,uncertainty,The person who created a beautiful painting was the researcher.,The person who may have created a beautiful painting was the researcher.,8,1826
1,relative_clause,passive,The person who created a beautiful painting was the researcher.,The person by whom a beautiful painting was created was the researcher.,8,1827
1,relative_clause,formalization,The person who created a beautiful painting was the researcher.,It is true that the person who created a beautiful painting was the researcher.,8,1828
1,temporal_clause,negation,"After the researcher created a beautiful painting, the situation changed.","After the researcher did not create a beautiful painting, the situation changed.",9,1829
1,temporal_clause,question,"After the researcher created a beautiful painting, the situation changed.",Did the situation change after the researcher created a beautiful painting?,9,1830
1,temporal_clause,future,"After the researcher created a beautiful painting, the situation changed.","After the researcher will create a beautiful painting, the situation will change.",9,1831
1,temporal_clause,uncertainty,"After the researcher created a beautiful painting, the situation changed.","After the researcher may have created a beautiful painting, the situation changed.",9,1832
1,temporal_clause,passive,"After the researcher created a beautiful painting, the situation changed.","After a beautiful painting was created by the researcher, the situation changed.",9,1833
1,temporal_clause,formalization,"After the researcher created a beautiful painting, the situation changed.","It is true that after the researcher created a beautiful painting, the situation changed.",9,1834
1,reported_statement,negation,The report said that the researcher created a beautiful painting.,The report said that the researcher did not create a beautiful painting.,10,1835
1,reported_statement,question,The report said that the researcher created a beautiful painting.,Did the report say that the researcher created a beautiful painting?,10,1836
1,reported_statement,future,The report said that the researcher created a beautiful painting.,The report said that the researcher will create a beautiful painting.,10,1837
1,reported_statement,uncertainty,The report said that the researcher created a beautiful painting.,The report said that the researcher may have created a beautiful painting.,10,1838
1,reported_statement,passive,The report said that the researcher created a beautiful painting.,The report said that a beautiful painting was created by the researcher.,10,1839
1,reported_statement,formalization,The report said that the researcher created a beautiful painting.,It is true that the report said that the researcher created a beautiful painting.,10,1840
1,conditional,negation,"If the researcher created a beautiful painting, the result mattered.","If the researcher did not create a beautiful painting, the result mattered.",11,1841
1,conditional,question,"If the researcher created a beautiful painting, the result mattered.",Did the result matter if the researcher created a beautiful painting?,11,1842
1,conditional,future,"If the researcher created a beautiful painting, the result mattered.","If the researcher will create a beautiful painting, the result will matter.",11,1843
1,conditional,uncertainty,"If the researcher created a beautiful painting, the result mattered.","If the researcher may have created a beautiful painting, the result mattered.",11,1844
1,conditional,passive,"If the researcher created a beautiful painting, the result mattered.","If a beautiful painting was created by the researcher, the result mattered.",11,1845
1,conditional,formalization,"If the researcher created a beautiful painting, the result mattered.","It is true that if the researcher created a beautiful painting, the result mattered.",11,1846
2,simple_svo,negation,The artist measured the client.,The artist did not measure the client.,12,1847
2,simple_svo,question,The artist measured the client.,Did the artist measure the client?,12,1848
2,simple_svo,future,The artist measured the client.,The artist will measure the client.,12,1849
2,simple_svo,uncertainty,The artist measured the client.,The artist may have measured the client.,12,1850
2,simple_svo,passive,The artist measured the client.,The client was measured by the artist.,12,1851
2,simple_svo,formalization,The artist measured the client.,It is true that the artist measured the client.,12,1852
2,with_context,negation,The artist measured the client after the interview.,The artist did not measure the client after the interview.,13,1853
2,with_context,question,The artist measured the client after the interview.,Did the artist measure the client after the interview?,13,1854
2,with_context,future,The artist measured the client after the interview.,The artist will measure the client after the interview.,13,1855
2,with_context,uncertainty,The artist measured the client after the interview.,The artist may have measured the client after the interview.,13,1856
2,with_context,passive,The artist measured the client after the interview.,The client was measured by the artist after the interview.,13,1857
2,with_context,formalization,The artist measured the client after the interview.,It is true that the artist measured the client after the interview.,13,1858
2,relative_clause,negation,The person who measured the client was the artist.,The person who did not measure the client was the artist.,14,1859
2,relative_clause,question,The person who measured the client was the artist.,Was the person who measured the client the artist?,14,1860
2,relative_clause,future,The person who measured the client was the artist.,The person who will measure the client is the artist.,14,1861
2,relative_clause,uncertainty,The person who measured the client was the artist.,The person who may have measured the client was the artist.,14,1862
2,relative_clause,passive,The person who measured the client was the artist.,The person by whom the client was measured was the artist.,14,1863
2,relative_clause,formalization,The person who measured the client was the artist.,It is true that the person who measured the client was the artist.,14,1864
2,temporal_clause,negation,"After the artist measured the client, the situation changed.","After the artist did not measure the client, the situation changed.",15,1865
2,temporal_clause,question,"After the artist measured the client, the situation changed.",Did the situation change after the artist measured the client?,15,1866
2,temporal_clause,future,"After the artist measured the client, the situation changed.","After the artist will measure the client, the situation will change.",15,1867
2,temporal_clause,uncertainty,"After the artist measured the client, the situation changed.","After the artist may have measured the client, the situation changed.",15,1868
2,temporal_clause,passive,"After the artist measured the client, the situation changed.","After the client was measured by the artist, the situation changed.",15,1869
2,temporal_clause,formalization,"After the artist measured the client, the situation changed.","It is true that after the artist measured the client, the situation changed.",15,1870
2,reported_statement,negation,The report said that the artist measured the client.,The report said that the artist did not measure the client.,16,1871
2,reported_statement,question,The report said that the artist measured the client.,Did the report say that the artist measured the client?,16,1872
2,reported_statement,future,The report said that the artist measured the client.,The report said that the artist will measure the client.,16,1873
2,reported_statement,uncertainty,The report said that the artist measured the client.,The report said that the artist may have measured the client.,16,1874
2,reported_statement,passive,The report said that the artist measured the client.,The report said that the client was measured by the artist.,16,1875
2,reported_statement,formalization,The report said that the artist measured the client.,It is true that the report said that the artist measured the client.,16,1876
2,conditional,negation,"If the artist measured the client, the result mattered.","If the artist did not measure the client, the result mattered.",17,1877
2,conditional,question,"If the artist measured the client, the result mattered.",Did the result matter if the artist measured the client?,17,1878
2,conditional,future,"If the artist measured the client, the result mattered.","If the artist will measure the client, the result will matter.",17,1879
2,conditional,uncertainty,"If the artist measured the client, the result mattered.","If the artist may have measured the client, the result mattered.",17,1880
2,conditional,passive,"If the artist measured the client, the result mattered.","If the client was measured by the artist, the result mattered.",17,1881
2,conditional,formalization,"If the artist measured the client, the result mattered.","It is true that if the artist measured the client, the result mattered.",17,1882
3,simple_svo,negation,The analyst found a short story.,The analyst did not find a short story.,18,1883
3,simple_svo,question,The analyst found a short story.,Did the analyst find a short story?,18,1884
3,simple_svo,future,The analyst found a short story.,The analyst will find a short story.,18,1885
3,simple_svo,uncertainty,The analyst found a short story.,The analyst may have found a short story.,18,1886
3,simple_svo,passive,The analyst found a short story.,A short story was found by the analyst.,18,1887
3,simple_svo,formalization,The analyst found a short story.,It is true that the analyst found a short story.,18,1888
3,with_context,negation,The analyst found a short story after the interview.,The analyst did not find a short story after the interview.,19,1889
3,with_context,question,The analyst found a short story after the interview.,Did the analyst find a short story after the interview?,19,1890
3,with_context,future,The analyst found a short story after the interview.,The analyst will find a short story after the interview.,19,1891
3,with_context,uncertainty,The analyst found a short story after the interview.,The analyst may have found a short story after the interview.,19,1892
3,with_context,passive,The analyst found a short story after the interview.,A short story was found by the analyst after the interview.,19,1893
3,with_context,formalization,The analyst found a short story after the interview.,It is true that the analyst found a short story after the interview.,19,1894
3,relative_clause,negation,The person who found a short story was the analyst.,The person who did not find a short story was the analyst.,20,1895
3,relative_clause,question,The person who found a short story was the analyst.,Was the person who found a short story the analyst?,20,1896
3,relative_clause,future,The person who found a short story was the analyst.,The person who will find a short story is the analyst.,20,1897
3,relative_clause,uncertainty,The person who found a short story was the analyst.,The person who may have found a short story was the analyst.,20,1898
3,relative_clause,passive,The person who found a short story was the analyst.,The person by whom a short story was found was the analyst.,20,1899
3,relative_clause,formalization,The person who found a short story was the analyst.,It is true that the person who found a short story was the analyst.,20,1900
3,temporal_clause,negation,"After the analyst found a short story, the situation changed.","After the analyst did not find a short story, the situation changed.",21,1901
3,temporal_clause,question,"After the analyst found a short story, the situation changed.",Did the situation change after the analyst found a short story?,21,1902
3,temporal_clause,future,"After the analyst found a short story, the situation changed.","After the analyst will find a short story, the situation will change.",21,1903
3,temporal_clause,uncertainty,"After the analyst found a short story, the situation changed.","After the analyst may have found a short story, the situation changed.",21,1904
3,temporal_clause,passive,"After the analyst found a short story, the situation changed.","After a short story was found by the analyst, the situation changed.",21,1905
3,temporal_clause,formalization,"After the analyst found a short story, the situation changed.","It is true that after the analyst found a short story, the situation changed.",21,1906
3,reported_statement,negation,The report said that the analyst found a short story.,The report said that the analyst did not find a short story.,22,1907
3,reported_statement,question,The report said that the analyst found a short story.,Did the report say that the analyst found a short story?,22,1908
3,reported_statement,future,The report said that the analyst found a short story.,The report said that the analyst will find a short story.,22,1909
3,reported_statement,uncertainty,The report said that the analyst found a short story.,The report said that the analyst may have found a short story.,22,1910
3,reported_statement,passive,The report said that the analyst found a short story.,The report said that a short story was found by the analyst.,22,1911
3,reported_statement,formalization,The report said that the analyst found a short story.,It is true that the report said that the analyst found a short story.,22,1912
3,conditional,negation,"If the analyst found a short story, the result mattered.","If the analyst did not find a short story, the result mattered.",23,1913
3,conditional,question,"If the analyst found a short story, the result mattered.",Did the result matter if the analyst found a short story?,23,1914
3,conditional,future,"If the analyst found a short story, the result mattered.","If the analyst will find a short story, the result will matter.",23,1915
3,conditional,uncertainty,"If the analyst found a short story, the result mattered.","If the analyst may have found a short story, the result mattered.",23,1916
3,conditional,passive,"If the analyst found a short story, the result mattered.","If a short story was found by the analyst, the result mattered.",23,1917
3,conditional,formalization,"If the analyst found a short story, the result mattered.","It is true that if the analyst found a short story, the result mattered.",23,1918
4,simple_svo,negation,The designer created the system.,The designer did not create the system.,24,1919
4,simple_svo,question,The designer created the system.,Did the designer create the system?,24,1920
4,simple_svo,future,The designer created the system.,The designer will create the system.,24,1921
4,simple_svo,uncertainty,The designer created the system.,The designer may have created the system.,24,1922
4,simple_svo,passive,The designer created the system.,The system was created by the designer.,24,1923
4,simple_svo,formalization,The designer created the system.,It is true that the designer created the system.,24,1924
4,with_context,negation,The designer created the system during the meeting.,The designer did not create the system during the meeting.,25,1925
4,with_context,question,The designer created the system during the meeting.,Did the designer create the system during the meeting?,25,1926
4,with_context,future,The designer created the system during the meeting.,The designer will create the system during the meeting.,25,1927
4,with_context,uncertainty,The designer created the system during the meeting.,The designer may have created the system during the meeting.,25,1928
4,with_context,passive,The designer created the system during the meeting.,The system was created by the designer during the meeting.,25,1929
4,with_context,formalization,The designer created the system during the meeting.,It is true that the designer created the system during the meeting.,25,1930
4,relative_clause,negation,The person who created the system was the designer.,The person who did not create the system was the designer.,26,1931
4,relative_clause,question,The person who created the system was the designer.,Was the person who created the system the designer?,26,1932
4,relative_clause,future,The person who created the system was the designer.,The person who will create the system is the designer.,26,1933
4,relative_clause,uncertainty,The person who created the system was the designer.,The person who may have created the system was the designer.,26,1934
4,relative_clause,passive,The person who created the system was the designer.,The person by whom the system was created was the designer.,26,1935
4,relative_clause,formalization,The person who created the system was the designer.,It is true that the person who created the system was the designer.,26,1936
4,temporal_clause,negation,"After the designer created the system, the situation changed.","After the designer did not create the system, the situation changed.",27,1937
4,temporal_clause,question,"After the designer created the system, the situation changed.",Did the situation change after the designer created the system?,27,1938
4,temporal_clause,future,"After the designer created the system, the situation changed.","After the designer will create the system, the situation will change.",27,1939
4,temporal_clause,uncertainty,"After the designer created the system, the situation changed.","After the designer may have created the system, the situation changed.",27,1940
4,temporal_clause,passive,"After the designer created the system, the situation changed.","After the system was created by the designer, the situation changed.",27,1941
4,temporal_clause,formalization,"After the designer created the system, the situation changed.","It is true that after the designer created the system, the situation changed.",27,1942
4,reported_statement,negation,The report said that the designer created the system.,The report said that the designer did not create the system.,28,1943
4,reported_statement,question,The report said that the designer created the system.,Did the report say that the designer created the system?,28,1944
4,reported_statement,future,The report said that the designer created the system.,The report said that the designer will create the system.,28,1945
4,reported_statement,uncertainty,The report said that the designer created the system.,The report said that the designer may have created the system.,28,1946
4,reported_statement,passive,The report said that the designer created the system.,The report said that the system was created by the designer.,28,1947
4,reported_statement,formalization,The report said that the designer created the system.,It is true that the report said that the designer created the system.,28,1948
4,conditional,negation,"If the designer created the system, the result mattered.","If the designer did not create the system, the result mattered.",29,1949
4,conditional,question,"If the designer created the system, the result mattered.",Did the result matter if the designer created the system?,29,1950
4,conditional,future,"If the designer created the system, the result mattered.","If the designer will create the system, the result will matter.",29,1951
4,conditional,uncertainty,"If the designer created the system, the result mattered.","If the designer may have created the system, the result mattered.",29,1952
4,conditional,passive,"If the designer created the system, the result mattered.","If the system was created by the designer, the result mattered.",29,1953
4,conditional,formalization,"If the designer created the system, the result mattered.","It is true that if the designer created the system, the result mattered.",29,1954
5,simple_svo,negation,The analyst solved the signal.,The analyst did not solve the signal.,30,1955
5,simple_svo,question,The analyst solved the signal.,Did the analyst solve the signal?,30,1956
5,simple_svo,future,The analyst solved the signal.,The analyst will solve the signal.,30,1957
5,simple_svo,uncertainty,The analyst solved the signal.,The analyst may have solved the signal.,30,1958
5,simple_svo,passive,The analyst solved the signal.,The signal was solved by the analyst.,30,1959
5,simple_svo,formalization,The analyst solved the signal.,It is true that the analyst solved the signal.,30,1960
5,with_context,negation,The analyst solved the signal in the laboratory.,The analyst did not solve the signal in the laboratory.,31,1961
5,with_context,question,The analyst solved the signal in the laboratory.,Did the analyst solve the signal in the laboratory?,31,1962
5,with_context,future,The analyst solved the signal in the laboratory.,The analyst will solve the signal in the laboratory.,31,1963
5,with_context,uncertainty,The analyst solved the signal in the laboratory.,The analyst may have solved the signal in the laboratory.,31,1964
5,with_context,passive,The analyst solved the signal in the laboratory.,The signal was solved by the analyst in the laboratory.,31,1965
5,with_context,formalization,The analyst solved the signal in the laboratory.,It is true that the analyst solved the signal in the laboratory.,31,1966
5,relative_clause,negation,The person who solved the signal was the analyst.,The person who did not solve the signal was the analyst.,32,1967
5,relative_clause,question,The person who solved the signal was the analyst.,Was the person who solved the signal the analyst?,32,1968
5,relative_clause,future,The person who solved the signal was the analyst.,The person who will solve the signal is the analyst.,32,1969
5,relative_clause,uncertainty,The person who solved the signal was the analyst.,The person who may have solved the signal was the analyst.,32,1970
5,relative_clause,passive,The person who solved the signal was the analyst.,The person by whom the signal was solved was the analyst.,32,1971
5,relative_clause,formalization,The person who solved the signal was the analyst.,It is true that the person who solved the signal was the analyst.,32,1972
5,temporal_clause,negation,"After the analyst solved the signal, the situation changed.","After the analyst did not solve the signal, the situation changed.",33,1973
5,temporal_clause,question,"After the analyst solved the signal, the situation changed.",Did the situation change after the analyst solved the signal?,33,1974
5,temporal_clause,future,"After the analyst solved the signal, the situation changed.","After the analyst will solve the signal, the situation will change.",33,1975
5,temporal_clause,uncertainty,"After the analyst solved the signal, the situation changed.","After the analyst may have solved the signal, the situation changed.",33,1976
5,temporal_clause,passive,"After the analyst solved the signal, the situation changed.","After the signal was solved by the analyst, the situation changed.",33,1977
5,temporal_clause,formalization,"After the analyst solved the signal, the situation changed.","It is true that after the analyst solved the signal, the situation changed.",33,1978
5,reported_statement,negation,The report said that the analyst solved the signal.,The report said that the analyst did not solve the signal.,34,1979
5,reported_statement,question,The report said that the analyst solved the signal.,Did the report say that the analyst solved the signal?,34,1980
5,reported_statement,future,The report said that the analyst solved the signal.,The report said that the analyst will solve the signal.,34,1981
5,reported_statement,uncertainty,The report said that the analyst solved the signal.,The report said that the analyst may have solved the signal.,34,1982
5,reported_statement,passive,The report said that the analyst solved the signal.,The report said that the signal was solved by the analyst.,34,1983
5,reported_statement,formalization,The report said that the analyst solved the signal.,It is true that the report said that the analyst solved the signal.,34,1984
5,conditional,negation,"If the analyst solved the signal, the result mattered.","If the analyst did not solve the signal, the result mattered.",35,1985
5,conditional,question,"If the analyst solved the signal, the result mattered.",Did the result matter if the analyst solved the signal?,35,1986
5,conditional,future,"If the analyst solved the signal, the result mattered.","If the analyst will solve the signal, the result will matter.",35,1987
5,conditional,uncertainty,"If the analyst solved the signal, the result mattered.","If the analyst may have solved the signal, the result mattered.",35,1988
5,conditional,passive,"If the analyst solved the signal, the result mattered.","If the signal was solved by the analyst, the result mattered.",35,1989
5,conditional,formalization,"If the analyst solved the signal, the result mattered.","It is true that if the analyst solved the signal, the result mattered.",35,1990
6,simple_svo,negation,The chef observed the patient.,The chef did not observe the patient.,36,1991
6,simple_svo,question,The chef observed the patient.,Did the chef observe the patient?,36,1992
6,simple_svo,future,The chef observed the patient.,The chef will observe the patient.,36,1993
6,simple_svo,uncertainty,The chef observed the patient.,The chef may have observed the patient.,36,1994
6,simple_svo,passive,The chef observed the patient.,The patient was observed by the chef.,36,1995
6,simple_svo,formalization,The chef observed the patient.,It is true that the chef observed the patient.,36,1996
6,with_context,negation,The chef observed the patient before the deadline.,The chef did not observe the patient before the deadline.,37,1997
6,with_context,question,The chef observed the patient before the deadline.,Did the chef observe the patient before the deadline?,37,1998
6,with_context,future,The chef observed the patient before the deadline.,The chef will observe the patient before the deadline.,37,1999
6,with_context,uncertainty,The chef observed the patient before the deadline.,The chef may have observed the patient before the deadline.,37,2000
6,with_context,passive,The chef observed the patient before the deadline.,The patient was observed by the chef before the deadline.,37,2001
6,with_context,formalization,The chef observed the patient before the deadline.,It is true that the chef observed the patient before the deadline.,37,2002
6,relative_clause,negation,The person who observed the patient was the chef.,The person who did not observe the patient was the chef.,38,2003
6,relative_clause,question,The person who observed the patient was the chef.,Was the person who observed the patient the chef?,38,2004
6,relative_clause,future,The person who observed the patient was the chef.,The person who will observe the patient is the chef.,38,2005
6,relative_clause,uncertainty,The person who observed the patient was the chef.,The person who may have observed the patient was the chef.,38,2006
6,relative_clause,passive,The person who observed the patient was the chef.,The person by whom the patient was observed was the chef.,38,2007
6,relative_clause,formalization,The person who observed the patient was the chef.,It is true that the person who observed the patient was the chef.,38,2008
6,temporal_clause,negation,"After the chef observed the patient, the situation changed.","After the chef did not observe the patient, the situation changed.",39,2009
6,temporal_clause,question,"After the chef observed the patient, the situation changed.",Did the situation change after the chef observed the patient?,39,2010
6,temporal_clause,future,"After the chef observed the patient, the situation changed.","After the chef will observe the patient, the situation will change.",39,2011
6,temporal_clause,uncertainty,"After the chef observed the patient, the situation changed.","After the chef may have observed the patient, the situation changed.",39,2012
6,temporal_clause,passive,"After the chef observed the patient, the situation changed.","After the patient was observed by the chef, the situation changed.",39,2013
6,temporal_clause,formalization,"After the chef observed the patient, the situation changed.","It is true that after the chef observed the patient, the situation changed.",39,2014
6,reported_statement,negation,The report said that the chef observed the patient.,The report said that the chef did not observe the patient.,40,2015
6,reported_statement,question,The report said that the chef observed the patient.,Did the report say that the chef observed the patient?,40,2016
6,reported_statement,future,The report said that the chef observed the patient.,The report said that the chef will observe the patient.,40,2017
6,reported_statement,uncertainty,The report said that the chef observed the patient.,The report said that the chef may have observed the patient.,40,2018
6,reported_statement,passive,The report said that the chef observed the patient.,The report said that the patient was observed by the chef.,40,2019
6,reported_statement,formalization,The report said that the chef observed the patient.,It is true that the report said that the chef observed the patient.,40,2020
6,conditional,negation,"If the chef observed the patient, the result mattered.","If the chef did not observe the patient, the result mattered.",41,2021
6,conditional,question,"If the chef observed the patient, the result mattered.",Did the result matter if the chef observed the patient?,41,2022
6,conditional,future,"If the chef observed the patient, the result mattered.","If the chef will observe the patient, the result will matter.",41,2023
6,conditional,uncertainty,"If the chef observed the patient, the result mattered.","If the chef may have observed the patient, the result mattered.",41,2024
6,conditional,passive,"If the chef observed the patient, the result mattered.","If the patient was observed by the chef, the result mattered.",41,2025
6,conditional,formalization,"If the chef observed the patient, the result mattered.","It is true that if the chef observed the patient, the result mattered.",41,2026
7,simple_svo,negation,The pilot reported the patient.,The pilot did not report the patient.,42,2027
7,simple_svo,question,The pilot reported the patient.,Did the pilot report the patient?,42,2028
7,simple_svo,future,The pilot reported the patient.,The pilot will report the patient.,42,2029
7,simple_svo,uncertainty,The pilot reported the patient.,The pilot may have reported the patient.,42,2030
7,simple_svo,passive,The pilot reported the patient.,The patient was reported by the pilot.,42,2031
7,simple_svo,formalization,The pilot reported the patient.,It is true that the pilot reported the patient.,42,2032
7,with_context,negation,The pilot reported the patient before the deadline.,The pilot did not report the patient before the deadline.,43,2033
7,with_context,question,The pilot reported the patient before the deadline.,Did the pilot report the patient before the deadline?,43,2034
7,with_context,future,The pilot reported the patient before the deadline.,The pilot will report the patient before the deadline.,43,2035
7,with_context,uncertainty,The pilot reported the patient before the deadline.,The pilot may have reported the patient before the deadline.,43,2036
7,with_context,passive,The pilot reported the patient before the deadline.,The patient was reported by the pilot before the deadline.,43,2037
7,with_context,formalization,The pilot reported the patient before the deadline.,It is true that the pilot reported the patient before the deadline.,43,2038
7,relative_clause,negation,The person who reported the patient was the pilot.,The person who did not report the patient was the pilot.,44,2039
7,relative_clause,question,The person who reported the patient was the pilot.,Was the person who reported the patient the pilot?,44,2040
7,relative_clause,future,The person who reported the patient was the pilot.,The person who will report the patient is the pilot.,44,2041
7,relative_clause,uncertainty,The person who reported the patient was the pilot.,The person who may have reported the patient was the pilot.,44,2042
7,relative_clause,passive,The person who reported the patient was the pilot.,The person by whom the patient was reported was the pilot.,44,2043
7,relative_clause,formalization,The person who reported the patient was the pilot.,It is true that the person who reported the patient was the pilot.,44,2044
7,temporal_clause,negation,"After the pilot reported the patient, the situation changed.","After the pilot did not report the patient, the situation changed.",45,2045
7,temporal_clause,question,"After the pilot reported the patient, the situation changed.",Did the situation change after the pilot reported the patient?,45,2046
7,temporal_clause,future,"After the pilot reported the patient, the situation changed.","After the pilot will report the patient, the situation will change.",45,2047
7,temporal_clause,uncertainty,"After the pilot reported the patient, the situation changed.","After the pilot may have reported the patient, the situation changed.",45,2048
7,temporal_clause,passive,"After the pilot reported the patient, the situation changed.","After the patient was reported by the pilot, the situation changed.",45,2049
7,temporal_clause,formalization,"After the pilot reported the patient, the situation changed.","It is true that after the pilot reported the patient, the situation changed.",45,2050
7,reported_statement,negation,The report said that the pilot reported the patient.,The report said that the pilot did not report the patient.,46,2051
7,reported_statement,question,The report said that the pilot reported the patient.,Did the report say that the pilot reported the patient?,46,2052
7,reported_statement,future,The report said that the pilot reported the patient.,The report said that the pilot will report the patient.,46,2053
7,reported_statement,uncertainty,The report said that the pilot reported the patient.,The report said that the pilot may have reported the patient.,46,2054
7,reported_statement,passive,The report said that the pilot reported the patient.,The report said that the patient was reported by the pilot.,46,2055
7,reported_statement,formalization,The report said that the pilot reported the patient.,It is true that the report said that the pilot reported the patient.,46,2056
7,conditional,negation,"If the pilot reported the patient, the result mattered.","If the pilot did not report the patient, the result mattered.",47,2057
7,conditional,question,"If the pilot reported the patient, the result mattered.",Did the result matter if the pilot reported the patient?,47,2058
7,conditional,future,"If the pilot reported the patient, the result mattered.","If the pilot will report the patient, the result will matter.",47,2059
7,conditional,uncertainty,"If the pilot reported the patient, the result mattered.","If the pilot may have reported the patient, the result mattered.",47,2060
7,conditional,passive,"If the pilot reported the patient, the result mattered.","If the patient was reported by the pilot, the result mattered.",47,2061
