model,scale,language,template_id,representation,from_level,to_level,step_size,delta_norm
xlm-roberta-base,affect,en,13,mean_pool,-2,0,2,0.7282367944717407
xlm-roberta-base,affect,en,13,mean_pool,-1,1,2,0.4101950228214264
xlm-roberta-base,affect,en,13,mean_pool,0,2,2,0.6919261813163757
xlm-roberta-base,affect,en,13,mean_pool,-2,2,4,0.32701215147972107
xlm-roberta-base,affect,en,14,mean_pool,-2,-1,1,0.5552754402160645
xlm-roberta-base,affect,en,14,mean_pool,-1,0,1,0.7424261569976807
xlm-roberta-base,affect,en,14,mean_pool,0,1,1,0.8545660376548767
xlm-roberta-base,affect,en,14,mean_pool,1,2,1,0.2814863622188568
xlm-roberta-base,affect,en,14,mean_pool,-2,0,2,1.0420786142349243
xlm-roberta-base,affect,en,14,mean_pool,-1,1,2,0.37289708852767944
xlm-roberta-base,affect,en,14,mean_pool,0,2,2,1.0001349449157715
xlm-roberta-base,affect,en,14,mean_pool,-2,2,4,0.3652976453304291
xlm-roberta-base,affect,en,15,mean_pool,-2,-1,1,0.6793754696846008
xlm-roberta-base,affect,en,15,mean_pool,-1,0,1,0.7595451474189758
xlm-roberta-base,affect,en,15,mean_pool,0,1,1,0.915641188621521
xlm-roberta-base,affect,en,15,mean_pool,1,2,1,0.32108205556869507
xlm-roberta-base,affect,en,15,mean_pool,-2,0,2,1.0236445665359497
xlm-roberta-base,affect,en,15,mean_pool,-1,1,2,0.6053807735443115
xlm-roberta-base,affect,en,15,mean_pool,0,2,2,1.0340756177902222
xlm-roberta-base,affect,en,15,mean_pool,-2,2,4,0.43764349818229675
xlm-roberta-base,affect,en,16,mean_pool,-2,-1,1,0.43045657873153687
xlm-roberta-base,affect,en,16,mean_pool,-1,0,1,0.7221232056617737
xlm-roberta-base,affect,en,16,mean_pool,0,1,1,0.7920957803726196
xlm-roberta-base,affect,en,16,mean_pool,1,2,1,0.19363845884799957
xlm-roberta-base,affect,en,16,mean_pool,-2,0,2,0.8615180850028992
xlm-roberta-base,affect,en,16,mean_pool,-1,1,2,0.3811695873737335
xlm-roberta-base,affect,en,16,mean_pool,0,2,2,0.8317415118217468
xlm-roberta-base,affect,en,16,mean_pool,-2,2,4,0.30653253197669983
xlm-roberta-base,affect,en,17,mean_pool,-2,-1,1,0.4764534831047058
xlm-roberta-base,affect,en,17,mean_pool,-1,0,1,1.0043264627456665
xlm-roberta-base,affect,en,17,mean_pool,0,1,1,1.0318533182144165
xlm-roberta-base,affect,en,17,mean_pool,1,2,1,0.2630038261413574
xlm-roberta-base,affect,en,17,mean_pool,-2,0,2,1.1256992816925049
xlm-roberta-base,affect,en,17,mean_pool,-1,1,2,0.42273399233818054
xlm-roberta-base,affect,en,17,mean_pool,0,2,2,1.0485079288482666
xlm-roberta-base,affect,en,17,mean_pool,-2,2,4,0.4120228886604309
xlm-roberta-base,affect,en,18,mean_pool,-2,-1,1,0.4569072425365448
xlm-roberta-base,affect,en,18,mean_pool,-1,0,1,0.6703922152519226
xlm-roberta-base,affect,en,18,mean_pool,0,1,1,0.7952945828437805
xlm-roberta-base,affect,en,18,mean_pool,1,2,1,0.20197536051273346
xlm-roberta-base,affect,en,18,mean_pool,-2,0,2,0.823982298374176
xlm-roberta-base,affect,en,18,mean_pool,-1,1,2,0.4246855080127716
xlm-roberta-base,affect,en,18,mean_pool,0,2,2,0.7676792740821838
xlm-roberta-base,affect,en,18,mean_pool,-2,2,4,0.31451675295829773
xlm-roberta-base,affect,en,19,mean_pool,-2,-1,1,0.4933503270149231
xlm-roberta-base,affect,en,19,mean_pool,-1,0,1,0.7053367495536804
xlm-roberta-base,affect,en,19,mean_pool,0,1,1,0.8247233629226685
xlm-roberta-base,affect,en,19,mean_pool,1,2,1,0.2795921564102173
xlm-roberta-base,affect,en,19,mean_pool,-2,0,2,0.8778558969497681
xlm-roberta-base,affect,en,19,mean_pool,-1,1,2,0.4418588876724243
xlm-roberta-base,affect,en,19,mean_pool,0,2,2,0.8407002687454224
xlm-roberta-base,affect,en,19,mean_pool,-2,2,4,0.40849652886390686
xlm-roberta-base,affect,en,20,mean_pool,-2,-1,1,0.5461641550064087
xlm-roberta-base,affect,en,20,mean_pool,-1,0,1,0.7750954031944275
xlm-roberta-base,affect,en,20,mean_pool,0,1,1,0.9728116393089294
xlm-roberta-base,affect,en,20,mean_pool,1,2,1,0.2624071538448334
xlm-roberta-base,affect,en,20,mean_pool,-2,0,2,0.9999752640724182
xlm-roberta-base,affect,en,20,mean_pool,-1,1,2,0.5308113694190979
xlm-roberta-base,affect,en,20,mean_pool,0,2,2,1.0235707759857178
xlm-roberta-base,affect,en,20,mean_pool,-2,2,4,0.4170151650905609
xlm-roberta-base,affect,en,21,mean_pool,-2,-1,1,0.5415201783180237
xlm-roberta-base,affect,en,21,mean_pool,-1,0,1,0.9445717930793762
xlm-roberta-base,affect,en,21,mean_pool,0,1,1,1.0720643997192383
xlm-roberta-base,affect,en,21,mean_pool,1,2,1,0.2747076153755188
xlm-roberta-base,affect,en,21,mean_pool,-2,0,2,1.2113803625106812
xlm-roberta-base,affect,en,21,mean_pool,-1,1,2,0.42426377534866333
xlm-roberta-base,affect,en,21,mean_pool,0,2,2,1.2066453695297241
xlm-roberta-base,affect,en,21,mean_pool,-2,2,4,0.40710949897766113
xlm-roberta-base,affect,en,22,mean_pool,-2,-1,1,0.7067971229553223
xlm-roberta-base,affect,en,22,mean_pool,-1,0,1,0.7764818072319031
xlm-roberta-base,affect,en,22,mean_pool,0,1,1,0.8134592771530151
xlm-roberta-base,affect,en,22,mean_pool,1,2,1,0.2932854890823364
xlm-roberta-base,affect,en,22,mean_pool,-2,0,2,0.9178791046142578
xlm-roberta-base,affect,en,22,mean_pool,-1,1,2,0.5714758038520813
xlm-roberta-base,affect,en,22,mean_pool,0,2,2,0.8710235357284546
xlm-roberta-base,affect,en,22,mean_pool,-2,2,4,0.4963466227054596
xlm-roberta-base,affect,en,23,mean_pool,-2,-1,1,0.5649184584617615
xlm-roberta-base,affect,en,23,mean_pool,-1,0,1,0.659509539604187
xlm-roberta-base,affect,en,23,mean_pool,0,1,1,0.8583673238754272
xlm-roberta-base,affect,en,23,mean_pool,1,2,1,0.2128918319940567
xlm-roberta-base,affect,en,23,mean_pool,-2,0,2,0.9810159802436829
xlm-roberta-base,affect,en,23,mean_pool,-1,1,2,0.4482002556324005
xlm-roberta-base,affect,en,23,mean_pool,0,2,2,0.9187384247779846
xlm-roberta-base,affect,en,23,mean_pool,-2,2,4,0.3602185547351837
xlm-roberta-base,affect,en,24,mean_pool,-2,-1,1,0.5170061588287354
xlm-roberta-base,affect,en,24,mean_pool,-1,0,1,0.7290540337562561
xlm-roberta-base,affect,en,24,mean_pool,0,1,1,0.8108208179473877
xlm-roberta-base,affect,en,24,mean_pool,1,2,1,0.31764477491378784
xlm-roberta-base,affect,en,24,mean_pool,-2,0,2,0.9383118748664856
xlm-roberta-base,affect,en,24,mean_pool,-1,1,2,0.36435654759407043
xlm-roberta-base,affect,en,24,mean_pool,0,2,2,0.8759028911590576
xlm-roberta-base,affect,en,24,mean_pool,-2,2,4,0.41449102759361267
xlm-roberta-base,affect,en,25,mean_pool,-2,-1,1,0.4369281232357025
xlm-roberta-base,affect,en,25,mean_pool,-1,0,1,0.8724650144577026
xlm-roberta-base,affect,en,25,mean_pool,0,1,1,0.8547975420951843
xlm-roberta-base,affect,en,25,mean_pool,1,2,1,0.27333053946495056
xlm-roberta-base,affect,en,25,mean_pool,-2,0,2,1.004781723022461
xlm-roberta-base,affect,en,25,mean_pool,-1,1,2,0.3576676845550537
xlm-roberta-base,affect,en,25,mean_pool,0,2,2,0.8475200533866882
xlm-roberta-base,affect,en,25,mean_pool,-2,2,4,0.46044641733169556
xlm-roberta-base,affect,en,26,mean_pool,-2,-1,1,0.403143972158432
xlm-roberta-base,affect,en,26,mean_pool,-1,0,1,0.662954568862915
xlm-roberta-base,affect,en,26,mean_pool,0,1,1,0.7275404334068298
xlm-roberta-base,affect,en,26,mean_pool,1,2,1,0.2118876725435257
xlm-roberta-base,affect,en,26,mean_pool,-2,0,2,0.7598033547401428
xlm-roberta-base,affect,en,26,mean_pool,-1,1,2,0.3477054536342621
xlm-roberta-base,affect,en,26,mean_pool,0,2,2,0.7336747050285339
xlm-roberta-base,affect,en,26,mean_pool,-2,2,4,0.3238370716571808
xlm-roberta-base,affect,en,27,mean_pool,-2,-1,1,0.48397982120513916
xlm-roberta-base,affect,en,27,mean_pool,-1,0,1,0.6921570301055908
xlm-roberta-base,affect,en,27,mean_pool,0,1,1,0.8407402038574219
xlm-roberta-base,affect,en,27,mean_pool,1,2,1,0.2307838648557663
xlm-roberta-base,affect,en,27,mean_pool,-2,0,2,0.8705754280090332
xlm-roberta-base,affect,en,27,mean_pool,-1,1,2,0.48245924711227417
xlm-roberta-base,affect,en,27,mean_pool,0,2,2,0.8419713377952576
xlm-roberta-base,affect,en,27,mean_pool,-2,2,4,0.37440288066864014
xlm-roberta-base,affect,en,28,mean_pool,-2,-1,1,0.6839436888694763
xlm-roberta-base,affect,en,28,mean_pool,-1,0,1,0.8557307720184326
xlm-roberta-base,affect,en,28,mean_pool,0,1,1,0.8835617303848267
xlm-roberta-base,affect,en,28,mean_pool,1,2,1,0.3238697946071625
xlm-roberta-base,affect,en,28,mean_pool,-2,0,2,1.0499194860458374
xlm-roberta-base,affect,en,28,mean_pool,-1,1,2,0.5830976963043213
xlm-roberta-base,affect,en,28,mean_pool,0,2,2,0.9703032374382019
xlm-roberta-base,affect,en,28,mean_pool,-2,2,4,0.5485914349555969
xlm-roberta-base,affect,en,29,mean_pool,-2,-1,1,0.5946409702301025
xlm-roberta-base,affect,en,29,mean_pool,-1,0,1,1.09036386013031
xlm-roberta-base,affect,en,29,mean_pool,0,1,1,1.2612191438674927
xlm-roberta-base,affect,en,29,mean_pool,1,2,1,0.4283599853515625
xlm-roberta-base,affect,en,29,mean_pool,-2,0,2,1.3019111156463623
xlm-roberta-base,affect,en,29,mean_pool,-1,1,2,0.500209391117096
xlm-roberta-base,affect,en,29,mean_pool,0,2,2,1.2531828880310059
xlm-roberta-base,affect,en,29,mean_pool,-2,2,4,0.5259061455726624
xlm-roberta-base,affect,en,30,mean_pool,-2,-1,1,0.44006630778312683
xlm-roberta-base,affect,en,30,mean_pool,-1,0,1,0.833710253238678
xlm-roberta-base,affect,en,30,mean_pool,0,1,1,0.8291236758232117
xlm-roberta-base,affect,en,30,mean_pool,1,2,1,0.22819630801677704
xlm-roberta-base,affect,en,30,mean_pool,-2,0,2,0.9676714539527893
xlm-roberta-base,affect,en,30,mean_pool,-1,1,2,0.3587874174118042
xlm-roberta-base,affect,en,30,mean_pool,0,2,2,0.8489211797714233
xlm-roberta-base,affect,en,30,mean_pool,-2,2,4,0.42638489603996277
xlm-roberta-base,affect,en,31,mean_pool,-2,-1,1,0.45385703444480896
xlm-roberta-base,affect,en,31,mean_pool,-1,0,1,1.0431253910064697
xlm-roberta-base,affect,en,31,mean_pool,0,1,1,0.9860384464263916
xlm-roberta-base,affect,en,31,mean_pool,1,2,1,0.31498783826828003
xlm-roberta-base,affect,en,31,mean_pool,-2,0,2,1.115531086921692
xlm-roberta-base,affect,en,31,mean_pool,-1,1,2,0.3769174814224243
xlm-roberta-base,affect,en,31,mean_pool,0,2,2,1.1488488912582397
xlm-roberta-base,affect,en,31,mean_pool,-2,2,4,0.38524606823921204
xlm-roberta-base,affect,en,32,mean_pool,-2,-1,1,0.43778741359710693
xlm-roberta-base,affect,en,32,mean_pool,-1,0,1,0.8434827923774719
xlm-roberta-base,affect,en,32,mean_pool,0,1,1,0.8934175968170166
xlm-roberta-base,affect,en,32,mean_pool,1,2,1,0.2817939221858978
xlm-roberta-base,affect,en,32,mean_pool,-2,0,2,0.9010475873947144
xlm-roberta-base,affect,en,32,mean_pool,-1,1,2,0.3891536593437195
xlm-roberta-base,affect,en,32,mean_pool,0,2,2,0.8129409551620483
xlm-roberta-base,affect,en,32,mean_pool,-2,2,4,0.3940986394882202
xlm-roberta-base,affect,en,33,mean_pool,-2,-1,1,0.43810513615608215
xlm-roberta-base,affect,en,33,mean_pool,-1,0,1,0.7082003355026245
xlm-roberta-base,affect,en,33,mean_pool,0,1,1,0.7585784792900085
xlm-roberta-base,affect,en,33,mean_pool,1,2,1,0.21734432876110077
xlm-roberta-base,affect,en,33,mean_pool,-2,0,2,0.850557804107666
xlm-roberta-base,affect,en,33,mean_pool,-1,1,2,0.3656039535999298
xlm-roberta-base,affect,en,33,mean_pool,0,2,2,0.7775474190711975
xlm-roberta-base,affect,en,33,mean_pool,-2,2,4,0.324359655380249
xlm-roberta-base,affect,en,34,mean_pool,-2,-1,1,0.5911651849746704
xlm-roberta-base,affect,en,34,mean_pool,-1,0,1,1.0378034114837646
xlm-roberta-base,affect,en,34,mean_pool,0,1,1,1.1692885160446167
xlm-roberta-base,affect,en,34,mean_pool,1,2,1,0.34785741567611694
xlm-roberta-base,affect,en,34,mean_pool,-2,0,2,1.2888927459716797
xlm-roberta-base,affect,en,34,mean_pool,-1,1,2,0.45894259214401245
xlm-roberta-base,affect,en,34,mean_pool,0,2,2,1.2067291736602783
xlm-roberta-base,affect,en,34,mean_pool,-2,2,4,0.4438278079032898
xlm-roberta-base,affect,en,35,mean_pool,-2,-1,1,0.5545120239257812
xlm-roberta-base,affect,en,35,mean_pool,-1,0,1,0.7027600407600403
xlm-roberta-base,affect,en,35,mean_pool,0,1,1,0.9088798761367798
xlm-roberta-base,affect,en,35,mean_pool,1,2,1,0.25441786646842957
xlm-roberta-base,affect,en,35,mean_pool,-2,0,2,1.0201083421707153
xlm-roberta-base,affect,en,35,mean_pool,-1,1,2,0.45069774985313416
xlm-roberta-base,affect,en,35,mean_pool,0,2,2,0.8811962604522705
xlm-roberta-base,affect,en,35,mean_pool,-2,2,4,0.4312293529510498
xlm-roberta-base,affect,en,36,mean_pool,-2,-1,1,0.5432966351509094
xlm-roberta-base,affect,en,36,mean_pool,-1,0,1,0.7575532793998718
xlm-roberta-base,affect,en,36,mean_pool,0,1,1,0.8711841702461243
xlm-roberta-base,affect,en,36,mean_pool,1,2,1,0.24047306180000305
xlm-roberta-base,affect,en,36,mean_pool,-2,0,2,0.9618943929672241
xlm-roberta-base,affect,en,36,mean_pool,-1,1,2,0.440116286277771
xlm-roberta-base,affect,en,36,mean_pool,0,2,2,0.8954154253005981
xlm-roberta-base,affect,en,36,mean_pool,-2,2,4,0.3728659749031067
xlm-roberta-base,affect,en,37,mean_pool,-2,-1,1,0.5561204552650452
xlm-roberta-base,affect,en,37,mean_pool,-1,0,1,0.6915217041969299
xlm-roberta-base,affect,en,37,mean_pool,0,1,1,0.9540576338768005
xlm-roberta-base,affect,en,37,mean_pool,1,2,1,0.30773046612739563
xlm-roberta-base,affect,en,37,mean_pool,-2,0,2,1.0127981901168823
xlm-roberta-base,affect,en,37,mean_pool,-1,1,2,0.48253464698791504
xlm-roberta-base,affect,en,37,mean_pool,0,2,2,0.8848907947540283
xlm-roberta-base,affect,en,37,mean_pool,-2,2,4,0.367390900850296
xlm-roberta-base,affect,en,38,mean_pool,-2,-1,1,0.3846665322780609
xlm-roberta-base,affect,en,38,mean_pool,-1,0,1,0.6986947059631348
xlm-roberta-base,affect,en,38,mean_pool,0,1,1,0.7407059073448181
xlm-roberta-base,affect,en,38,mean_pool,1,2,1,0.21946337819099426
xlm-roberta-base,affect,en,38,mean_pool,-2,0,2,0.7715306878089905
xlm-roberta-base,affect,en,38,mean_pool,-1,1,2,0.3567710816860199
xlm-roberta-base,affect,en,38,mean_pool,0,2,2,0.710837185382843
xlm-roberta-base,affect,en,38,mean_pool,-2,2,4,0.3386109173297882
xlm-roberta-base,affect,en,39,mean_pool,-2,-1,1,0.4677451252937317
xlm-roberta-base,affect,en,39,mean_pool,-1,0,1,0.7336022853851318
xlm-roberta-base,affect,en,39,mean_pool,0,1,1,0.8173658847808838
xlm-roberta-base,affect,en,39,mean_pool,1,2,1,0.22887112200260162
xlm-roberta-base,affect,en,39,mean_pool,-2,0,2,0.862411618232727
xlm-roberta-base,affect,en,39,mean_pool,-1,1,2,0.42699721455574036
xlm-roberta-base,affect,en,39,mean_pool,0,2,2,0.8180191516876221
xlm-roberta-base,affect,en,39,mean_pool,-2,2,4,0.35295772552490234
xlm-roberta-base,affect,en,40,mean_pool,-2,-1,1,0.5363266468048096
xlm-roberta-base,affect,en,40,mean_pool,-1,0,1,0.6867237091064453
xlm-roberta-base,affect,en,40,mean_pool,0,1,1,0.8505738973617554
xlm-roberta-base,affect,en,40,mean_pool,1,2,1,0.28023824095726013
xlm-roberta-base,affect,en,40,mean_pool,-2,0,2,0.9941665530204773
xlm-roberta-base,affect,en,40,mean_pool,-1,1,2,0.40558603405952454
xlm-roberta-base,affect,en,40,mean_pool,0,2,2,0.9234558343887329
xlm-roberta-base,affect,en,40,mean_pool,-2,2,4,0.40246254205703735
xlm-roberta-base,affect,en,41,mean_pool,-2,-1,1,0.6122012734413147
xlm-roberta-base,affect,en,41,mean_pool,-1,0,1,0.6933386921882629
xlm-roberta-base,affect,en,41,mean_pool,0,1,1,0.8639956712722778
xlm-roberta-base,affect,en,41,mean_pool,1,2,1,0.23977096378803253
xlm-roberta-base,affect,en,41,mean_pool,-2,0,2,1.0367947816848755
xlm-roberta-base,affect,en,41,mean_pool,-1,1,2,0.4346318244934082
xlm-roberta-base,affect,en,41,mean_pool,0,2,2,0.8429584503173828
xlm-roberta-base,affect,en,41,mean_pool,-2,2,4,0.415772020816803
xlm-roberta-base,affect,en,42,mean_pool,-2,-1,1,0.5197258591651917
xlm-roberta-base,affect,en,42,mean_pool,-1,0,1,0.9217640161514282
xlm-roberta-base,affect,en,42,mean_pool,0,1,1,0.8305140733718872
xlm-roberta-base,affect,en,42,mean_pool,1,2,1,0.29253488779067993
xlm-roberta-base,affect,en,42,mean_pool,-2,0,2,0.9884818196296692
xlm-roberta-base,affect,en,42,mean_pool,-1,1,2,0.43701982498168945
xlm-roberta-base,affect,en,42,mean_pool,0,2,2,0.8436644673347473
xlm-roberta-base,affect,en,42,mean_pool,-2,2,4,0.47072362899780273
xlm-roberta-base,affect,en,43,mean_pool,-2,-1,1,0.4792032241821289
xlm-roberta-base,affect,en,43,mean_pool,-1,0,1,0.8545451760292053
xlm-roberta-base,affect,en,43,mean_pool,0,1,1,0.9120374917984009
xlm-roberta-base,affect,en,43,mean_pool,1,2,1,0.34318190813064575
xlm-roberta-base,affect,en,43,mean_pool,-2,0,2,0.9259067177772522
xlm-roberta-base,affect,en,43,mean_pool,-1,1,2,0.4431174099445343
xlm-roberta-base,affect,en,43,mean_pool,0,2,2,1.06649911403656
xlm-roberta-base,affect,en,43,mean_pool,-2,2,4,0.4486578702926636
xlm-roberta-base,affect,en,44,mean_pool,-2,-1,1,0.3880707323551178
xlm-roberta-base,affect,en,44,mean_pool,-1,0,1,0.699810266494751
xlm-roberta-base,affect,en,44,mean_pool,0,1,1,0.8144564628601074
xlm-roberta-base,affect,en,44,mean_pool,1,2,1,0.22276312112808228
xlm-roberta-base,affect,en,44,mean_pool,-2,0,2,0.8218819499015808
xlm-roberta-base,affect,en,44,mean_pool,-1,1,2,0.33489862084388733
xlm-roberta-base,affect,en,44,mean_pool,0,2,2,0.7729858756065369
xlm-roberta-base,affect,en,44,mean_pool,-2,2,4,0.32873138785362244
