model,scale,language,template_id,representation,row_cosine,norm_ratio_pos_over_neg
intfloat/multilingual-e5-large,affect,ru,0,mean_pool,0.48526108264923096,0.7986489534378052
intfloat/multilingual-e5-large,affect,ru,1,mean_pool,0.3321891129016876,0.6644235253334045
intfloat/multilingual-e5-large,affect,ru,2,mean_pool,0.32461607456207275,0.7677361965179443
intfloat/multilingual-e5-large,affect,ru,3,mean_pool,0.5094472765922546,0.6757745742797852
intfloat/multilingual-e5-large,affect,ru,4,mean_pool,0.3957415819168091,0.6824355721473694
intfloat/multilingual-e5-large,affect,ru,5,mean_pool,0.38946837186813354,1.2970731258392334
intfloat/multilingual-e5-large,affect,ru,6,mean_pool,0.32269009947776794,0.8951016664505005
intfloat/multilingual-e5-large,affect,ru,7,mean_pool,0.47314774990081787,1.1242700815200806
intfloat/multilingual-e5-large,affect,ru,8,mean_pool,0.5127758979797363,1.0253335237503052
intfloat/multilingual-e5-large,affect,ru,9,mean_pool,0.2750234305858612,0.824295163154602
intfloat/multilingual-e5-large,affect,ru,10,mean_pool,0.26775801181793213,0.73648601770401
intfloat/multilingual-e5-large,affect,ru,11,mean_pool,0.3055647909641266,0.8372995853424072
intfloat/multilingual-e5-large,affect,ru,12,mean_pool,0.39017021656036377,0.6826093792915344
intfloat/multilingual-e5-large,affect,ru,13,mean_pool,0.2846122980117798,0.9129371643066406
intfloat/multilingual-e5-large,affect,ru,14,mean_pool,0.3394816517829895,0.7422000169754028
intfloat/multilingual-e5-large,affect,ru,15,mean_pool,0.38508036732673645,0.7329215407371521
intfloat/multilingual-e5-large,affect,ru,16,mean_pool,0.3628568649291992,1.3161245584487915
intfloat/multilingual-e5-large,affect,ru,17,mean_pool,0.29022350907325745,0.7291329503059387
intfloat/multilingual-e5-large,affect,ru,18,mean_pool,0.36084043979644775,0.8589047193527222
intfloat/multilingual-e5-large,affect,ru,19,mean_pool,0.30362004041671753,0.775274932384491
intfloat/multilingual-e5-large,affect,ru,20,mean_pool,0.23904946446418762,1.3632124662399292
intfloat/multilingual-e5-large,affect,ru,21,mean_pool,0.3669202923774719,0.7815759778022766
intfloat/multilingual-e5-large,affect,ru,22,mean_pool,0.569282054901123,0.9020494222640991
intfloat/multilingual-e5-large,affect,ru,23,mean_pool,0.48962876200675964,0.7572935223579407
intfloat/multilingual-e5-large,affect,ru,24,mean_pool,0.4096248149871826,0.7422571778297424
intfloat/multilingual-e5-large,affect,ru,25,mean_pool,0.35537031292915344,0.9240390062332153
intfloat/multilingual-e5-large,affect,ru,26,mean_pool,0.32690638303756714,1.006727695465088
intfloat/multilingual-e5-large,affect,ru,27,mean_pool,0.42476263642311096,1.2780462503433228
intfloat/multilingual-e5-large,affect,ru,28,mean_pool,0.4390614628791809,0.624642014503479
intfloat/multilingual-e5-large,affect,ru,29,mean_pool,0.33617857098579407,0.8573330640792847
intfloat/multilingual-e5-large,affect,ru,30,mean_pool,0.39397433400154114,0.7024251222610474
intfloat/multilingual-e5-large,affect,ru,31,mean_pool,0.29749760031700134,0.8220725655555725
intfloat/multilingual-e5-large,affect,ru,32,mean_pool,0.5307526588439941,1.3079335689544678
intfloat/multilingual-e5-large,affect,ru,33,mean_pool,0.3716341555118561,0.6799727082252502
intfloat/multilingual-e5-large,affect,ru,34,mean_pool,0.2967357933521271,0.8554399013519287
intfloat/multilingual-e5-large,affect,ru,35,mean_pool,0.3359438180923462,0.8061083555221558
intfloat/multilingual-e5-large,affect,ru,36,mean_pool,0.43544822931289673,0.6818856000900269
intfloat/multilingual-e5-large,affect,ru,37,mean_pool,0.3478736877441406,0.8517786264419556
intfloat/multilingual-e5-large,affect,ru,38,mean_pool,0.49756625294685364,1.4886035919189453
intfloat/multilingual-e5-large,affect,ru,39,mean_pool,0.48471397161483765,1.0493077039718628
intfloat/multilingual-e5-large,affect,ru,40,mean_pool,0.3304579555988312,0.6889745593070984
intfloat/multilingual-e5-large,affect,ru,41,mean_pool,0.44400355219841003,1.0962563753128052
intfloat/multilingual-e5-large,affect,ru,42,mean_pool,0.27961039543151855,0.750411868095398
intfloat/multilingual-e5-large,affect,ru,43,mean_pool,0.4011237621307373,1.2835005521774292
intfloat/multilingual-e5-large,affect,ru,44,mean_pool,0.37075239419937134,0.750986635684967
intfloat/multilingual-e5-large,affect,ru,45,mean_pool,0.36435776948928833,0.9418561458587646
intfloat/multilingual-e5-large,affect,ru,46,mean_pool,0.34535351395606995,1.2962727546691895
intfloat/multilingual-e5-large,affect,ru,47,mean_pool,0.4385826289653778,0.7206123471260071
intfloat/multilingual-e5-large,affect,ru,48,mean_pool,0.42809656262397766,0.9577810168266296
intfloat/multilingual-e5-large,affect,ru,49,mean_pool,0.47405898571014404,0.9737458825111389
intfloat/multilingual-e5-large,affect,ru,50,mean_pool,0.45127180218696594,1.1381943225860596
intfloat/multilingual-e5-large,affect,ru,51,mean_pool,0.367794930934906,1.0268741846084595
intfloat/multilingual-e5-large,affect,ru,52,mean_pool,0.23297181725502014,0.8305621147155762
intfloat/multilingual-e5-large,affect,ru,53,mean_pool,0.3806712329387665,1.114734172821045
intfloat/multilingual-e5-large,affect,ru,54,mean_pool,0.5574109554290771,0.8832845091819763
intfloat/multilingual-e5-large,affect,ru,55,mean_pool,0.41370680928230286,1.0254600048065186
intfloat/multilingual-e5-large,affect,ru,56,mean_pool,0.41301441192626953,0.6092137098312378
intfloat/multilingual-e5-large,affect,ru,57,mean_pool,0.3235679864883423,0.7129018902778625
intfloat/multilingual-e5-large,affect,ru,58,mean_pool,0.3531127870082855,0.743220865726471
intfloat/multilingual-e5-large,affect,ru,59,mean_pool,0.24408291280269623,0.8266388177871704
intfloat/multilingual-e5-large,affect,ru,60,mean_pool,0.37621504068374634,0.7842116355895996
intfloat/multilingual-e5-large,affect,ru,61,mean_pool,0.40142813324928284,0.7009199857711792
intfloat/multilingual-e5-large,affect,ru,62,mean_pool,0.3686172664165497,0.9883757829666138
intfloat/multilingual-e5-large,affect,ru,63,mean_pool,0.4201403856277466,1.290086030960083
intfloat/multilingual-e5-large,affect,ru,64,mean_pool,0.3290966749191284,0.7132256627082825
intfloat/multilingual-e5-large,affect,ru,65,mean_pool,0.3914346992969513,0.7004053592681885
intfloat/multilingual-e5-large,affect,ru,66,mean_pool,0.43031322956085205,1.0908297300338745
intfloat/multilingual-e5-large,affect,ru,67,mean_pool,0.3869762718677521,0.7153947949409485
intfloat/multilingual-e5-large,affect,ru,68,mean_pool,0.40926218032836914,0.7298740744590759
intfloat/multilingual-e5-large,affect,ru,69,mean_pool,0.42378291487693787,0.9773387908935547
intfloat/multilingual-e5-large,affect,ru,70,mean_pool,0.45172610878944397,0.9772593975067139
intfloat/multilingual-e5-large,affect,ru,71,mean_pool,0.36111730337142944,0.7749598622322083
intfloat/multilingual-e5-large,affect,ru,72,mean_pool,0.29281580448150635,0.8497145771980286
intfloat/multilingual-e5-large,affect,ru,73,mean_pool,0.3947509229183197,0.7719197273254395
intfloat/multilingual-e5-large,affect,ru,74,mean_pool,0.38551798462867737,0.9656909108161926
intfloat/multilingual-e5-large,affect,ru,75,mean_pool,0.3844295144081116,0.968112587928772
intfloat/multilingual-e5-large,affect,ru,76,mean_pool,0.30944448709487915,0.8342263698577881
intfloat/multilingual-e5-large,affect,ru,77,mean_pool,0.3154064118862152,0.9379348158836365
intfloat/multilingual-e5-large,affect,ru,78,mean_pool,0.3743842840194702,0.7395934462547302
intfloat/multilingual-e5-large,affect,ru,79,mean_pool,0.3028089702129364,0.7320786118507385
intfloat/multilingual-e5-large,affect,ru,80,mean_pool,0.5179086327552795,1.2459278106689453
intfloat/multilingual-e5-large,affect,ru,81,mean_pool,0.3300692141056061,0.8772537112236023
intfloat/multilingual-e5-large,affect,ru,82,mean_pool,0.3393354117870331,1.184066891670227
intfloat/multilingual-e5-large,affect,ru,83,mean_pool,0.24393771588802338,0.7181280851364136
intfloat/multilingual-e5-large,affect,ru,84,mean_pool,0.29196789860725403,0.8082187175750732
intfloat/multilingual-e5-large,affect,ru,85,mean_pool,0.41928067803382874,0.7219417095184326
intfloat/multilingual-e5-large,affect,ru,86,mean_pool,0.3363453447818756,0.7984277009963989
intfloat/multilingual-e5-large,affect,ru,87,mean_pool,0.3416716754436493,0.6477720737457275
intfloat/multilingual-e5-large,affect,ru,88,mean_pool,0.39795851707458496,0.6746241450309753
intfloat/multilingual-e5-large,affect,ru,89,mean_pool,0.37806591391563416,1.0424565076828003
intfloat/multilingual-e5-large,affect,ru,90,mean_pool,0.424103319644928,0.7549091577529907
intfloat/multilingual-e5-large,affect,ru,91,mean_pool,0.49490100145339966,1.2970221042633057
intfloat/multilingual-e5-large,affect,ru,92,mean_pool,0.23654644191265106,0.8060004115104675
intfloat/multilingual-e5-large,affect,ru,93,mean_pool,0.297759473323822,1.0710304975509644
intfloat/multilingual-e5-large,affect,ru,94,mean_pool,0.34781205654144287,0.7322700023651123
intfloat/multilingual-e5-large,affect,ru,95,mean_pool,0.4030620753765106,0.6937118768692017
intfloat/multilingual-e5-large,affect,ru,96,mean_pool,0.39724043011665344,0.946029782295227
intfloat/multilingual-e5-large,affect,ru,97,mean_pool,0.35628214478492737,0.7674635648727417
intfloat/multilingual-e5-large,affect,ru,98,mean_pool,0.5035203695297241,0.8824795484542847
intfloat/multilingual-e5-large,affect,ru,99,mean_pool,0.38682907819747925,0.7830621004104614
intfloat/multilingual-e5-large,affect,ru,100,mean_pool,0.3738424777984619,0.8899943232536316
intfloat/multilingual-e5-large,affect,ru,101,mean_pool,0.3363834619522095,0.8353981375694275
intfloat/multilingual-e5-large,affect,ru,102,mean_pool,0.4116387665271759,0.8253218531608582
intfloat/multilingual-e5-large,affect,ru,103,mean_pool,0.41941922903060913,0.6763114929199219
intfloat/multilingual-e5-large,affect,ru,104,mean_pool,0.5137202739715576,0.8661268353462219
intfloat/multilingual-e5-large,affect,ru,105,mean_pool,0.4827560782432556,1.0804975032806396
intfloat/multilingual-e5-large,affect,ru,106,mean_pool,0.38943400979042053,0.717910885810852
intfloat/multilingual-e5-large,affect,ru,107,mean_pool,0.3402981460094452,0.7424218058586121
intfloat/multilingual-e5-large,affect,ru,108,mean_pool,0.3781454265117645,1.0380052328109741
intfloat/multilingual-e5-large,affect,ru,109,mean_pool,0.30115193128585815,0.9948182106018066
intfloat/multilingual-e5-large,affect,ru,110,mean_pool,0.37885981798171997,0.8361186385154724
intfloat/multilingual-e5-large,affect,ru,111,mean_pool,0.3134443163871765,1.2018429040908813
intfloat/multilingual-e5-large,affect,ru,112,mean_pool,0.4236065149307251,0.6934941411018372
intfloat/multilingual-e5-large,affect,ru,113,mean_pool,0.34566816687583923,0.7642528414726257
intfloat/multilingual-e5-large,affect,ru,114,mean_pool,0.3739672601222992,0.6378054022789001
intfloat/multilingual-e5-large,affect,ru,115,mean_pool,0.4154345989227295,0.7326561808586121
intfloat/multilingual-e5-large,affect,ru,116,mean_pool,0.4451153874397278,1.2744643688201904
intfloat/multilingual-e5-large,affect,ru,117,mean_pool,0.3605477809906006,0.7522478103637695
intfloat/multilingual-e5-large,affect,ru,118,mean_pool,0.3259848356246948,0.9110416173934937
intfloat/multilingual-e5-large,affect,ru,119,mean_pool,0.43100985884666443,1.3862240314483643
intfloat/multilingual-e5-large,affect,zh,0,mean_pool,0.7240315079689026,0.9248387813568115
intfloat/multilingual-e5-large,affect,zh,1,mean_pool,0.6436469554901123,0.9416429996490479
intfloat/multilingual-e5-large,affect,zh,2,mean_pool,0.7242617011070251,0.9516952037811279
intfloat/multilingual-e5-large,affect,zh,3,mean_pool,0.772209644317627,0.9701387882232666
intfloat/multilingual-e5-large,affect,zh,4,mean_pool,0.6649723649024963,0.9701790809631348
intfloat/multilingual-e5-large,affect,zh,5,mean_pool,0.6333810091018677,0.943244993686676
intfloat/multilingual-e5-large,affect,zh,6,mean_pool,0.6798790693283081,0.9941471219062805
intfloat/multilingual-e5-large,affect,zh,7,mean_pool,0.6519880890846252,0.9945194125175476
intfloat/multilingual-e5-large,affect,zh,8,mean_pool,0.6474629044532776,1.121106505393982
intfloat/multilingual-e5-large,affect,zh,9,mean_pool,0.7841070294380188,1.01429283618927
intfloat/multilingual-e5-large,affect,zh,10,mean_pool,0.7334546446800232,1.0287212133407593
intfloat/multilingual-e5-large,affect,zh,11,mean_pool,0.770453155040741,1.0459893941879272
intfloat/multilingual-e5-large,affect,zh,12,mean_pool,0.7276374697685242,0.9653195738792419
intfloat/multilingual-e5-large,affect,zh,13,mean_pool,0.6923232674598694,0.896216630935669
intfloat/multilingual-e5-large,affect,zh,14,mean_pool,0.6881511211395264,0.9094226956367493
intfloat/multilingual-e5-large,affect,zh,15,mean_pool,0.7780783176422119,1.020250678062439
intfloat/multilingual-e5-large,affect,zh,16,mean_pool,0.6201080083847046,0.8312385678291321
intfloat/multilingual-e5-large,affect,zh,17,mean_pool,0.7165535688400269,1.0073609352111816
intfloat/multilingual-e5-large,affect,zh,18,mean_pool,0.6288278698921204,0.8781657218933105
intfloat/multilingual-e5-large,affect,zh,19,mean_pool,0.6976030468940735,0.9286194443702698
intfloat/multilingual-e5-large,affect,zh,20,mean_pool,0.7248969078063965,0.904457688331604
intfloat/multilingual-e5-large,affect,zh,21,mean_pool,0.7150662541389465,0.9248411059379578
intfloat/multilingual-e5-large,affect,zh,22,mean_pool,0.7522257566452026,0.969253659248352
intfloat/multilingual-e5-large,affect,zh,23,mean_pool,0.6786018013954163,0.9067205190658569
intfloat/multilingual-e5-large,affect,zh,24,mean_pool,0.7095093131065369,0.9051012396812439
intfloat/multilingual-e5-large,affect,zh,25,mean_pool,0.7113118767738342,0.9053231477737427
intfloat/multilingual-e5-large,affect,zh,26,mean_pool,0.7029975056648254,1.0058149099349976
intfloat/multilingual-e5-large,affect,zh,27,mean_pool,0.7231708765029907,0.9141199588775635
intfloat/multilingual-e5-large,affect,zh,28,mean_pool,0.62245774269104,0.8935597538948059
intfloat/multilingual-e5-large,affect,zh,29,mean_pool,0.7723564505577087,1.0133689641952515
intfloat/multilingual-e5-large,affect,zh,30,mean_pool,0.6014903783798218,0.8645997643470764
intfloat/multilingual-e5-large,affect,zh,31,mean_pool,0.679341197013855,0.9414765238761902
intfloat/multilingual-e5-large,affect,zh,32,mean_pool,0.6276909708976746,0.9648929238319397
intfloat/multilingual-e5-large,affect,zh,33,mean_pool,0.7076833844184875,1.0714073181152344
intfloat/multilingual-e5-large,affect,zh,34,mean_pool,0.7451298236846924,0.9622308015823364
intfloat/multilingual-e5-large,affect,zh,35,mean_pool,0.7541229724884033,0.982774019241333
intfloat/multilingual-e5-large,affect,zh,36,mean_pool,0.690357506275177,0.9046388268470764
intfloat/multilingual-e5-large,affect,zh,37,mean_pool,0.6907198429107666,0.9222549796104431
intfloat/multilingual-e5-large,affect,zh,38,mean_pool,0.6689624786376953,0.8720948100090027
intfloat/multilingual-e5-large,affect,zh,39,mean_pool,0.8302958607673645,0.9756917953491211
intfloat/multilingual-e5-large,affect,zh,40,mean_pool,0.6498172879219055,0.9810519814491272
intfloat/multilingual-e5-large,affect,zh,41,mean_pool,0.6061355471611023,0.8574690818786621
intfloat/multilingual-e5-large,affect,zh,42,mean_pool,0.6360021233558655,0.9025459885597229
intfloat/multilingual-e5-large,affect,zh,43,mean_pool,0.6556617617607117,0.8967078328132629
intfloat/multilingual-e5-large,affect,zh,44,mean_pool,0.6978854537010193,0.9206150770187378
intfloat/multilingual-e5-large,affect,zh,45,mean_pool,0.6879569292068481,0.9280293583869934
intfloat/multilingual-e5-large,affect,zh,46,mean_pool,0.733069896697998,0.9391478896141052
intfloat/multilingual-e5-large,affect,zh,47,mean_pool,0.6989203095436096,0.9829451441764832
intfloat/multilingual-e5-large,affect,zh,48,mean_pool,0.7124753594398499,0.9556294679641724
intfloat/multilingual-e5-large,affect,zh,49,mean_pool,0.6924876570701599,0.9659276008605957
intfloat/multilingual-e5-large,affect,zh,50,mean_pool,0.7873056530952454,1.0237743854522705
intfloat/multilingual-e5-large,affect,zh,51,mean_pool,0.7279519438743591,0.9744690656661987
intfloat/multilingual-e5-large,affect,zh,52,mean_pool,0.6680605411529541,0.9655306935310364
intfloat/multilingual-e5-large,affect,zh,53,mean_pool,0.6999693512916565,0.8948146104812622
intfloat/multilingual-e5-large,affect,zh,54,mean_pool,0.6809366345405579,0.973954439163208
intfloat/multilingual-e5-large,affect,zh,55,mean_pool,0.7372567653656006,0.9793993830680847
intfloat/multilingual-e5-large,affect,zh,56,mean_pool,0.6799123287200928,0.8801707625389099
intfloat/multilingual-e5-large,affect,zh,57,mean_pool,0.6373454928398132,0.8677673935890198
intfloat/multilingual-e5-large,affect,zh,58,mean_pool,0.7187457084655762,0.9936051368713379
intfloat/multilingual-e5-large,affect,zh,59,mean_pool,0.693175196647644,0.9113543629646301
