model,scale,language,template_id,representation,from_level,to_level,step_size,delta_norm
sentence-transformers/LaBSE,affect,en,2,mean_pool,-2,2,4,7.932569980621338
sentence-transformers/LaBSE,affect,en,3,mean_pool,-2,-1,1,4.105687618255615
sentence-transformers/LaBSE,affect,en,3,mean_pool,-1,0,1,8.037525177001953
sentence-transformers/LaBSE,affect,en,3,mean_pool,0,1,1,9.98254108428955
sentence-transformers/LaBSE,affect,en,3,mean_pool,1,2,1,3.60591983795166
sentence-transformers/LaBSE,affect,en,3,mean_pool,-2,0,2,8.521435737609863
sentence-transformers/LaBSE,affect,en,3,mean_pool,-1,1,2,6.315755367279053
sentence-transformers/LaBSE,affect,en,3,mean_pool,0,2,2,9.595999717712402
sentence-transformers/LaBSE,affect,en,3,mean_pool,-2,2,4,6.487954139709473
sentence-transformers/LaBSE,affect,en,4,mean_pool,-2,-1,1,4.1323161125183105
sentence-transformers/LaBSE,affect,en,4,mean_pool,-1,0,1,7.837851524353027
sentence-transformers/LaBSE,affect,en,4,mean_pool,0,1,1,10.009993553161621
sentence-transformers/LaBSE,affect,en,4,mean_pool,1,2,1,3.2836577892303467
sentence-transformers/LaBSE,affect,en,4,mean_pool,-2,0,2,8.351888656616211
sentence-transformers/LaBSE,affect,en,4,mean_pool,-1,1,2,6.539182186126709
sentence-transformers/LaBSE,affect,en,4,mean_pool,0,2,2,9.658804893493652
sentence-transformers/LaBSE,affect,en,4,mean_pool,-2,2,4,6.899158477783203
sentence-transformers/LaBSE,affect,en,5,mean_pool,-2,-1,1,3.328171730041504
sentence-transformers/LaBSE,affect,en,5,mean_pool,-1,0,1,6.302176475524902
sentence-transformers/LaBSE,affect,en,5,mean_pool,0,1,1,7.865283966064453
sentence-transformers/LaBSE,affect,en,5,mean_pool,1,2,1,3.095099925994873
sentence-transformers/LaBSE,affect,en,5,mean_pool,-2,0,2,6.848361015319824
sentence-transformers/LaBSE,affect,en,5,mean_pool,-1,1,2,4.392947673797607
sentence-transformers/LaBSE,affect,en,5,mean_pool,0,2,2,7.8404541015625
sentence-transformers/LaBSE,affect,en,5,mean_pool,-2,2,4,5.143478870391846
sentence-transformers/LaBSE,affect,en,6,mean_pool,-2,-1,1,4.790127277374268
sentence-transformers/LaBSE,affect,en,6,mean_pool,-1,0,1,8.970253944396973
sentence-transformers/LaBSE,affect,en,6,mean_pool,0,1,1,12.227628707885742
sentence-transformers/LaBSE,affect,en,6,mean_pool,1,2,1,4.486661911010742
sentence-transformers/LaBSE,affect,en,6,mean_pool,-2,0,2,9.177735328674316
sentence-transformers/LaBSE,affect,en,6,mean_pool,-1,1,2,7.860369682312012
sentence-transformers/LaBSE,affect,en,6,mean_pool,0,2,2,11.25224781036377
sentence-transformers/LaBSE,affect,en,6,mean_pool,-2,2,4,7.890463829040527
sentence-transformers/LaBSE,affect,en,7,mean_pool,-2,-1,1,4.312453269958496
sentence-transformers/LaBSE,affect,en,7,mean_pool,-1,0,1,7.503434181213379
sentence-transformers/LaBSE,affect,en,7,mean_pool,0,1,1,9.094348907470703
sentence-transformers/LaBSE,affect,en,7,mean_pool,1,2,1,3.0487499237060547
sentence-transformers/LaBSE,affect,en,7,mean_pool,-2,0,2,7.992578983306885
sentence-transformers/LaBSE,affect,en,7,mean_pool,-1,1,2,5.69566011428833
sentence-transformers/LaBSE,affect,en,7,mean_pool,0,2,2,9.15306282043457
sentence-transformers/LaBSE,affect,en,7,mean_pool,-2,2,4,6.317295074462891
sentence-transformers/LaBSE,affect,en,8,mean_pool,-2,-1,1,3.539930582046509
sentence-transformers/LaBSE,affect,en,8,mean_pool,-1,0,1,6.877769947052002
sentence-transformers/LaBSE,affect,en,8,mean_pool,0,1,1,8.544306755065918
sentence-transformers/LaBSE,affect,en,8,mean_pool,1,2,1,3.0291619300842285
sentence-transformers/LaBSE,affect,en,8,mean_pool,-2,0,2,7.765341758728027
sentence-transformers/LaBSE,affect,en,8,mean_pool,-1,1,2,5.22683572769165
sentence-transformers/LaBSE,affect,en,8,mean_pool,0,2,2,8.396102905273438
sentence-transformers/LaBSE,affect,en,8,mean_pool,-2,2,4,5.7154669761657715
sentence-transformers/LaBSE,affect,en,9,mean_pool,-2,-1,1,4.471126556396484
sentence-transformers/LaBSE,affect,en,9,mean_pool,-1,0,1,8.308002471923828
sentence-transformers/LaBSE,affect,en,9,mean_pool,0,1,1,10.392291069030762
sentence-transformers/LaBSE,affect,en,9,mean_pool,1,2,1,3.379586935043335
sentence-transformers/LaBSE,affect,en,9,mean_pool,-2,0,2,8.875175476074219
sentence-transformers/LaBSE,affect,en,9,mean_pool,-1,1,2,6.866965293884277
sentence-transformers/LaBSE,affect,en,9,mean_pool,0,2,2,10.162945747375488
sentence-transformers/LaBSE,affect,en,9,mean_pool,-2,2,4,7.077908039093018
sentence-transformers/LaBSE,affect,en,10,mean_pool,-2,-1,1,6.381000995635986
sentence-transformers/LaBSE,affect,en,10,mean_pool,-1,0,1,12.790114402770996
sentence-transformers/LaBSE,affect,en,10,mean_pool,0,1,1,16.367053985595703
sentence-transformers/LaBSE,affect,en,10,mean_pool,1,2,1,6.116901874542236
sentence-transformers/LaBSE,affect,en,10,mean_pool,-2,0,2,13.1942777633667
sentence-transformers/LaBSE,affect,en,10,mean_pool,-1,1,2,10.477462768554688
sentence-transformers/LaBSE,affect,en,10,mean_pool,0,2,2,16.197162628173828
sentence-transformers/LaBSE,affect,en,10,mean_pool,-2,2,4,11.330970764160156
sentence-transformers/LaBSE,affect,en,11,mean_pool,-2,-1,1,4.175241470336914
sentence-transformers/LaBSE,affect,en,11,mean_pool,-1,0,1,8.016653060913086
sentence-transformers/LaBSE,affect,en,11,mean_pool,0,1,1,9.705355644226074
sentence-transformers/LaBSE,affect,en,11,mean_pool,1,2,1,2.9070985317230225
sentence-transformers/LaBSE,affect,en,11,mean_pool,-2,0,2,8.612957954406738
sentence-transformers/LaBSE,affect,en,11,mean_pool,-1,1,2,6.783085823059082
sentence-transformers/LaBSE,affect,en,11,mean_pool,0,2,2,9.442121505737305
sentence-transformers/LaBSE,affect,en,11,mean_pool,-2,2,4,7.0446600914001465
sentence-transformers/LaBSE,affect,en,12,mean_pool,-2,-1,1,4.1285810470581055
sentence-transformers/LaBSE,affect,en,12,mean_pool,-1,0,1,7.363854885101318
sentence-transformers/LaBSE,affect,en,12,mean_pool,0,1,1,8.562166213989258
sentence-transformers/LaBSE,affect,en,12,mean_pool,1,2,1,2.9515509605407715
sentence-transformers/LaBSE,affect,en,12,mean_pool,-2,0,2,8.366715431213379
sentence-transformers/LaBSE,affect,en,12,mean_pool,-1,1,2,5.208789825439453
sentence-transformers/LaBSE,affect,en,12,mean_pool,0,2,2,8.714592933654785
sentence-transformers/LaBSE,affect,en,12,mean_pool,-2,2,4,5.6672868728637695
sentence-transformers/LaBSE,affect,en,13,mean_pool,-2,-1,1,3.7390942573547363
sentence-transformers/LaBSE,affect,en,13,mean_pool,-1,0,1,6.662777900695801
sentence-transformers/LaBSE,affect,en,13,mean_pool,0,1,1,8.317288398742676
sentence-transformers/LaBSE,affect,en,13,mean_pool,1,2,1,3.328245162963867
sentence-transformers/LaBSE,affect,en,13,mean_pool,-2,0,2,7.2389726638793945
sentence-transformers/LaBSE,affect,en,13,mean_pool,-1,1,2,4.872259616851807
sentence-transformers/LaBSE,affect,en,13,mean_pool,0,2,2,8.39370059967041
sentence-transformers/LaBSE,affect,en,13,mean_pool,-2,2,4,5.454012393951416
sentence-transformers/LaBSE,affect,en,14,mean_pool,-2,-1,1,3.8679487705230713
sentence-transformers/LaBSE,affect,en,14,mean_pool,-1,0,1,7.200051784515381
sentence-transformers/LaBSE,affect,en,14,mean_pool,0,1,1,8.561942100524902
sentence-transformers/LaBSE,affect,en,14,mean_pool,1,2,1,3.3588242530822754
sentence-transformers/LaBSE,affect,en,14,mean_pool,-2,0,2,7.665122985839844
sentence-transformers/LaBSE,affect,en,14,mean_pool,-1,1,2,4.53153657913208
sentence-transformers/LaBSE,affect,en,14,mean_pool,0,2,2,8.611275672912598
sentence-transformers/LaBSE,affect,en,14,mean_pool,-2,2,4,5.273185729980469
sentence-transformers/LaBSE,affect,en,15,mean_pool,-2,-1,1,4.893189907073975
sentence-transformers/LaBSE,affect,en,15,mean_pool,-1,0,1,9.554095268249512
sentence-transformers/LaBSE,affect,en,15,mean_pool,0,1,1,12.010405540466309
sentence-transformers/LaBSE,affect,en,15,mean_pool,1,2,1,4.137184143066406
sentence-transformers/LaBSE,affect,en,15,mean_pool,-2,0,2,10.18574047088623
sentence-transformers/LaBSE,affect,en,15,mean_pool,-1,1,2,7.41343355178833
sentence-transformers/LaBSE,affect,en,15,mean_pool,0,2,2,12.307202339172363
sentence-transformers/LaBSE,affect,en,15,mean_pool,-2,2,4,8.328068733215332
sentence-transformers/LaBSE,affect,en,16,mean_pool,-2,-1,1,3.617061138153076
sentence-transformers/LaBSE,affect,en,16,mean_pool,-1,0,1,6.8501129150390625
sentence-transformers/LaBSE,affect,en,16,mean_pool,0,1,1,8.78197193145752
sentence-transformers/LaBSE,affect,en,16,mean_pool,1,2,1,2.9933037757873535
sentence-transformers/LaBSE,affect,en,16,mean_pool,-2,0,2,7.39625358581543
sentence-transformers/LaBSE,affect,en,16,mean_pool,-1,1,2,5.264315605163574
sentence-transformers/LaBSE,affect,en,16,mean_pool,0,2,2,8.536971092224121
sentence-transformers/LaBSE,affect,en,16,mean_pool,-2,2,4,5.706679821014404
sentence-transformers/LaBSE,affect,en,17,mean_pool,-2,-1,1,3.6859283447265625
sentence-transformers/LaBSE,affect,en,17,mean_pool,-1,0,1,7.344435691833496
sentence-transformers/LaBSE,affect,en,17,mean_pool,0,1,1,9.769007682800293
sentence-transformers/LaBSE,affect,en,17,mean_pool,1,2,1,3.7418057918548584
sentence-transformers/LaBSE,affect,en,17,mean_pool,-2,0,2,7.755265712738037
sentence-transformers/LaBSE,affect,en,17,mean_pool,-1,1,2,5.733177661895752
sentence-transformers/LaBSE,affect,en,17,mean_pool,0,2,2,9.403314590454102
sentence-transformers/LaBSE,affect,en,17,mean_pool,-2,2,4,6.034152030944824
sentence-transformers/LaBSE,affect,en,18,mean_pool,-2,-1,1,4.212965965270996
sentence-transformers/LaBSE,affect,en,18,mean_pool,-1,0,1,7.772088527679443
sentence-transformers/LaBSE,affect,en,18,mean_pool,0,1,1,10.066631317138672
sentence-transformers/LaBSE,affect,en,18,mean_pool,1,2,1,3.4519593715667725
sentence-transformers/LaBSE,affect,en,18,mean_pool,-2,0,2,8.379960060119629
sentence-transformers/LaBSE,affect,en,18,mean_pool,-1,1,2,6.281746864318848
sentence-transformers/LaBSE,affect,en,18,mean_pool,0,2,2,9.833293914794922
sentence-transformers/LaBSE,affect,en,18,mean_pool,-2,2,4,6.60045051574707
sentence-transformers/LaBSE,affect,en,19,mean_pool,-2,-1,1,3.783877372741699
sentence-transformers/LaBSE,affect,en,19,mean_pool,-1,0,1,7.469444751739502
sentence-transformers/LaBSE,affect,en,19,mean_pool,0,1,1,9.267037391662598
sentence-transformers/LaBSE,affect,en,19,mean_pool,1,2,1,3.175410270690918
sentence-transformers/LaBSE,affect,en,19,mean_pool,-2,0,2,7.998032093048096
sentence-transformers/LaBSE,affect,en,19,mean_pool,-1,1,2,6.270341873168945
sentence-transformers/LaBSE,affect,en,19,mean_pool,0,2,2,9.124066352844238
sentence-transformers/LaBSE,affect,en,19,mean_pool,-2,2,4,6.61212682723999
sentence-transformers/LaBSE,affect,en,20,mean_pool,-2,-1,1,4.547148704528809
sentence-transformers/LaBSE,affect,en,20,mean_pool,-1,0,1,8.684784889221191
sentence-transformers/LaBSE,affect,en,20,mean_pool,0,1,1,10.853422164916992
sentence-transformers/LaBSE,affect,en,20,mean_pool,1,2,1,3.8006038665771484
sentence-transformers/LaBSE,affect,en,20,mean_pool,-2,0,2,9.359984397888184
sentence-transformers/LaBSE,affect,en,20,mean_pool,-1,1,2,6.904148578643799
sentence-transformers/LaBSE,affect,en,20,mean_pool,0,2,2,10.800067901611328
sentence-transformers/LaBSE,affect,en,20,mean_pool,-2,2,4,7.2546162605285645
sentence-transformers/LaBSE,affect,en,21,mean_pool,-2,-1,1,3.99855899810791
sentence-transformers/LaBSE,affect,en,21,mean_pool,-1,0,1,8.086064338684082
sentence-transformers/LaBSE,affect,en,21,mean_pool,0,1,1,10.411630630493164
sentence-transformers/LaBSE,affect,en,21,mean_pool,1,2,1,3.7638556957244873
sentence-transformers/LaBSE,affect,en,21,mean_pool,-2,0,2,8.838281631469727
sentence-transformers/LaBSE,affect,en,21,mean_pool,-1,1,2,6.431859016418457
sentence-transformers/LaBSE,affect,en,21,mean_pool,0,2,2,9.929247856140137
sentence-transformers/LaBSE,affect,en,21,mean_pool,-2,2,4,6.841703414916992
sentence-transformers/LaBSE,affect,en,22,mean_pool,-2,-1,1,6.1528472900390625
sentence-transformers/LaBSE,affect,en,22,mean_pool,-1,0,1,10.199210166931152
sentence-transformers/LaBSE,affect,en,22,mean_pool,0,1,1,12.881193161010742
sentence-transformers/LaBSE,affect,en,22,mean_pool,1,2,1,4.477569580078125
sentence-transformers/LaBSE,affect,en,22,mean_pool,-2,0,2,10.101170539855957
sentence-transformers/LaBSE,affect,en,22,mean_pool,-1,1,2,8.184637069702148
sentence-transformers/LaBSE,affect,en,22,mean_pool,0,2,2,12.816580772399902
sentence-transformers/LaBSE,affect,en,22,mean_pool,-2,2,4,9.345163345336914
sentence-transformers/LaBSE,affect,en,23,mean_pool,-2,-1,1,3.995819091796875
sentence-transformers/LaBSE,affect,en,23,mean_pool,-1,0,1,7.699048042297363
sentence-transformers/LaBSE,affect,en,23,mean_pool,0,1,1,9.719172477722168
sentence-transformers/LaBSE,affect,en,23,mean_pool,1,2,1,3.4156692028045654
sentence-transformers/LaBSE,affect,en,23,mean_pool,-2,0,2,8.27352523803711
sentence-transformers/LaBSE,affect,en,23,mean_pool,-1,1,2,6.055395126342773
sentence-transformers/LaBSE,affect,en,23,mean_pool,0,2,2,9.439403533935547
sentence-transformers/LaBSE,affect,en,23,mean_pool,-2,2,4,6.44030237197876
sentence-transformers/LaBSE,affect,en,24,mean_pool,-2,-1,1,4.964744567871094
sentence-transformers/LaBSE,affect,en,24,mean_pool,-1,0,1,8.170539855957031
sentence-transformers/LaBSE,affect,en,24,mean_pool,0,1,1,10.297211647033691
sentence-transformers/LaBSE,affect,en,24,mean_pool,1,2,1,4.475966930389404
sentence-transformers/LaBSE,affect,en,24,mean_pool,-2,0,2,9.163653373718262
sentence-transformers/LaBSE,affect,en,24,mean_pool,-1,1,2,5.996847629547119
sentence-transformers/LaBSE,affect,en,24,mean_pool,0,2,2,10.559000968933105
sentence-transformers/LaBSE,affect,en,24,mean_pool,-2,2,4,6.870685577392578
sentence-transformers/LaBSE,affect,en,25,mean_pool,-2,-1,1,3.301424503326416
sentence-transformers/LaBSE,affect,en,25,mean_pool,-1,0,1,5.933358669281006
sentence-transformers/LaBSE,affect,en,25,mean_pool,0,1,1,7.440718173980713
sentence-transformers/LaBSE,affect,en,25,mean_pool,1,2,1,2.7502291202545166
sentence-transformers/LaBSE,affect,en,25,mean_pool,-2,0,2,6.510159015655518
sentence-transformers/LaBSE,affect,en,25,mean_pool,-1,1,2,4.431462287902832
sentence-transformers/LaBSE,affect,en,25,mean_pool,0,2,2,7.3540358543396
sentence-transformers/LaBSE,affect,en,25,mean_pool,-2,2,4,4.546141624450684
sentence-transformers/LaBSE,affect,en,26,mean_pool,-2,-1,1,3.6885550022125244
sentence-transformers/LaBSE,affect,en,26,mean_pool,-1,0,1,6.668484210968018
sentence-transformers/LaBSE,affect,en,26,mean_pool,0,1,1,8.559538841247559
sentence-transformers/LaBSE,affect,en,26,mean_pool,1,2,1,3.0027658939361572
sentence-transformers/LaBSE,affect,en,26,mean_pool,-2,0,2,7.225123882293701
sentence-transformers/LaBSE,affect,en,26,mean_pool,-1,1,2,5.136968612670898
sentence-transformers/LaBSE,affect,en,26,mean_pool,0,2,2,8.25729751586914
sentence-transformers/LaBSE,affect,en,26,mean_pool,-2,2,4,5.700622081756592
sentence-transformers/LaBSE,affect,en,27,mean_pool,-2,-1,1,4.225285530090332
sentence-transformers/LaBSE,affect,en,27,mean_pool,-1,0,1,7.727415561676025
sentence-transformers/LaBSE,affect,en,27,mean_pool,0,1,1,9.703634262084961
sentence-transformers/LaBSE,affect,en,27,mean_pool,1,2,1,3.30014705657959
sentence-transformers/LaBSE,affect,en,27,mean_pool,-2,0,2,8.148483276367188
sentence-transformers/LaBSE,affect,en,27,mean_pool,-1,1,2,6.697738170623779
sentence-transformers/LaBSE,affect,en,27,mean_pool,0,2,2,9.56632137298584
sentence-transformers/LaBSE,affect,en,27,mean_pool,-2,2,4,6.913171291351318
sentence-transformers/LaBSE,affect,en,28,mean_pool,-2,-1,1,5.053378582000732
sentence-transformers/LaBSE,affect,en,28,mean_pool,-1,0,1,9.440289497375488
sentence-transformers/LaBSE,affect,en,28,mean_pool,0,1,1,12.565485954284668
sentence-transformers/LaBSE,affect,en,28,mean_pool,1,2,1,4.9427618980407715
sentence-transformers/LaBSE,affect,en,28,mean_pool,-2,0,2,9.882942199707031
sentence-transformers/LaBSE,affect,en,28,mean_pool,-1,1,2,7.720768928527832
sentence-transformers/LaBSE,affect,en,28,mean_pool,0,2,2,12.43770694732666
sentence-transformers/LaBSE,affect,en,28,mean_pool,-2,2,4,8.61242389678955
sentence-transformers/LaBSE,affect,en,29,mean_pool,-2,-1,1,5.458614349365234
sentence-transformers/LaBSE,affect,en,29,mean_pool,-1,0,1,9.385276794433594
sentence-transformers/LaBSE,affect,en,29,mean_pool,0,1,1,11.78372573852539
sentence-transformers/LaBSE,affect,en,29,mean_pool,1,2,1,5.051985740661621
sentence-transformers/LaBSE,affect,en,29,mean_pool,-2,0,2,10.500958442687988
sentence-transformers/LaBSE,affect,en,29,mean_pool,-1,1,2,7.077693462371826
sentence-transformers/LaBSE,affect,en,29,mean_pool,0,2,2,12.251689910888672
sentence-transformers/LaBSE,affect,en,29,mean_pool,-2,2,4,7.948150157928467
sentence-transformers/LaBSE,affect,en,30,mean_pool,-2,-1,1,4.199926376342773
sentence-transformers/LaBSE,affect,en,30,mean_pool,-1,0,1,7.828495979309082
sentence-transformers/LaBSE,affect,en,30,mean_pool,0,1,1,10.068550109863281
sentence-transformers/LaBSE,affect,en,30,mean_pool,1,2,1,3.2814249992370605
sentence-transformers/LaBSE,affect,en,30,mean_pool,-2,0,2,8.427483558654785
sentence-transformers/LaBSE,affect,en,30,mean_pool,-1,1,2,6.613326072692871
sentence-transformers/LaBSE,affect,en,30,mean_pool,0,2,2,9.781484603881836
sentence-transformers/LaBSE,affect,en,30,mean_pool,-2,2,4,6.8661723136901855
sentence-transformers/LaBSE,affect,en,31,mean_pool,-2,-1,1,4.793919086456299
sentence-transformers/LaBSE,affect,en,31,mean_pool,-1,0,1,9.390067100524902
sentence-transformers/LaBSE,affect,en,31,mean_pool,0,1,1,11.933571815490723
sentence-transformers/LaBSE,affect,en,31,mean_pool,1,2,1,4.098055839538574
sentence-transformers/LaBSE,affect,en,31,mean_pool,-2,0,2,10.234956741333008
sentence-transformers/LaBSE,affect,en,31,mean_pool,-1,1,2,7.237006664276123
sentence-transformers/LaBSE,affect,en,31,mean_pool,0,2,2,11.535114288330078
sentence-transformers/LaBSE,affect,en,31,mean_pool,-2,2,4,7.5354156494140625
sentence-transformers/LaBSE,affect,en,32,mean_pool,-2,-1,1,3.8601646423339844
sentence-transformers/LaBSE,affect,en,32,mean_pool,-1,0,1,7.0492844581604
sentence-transformers/LaBSE,affect,en,32,mean_pool,0,1,1,8.41694450378418
sentence-transformers/LaBSE,affect,en,32,mean_pool,1,2,1,3.090930461883545
sentence-transformers/LaBSE,affect,en,32,mean_pool,-2,0,2,7.458613395690918
sentence-transformers/LaBSE,affect,en,32,mean_pool,-1,1,2,4.988316059112549
sentence-transformers/LaBSE,affect,en,32,mean_pool,0,2,2,8.383804321289062
sentence-transformers/LaBSE,affect,en,32,mean_pool,-2,2,4,5.386012554168701
sentence-transformers/LaBSE,affect,en,33,mean_pool,-2,-1,1,3.9006381034851074
sentence-transformers/LaBSE,affect,en,33,mean_pool,-1,0,1,7.4006524085998535
sentence-transformers/LaBSE,affect,en,33,mean_pool,0,1,1,9.482023239135742
sentence-transformers/LaBSE,affect,en,33,mean_pool,1,2,1,3.2006237506866455
sentence-transformers/LaBSE,affect,en,33,mean_pool,-2,0,2,8.003866195678711
sentence-transformers/LaBSE,affect,en,33,mean_pool,-1,1,2,5.887394905090332
sentence-transformers/LaBSE,affect,en,33,mean_pool,0,2,2,9.173820495605469
sentence-transformers/LaBSE,affect,en,33,mean_pool,-2,2,4,6.161933898925781
sentence-transformers/LaBSE,affect,en,34,mean_pool,-2,-1,1,4.678676605224609
sentence-transformers/LaBSE,affect,en,34,mean_pool,-1,0,1,8.79335880279541
sentence-transformers/LaBSE,affect,en,34,mean_pool,0,1,1,10.748637199401855
sentence-transformers/LaBSE,affect,en,34,mean_pool,1,2,1,4.5298333168029785
sentence-transformers/LaBSE,affect,en,34,mean_pool,-2,0,2,9.478951454162598
sentence-transformers/LaBSE,affect,en,34,mean_pool,-1,1,2,6.009954929351807
sentence-transformers/LaBSE,affect,en,34,mean_pool,0,2,2,10.909286499023438
sentence-transformers/LaBSE,affect,en,34,mean_pool,-2,2,4,6.921395301818848
sentence-transformers/LaBSE,affect,en,35,mean_pool,-2,-1,1,4.258936405181885
sentence-transformers/LaBSE,affect,en,35,mean_pool,-1,0,1,7.681276321411133
sentence-transformers/LaBSE,affect,en,35,mean_pool,0,1,1,9.424532890319824
sentence-transformers/LaBSE,affect,en,35,mean_pool,1,2,1,3.3848209381103516
sentence-transformers/LaBSE,affect,en,35,mean_pool,-2,0,2,8.39120101928711
sentence-transformers/LaBSE,affect,en,35,mean_pool,-1,1,2,5.885080814361572
sentence-transformers/LaBSE,affect,en,35,mean_pool,0,2,2,9.125057220458984
sentence-transformers/LaBSE,affect,en,35,mean_pool,-2,2,4,6.0142645835876465
sentence-transformers/LaBSE,affect,en,36,mean_pool,-2,-1,1,4.42804479598999
sentence-transformers/LaBSE,affect,en,36,mean_pool,-1,0,1,8.487082481384277
sentence-transformers/LaBSE,affect,en,36,mean_pool,0,1,1,11.114678382873535
sentence-transformers/LaBSE,affect,en,36,mean_pool,1,2,1,3.586355686187744
sentence-transformers/LaBSE,affect,en,36,mean_pool,-2,0,2,9.323453903198242
sentence-transformers/LaBSE,affect,en,36,mean_pool,-1,1,2,6.747994899749756
sentence-transformers/LaBSE,affect,en,36,mean_pool,0,2,2,10.834421157836914
sentence-transformers/LaBSE,affect,en,36,mean_pool,-2,2,4,7.136723518371582
sentence-transformers/LaBSE,affect,en,37,mean_pool,-2,-1,1,4.004819393157959
sentence-transformers/LaBSE,affect,en,37,mean_pool,-1,0,1,6.956089019775391
sentence-transformers/LaBSE,affect,en,37,mean_pool,0,1,1,8.757854461669922
sentence-transformers/LaBSE,affect,en,37,mean_pool,1,2,1,3.790236234664917
sentence-transformers/LaBSE,affect,en,37,mean_pool,-2,0,2,7.716623783111572
sentence-transformers/LaBSE,affect,en,37,mean_pool,-1,1,2,5.260004043579102
sentence-transformers/LaBSE,affect,en,37,mean_pool,0,2,2,8.874675750732422
sentence-transformers/LaBSE,affect,en,37,mean_pool,-2,2,4,5.7332987785339355
sentence-transformers/LaBSE,affect,en,38,mean_pool,-2,-1,1,3.8626339435577393
sentence-transformers/LaBSE,affect,en,38,mean_pool,-1,0,1,6.893441677093506
sentence-transformers/LaBSE,affect,en,38,mean_pool,0,1,1,8.699311256408691
sentence-transformers/LaBSE,affect,en,38,mean_pool,1,2,1,3.049536943435669
sentence-transformers/LaBSE,affect,en,38,mean_pool,-2,0,2,7.288730144500732
sentence-transformers/LaBSE,affect,en,38,mean_pool,-1,1,2,5.346303939819336
sentence-transformers/LaBSE,affect,en,38,mean_pool,0,2,2,8.367879867553711
sentence-transformers/LaBSE,affect,en,38,mean_pool,-2,2,4,5.492847442626953
sentence-transformers/LaBSE,affect,en,39,mean_pool,-2,-1,1,4.7452778816223145
sentence-transformers/LaBSE,affect,en,39,mean_pool,-1,0,1,8.458168029785156
sentence-transformers/LaBSE,affect,en,39,mean_pool,0,1,1,10.337321281433105
sentence-transformers/LaBSE,affect,en,39,mean_pool,1,2,1,3.469940423965454
sentence-transformers/LaBSE,affect,en,39,mean_pool,-2,0,2,8.978376388549805
sentence-transformers/LaBSE,affect,en,39,mean_pool,-1,1,2,6.930766582489014
sentence-transformers/LaBSE,affect,en,39,mean_pool,0,2,2,10.085712432861328
sentence-transformers/LaBSE,affect,en,39,mean_pool,-2,2,4,7.149585247039795
sentence-transformers/LaBSE,affect,en,40,mean_pool,-2,-1,1,3.689173460006714
sentence-transformers/LaBSE,affect,en,40,mean_pool,-1,0,1,7.295813083648682
sentence-transformers/LaBSE,affect,en,40,mean_pool,0,1,1,8.992337226867676
sentence-transformers/LaBSE,affect,en,40,mean_pool,1,2,1,2.9126908779144287
sentence-transformers/LaBSE,affect,en,40,mean_pool,-2,0,2,7.895376682281494
sentence-transformers/LaBSE,affect,en,40,mean_pool,-1,1,2,5.82273530960083
sentence-transformers/LaBSE,affect,en,40,mean_pool,0,2,2,8.724479675292969
sentence-transformers/LaBSE,affect,en,40,mean_pool,-2,2,4,6.238163471221924
sentence-transformers/LaBSE,affect,en,41,mean_pool,-2,-1,1,3.988945245742798
sentence-transformers/LaBSE,affect,en,41,mean_pool,-1,0,1,7.1628570556640625
sentence-transformers/LaBSE,affect,en,41,mean_pool,0,1,1,9.506948471069336
sentence-transformers/LaBSE,affect,en,41,mean_pool,1,2,1,3.5678770542144775
