model,template_id,pair,op_a,op_b,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
distilroberta-base,1,QT_vs_TQ,Q,T,The robot accepted the explanation.,Could the robot accept the explanation tomorrow?,Will the robot accept the explanation tomorrow?,1.9366785287857056,1.9520858526229858,0.6723223924636841,0.3457768723029662,0.9402497410774231,0.059750258922576904
distilroberta-base,1,MT_vs_TM,M,T,The robot accepted the explanation.,The robot will allegedly accept the explanation tomorrow.,The robot was allegedly going to accept the explanation.,1.6246496438980103,1.9003428220748901,1.3145580291748047,0.7458501213058564,0.7324509620666504,0.2675490379333496
distilroberta-base,2,NQ_vs_QN,N,Q,The dragon confirmed the answer.,Could the dragon fail to confirm the answer?,Is it false that the dragon confirmed the answer?,2.2046542167663574,2.2760801315307617,1.3914570808410645,0.6210843904947231,0.8075864315032959,0.1924135684967041
distilroberta-base,2,NM_vs_MN,N,M,The dragon confirmed the answer.,The dragon allegedly failed to confirm the answer.,The dragon failed to allegedly confirm the answer.,1.87202787399292,1.8281571865081787,0.30136948823928833,0.16289427869767809,0.9870120286941528,0.012987971305847168
distilroberta-base,2,NT_vs_TN,N,T,The dragon confirmed the answer.,The dragon will fail to confirm the answer tomorrow.,The dragon failed to have confirmed the answer earlier.,2.099625587463379,2.2250542640686035,1.341658592224121,0.6204660868703282,0.8090325593948364,0.19096744060516357
distilroberta-base,2,QM_vs_MQ,Q,M,The dragon confirmed the answer.,Could the dragon allegedly confirm the answer?,Is it alleged that the dragon confirmed the answer?,1.9234685897827148,2.261409044265747,1.260371208190918,0.6023455490960337,0.8305268287658691,0.16947317123413086
distilroberta-base,2,QT_vs_TQ,Q,T,The dragon confirmed the answer.,Could the dragon confirm the answer tomorrow?,Will the dragon confirm the answer tomorrow?,1.9555230140686035,2.0526773929595947,0.6910693049430847,0.34482772055557953,0.941687822341919,0.058312177658081055
distilroberta-base,2,MT_vs_TM,M,T,The dragon confirmed the answer.,The dragon will allegedly confirm the answer tomorrow.,The dragon was allegedly going to confirm the answer.,1.7877947092056274,1.8259793519973755,1.2987384796142578,0.7187712666138275,0.7418783903121948,0.2581216096878052
distilroberta-base,3,NQ_vs_QN,N,Q,The doctor guarded the treasure.,Could the doctor fail to guard the treasure?,Is it false that the doctor guarded the treasure?,2.0429701805114746,2.152648448944092,1.5238765478134155,0.7264132812807302,0.7373490333557129,0.2626509666442871
distilroberta-base,3,NM_vs_MN,N,M,The doctor guarded the treasure.,The doctor allegedly failed to guard the treasure.,The doctor failed to allegedly guard the treasure.,1.6557061672210693,1.6519765853881836,0.33394068479537964,0.2019182066549459,0.9796169996261597,0.020383000373840332
distilroberta-base,3,NT_vs_TN,N,T,The doctor guarded the treasure.,The doctor will fail to guard the treasure tomorrow.,The doctor failed to have guarded the treasure earlier.,2.0069162845611572,1.9973032474517822,1.4606823921203613,0.7295715833968474,0.733872652053833,0.266127347946167
distilroberta-base,3,QM_vs_MQ,Q,M,The doctor guarded the treasure.,Could the doctor allegedly guard the treasure?,Is it alleged that the doctor guarded the treasure?,1.7843810319900513,2.1720869541168213,1.5142080783843994,0.7654342629338955,0.7236063480377197,0.2763936519622803
distilroberta-base,3,QT_vs_TQ,Q,T,The doctor guarded the treasure.,Could the doctor guard the treasure tomorrow?,Will the doctor guard the treasure tomorrow?,1.9864723682403564,2.0035667419433594,0.6426475048065186,0.32212591759613435,0.9481531381607056,0.051846861839294434
distilroberta-base,3,MT_vs_TM,M,T,The doctor guarded the treasure.,The doctor will allegedly guard the treasure tomorrow.,The doctor was allegedly going to guard the treasure.,1.6179229021072388,1.8400743007659912,1.3720711469650269,0.7935640583076164,0.692111611366272,0.307888388633728
distilroberta-base,4,NQ_vs_QN,N,Q,The pirate approved the treatment.,Could the pirate fail to approve the treatment?,Is it false that the pirate approved the treatment?,2.1415786743164062,2.2433626651763916,1.512063980102539,0.6896621245458888,0.7631330490112305,0.23686695098876953
distilroberta-base,4,NM_vs_MN,N,M,The pirate approved the treatment.,The pirate allegedly failed to approve the treatment.,The pirate failed to allegedly approve the treatment.,2.0374879837036133,1.9927504062652588,0.30892106890678406,0.15330163579183054,0.9884943962097168,0.011505603790283203
distilroberta-base,4,NT_vs_TN,N,T,The pirate approved the treatment.,The pirate will fail to approve the treatment tomorrow.,The pirate failed to have approved the treatment earlier.,2.118417978286743,2.2919089794158936,1.5065104961395264,0.6831740642301916,0.769374668598175,0.23062533140182495
distilroberta-base,4,QM_vs_MQ,Q,M,The pirate approved the treatment.,Could the pirate allegedly approve the treatment?,Is it alleged that the pirate approved the treatment?,2.087967872619629,2.365962505340576,1.3292258977890015,0.5968777169782158,0.8289936780929565,0.17100632190704346
distilroberta-base,4,QT_vs_TQ,Q,T,The pirate approved the treatment.,Could the pirate approve the treatment tomorrow?,Will the pirate approve the treatment tomorrow?,1.9519940614700317,1.9404762983322144,0.638130784034729,0.32787958548093904,0.9462645649909973,0.053735435009002686
distilroberta-base,4,MT_vs_TM,M,T,The pirate approved the treatment.,The pirate will allegedly approve the treatment tomorrow.,The pirate was allegedly going to approve the treatment.,1.6759302616119385,2.1344399452209473,1.3949127197265625,0.7321665056190211,0.7574131488800049,0.24258685111999512
distilroberta-base,5,NQ_vs_QN,N,Q,The analyst verified the report.,Could the analyst fail to verify the report?,Is it false that the analyst verified the report?,2.2675745487213135,2.2460408210754395,1.4001879692077637,0.6204285719942474,0.8075751066207886,0.19242489337921143
distilroberta-base,5,NM_vs_MN,N,M,The analyst verified the report.,The analyst allegedly failed to verify the report.,The analyst failed to allegedly verify the report.,2.0995612144470215,2.045107364654541,0.31589609384536743,0.1524349114127198,0.988724946975708,0.011275053024291992
distilroberta-base,5,NT_vs_TN,N,T,The analyst verified the report.,The analyst will fail to verify the report tomorrow.,The analyst failed to have verified the report earlier.,1.9483985900878906,2.26985502243042,1.3423035144805908,0.6364261790692073,0.8079805374145508,0.19201946258544922
distilroberta-base,5,QM_vs_MQ,Q,M,The analyst verified the report.,Could the analyst allegedly verify the report?,Is it alleged that the analyst verified the report?,2.0590944290161133,2.336015462875366,1.3141465187072754,0.5980039412125466,0.828454315662384,0.17154568433761597
distilroberta-base,5,QT_vs_TQ,Q,T,The analyst verified the report.,Could the analyst verify the report tomorrow?,Will the analyst verify the report tomorrow?,1.940330147743225,1.9073783159255981,0.6658274531364441,0.34609038570517153,0.9402530193328857,0.05974698066711426
distilroberta-base,5,MT_vs_TM,M,T,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,The analyst was allegedly going to verify the report.,1.6116013526916504,2.1120333671569824,1.4447026252746582,0.7759636666684695,0.730190098285675,0.26980990171432495
distilroberta-base,6,NQ_vs_QN,N,Q,The wizard opened the portal.,Could the wizard fail to open the portal?,Is it false that the wizard opened the portal?,2.160496234893799,2.2796823978424072,1.5094798803329468,0.6799185371522173,0.7701308131217957,0.22986918687820435
distilroberta-base,6,NM_vs_MN,N,M,The wizard opened the portal.,The wizard allegedly failed to open the portal.,The wizard failed to allegedly open the portal.,1.7526984214782715,1.7994260787963867,0.3248833417892456,0.18292339796307364,0.9836127758026123,0.016387224197387695
distilroberta-base,6,NT_vs_TN,N,T,The wizard opened the portal.,The wizard will fail to open the portal tomorrow.,The wizard failed to have opened the portal earlier.,2.036936044692993,2.1255009174346924,1.3745083808898926,0.6604344490476721,0.7827203273773193,0.21727967262268066
distilroberta-base,6,QM_vs_MQ,Q,M,The wizard opened the portal.,Could the wizard allegedly open the portal?,Is it alleged that the wizard opened the portal?,2.023193836212158,2.3465397357940674,1.4159899950027466,0.6480898533829792,0.7998448610305786,0.2001551389694214
distilroberta-base,6,QT_vs_TQ,Q,T,The wizard opened the portal.,Could the wizard open the portal tomorrow?,Will the wizard open the portal tomorrow?,1.9681965112686157,1.979645848274231,0.6780598163604736,0.34350906374014806,0.9410169720649719,0.058983027935028076
distilroberta-base,6,MT_vs_TM,M,T,The wizard opened the portal.,The wizard will allegedly open the portal tomorrow.,The wizard was allegedly going to open the portal.,1.6565459966659546,1.8955844640731812,1.3340752124786377,0.7511408869821121,0.7257086038589478,0.27429139614105225
distilroberta-base,7,NQ_vs_QN,N,Q,The oracle confirmed the answer.,Could the oracle fail to confirm the answer?,Is it false that the oracle confirmed the answer?,1.9634848833084106,2.0912482738494873,1.366823434829712,0.674186626765393,0.7744981646537781,0.22550183534622192
distilroberta-base,7,NM_vs_MN,N,M,The oracle confirmed the answer.,The oracle allegedly failed to confirm the answer.,The oracle failed to allegedly confirm the answer.,1.7102341651916504,1.6320064067840576,0.3181290030479431,0.19036870398571953,0.9829661846160889,0.017033815383911133
distilroberta-base,7,NT_vs_TN,N,T,The oracle confirmed the answer.,The oracle will fail to confirm the answer tomorrow.,The oracle failed to have confirmed the answer earlier.,1.9184272289276123,1.9800801277160645,1.197516918182373,0.6143463683047817,0.8117424249649048,0.18825757503509521
distilroberta-base,7,QM_vs_MQ,Q,M,The oracle confirmed the answer.,Could the oracle allegedly confirm the answer?,Is it alleged that the oracle confirmed the answer?,1.6927027702331543,2.02380633354187,1.2362788915634155,0.6652903878572537,0.7929248213768005,0.20707517862319946
distilroberta-base,7,QT_vs_TQ,Q,T,The oracle confirmed the answer.,Could the oracle confirm the answer tomorrow?,Will the oracle confirm the answer tomorrow?,1.6954034566879272,1.7885420322418213,0.6407645344734192,0.3678384386375064,0.9337295293807983,0.06627047061920166
distilroberta-base,7,MT_vs_TM,M,T,The oracle confirmed the answer.,The oracle will allegedly confirm the answer tomorrow.,The oracle was allegedly going to confirm the answer.,1.6069828271865845,1.666611671447754,1.2167524099349976,0.7433739337244444,0.7242697477340698,0.2757302522659302
distilroberta-base,8,NQ_vs_QN,N,Q,The robot opened the portal.,Could the robot fail to open the portal?,Is it false that the robot opened the portal?,2.0825674533843994,2.1414127349853516,1.4917471408843994,0.7063229818127694,0.7508936524391174,0.24910634756088257
distilroberta-base,8,NM_vs_MN,N,M,The robot opened the portal.,The robot allegedly failed to open the portal.,The robot failed to allegedly open the portal.,1.7404791116714478,1.7834211587905884,0.3089390695095062,0.17533928079572145,0.9849228858947754,0.01507711410522461
distilroberta-base,8,NT_vs_TN,N,T,The robot opened the portal.,The robot will fail to open the portal tomorrow.,The robot failed to have opened the portal earlier.,2.0066335201263428,2.1229074001312256,1.3569782972335815,0.6572054005210277,0.7854560613632202,0.21454393863677979
distilroberta-base,8,QM_vs_MQ,Q,M,The robot opened the portal.,Could the robot allegedly open the portal?,Is it alleged that the robot opened the portal?,1.865005612373352,2.2238526344299316,1.4477354288101196,0.7081367665123963,0.7628489136695862,0.23715108633041382
distilroberta-base,8,QT_vs_TQ,Q,T,The robot opened the portal.,Could the robot open the portal tomorrow?,Will the robot open the portal tomorrow?,1.8745743036270142,1.8954777717590332,0.6378343105316162,0.338368965614866,0.9428129196166992,0.05718708038330078
distilroberta-base,8,MT_vs_TM,M,T,The robot opened the portal.,The robot will allegedly open the portal tomorrow.,The robot was allegedly going to open the portal.,1.622215986251831,1.7555677890777588,1.3173497915267944,0.7800083600066869,0.6984407901763916,0.3015592098236084
distilroberta-base,9,NQ_vs_QN,N,Q,The programmer verified the report.,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?,2.281937837600708,2.2103817462921143,1.372808814048767,0.6111803883990584,0.8136893510818481,0.18631064891815186
distilroberta-base,9,NM_vs_MN,N,M,The programmer verified the report.,The programmer allegedly failed to verify the report.,The programmer failed to allegedly verify the report.,2.1026480197906494,2.071887493133545,0.2939692735671997,0.14083927309131364,0.9901901483535767,0.00980985164642334
distilroberta-base,9,NT_vs_TN,N,T,The programmer verified the report.,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.,2.0601656436920166,2.273275852203369,1.3077603578567505,0.6035666382457688,0.8222607970237732,0.1777392029762268
distilroberta-base,9,QM_vs_MQ,Q,M,The programmer verified the report.,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?,2.014005184173584,2.3085708618164062,1.2755366563796997,0.5901743047701437,0.834365725517273,0.16563427448272705
distilroberta-base,9,QT_vs_TQ,Q,T,The programmer verified the report.,Could the programmer verify the report tomorrow?,Will the programmer verify the report tomorrow?,1.9078365564346313,1.9163058996200562,0.6822246313095093,0.3567987537854402,0.936356782913208,0.06364321708679199
distilroberta-base,9,MT_vs_TM,M,T,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.,1.6222646236419678,2.0161983966827393,1.3948980569839478,0.7667512623825959,0.7262821197509766,0.27371788024902344
distilroberta-base,10,NQ_vs_QN,N,Q,The designer verified the report.,Could the designer fail to verify the report?,Is it false that the designer verified the report?,2.2570383548736572,2.2335610389709473,1.3509927988052368,0.6016982056589062,0.8190293312072754,0.1809706687927246
distilroberta-base,10,NM_vs_MN,N,M,The designer verified the report.,The designer allegedly failed to verify the report.,The designer failed to allegedly verify the report.,2.0475456714630127,2.0108585357666016,0.27825334668159485,0.1371245112479329,0.9907611608505249,0.009238839149475098
distilroberta-base,10,NT_vs_TN,N,T,The designer verified the report.,The designer will fail to verify the report tomorrow.,The designer failed to have verified the report earlier.,2.0512747764587402,2.250227212905884,1.3376716375350952,0.621955605666039,0.8104587197303772,0.1895412802696228
distilroberta-base,10,QM_vs_MQ,Q,M,The designer verified the report.,Could the designer allegedly verify the report?,Is it alleged that the designer verified the report?,1.9546571969985962,2.3333277702331543,1.2897791862487793,0.6015782219874884,0.8333494663238525,0.16665053367614746
distilroberta-base,10,QT_vs_TQ,Q,T,The designer verified the report.,Could the designer verify the report tomorrow?,Will the designer verify the report tomorrow?,1.9229915142059326,1.923630952835083,0.6973375678062439,0.3625713590459543,0.934270977973938,0.06572902202606201
distilroberta-base,10,MT_vs_TM,M,T,The designer verified the report.,The designer will allegedly verify the report tomorrow.,The designer was allegedly going to verify the report.,1.6172456741333008,2.0042431354522705,1.4248847961425781,0.7869055358505163,0.7099161148071289,0.2900838851928711
distilroberta-base,11,NQ_vs_QN,N,Q,The designer opened the portal.,Could the designer fail to open the portal?,Is it false that the designer opened the portal?,2.094691276550293,2.2452971935272217,1.5387134552001953,0.7090864253710811,0.7507064938545227,0.2492935061454773
distilroberta-base,11,NM_vs_MN,N,M,The designer opened the portal.,The designer allegedly failed to open the portal.,The designer failed to allegedly open the portal.,1.8386600017547607,1.8881275653839111,0.30650055408477783,0.16448512213962133,0.9868223667144775,0.013177633285522461
distilroberta-base,11,NT_vs_TN,N,T,The designer opened the portal.,The designer will fail to open the portal tomorrow.,The designer failed to have opened the portal earlier.,1.9775315523147583,2.1698575019836426,1.4777040481567383,0.7125948536824711,0.7498673796653748,0.25013262033462524
distilroberta-base,11,QM_vs_MQ,Q,M,The designer opened the portal.,Could the designer allegedly open the portal?,Is it alleged that the designer opened the portal?,1.9670671224594116,2.4104936122894287,1.4802192449569702,0.6762758232941892,0.7896890640258789,0.2103109359741211
distilroberta-base,11,QT_vs_TQ,Q,T,The designer opened the portal.,Could the designer open the portal tomorrow?,Will the designer open the portal tomorrow?,1.9063472747802734,1.9145441055297852,0.6899983882904053,0.3611714229018737,0.9347864389419556,0.06521356105804443
distilroberta-base,11,MT_vs_TM,M,T,The designer opened the portal.,The designer will allegedly open the portal tomorrow.,The designer was allegedly going to open the portal.,1.7196224927902222,1.8652116060256958,1.445984959602356,0.8067235022558855,0.6773651838302612,0.32263481616973877
distilroberta-base,12,NQ_vs_QN,N,Q,The researcher fixed the bug.,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?,2.1067557334899902,2.1932785511016846,1.4159857034683228,0.6585927505469292,0.7838498950004578,0.21615010499954224
distilroberta-base,12,NM_vs_MN,N,M,The researcher fixed the bug.,The researcher allegedly failed to fix the bug.,The researcher failed to allegedly fix the bug.,1.8044549226760864,1.796532154083252,0.29129716753959656,0.1617873995824411,0.9869221448898315,0.013077855110168457
distilroberta-base,12,NT_vs_TN,N,T,The researcher fixed the bug.,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.,2.0557823181152344,2.1081857681274414,1.399324655532837,0.6721111336829838,0.7744143009185791,0.2255856990814209
distilroberta-base,12,QM_vs_MQ,Q,M,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?,1.8751912117004395,2.2218806743621826,1.3830212354660034,0.6751266631030205,0.7848823666572571,0.21511763334274292
distilroberta-base,12,QT_vs_TQ,Q,T,The researcher fixed the bug.,Could the researcher fix the bug tomorrow?,Will the researcher fix the bug tomorrow?,1.9664576053619385,1.984331727027893,0.6799976825714111,0.3442338355002778,0.9407912492752075,0.05920875072479248
distilroberta-base,12,MT_vs_TM,M,T,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.,1.6303766965866089,1.847939372062683,1.3888989686965942,0.7986042333611943,0.6877185106277466,0.3122814893722534
distilroberta-base,13,NQ_vs_QN,N,Q,The teacher supported the theory.,Could the teacher fail to support the theory?,Is it false that the teacher supported the theory?,2.1885645389556885,2.236989974975586,1.41352379322052,0.6388007598913207,0.796181857585907,0.20381814241409302
distilroberta-base,13,NM_vs_MN,N,M,The teacher supported the theory.,The teacher allegedly failed to support the theory.,The teacher failed to allegedly support the theory.,1.844434380531311,1.834502100944519,0.3391778767108917,0.18438909093349926,0.9830147624015808,0.01698523759841919
distilroberta-base,13,NT_vs_TN,N,T,The teacher supported the theory.,The teacher will fail to support the theory tomorrow.,The teacher failed to have supported the theory earlier.,2.0895049571990967,2.1358933448791504,1.4661731719970703,0.6939810484967744,0.759407103061676,0.24059289693832397
distilroberta-base,13,QM_vs_MQ,Q,M,The teacher supported the theory.,Could the teacher allegedly support the theory?,Is it alleged that the teacher supported the theory?,1.9787222146987915,2.2631516456604004,1.2999032735824585,0.6128910554034122,0.8203667402267456,0.1796332597732544
distilroberta-base,13,QT_vs_TQ,Q,T,The teacher supported the theory.,Could the teacher support the theory tomorrow?,Will the teacher support the theory tomorrow?,2.0696582794189453,2.0549800395965576,0.6658850908279419,0.32288168771440645,0.9478983879089355,0.05210161209106445
distilroberta-base,13,MT_vs_TM,M,T,The teacher supported the theory.,The teacher will allegedly support the theory tomorrow.,The teacher was allegedly going to support the theory.,1.7186777591705322,1.9516487121582031,1.324373483657837,0.7216652218829265,0.7466368079185486,0.2533631920814514
distilroberta-base,14,NQ_vs_QN,N,Q,The robot completed the repair.,Could the robot fail to complete the repair?,Is it false that the robot completed the repair?,2.245177745819092,2.1889772415161133,1.5009315013885498,0.6769864858918194,0.7711291313171387,0.22887086868286133
distilroberta-base,14,NM_vs_MN,N,M,The robot completed the repair.,The robot allegedly failed to complete the repair.,The robot failed to allegedly complete the repair.,1.9282832145690918,1.9186451435089111,0.30647972226142883,0.1593373693158104,0.9873182773590088,0.012681722640991211
distilroberta-base,14,NT_vs_TN,N,T,The robot completed the repair.,The robot will fail to complete the repair tomorrow.,The robot failed to have completed the repair earlier.,2.1858644485473633,2.3658580780029297,1.4167485237121582,0.6225109353426584,0.809069037437439,0.19093096256256104
distilroberta-base,14,QM_vs_MQ,Q,M,The robot completed the repair.,Could the robot allegedly complete the repair?,Is it alleged that the robot completed the repair?,1.8992769718170166,2.203230619430542,1.4239346981048584,0.6941777273694942,0.7687678933143616,0.23123210668563843
distilroberta-base,14,QT_vs_TQ,Q,T,The robot completed the repair.,Could the robot complete the repair tomorrow?,Will the robot complete the repair tomorrow?,1.9696989059448242,1.9463716745376587,0.6170706748962402,0.315147882150734,0.9504101276397705,0.04958987236022949
distilroberta-base,14,MT_vs_TM,M,T,The robot completed the repair.,The robot will allegedly complete the repair tomorrow.,The robot was allegedly going to complete the repair.,1.6986335515975952,1.8475013971328735,1.2741187810897827,0.718595766664325,0.7448850870132446,0.25511491298675537
distilroberta-base,15,NQ_vs_QN,N,Q,The scientist guarded the treasure.,Could the scientist fail to guard the treasure?,Is it false that the scientist guarded the treasure?,2.087763547897339,2.1938440799713135,1.4940654039382935,0.6978992629837631,0.7575472593307495,0.2424527406692505
distilroberta-base,15,NM_vs_MN,N,M,The scientist guarded the treasure.,The scientist allegedly failed to guard the treasure.,The scientist failed to allegedly guard the treasure.,1.7139525413513184,1.7068805694580078,0.3358880877494812,0.1963779447105608,0.9807264804840088,0.01927351951599121
distilroberta-base,15,NT_vs_TN,N,T,The scientist guarded the treasure.,The scientist will fail to guard the treasure tomorrow.,The scientist failed to have guarded the treasure earlier.,2.0306363105773926,2.033275604248047,1.4866182804107666,0.7316193419383652,0.7323673367500305,0.2676326632499695
distilroberta-base,15,QM_vs_MQ,Q,M,The scientist guarded the treasure.,Could the scientist allegedly guard the treasure?,Is it alleged that the scientist guarded the treasure?,1.8127647638320923,2.2347683906555176,1.4629217386245728,0.7228707871123273,0.75783771276474,0.24216228723526
distilroberta-base,15,QT_vs_TQ,Q,T,The scientist guarded the treasure.,Could the scientist guard the treasure tomorrow?,Will the scientist guard the treasure tomorrow?,2.005730390548706,2.0251169204711914,0.6316065788269043,0.3133865066532524,0.9509395956993103,0.0490604043006897
distilroberta-base,15,MT_vs_TM,M,T,The scientist guarded the treasure.,The scientist will allegedly guard the treasure tomorrow.,The scientist was allegedly going to guard the treasure.,1.6353744268417358,1.8779222965240479,1.360440731048584,0.7744525089497648,0.7082533836364746,0.2917466163635254
distilroberta-base,16,NQ_vs_QN,N,Q,The scientist signed the treaty.,Could the scientist fail to sign the treaty?,Is it false that the scientist signed the treaty?,2.18727970123291,2.1789708137512207,1.5318101644515991,0.7016593112071879,0.7538435459136963,0.2461564540863037
distilroberta-base,16,NM_vs_MN,N,M,The scientist signed the treaty.,The scientist allegedly failed to sign the treaty.,The scientist failed to allegedly sign the treaty.,1.9027410745620728,1.8975027799606323,0.2931900918483734,0.1543006728367133,0.9880994558334351,0.011900544166564941
distilroberta-base,16,NT_vs_TN,N,T,The scientist signed the treaty.,The scientist will fail to sign the treaty tomorrow.,The scientist failed to have signed the treaty earlier.,2.0819122791290283,2.219956398010254,1.4925576448440552,0.6939113008144653,0.7610570192337036,0.2389429807662964
distilroberta-base,16,QM_vs_MQ,Q,M,The scientist signed the treaty.,Could the scientist allegedly sign the treaty?,Is it alleged that the scientist signed the treaty?,1.9873161315917969,2.2467689514160156,1.4253679513931274,0.6732826211323558,0.7800289988517761,0.21997100114822388
distilroberta-base,16,QT_vs_TQ,Q,T,The scientist signed the treaty.,Could the scientist sign the treaty tomorrow?,Will the scientist sign the treaty tomorrow?,1.990271806716919,1.9429265260696411,0.64524245262146,0.3281006438157395,0.9464570879936218,0.053542912006378174
distilroberta-base,16,MT_vs_TM,M,T,The scientist signed the treaty.,The scientist will allegedly sign the treaty tomorrow.,The scientist was allegedly going to sign the treaty.,1.6595631837844849,1.9495253562927246,1.3913655281066895,0.7710343000208871,0.713815450668335,0.28618454933166504
distilroberta-base,17,NQ_vs_QN,N,Q,The oracle guarded the treasure.,Could the oracle fail to guard the treasure?,Is it false that the oracle guarded the treasure?,1.795003056526184,1.9347331523895264,1.4631963968276978,0.7846111976119008,0.6945710778236389,0.3054289221763611
distilroberta-base,17,NM_vs_MN,N,M,The oracle guarded the treasure.,The oracle allegedly failed to guard the treasure.,The oracle failed to allegedly guard the treasure.,1.4909911155700684,1.4469000101089478,0.3648014962673187,0.2483424202336675,0.9696066379547119,0.030393362045288086
distilroberta-base,17,NT_vs_TN,N,T,The oracle guarded the treasure.,The oracle will fail to guard the treasure tomorrow.,The oracle failed to have guarded the treasure earlier.,1.7949604988098145,1.7689276933670044,1.3114128112792969,0.7359449795070879,0.7292848229408264,0.2707151770591736
distilroberta-base,17,QM_vs_MQ,Q,M,The oracle guarded the treasure.,Could the oracle allegedly guard the treasure?,Is it alleged that the oracle guarded the treasure?,1.5928117036819458,1.9435349702835083,1.39041006565094,0.7863539374611304,0.7076199650764465,0.29238003492355347
distilroberta-base,17,QT_vs_TQ,Q,T,The oracle guarded the treasure.,Could the oracle guard the treasure tomorrow?,Will the oracle guard the treasure tomorrow?,1.709941029548645,1.7486752271652222,0.6123109459877014,0.3540785681549545,0.9375571608543396,0.0624428391456604
distilroberta-base,17,MT_vs_TM,M,T,The oracle guarded the treasure.,The oracle will allegedly guard the treasure tomorrow.,The oracle was allegedly going to guard the treasure.,1.4450021982192993,1.678596019744873,1.2395458221435547,0.7936653408328833,0.6945244073867798,0.3054755926132202
distilroberta-base,18,NQ_vs_QN,N,Q,The queen signed the treaty.,Could the queen fail to sign the treaty?,Is it false that the queen signed the treaty?,2.174325942993164,2.1257898807525635,1.5168406963348389,0.70548829776071,0.7513662576675415,0.2486337423324585
distilroberta-base,18,NM_vs_MN,N,M,The queen signed the treaty.,The queen allegedly failed to sign the treaty.,The queen failed to allegedly sign the treaty.,1.7762959003448486,1.8016445636749268,0.30753082036972046,0.17190382202393673,0.9853242635726929,0.014675736427307129
distilroberta-base,18,NT_vs_TN,N,T,The queen signed the treaty.,The queen will fail to sign the treaty tomorrow.,The queen failed to have signed the treaty earlier.,2.1213088035583496,2.180209159851074,1.4242193698883057,0.6621938497073222,0.7810835242271423,0.21891647577285767
