model,template_id,pair,label,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
distilroberta-base,7,Q_M_equivalent,equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,"Allegedly, could the alien confirm the answer?",1.8733657598495483,2.33766508102417,1.1668788194656372,0.554201032269322,0.8691534996032715,0.13084650039672852
distilroberta-base,7,Q_T_equivalent,equivalent,The alien confirmed the answer.,Will the alien confirm the answer tomorrow?,Could the alien confirm the answer tomorrow?,2.028745174407959,1.95549738407135,0.668183445930481,0.3354130357892544,0.9444061517715454,0.05559384822845459
distilroberta-base,7,N_Q_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien fail to confirm the answer?,Is it false that the alien confirmed the answer?,2.207827568054199,2.237278461456299,1.4052420854568481,0.632264821638445,0.8001996278762817,0.19980037212371826
distilroberta-base,7,N_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will fail to confirm the answer tomorrow.,The alien failed to have confirmed the answer earlier.,2.086184024810791,2.1767914295196533,1.3219776153564453,0.6202135712571016,0.8084845542907715,0.19151544570922852
distilroberta-base,7,M_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will allegedly confirm the answer tomorrow.,The alien was allegedly going to confirm the answer.,1.7310506105422974,1.8135638236999512,1.3296482563018799,0.7502357624322972,0.7195049524307251,0.2804950475692749
distilroberta-base,7,Q_M_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,Is it alleged that the alien confirmed the answer?,1.8733657598495483,2.206409454345703,1.278357744216919,0.6266804797324856,0.8157356381416321,0.18426436185836792
distilroberta-base,8,N_M_equivalent,equivalent,The oracle opened the portal.,The oracle allegedly failed to open the portal.,"Allegedly, the oracle failed to open the portal.",1.5978338718414307,2.0958991050720215,1.1508973836898804,0.623162199803066,0.8392760753631592,0.16072392463684082
distilroberta-base,8,M_T_equivalent,equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,"Allegedly, the oracle will open the portal tomorrow.",1.5115114450454712,2.0060298442840576,1.2033518552780151,0.6842005573197972,0.8015413880348206,0.19845861196517944
distilroberta-base,8,Q_M_equivalent,equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,"Allegedly, could the oracle open the portal?",1.6930289268493652,2.063596725463867,1.1368093490600586,0.6052289763604397,0.8347017765045166,0.1652982234954834
distilroberta-base,8,Q_T_equivalent,equivalent,The oracle opened the portal.,Will the oracle open the portal tomorrow?,Could the oracle open the portal tomorrow?,1.6961116790771484,1.685819387435913,0.6080461144447327,0.35958516154576664,0.9353673458099365,0.06463265419006348
distilroberta-base,8,N_Q_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle fail to open the portal?,Is it false that the oracle opened the portal?,1.864654779434204,1.988703966140747,1.4351508617401123,0.7448830781133158,0.7243617177009583,0.27563828229904175
distilroberta-base,8,N_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will fail to open the portal tomorrow.,The oracle failed to have opened the portal earlier.,1.8422173261642456,1.8676488399505615,1.251095175743103,0.6744691693569366,0.7726290225982666,0.2273709774017334
distilroberta-base,8,M_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,The oracle was allegedly going to open the portal.,1.5115114450454712,1.5988470315933228,1.230282187461853,0.7910870703177373,0.6884217858314514,0.3115782141685486
distilroberta-base,8,Q_M_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,Is it alleged that the oracle opened the portal?,1.6930289268493652,2.0661468505859375,1.3728432655334473,0.7303958882547061,0.7505062222480774,0.2494937777519226
distilroberta-base,9,N_M_equivalent,equivalent,The programmer verified the report.,The programmer allegedly failed to verify the report.,"Allegedly, the programmer failed to verify the report.",2.09431791305542,2.5029664039611816,1.1277952194213867,0.4906354019682544,0.894608199596405,0.10539180040359497
distilroberta-base,9,M_T_equivalent,equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,"Allegedly, the programmer will verify the report tomorrow.",1.6211646795272827,2.2545223236083984,1.2323317527770996,0.635929450329414,0.8471254110336304,0.15287458896636963
distilroberta-base,9,Q_M_equivalent,equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,"Allegedly, could the programmer verify the report?",2.012237787246704,2.3528597354888916,1.1102283000946045,0.5086843051324629,0.8820803165435791,0.1179196834564209
distilroberta-base,9,Q_T_equivalent,equivalent,The programmer verified the report.,Will the programmer verify the report tomorrow?,Could the programmer verify the report tomorrow?,1.913602590560913,1.904367446899414,0.6821927428245544,0.3573588771681322,0.9361586570739746,0.06384134292602539
distilroberta-base,9,N_Q_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?,2.2782981395721436,2.2080814838409424,1.3719186782836914,0.6115927734351514,0.8134213089942932,0.1865786910057068
distilroberta-base,9,N_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.,2.0540714263916016,2.271919012069702,1.3046575784683228,0.6031717346706705,0.8227142095565796,0.1772857904434204
distilroberta-base,9,M_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.,1.6211646795272827,2.0115160942077637,1.3926447629928589,0.7667311551629701,0.7259910702705383,0.27400892972946167
distilroberta-base,9,Q_M_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?,2.012237787246704,2.306507110595703,1.2751669883728027,0.5905266546349011,0.8341547846794128,0.16584521532058716
distilroberta-base,10,N_M_equivalent,equivalent,The dragon verified the report.,The dragon allegedly failed to verify the report.,"Allegedly, the dragon failed to verify the report.",1.9969040155410767,2.5066511631011963,1.1677446365356445,0.5185879112009354,0.8897437453269958,0.11025625467300415
distilroberta-base,10,M_T_equivalent,equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,"Allegedly, the dragon will verify the report tomorrow.",1.6778063774108887,2.3412160873413086,1.3042488098144531,0.6490378300954437,0.8394961357116699,0.16050386428833008
distilroberta-base,10,Q_M_equivalent,equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,"Allegedly, could the dragon verify the report?",1.9815528392791748,2.4226505756378174,1.1997287273406982,0.5448107702185981,0.8703516721725464,0.1296483278274536
distilroberta-base,10,Q_T_equivalent,equivalent,The dragon verified the report.,Will the dragon verify the report tomorrow?,Could the dragon verify the report tomorrow?,1.9795989990234375,1.9622913599014282,0.6959407925605774,0.3531000252122889,0.9376975893974304,0.06230241060256958
distilroberta-base,10,N_Q_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon fail to verify the report?,Is it false that the dragon verified the report?,2.251049757003784,2.2210726737976074,1.3917208909988403,0.6223983857923252,0.8063914179801941,0.1936085820198059
distilroberta-base,10,N_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will fail to verify the report tomorrow.,The dragon failed to have verified the report earlier.,2.115678310394287,2.2657320499420166,1.3228338956832886,0.603839306017959,0.8198235034942627,0.1801764965057373
distilroberta-base,10,M_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,The dragon was allegedly going to verify the report.,1.6778063774108887,2.018233060836792,1.4046363830566406,0.7600765124529238,0.7257825136184692,0.27421748638153076
distilroberta-base,10,Q_M_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,Is it alleged that the dragon verified the report?,1.9815528392791748,2.3027501106262207,1.2981961965560913,0.6060244626651118,0.8266339898109436,0.1733660101890564
distilroberta-base,11,N_M_equivalent,equivalent,The dragon opened the portal.,The dragon allegedly failed to open the portal.,"Allegedly, the dragon failed to open the portal.",1.6774983406066895,2.3048222064971924,1.2755874395370483,0.6406251955102262,0.8404706120491028,0.15952938795089722
distilroberta-base,11,M_T_equivalent,equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,"Allegedly, the dragon will open the portal tomorrow.",1.643559455871582,2.2653563022613525,1.3754360675811768,0.7037430083872874,0.797865629196167,0.202134370803833
distilroberta-base,11,Q_M_equivalent,equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,"Allegedly, could the dragon open the portal?",1.891169548034668,2.3056881427764893,1.2532894611358643,0.5972513501609985,0.8395910859107971,0.16040891408920288
distilroberta-base,11,Q_T_equivalent,equivalent,The dragon opened the portal.,Will the dragon open the portal tomorrow?,Could the dragon open the portal tomorrow?,1.9296048879623413,1.913312315940857,0.6752651929855347,0.35143364124489884,0.9382818937301636,0.061718106269836426
distilroberta-base,11,N_Q_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon fail to open the portal?,Is it false that the dragon opened the portal?,2.0344016551971436,2.1781649589538574,1.534371256828308,0.7284733500347584,0.7366858720779419,0.2633141279220581
distilroberta-base,11,N_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will fail to open the portal tomorrow.,The dragon failed to have opened the portal earlier.,1.963517189025879,2.073521614074707,1.3399145603179932,0.6638105926989002,0.781000018119812,0.218999981880188
distilroberta-base,11,M_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,The dragon was allegedly going to open the portal.,1.643559455871582,1.7951425313949585,1.3032877445220947,0.7580114527792119,0.7160437703132629,0.28395622968673706
distilroberta-base,11,Q_M_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,Is it alleged that the dragon opened the portal?,1.891169548034668,2.229154586791992,1.4475938081741333,0.7026601601256451,0.7650105953216553,0.23498940467834473
distilroberta-base,12,N_M_equivalent,equivalent,The researcher fixed the bug.,The researcher allegedly failed to fix the bug.,"Allegedly, the researcher failed to fix the bug.",1.796096682548523,2.392731189727783,1.2463287115097046,0.595072774299425,0.8606932759284973,0.13930672407150269
distilroberta-base,12,M_T_equivalent,equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,"Allegedly, the researcher will fix the bug tomorrow.",1.627070665359497,2.3090806007385254,1.3538198471069336,0.6878901523763398,0.8179827928543091,0.18201720714569092
distilroberta-base,12,Q_M_equivalent,equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,"Allegedly, could the researcher fix the bug?",1.8736497163772583,2.320927619934082,1.2248035669326782,0.5839937942396701,0.8505168557167053,0.14948314428329468
distilroberta-base,12,Q_T_equivalent,equivalent,The researcher fixed the bug.,Will the researcher fix the bug tomorrow?,Could the researcher fix the bug tomorrow?,1.977205753326416,1.9594995975494385,0.6794567108154297,0.34519053383759907,0.9404610395431519,0.059538960456848145
distilroberta-base,12,N_Q_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?,2.099464178085327,2.189905881881714,1.4102723598480225,0.6575661881027822,0.7845968008041382,0.21540319919586182
distilroberta-base,12,N_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.,2.048975944519043,2.102626323699951,1.3966753482818604,0.6728367786928445,0.7739415764808655,0.22605842351913452
distilroberta-base,12,M_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.,1.627070665359497,1.8454965353012085,1.3857786655426025,0.7981292141895138,0.6881740093231201,0.3118259906768799
distilroberta-base,12,Q_M_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?,1.8736497163772583,2.2186927795410156,1.3826266527175903,0.6757140459753573,0.7843903303146362,0.21560966968536377
distilroberta-base,13,N_M_equivalent,equivalent,The teacher supported the theory.,The teacher allegedly failed to support the theory.,"Allegedly, the teacher failed to support the theory.",1.8404535055160522,2.377800226211548,1.1943575143814087,0.5662805465671641,0.8700081706047058,0.1299918293952942
distilroberta-base,13,M_T_equivalent,equivalent,The teacher supported the theory.,The teacher will allegedly support the theory tomorrow.,"Allegedly, the teacher will support the theory tomorrow.",1.720780372619629,2.292006254196167,1.2894337177276611,0.6426624875144197,0.8305872678756714,0.1694127321243286
distilroberta-base,13,Q_M_equivalent,equivalent,The teacher supported the theory.,Could the teacher allegedly support the theory?,"Allegedly, could the teacher support the theory?",1.9797087907791138,2.3817811012268066,1.1445571184158325,0.5248468513079172,0.8782297372817993,0.12177026271820068
distilroberta-base,13,Q_T_equivalent,equivalent,The teacher supported the theory.,Will the teacher support the theory tomorrow?,Could the teacher support the theory tomorrow?,2.0582141876220703,2.07202410697937,0.6664543151855469,0.32271954674205333,0.9479477405548096,0.05205225944519043
