model,template_id,pair,label,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
bert-base-uncased,4,N_Q_nonequivalent,non_equivalent,The knight approved the treatment.,Could the knight fail to approve the treatment?,Is it false that the knight approved the treatment?,5.6077423095703125,6.061862468719482,4.012073516845703,0.6876108648185073,0.7662702798843384,0.23372972011566162
bert-base-uncased,4,N_T_nonequivalent,non_equivalent,The knight approved the treatment.,The knight will fail to approve the treatment tomorrow.,The knight failed to have approved the treatment earlier.,5.5728230476379395,5.001740455627441,5.44832181930542,1.0304580075805436,0.4733753800392151,0.5266246199607849
bert-base-uncased,4,M_T_nonequivalent,non_equivalent,The knight approved the treatment.,The knight will allegedly approve the treatment tomorrow.,The knight was allegedly going to approve the treatment.,5.121248722076416,4.6096062660217285,4.204277992248535,0.864112762422201,0.631164014339447,0.368835985660553
bert-base-uncased,4,Q_M_nonequivalent,non_equivalent,The knight approved the treatment.,Could the knight allegedly approve the treatment?,Is it alleged that the knight approved the treatment?,5.519526481628418,6.091963291168213,4.4093475341796875,0.7594800702506127,0.7157649993896484,0.28423500061035156
bert-base-uncased,5,N_M_equivalent,equivalent,The analyst verified the report.,The analyst allegedly failed to verify the report.,"Allegedly, the analyst failed to verify the report.",5.896850109100342,5.244374752044678,1.9846487045288086,0.3562711872820927,0.9432001113891602,0.056799888610839844
bert-base-uncased,5,M_T_equivalent,equivalent,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,"Allegedly, the analyst will verify the report tomorrow.",5.118025779724121,5.239542007446289,1.8360483646392822,0.3545327247412626,0.9374199509620667,0.06258004903793335
bert-base-uncased,5,Q_M_equivalent,equivalent,The analyst verified the report.,Could the analyst allegedly verify the report?,"Allegedly, could the analyst verify the report?",6.025554180145264,5.795510768890381,2.796884775161743,0.4732035205321223,0.8887543678283691,0.11124563217163086
bert-base-uncased,5,Q_T_equivalent,equivalent,The analyst verified the report.,Will the analyst verify the report tomorrow?,Could the analyst verify the report tomorrow?,5.361560821533203,5.249945163726807,2.9947164058685303,0.5644281612860227,0.8409140706062317,0.1590859293937683
bert-base-uncased,5,N_Q_nonequivalent,non_equivalent,The analyst verified the report.,Could the analyst fail to verify the report?,Is it false that the analyst verified the report?,5.5566792488098145,6.123293876647949,3.8036704063415527,0.6513149243555005,0.7921119928359985,0.20788800716400146
bert-base-uncased,5,N_T_nonequivalent,non_equivalent,The analyst verified the report.,The analyst will fail to verify the report tomorrow.,The analyst failed to have verified the report earlier.,4.869678974151611,4.9971699714660645,4.56538724899292,0.9253992382278629,0.5720806121826172,0.4279193878173828
bert-base-uncased,5,M_T_nonequivalent,non_equivalent,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,The analyst was allegedly going to verify the report.,5.118025779724121,5.639497756958008,4.252991676330566,0.7907008823782685,0.6913704872131348,0.30862951278686523
bert-base-uncased,5,Q_M_nonequivalent,non_equivalent,The analyst verified the report.,Could the analyst allegedly verify the report?,Is it alleged that the analyst verified the report?,6.025554180145264,6.507355213165283,4.421085357666016,0.7055162083953258,0.7537151575088501,0.2462848424911499
bert-base-uncased,6,N_M_equivalent,equivalent,The queen opened the portal.,The queen allegedly failed to open the portal.,"Allegedly, the queen failed to open the portal.",6.62436580657959,5.916482925415039,2.426995038986206,0.38705435187875104,0.9312477111816406,0.06875228881835938
bert-base-uncased,6,M_T_equivalent,equivalent,The queen opened the portal.,The queen will allegedly open the portal tomorrow.,"Allegedly, the queen will open the portal tomorrow.",6.583197593688965,5.857542514801025,2.2542660236358643,0.36240062954086033,0.9409364461898804,0.05906355381011963
bert-base-uncased,6,Q_M_equivalent,equivalent,The queen opened the portal.,Could the queen allegedly open the portal?,"Allegedly, could the queen open the portal?",6.560711860656738,6.474907398223877,2.5537047386169434,0.39180413111204065,0.9233280420303345,0.07667195796966553
bert-base-uncased,6,Q_T_equivalent,equivalent,The queen opened the portal.,Will the queen open the portal tomorrow?,Could the queen open the portal tomorrow?,6.3127593994140625,6.144192695617676,3.2318620681762695,0.5188848834804026,0.8657209277153015,0.1342790722846985
bert-base-uncased,6,N_Q_nonequivalent,non_equivalent,The queen opened the portal.,Could the queen fail to open the portal?,Is it false that the queen opened the portal?,6.41900110244751,6.501742839813232,4.4906487464904785,0.6951068400638941,0.7584853768348694,0.24151462316513062
bert-base-uncased,6,N_T_nonequivalent,non_equivalent,The queen opened the portal.,The queen will fail to open the portal tomorrow.,The queen failed to have opened the portal earlier.,6.183659076690674,6.20494270324707,5.504998683929443,0.8887199349394567,0.6050931215286255,0.3949068784713745
bert-base-uncased,6,M_T_nonequivalent,non_equivalent,The queen opened the portal.,The queen will allegedly open the portal tomorrow.,The queen was allegedly going to open the portal.,6.583197593688965,6.26024055480957,4.696074485778809,0.7312799628076339,0.7337110042572021,0.26628899574279785
bert-base-uncased,6,Q_M_nonequivalent,non_equivalent,The queen opened the portal.,Could the queen allegedly open the portal?,Is it alleged that the queen opened the portal?,6.560711860656738,6.780980110168457,4.6515583992004395,0.6972966261507894,0.7573676109313965,0.24263238906860352
bert-base-uncased,7,N_M_equivalent,equivalent,The alien confirmed the answer.,The alien allegedly failed to confirm the answer.,"Allegedly, the alien failed to confirm the answer.",5.98609733581543,4.766824722290039,2.4777755737304688,0.4608562324437719,0.9184721112251282,0.08152788877487183
bert-base-uncased,7,M_T_equivalent,equivalent,The alien confirmed the answer.,The alien will allegedly confirm the answer tomorrow.,"Allegedly, the alien will confirm the answer tomorrow.",5.6032209396362305,5.118635654449463,2.064939498901367,0.3851831967310639,0.9297587275505066,0.07024127244949341
bert-base-uncased,7,Q_M_equivalent,equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,"Allegedly, could the alien confirm the answer?",5.585846424102783,5.1913862228393555,2.734400749206543,0.5074402379133712,0.8737623691558838,0.1262376308441162
bert-base-uncased,7,Q_T_equivalent,equivalent,The alien confirmed the answer.,Will the alien confirm the answer tomorrow?,Could the alien confirm the answer tomorrow?,6.145816802978516,5.716551303863525,3.124859571456909,0.5268525716469731,0.8636536598205566,0.13634634017944336
bert-base-uncased,7,N_Q_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien fail to confirm the answer?,Is it false that the alien confirmed the answer?,5.194490432739258,5.879208087921143,3.87271785736084,0.6994443365303363,0.7621259689331055,0.23787403106689453
bert-base-uncased,7,N_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will fail to confirm the answer tomorrow.,The alien failed to have confirmed the answer earlier.,5.233709812164307,4.29775857925415,4.585533142089844,0.9621881862856327,0.5520626306533813,0.44793736934661865
bert-base-uncased,7,M_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will allegedly confirm the answer tomorrow.,The alien was allegedly going to confirm the answer.,5.6032209396362305,5.290755271911621,4.415213108062744,0.8105788047125918,0.6728571653366089,0.3271428346633911
bert-base-uncased,7,Q_M_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,Is it alleged that the alien confirmed the answer?,5.585846424102783,6.369067668914795,4.538002967834473,0.7591862112140467,0.7191972136497498,0.28080278635025024
bert-base-uncased,8,N_M_equivalent,equivalent,The oracle opened the portal.,The oracle allegedly failed to open the portal.,"Allegedly, the oracle failed to open the portal.",7.30655574798584,5.844039440155029,3.267301082611084,0.4969054306465186,0.9000428915023804,0.09995710849761963
bert-base-uncased,8,M_T_equivalent,equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,"Allegedly, the oracle will open the portal tomorrow.",6.296849727630615,5.544264793395996,2.0868098735809326,0.3524684893258943,0.9457427263259888,0.05425727367401123
bert-base-uncased,8,Q_M_equivalent,equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,"Allegedly, could the oracle open the portal?",6.216610431671143,6.044611930847168,2.9261929988861084,0.47730852803563795,0.8864594101905823,0.11354058980941772
bert-base-uncased,8,Q_T_equivalent,equivalent,The oracle opened the portal.,Will the oracle open the portal tomorrow?,Could the oracle open the portal tomorrow?,6.0246148109436035,5.97735595703125,3.014028787612915,0.502255645490292,0.8738986253738403,0.12610137462615967
bert-base-uncased,8,N_Q_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle fail to open the portal?,Is it false that the oracle opened the portal?,6.022004127502441,6.351129531860352,4.453908920288086,0.7199322407573086,0.7420814633369446,0.2579185366630554
bert-base-uncased,8,N_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will fail to open the portal tomorrow.,The oracle failed to have opened the portal earlier.,5.485494613647461,5.644803524017334,5.245465278625488,0.9425561137260025,0.5561128258705139,0.4438871741294861
bert-base-uncased,8,M_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,The oracle was allegedly going to open the portal.,6.296849727630615,5.992555141448975,4.301811695098877,0.7000846242638858,0.7560173869132996,0.24398261308670044
bert-base-uncased,8,Q_M_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,Is it alleged that the oracle opened the portal?,6.216610431671143,6.518441200256348,4.304664134979248,0.6760340294477546,0.7724847197532654,0.22751528024673462
bert-base-uncased,9,N_M_equivalent,equivalent,The programmer verified the report.,The programmer allegedly failed to verify the report.,"Allegedly, the programmer failed to verify the report.",5.593120574951172,5.1108880043029785,2.0305066108703613,0.3793918130457004,0.9319521188735962,0.06804788112640381
bert-base-uncased,9,M_T_equivalent,equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,"Allegedly, the programmer will verify the report tomorrow.",5.204702377319336,5.188712120056152,1.9446595907211304,0.37420995597006457,0.9299879670143127,0.07001203298568726
bert-base-uncased,9,Q_M_equivalent,equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,"Allegedly, could the programmer verify the report?",5.818170070648193,5.664515972137451,3.1472744941711426,0.5481774007307232,0.8500819206237793,0.1499180793762207
bert-base-uncased,9,Q_T_equivalent,equivalent,The programmer verified the report.,Will the programmer verify the report tomorrow?,Could the programmer verify the report tomorrow?,5.314697742462158,5.145256996154785,2.9164819717407227,0.5576471494609534,0.8449988961219788,0.15500110387802124
bert-base-uncased,9,N_Q_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?,5.451996803283691,5.970469951629639,3.8858084678649902,0.6803799128927811,0.7721928954124451,0.22780710458755493
bert-base-uncased,9,N_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.,4.93060827255249,4.642914295196533,4.122191429138184,0.8611650309414904,0.6306700110435486,0.3693299889564514
bert-base-uncased,9,M_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.,5.204702377319336,5.681805610656738,4.204719543457031,0.7724643288922923,0.7049239873886108,0.29507601261138916
bert-base-uncased,9,Q_M_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?,5.818170070648193,6.52247953414917,4.52536153793335,0.7334073461049255,0.7367137670516968,0.2632862329483032
bert-base-uncased,10,N_M_equivalent,equivalent,The dragon verified the report.,The dragon allegedly failed to verify the report.,"Allegedly, the dragon failed to verify the report.",5.599204063415527,4.810433864593506,2.6737334728240967,0.5137034527645605,0.8788418173789978,0.1211581826210022
bert-base-uncased,10,M_T_equivalent,equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,"Allegedly, the dragon will verify the report tomorrow.",5.196393013000488,4.633360385894775,2.1257247924804688,0.4325082646974521,0.9127436876296997,0.08725631237030029
bert-base-uncased,10,Q_M_equivalent,equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,"Allegedly, could the dragon verify the report?",5.774970054626465,5.714643955230713,2.538433313369751,0.4418657252004349,0.9024298191070557,0.09757018089294434
bert-base-uncased,10,Q_T_equivalent,equivalent,The dragon verified the report.,Will the dragon verify the report tomorrow?,Could the dragon verify the report tomorrow?,5.393615245819092,5.425930500030518,3.2309446334838867,0.5972421965538958,0.8216671943664551,0.17833280563354492
bert-base-uncased,10,N_Q_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon fail to verify the report?,Is it false that the dragon verified the report?,5.489375591278076,6.026265621185303,4.104400634765625,0.7128392694837903,0.7497333288192749,0.2502666711807251
bert-base-uncased,10,N_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will fail to verify the report tomorrow.,The dragon failed to have verified the report earlier.,4.767378330230713,4.858179569244385,4.192739963531494,0.8711681976915358,0.6206772327423096,0.37932276725769043
bert-base-uncased,10,M_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,The dragon was allegedly going to verify the report.,5.196393013000488,5.445016384124756,4.471526145935059,0.8404011121200152,0.6477624177932739,0.3522375822067261
bert-base-uncased,10,Q_M_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,Is it alleged that the dragon verified the report?,5.774970054626465,6.075981140136719,4.458897590637207,0.7524961528162898,0.7179831266403198,0.2820168733596802
bert-base-uncased,11,N_M_equivalent,equivalent,The dragon opened the portal.,The dragon allegedly failed to open the portal.,"Allegedly, the dragon failed to open the portal.",6.607138633728027,5.752142906188965,2.02235746383667,0.32726133105790955,0.9558098316192627,0.044190168380737305
bert-base-uncased,11,M_T_equivalent,equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,"Allegedly, the dragon will open the portal tomorrow.",6.001461029052734,5.441891193389893,2.1018455028533936,0.3673478648557021,0.9371597170829773,0.0628402829170227
bert-base-uncased,11,Q_M_equivalent,equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,"Allegedly, could the dragon open the portal?",6.459252834320068,6.287729263305664,2.858408212661743,0.44848391419545575,0.8997750282287598,0.10022497177124023
bert-base-uncased,11,Q_T_equivalent,equivalent,The dragon opened the portal.,Will the dragon open the portal tomorrow?,Could the dragon open the portal tomorrow?,6.129464626312256,6.158543586730957,3.0888967514038086,0.5027497862712315,0.8736318349838257,0.12636816501617432
bert-base-uncased,11,N_Q_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon fail to open the portal?,Is it false that the dragon opened the portal?,6.159326553344727,6.4031805992126465,4.596921443939209,0.7318477733965187,0.7328523397445679,0.26714766025543213
bert-base-uncased,11,N_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will fail to open the portal tomorrow.,The dragon failed to have opened the portal earlier.,5.694150447845459,5.690065383911133,4.697518348693848,0.8252686734187105,0.6594660878181458,0.34053391218185425
bert-base-uncased,11,M_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,The dragon was allegedly going to open the portal.,6.001461029052734,5.9553093910217285,4.710602283477783,0.7879389028944254,0.6896011829376221,0.31039881706237793
bert-base-uncased,11,Q_M_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,Is it alleged that the dragon opened the portal?,6.459252834320068,6.452206134796143,4.6269850730896,0.716725365298605,0.743152916431427,0.256847083568573
bert-base-uncased,12,N_M_equivalent,equivalent,The researcher fixed the bug.,The researcher allegedly failed to fix the bug.,"Allegedly, the researcher failed to fix the bug.",5.585976600646973,5.106095314025879,1.9639676809310913,0.3673689620877968,0.9364206790924072,0.06357932090759277
bert-base-uncased,12,M_T_equivalent,equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,"Allegedly, the researcher will fix the bug tomorrow.",5.4762725830078125,5.2732977867126465,2.3056533336639404,0.4289759040339153,0.9086704254150391,0.09132957458496094
bert-base-uncased,12,Q_M_equivalent,equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,"Allegedly, could the researcher fix the bug?",6.124276161193848,5.844078540802002,2.9978420734405518,0.5009614350651103,0.8755468130111694,0.12445318698883057
bert-base-uncased,12,Q_T_equivalent,equivalent,The researcher fixed the bug.,Will the researcher fix the bug tomorrow?,Could the researcher fix the bug tomorrow?,5.620096683502197,5.808329105377197,3.0244534015655518,0.5292860902169069,0.8604327440261841,0.13956725597381592
bert-base-uncased,12,N_Q_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?,5.730966091156006,5.660148620605469,3.868264675140381,0.679172279978125,0.769430935382843,0.23056906461715698
bert-base-uncased,12,N_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.,4.863754749298096,5.357397079467773,5.339906692504883,1.044873764124213,0.4575190842151642,0.5424809157848358
bert-base-uncased,12,M_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.,5.4762725830078125,5.155858516693115,4.2113037109375,0.7921843083848294,0.6877549290657043,0.31224507093429565
bert-base-uncased,12,Q_M_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?,6.124276161193848,6.168756484985352,4.47019624710083,0.7272731433751598,0.7355596423149109,0.2644403576850891
bert-base-uncased,13,N_M_equivalent,equivalent,The teacher supported the theory.,The teacher allegedly failed to support the theory.,"Allegedly, the teacher failed to support the theory.",4.824136257171631,3.877805709838867,2.3871655464172363,0.5486512218689926,0.8716254830360413,0.12837451696395874
bert-base-uncased,13,M_T_equivalent,equivalent,The teacher supported the theory.,The teacher will allegedly support the theory tomorrow.,"Allegedly, the teacher will support the theory tomorrow.",5.107024669647217,4.442155838012695,2.4610729217529297,0.5154521730484108,0.876250147819519,0.12374985218048096
bert-base-uncased,13,Q_M_equivalent,equivalent,The teacher supported the theory.,Could the teacher allegedly support the theory?,"Allegedly, could the teacher support the theory?",5.372777462005615,4.814229965209961,3.3825809955596924,0.6640970902842646,0.7848532199859619,0.21514678001403809
bert-base-uncased,13,Q_T_equivalent,equivalent,The teacher supported the theory.,Will the teacher support the theory tomorrow?,Could the teacher support the theory tomorrow?,5.50181245803833,5.31086540222168,3.130049705505371,0.5789592080623633,0.8329747915267944,0.16702520847320557
