model,language,template_id,representation,contrast,value
BAAI/bge-m3,en,19,marker_pool,affect_minus_random_label,-0.007641971111297607
BAAI/bge-m3,en,19,mean_pool,affect_minus_random_label,-0.15948432683944702
BAAI/bge-m3,en,20,marker_pool,affect_minus_random_label,0.033470869064331055
BAAI/bge-m3,en,20,mean_pool,affect_minus_random_label,-0.08946830034255981
BAAI/bge-m3,en,21,marker_pool,affect_minus_random_label,0.029118835926055908
BAAI/bge-m3,en,21,mean_pool,affect_minus_random_label,-0.10076835751533508
BAAI/bge-m3,en,22,marker_pool,affect_minus_random_label,0.09225952625274658
BAAI/bge-m3,en,22,mean_pool,affect_minus_random_label,0.01255577802658081
BAAI/bge-m3,en,23,marker_pool,affect_minus_random_label,0.05594992637634277
BAAI/bge-m3,en,23,mean_pool,affect_minus_random_label,-0.05975925922393799
BAAI/bge-m3,en,24,marker_pool,affect_minus_random_label,0.055877089500427246
BAAI/bge-m3,en,24,mean_pool,affect_minus_random_label,-0.08842939138412476
BAAI/bge-m3,en,25,marker_pool,affect_minus_random_label,0.07800769805908203
BAAI/bge-m3,en,25,mean_pool,affect_minus_random_label,-0.0771525502204895
BAAI/bge-m3,en,26,marker_pool,affect_minus_random_label,0.06161075830459595
BAAI/bge-m3,en,26,mean_pool,affect_minus_random_label,-0.074529379606247
BAAI/bge-m3,en,27,marker_pool,affect_minus_random_label,0.026584208011627197
BAAI/bge-m3,en,27,mean_pool,affect_minus_random_label,-0.09785884618759155
BAAI/bge-m3,en,28,marker_pool,affect_minus_random_label,0.10850417613983154
BAAI/bge-m3,en,28,mean_pool,affect_minus_random_label,0.01083517074584961
BAAI/bge-m3,en,29,marker_pool,affect_minus_random_label,0.03916597366333008
BAAI/bge-m3,en,29,mean_pool,affect_minus_random_label,-0.0668804943561554
BAAI/bge-m3,en,30,marker_pool,affect_minus_random_label,0.10250109434127808
BAAI/bge-m3,en,30,mean_pool,affect_minus_random_label,-0.03726735711097723
BAAI/bge-m3,en,31,marker_pool,affect_minus_random_label,0.02579885721206665
BAAI/bge-m3,en,31,mean_pool,affect_minus_random_label,-0.09079116582870489
BAAI/bge-m3,en,32,marker_pool,affect_minus_random_label,0.0775858461856842
BAAI/bge-m3,en,32,mean_pool,affect_minus_random_label,-0.07369893789291382
BAAI/bge-m3,en,33,marker_pool,affect_minus_random_label,0.05463522672653198
BAAI/bge-m3,en,33,mean_pool,affect_minus_random_label,-0.039102584123611395
BAAI/bge-m3,en,34,marker_pool,affect_minus_random_label,0.016153275966644287
BAAI/bge-m3,en,34,mean_pool,affect_minus_random_label,-0.12939131259918218
BAAI/bge-m3,en,35,marker_pool,affect_minus_random_label,0.08924210071563721
BAAI/bge-m3,en,35,mean_pool,affect_minus_random_label,-0.00573000311851507
BAAI/bge-m3,en,36,marker_pool,affect_minus_random_label,0.04140138626098633
BAAI/bge-m3,en,36,mean_pool,affect_minus_random_label,-0.07125526666641235
BAAI/bge-m3,en,37,marker_pool,affect_minus_random_label,0.03874903917312622
BAAI/bge-m3,en,37,mean_pool,affect_minus_random_label,-0.09486591815948492
BAAI/bge-m3,en,38,marker_pool,affect_minus_random_label,0.09151428937911987
BAAI/bge-m3,en,38,mean_pool,affect_minus_random_label,-0.012060284614562988
BAAI/bge-m3,en,39,marker_pool,affect_minus_random_label,0.08403453230857849
BAAI/bge-m3,en,39,mean_pool,affect_minus_random_label,-0.02518203854560852
BAAI/bge-m3,en,40,marker_pool,affect_minus_random_label,-0.0008503198623657227
BAAI/bge-m3,en,40,mean_pool,affect_minus_random_label,-0.14524433016777039
BAAI/bge-m3,en,41,marker_pool,affect_minus_random_label,0.07471650838851929
BAAI/bge-m3,en,41,mean_pool,affect_minus_random_label,-0.07300478219985962
BAAI/bge-m3,en,42,marker_pool,affect_minus_random_label,0.10075753927230835
BAAI/bge-m3,en,42,mean_pool,affect_minus_random_label,-0.0006084442138671875
BAAI/bge-m3,en,43,marker_pool,affect_minus_random_label,0.05956006050109863
BAAI/bge-m3,en,43,mean_pool,affect_minus_random_label,-0.03317740559577942
BAAI/bge-m3,en,44,marker_pool,affect_minus_random_label,0.05006915330886841
BAAI/bge-m3,en,44,mean_pool,affect_minus_random_label,-0.06118202209472656
BAAI/bge-m3,en,45,marker_pool,affect_minus_random_label,0.04157257080078125
BAAI/bge-m3,en,45,mean_pool,affect_minus_random_label,-0.0024080276489258368
BAAI/bge-m3,en,46,marker_pool,affect_minus_random_label,0.051476359367370605
BAAI/bge-m3,en,46,mean_pool,affect_minus_random_label,-0.018577069044113215
BAAI/bge-m3,en,47,marker_pool,affect_minus_random_label,0.07933276891708374
BAAI/bge-m3,en,47,mean_pool,affect_minus_random_label,-0.028381526470184326
BAAI/bge-m3,en,48,marker_pool,affect_minus_random_label,0.04031932353973389
BAAI/bge-m3,en,48,mean_pool,affect_minus_random_label,-0.053326427936553955
BAAI/bge-m3,en,49,marker_pool,affect_minus_random_label,0.05034801363945013
BAAI/bge-m3,en,49,mean_pool,affect_minus_random_label,-0.05685707926750189
BAAI/bge-m3,en,50,marker_pool,affect_minus_random_label,0.04986470937728882
BAAI/bge-m3,en,50,mean_pool,affect_minus_random_label,-0.006384432315826416
BAAI/bge-m3,en,51,marker_pool,affect_minus_random_label,0.05738070607185369
BAAI/bge-m3,en,51,mean_pool,affect_minus_random_label,-0.05918189883232111
BAAI/bge-m3,en,52,marker_pool,affect_minus_random_label,0.01215428113937378
BAAI/bge-m3,en,52,mean_pool,affect_minus_random_label,-0.05136701464653021
BAAI/bge-m3,en,53,marker_pool,affect_minus_random_label,0.0567283034324646
BAAI/bge-m3,en,53,mean_pool,affect_minus_random_label,-0.07077190279960632
BAAI/bge-m3,en,54,marker_pool,affect_minus_random_label,0.027422726154327393
BAAI/bge-m3,en,54,mean_pool,affect_minus_random_label,-0.09481802582740784
BAAI/bge-m3,en,55,marker_pool,affect_minus_random_label,0.06127816438674927
BAAI/bge-m3,en,55,mean_pool,affect_minus_random_label,-0.040549844503402765
BAAI/bge-m3,en,56,marker_pool,affect_minus_random_label,0.0038872361183166504
BAAI/bge-m3,en,56,mean_pool,affect_minus_random_label,-0.042671948671341
BAAI/bge-m3,en,57,marker_pool,affect_minus_random_label,0.03971821069717407
BAAI/bge-m3,en,57,mean_pool,affect_minus_random_label,-0.07516235113143921
BAAI/bge-m3,en,58,marker_pool,affect_minus_random_label,0.10690873861312866
BAAI/bge-m3,en,58,mean_pool,affect_minus_random_label,-0.03949540853500372
BAAI/bge-m3,en,59,marker_pool,affect_minus_random_label,0.06854122877120977
BAAI/bge-m3,en,59,mean_pool,affect_minus_random_label,-0.0671149492263794
BAAI/bge-m3,en,60,marker_pool,affect_minus_random_label,0.07688486576080322
BAAI/bge-m3,en,60,mean_pool,affect_minus_random_label,-0.020017892122268677
BAAI/bge-m3,en,61,marker_pool,affect_minus_random_label,0.0793030858039856
BAAI/bge-m3,en,61,mean_pool,affect_minus_random_label,-0.027990728616714478
BAAI/bge-m3,en,62,marker_pool,affect_minus_random_label,0.08868920803070068
BAAI/bge-m3,en,62,mean_pool,affect_minus_random_label,-0.03488212823867798
BAAI/bge-m3,en,63,marker_pool,affect_minus_random_label,0.1046290397644043
BAAI/bge-m3,en,63,mean_pool,affect_minus_random_label,0.004694133996963501
BAAI/bge-m3,en,64,marker_pool,affect_minus_random_label,0.03174349665641785
BAAI/bge-m3,en,64,mean_pool,affect_minus_random_label,-0.06342163681983953
BAAI/bge-m3,en,65,marker_pool,affect_minus_random_label,0.0542830228805542
BAAI/bge-m3,en,65,mean_pool,affect_minus_random_label,-0.058165013790130615
BAAI/bge-m3,en,66,marker_pool,affect_minus_random_label,0.06521624326705933
BAAI/bge-m3,en,66,mean_pool,affect_minus_random_label,-0.024861633777618408
BAAI/bge-m3,en,67,marker_pool,affect_minus_random_label,0.022938251495361328
BAAI/bge-m3,en,67,mean_pool,affect_minus_random_label,-0.12386289238929749
BAAI/bge-m3,en,68,marker_pool,affect_minus_random_label,0.044838905334472656
BAAI/bge-m3,en,68,mean_pool,affect_minus_random_label,-0.0864119827747345
BAAI/bge-m3,en,69,marker_pool,affect_minus_random_label,0.08251488208770752
BAAI/bge-m3,en,69,mean_pool,affect_minus_random_label,-0.06303948163986212
BAAI/bge-m3,en,70,marker_pool,affect_minus_random_label,0.07397985458374023
BAAI/bge-m3,en,70,mean_pool,affect_minus_random_label,-0.05159071087837225
BAAI/bge-m3,en,71,marker_pool,affect_minus_random_label,0.06852984428405762
BAAI/bge-m3,en,71,mean_pool,affect_minus_random_label,-0.04116183519363403
BAAI/bge-m3,en,72,marker_pool,affect_minus_random_label,0.10488045215606695
BAAI/bge-m3,en,72,mean_pool,affect_minus_random_label,0.0103082954883576
BAAI/bge-m3,en,73,marker_pool,affect_minus_random_label,0.05952852964401245
BAAI/bge-m3,en,73,mean_pool,affect_minus_random_label,-0.02939784526824951
BAAI/bge-m3,en,74,marker_pool,affect_minus_random_label,0.05401265621185303
BAAI/bge-m3,en,74,mean_pool,affect_minus_random_label,-0.024717211723327692
BAAI/bge-m3,en,75,marker_pool,affect_minus_random_label,0.061464667320251465
BAAI/bge-m3,en,75,mean_pool,affect_minus_random_label,-0.06346824765205383
BAAI/bge-m3,en,76,marker_pool,affect_minus_random_label,0.06745374202728271
BAAI/bge-m3,en,76,mean_pool,affect_minus_random_label,-0.022714674472808838
BAAI/bge-m3,en,77,marker_pool,affect_minus_random_label,-0.0022472739219665527
BAAI/bge-m3,en,77,mean_pool,affect_minus_random_label,-0.1151296496391297
BAAI/bge-m3,en,78,marker_pool,affect_minus_random_label,0.03118044137954712
BAAI/bge-m3,en,78,mean_pool,affect_minus_random_label,-0.07533004879951483
BAAI/bge-m3,en,79,marker_pool,affect_minus_random_label,0.05643630027770996
BAAI/bge-m3,en,79,mean_pool,affect_minus_random_label,-0.04720374941825872
BAAI/bge-m3,en,80,marker_pool,affect_minus_random_label,0.03785306215286255
BAAI/bge-m3,en,80,mean_pool,affect_minus_random_label,-0.07612565159797668
BAAI/bge-m3,en,81,marker_pool,affect_minus_random_label,0.011215060949325562
BAAI/bge-m3,en,81,mean_pool,affect_minus_random_label,-0.07816973328590393
BAAI/bge-m3,en,82,marker_pool,affect_minus_random_label,0.08666175603866583
BAAI/bge-m3,en,82,mean_pool,affect_minus_random_label,-0.06632187962532043
BAAI/bge-m3,en,83,marker_pool,affect_minus_random_label,0.05074650049209595
BAAI/bge-m3,en,83,mean_pool,affect_minus_random_label,-0.030511170625686646
BAAI/bge-m3,en,84,marker_pool,affect_minus_random_label,0.0716438889503479
BAAI/bge-m3,en,84,mean_pool,affect_minus_random_label,-0.010663509368896484
BAAI/bge-m3,en,85,marker_pool,affect_minus_random_label,0.06582516431808472
BAAI/bge-m3,en,85,mean_pool,affect_minus_random_label,-0.06031700968742376
BAAI/bge-m3,en,86,marker_pool,affect_minus_random_label,0.07789909839630127
BAAI/bge-m3,en,86,mean_pool,affect_minus_random_label,-0.04216340184211731
BAAI/bge-m3,en,87,marker_pool,affect_minus_random_label,0.10794854164123535
BAAI/bge-m3,en,87,mean_pool,affect_minus_random_label,0.005755186080932617
BAAI/bge-m3,en,88,marker_pool,affect_minus_random_label,0.0323602557182312
BAAI/bge-m3,en,88,mean_pool,affect_minus_random_label,-0.09233757853507996
BAAI/bge-m3,en,89,marker_pool,affect_minus_random_label,0.0574190616607666
BAAI/bge-m3,en,89,mean_pool,affect_minus_random_label,-0.027004688978195246
BAAI/bge-m3,en,90,marker_pool,affect_minus_random_label,0.06142014265060425
BAAI/bge-m3,en,90,mean_pool,affect_minus_random_label,-0.024396836757659968
BAAI/bge-m3,en,91,marker_pool,affect_minus_random_label,0.07213222980499268
BAAI/bge-m3,en,91,mean_pool,affect_minus_random_label,-0.08418142795562744
BAAI/bge-m3,en,92,marker_pool,affect_minus_random_label,0.057486653327941895
BAAI/bge-m3,en,92,mean_pool,affect_minus_random_label,-0.05295482277870178
BAAI/bge-m3,en,93,marker_pool,affect_minus_random_label,0.014130055904388372
BAAI/bge-m3,en,93,mean_pool,affect_minus_random_label,-0.06796318292617798
BAAI/bge-m3,en,94,marker_pool,affect_minus_random_label,0.05189776420593262
BAAI/bge-m3,en,94,mean_pool,affect_minus_random_label,-0.08565148711204534
BAAI/bge-m3,en,95,marker_pool,affect_minus_random_label,0.12161728739738464
BAAI/bge-m3,en,95,mean_pool,affect_minus_random_label,0.004808783531188965
BAAI/bge-m3,en,96,marker_pool,affect_minus_random_label,0.03413328528404236
BAAI/bge-m3,en,96,mean_pool,affect_minus_random_label,-0.08557993173599243
BAAI/bge-m3,en,97,marker_pool,affect_minus_random_label,0.06588125228881836
BAAI/bge-m3,en,97,mean_pool,affect_minus_random_label,-0.04827260971069336
BAAI/bge-m3,en,98,marker_pool,affect_minus_random_label,0.014409691095352228
BAAI/bge-m3,en,98,mean_pool,affect_minus_random_label,-0.11038744449615479
BAAI/bge-m3,en,99,marker_pool,affect_minus_random_label,0.09229731559753424
BAAI/bge-m3,en,99,mean_pool,affect_minus_random_label,-0.01387637853622442
BAAI/bge-m3,en,100,marker_pool,affect_minus_random_label,0.06597760319709778
BAAI/bge-m3,en,100,mean_pool,affect_minus_random_label,-0.03342995047569275
BAAI/bge-m3,en,101,marker_pool,affect_minus_random_label,0.03720533847808838
BAAI/bge-m3,en,101,mean_pool,affect_minus_random_label,-0.08562332391738897
BAAI/bge-m3,en,102,marker_pool,affect_minus_random_label,0.0014762282371520996
BAAI/bge-m3,en,102,mean_pool,affect_minus_random_label,-0.11339855194091797
BAAI/bge-m3,en,103,marker_pool,affect_minus_random_label,0.0773729681968689
BAAI/bge-m3,en,103,mean_pool,affect_minus_random_label,-0.022406429052352905
BAAI/bge-m3,en,104,marker_pool,affect_minus_random_label,0.06254547834396362
BAAI/bge-m3,en,104,mean_pool,affect_minus_random_label,-0.040443956851959284
BAAI/bge-m3,en,105,marker_pool,affect_minus_random_label,0.04569011926651001
BAAI/bge-m3,en,105,mean_pool,affect_minus_random_label,-0.03971606492996216
BAAI/bge-m3,en,106,marker_pool,affect_minus_random_label,0.052724242210388184
BAAI/bge-m3,en,106,mean_pool,affect_minus_random_label,-0.07313352823257446
BAAI/bge-m3,en,107,marker_pool,affect_minus_random_label,0.02536153793334961
BAAI/bge-m3,en,107,mean_pool,affect_minus_random_label,-0.09718191623687744
BAAI/bge-m3,en,108,marker_pool,affect_minus_random_label,0.048896729946136475
BAAI/bge-m3,en,108,mean_pool,affect_minus_random_label,-0.0580732524394989
BAAI/bge-m3,en,109,marker_pool,affect_minus_random_label,0.10717716813087469
BAAI/bge-m3,en,109,mean_pool,affect_minus_random_label,0.0074367523193359375
BAAI/bge-m3,en,110,marker_pool,affect_minus_random_label,0.0846745371818543
BAAI/bge-m3,en,110,mean_pool,affect_minus_random_label,0.015558063983917236
BAAI/bge-m3,en,111,marker_pool,affect_minus_random_label,0.045143961906433105
BAAI/bge-m3,en,111,mean_pool,affect_minus_random_label,-0.05891233682632446
BAAI/bge-m3,en,112,marker_pool,affect_minus_random_label,0.0913206934928894
BAAI/bge-m3,en,112,mean_pool,affect_minus_random_label,0.01225203275680542
BAAI/bge-m3,en,113,marker_pool,affect_minus_random_label,0.0543818473815918
BAAI/bge-m3,en,113,mean_pool,affect_minus_random_label,-0.10085904598236084
BAAI/bge-m3,en,114,marker_pool,affect_minus_random_label,0.002884387969970703
BAAI/bge-m3,en,114,mean_pool,affect_minus_random_label,-0.12395030260086065
BAAI/bge-m3,en,115,marker_pool,affect_minus_random_label,0.004614710807800293
BAAI/bge-m3,en,115,mean_pool,affect_minus_random_label,-0.0816044807434082
BAAI/bge-m3,en,116,marker_pool,affect_minus_random_label,0.0489993691444397
BAAI/bge-m3,en,116,mean_pool,affect_minus_random_label,-0.06342977285385132
BAAI/bge-m3,en,117,marker_pool,affect_minus_random_label,0.002109527587890625
BAAI/bge-m3,en,117,mean_pool,affect_minus_random_label,-0.10597118735313416
BAAI/bge-m3,en,118,marker_pool,affect_minus_random_label,0.07031652331352234
BAAI/bge-m3,en,118,mean_pool,affect_minus_random_label,-0.08996897935867315
BAAI/bge-m3,en,119,marker_pool,affect_minus_random_label,0.05410802364349365
BAAI/bge-m3,en,119,mean_pool,affect_minus_random_label,-0.06440412998199468
BAAI/bge-m3,ru,0,marker_pool,affect_minus_random_label,0.01910692453384405
BAAI/bge-m3,ru,0,mean_pool,affect_minus_random_label,0.0007837414741516113
BAAI/bge-m3,ru,1,marker_pool,affect_minus_random_label,0.05985036492347723
BAAI/bge-m3,ru,1,mean_pool,affect_minus_random_label,0.04417979717254639
BAAI/bge-m3,ru,2,marker_pool,affect_minus_random_label,-0.08266490697860718
BAAI/bge-m3,ru,2,mean_pool,affect_minus_random_label,-0.05000010132789612
BAAI/bge-m3,ru,3,marker_pool,affect_minus_random_label,0.111352950334549
BAAI/bge-m3,ru,3,mean_pool,affect_minus_random_label,0.1395079791545868
BAAI/bge-m3,ru,4,marker_pool,affect_minus_random_label,-0.008939296007156428
BAAI/bge-m3,ru,4,mean_pool,affect_minus_random_label,0.05201715230941778
BAAI/bge-m3,ru,5,marker_pool,affect_minus_random_label,0.16893151402473455
BAAI/bge-m3,ru,5,mean_pool,affect_minus_random_label,0.24963566660881042
BAAI/bge-m3,ru,6,marker_pool,affect_minus_random_label,-0.1171315610408783
BAAI/bge-m3,ru,6,mean_pool,affect_minus_random_label,-0.1281431317329407
BAAI/bge-m3,ru,7,marker_pool,affect_minus_random_label,0.08430740237236023
BAAI/bge-m3,ru,7,mean_pool,affect_minus_random_label,0.0723409652709961
BAAI/bge-m3,ru,8,marker_pool,affect_minus_random_label,0.05359643697738642
BAAI/bge-m3,ru,8,mean_pool,affect_minus_random_label,0.12581861019134516
BAAI/bge-m3,ru,9,marker_pool,affect_minus_random_label,-0.1003660261631012
BAAI/bge-m3,ru,9,mean_pool,affect_minus_random_label,-0.1510025262832641
BAAI/bge-m3,ru,10,marker_pool,affect_minus_random_label,-0.0852196216583252
BAAI/bge-m3,ru,10,mean_pool,affect_minus_random_label,-0.05950565636157987
BAAI/bge-m3,ru,11,marker_pool,affect_minus_random_label,-0.2400173097848892
BAAI/bge-m3,ru,11,mean_pool,affect_minus_random_label,-0.311277374625206
BAAI/bge-m3,ru,12,marker_pool,affect_minus_random_label,0.10789141058921814
BAAI/bge-m3,ru,12,mean_pool,affect_minus_random_label,0.11814042925834661
BAAI/bge-m3,ru,13,marker_pool,affect_minus_random_label,-0.21574926376342782
BAAI/bge-m3,ru,13,mean_pool,affect_minus_random_label,-0.24569527804851538
BAAI/bge-m3,ru,14,marker_pool,affect_minus_random_label,0.03781214356422424
BAAI/bge-m3,ru,14,mean_pool,affect_minus_random_label,0.030828624963760376
BAAI/bge-m3,ru,15,marker_pool,affect_minus_random_label,-0.0929898619651795
BAAI/bge-m3,ru,15,mean_pool,affect_minus_random_label,-0.09707218408584589
BAAI/bge-m3,ru,16,marker_pool,affect_minus_random_label,-0.0370182991027832
BAAI/bge-m3,ru,16,mean_pool,affect_minus_random_label,0.043092578649520874
BAAI/bge-m3,ru,17,marker_pool,affect_minus_random_label,0.0781029760837555
BAAI/bge-m3,ru,17,mean_pool,affect_minus_random_label,0.14499691128730774
BAAI/bge-m3,ru,18,marker_pool,affect_minus_random_label,0.10143688321113586
BAAI/bge-m3,ru,18,mean_pool,affect_minus_random_label,0.11124488711357111
BAAI/bge-m3,ru,19,marker_pool,affect_minus_random_label,-0.21310928463935858
BAAI/bge-m3,ru,19,mean_pool,affect_minus_random_label,-0.3795773088932038
BAAI/bge-m3,ru,20,marker_pool,affect_minus_random_label,0.06387647986412048
BAAI/bge-m3,ru,20,mean_pool,affect_minus_random_label,0.11784261465072632
BAAI/bge-m3,ru,21,marker_pool,affect_minus_random_label,-0.05502581596374512
BAAI/bge-m3,ru,21,mean_pool,affect_minus_random_label,-0.018973231315612793
BAAI/bge-m3,ru,22,marker_pool,affect_minus_random_label,0.06033334136009222
BAAI/bge-m3,ru,22,mean_pool,affect_minus_random_label,0.14350619912147528
BAAI/bge-m3,ru,23,marker_pool,affect_minus_random_label,0.01884019374847412
BAAI/bge-m3,ru,23,mean_pool,affect_minus_random_label,0.11194944381713873
BAAI/bge-m3,ru,24,marker_pool,affect_minus_random_label,0.07172194123268127
BAAI/bge-m3,ru,24,mean_pool,affect_minus_random_label,0.11158695816993719
BAAI/bge-m3,ru,25,marker_pool,affect_minus_random_label,0.1043283343315125
BAAI/bge-m3,ru,25,mean_pool,affect_minus_random_label,0.1573076397180557
BAAI/bge-m3,ru,26,marker_pool,affect_minus_random_label,-0.10329493880271912
BAAI/bge-m3,ru,26,mean_pool,affect_minus_random_label,-0.06543776392936707
BAAI/bge-m3,ru,27,marker_pool,affect_minus_random_label,-0.014918863773346003
BAAI/bge-m3,ru,27,mean_pool,affect_minus_random_label,0.08700373768806458
BAAI/bge-m3,ru,28,marker_pool,affect_minus_random_label,0.014056324958801214
BAAI/bge-m3,ru,28,mean_pool,affect_minus_random_label,-0.030673831701278687
BAAI/bge-m3,ru,29,marker_pool,affect_minus_random_label,-0.10009616613388062
BAAI/bge-m3,ru,29,mean_pool,affect_minus_random_label,-0.11043542623519897
BAAI/bge-m3,ru,30,marker_pool,affect_minus_random_label,0.06948858499526978
BAAI/bge-m3,ru,30,mean_pool,affect_minus_random_label,0.000683903694152832
BAAI/bge-m3,ru,31,marker_pool,affect_minus_random_label,-0.0829549133777619
BAAI/bge-m3,ru,31,mean_pool,affect_minus_random_label,-0.20899115502834323
BAAI/bge-m3,ru,32,marker_pool,affect_minus_random_label,0.0655015110969544
BAAI/bge-m3,ru,32,mean_pool,affect_minus_random_label,0.09087786078453064
BAAI/bge-m3,ru,33,marker_pool,affect_minus_random_label,0.04561072587966919
BAAI/bge-m3,ru,33,mean_pool,affect_minus_random_label,0.08597508072853094
BAAI/bge-m3,ru,34,marker_pool,affect_minus_random_label,0.029706120491027888
BAAI/bge-m3,ru,34,mean_pool,affect_minus_random_label,0.04141131043434143
BAAI/bge-m3,ru,35,marker_pool,affect_minus_random_label,0.06668278574943537
BAAI/bge-m3,ru,35,mean_pool,affect_minus_random_label,0.042460888624191284
BAAI/bge-m3,ru,36,marker_pool,affect_minus_random_label,0.10703396797180181
BAAI/bge-m3,ru,36,mean_pool,affect_minus_random_label,0.23012638092041016
BAAI/bge-m3,ru,37,marker_pool,affect_minus_random_label,-0.02979207038879389
BAAI/bge-m3,ru,37,mean_pool,affect_minus_random_label,0.05472579598426819
BAAI/bge-m3,ru,38,marker_pool,affect_minus_random_label,0.16596168279647827
BAAI/bge-m3,ru,38,mean_pool,affect_minus_random_label,0.19591870903968817
BAAI/bge-m3,ru,39,marker_pool,affect_minus_random_label,0.06307622790336609
BAAI/bge-m3,ru,39,mean_pool,affect_minus_random_label,0.00282979011535639
BAAI/bge-m3,ru,40,marker_pool,affect_minus_random_label,-0.1019474864006043
BAAI/bge-m3,ru,40,mean_pool,affect_minus_random_label,-0.06936229765415197
BAAI/bge-m3,ru,41,marker_pool,affect_minus_random_label,0.1071738600730896
BAAI/bge-m3,ru,41,mean_pool,affect_minus_random_label,0.19824638962745667
BAAI/bge-m3,ru,42,marker_pool,affect_minus_random_label,-0.14245840907096863
BAAI/bge-m3,ru,42,mean_pool,affect_minus_random_label,-0.24985820055007935
BAAI/bge-m3,ru,43,marker_pool,affect_minus_random_label,-0.1161237359046936
BAAI/bge-m3,ru,43,mean_pool,affect_minus_random_label,-0.07223936915397638
BAAI/bge-m3,ru,44,marker_pool,affect_minus_random_label,-0.05223158001899719
BAAI/bge-m3,ru,44,mean_pool,affect_minus_random_label,-0.06697362661361689
BAAI/bge-m3,ru,45,marker_pool,affect_minus_random_label,-0.11213192343711853
BAAI/bge-m3,ru,45,mean_pool,affect_minus_random_label,-0.16066332161426553
BAAI/bge-m3,ru,46,marker_pool,affect_minus_random_label,0.11918458342552185
BAAI/bge-m3,ru,46,mean_pool,affect_minus_random_label,0.19453150033950806
BAAI/bge-m3,ru,47,marker_pool,affect_minus_random_label,0.02511680126190191
BAAI/bge-m3,ru,47,mean_pool,affect_minus_random_label,-0.023145228624343872
BAAI/bge-m3,ru,48,marker_pool,affect_minus_random_label,0.11127707362174993
BAAI/bge-m3,ru,48,mean_pool,affect_minus_random_label,0.2376213967800141
BAAI/bge-m3,ru,49,marker_pool,affect_minus_random_label,0.051894098520278986
BAAI/bge-m3,ru,49,mean_pool,affect_minus_random_label,0.09725856781005865
BAAI/bge-m3,ru,50,marker_pool,affect_minus_random_label,-0.022348523139953613
BAAI/bge-m3,ru,50,mean_pool,affect_minus_random_label,0.01193386316299433
