model,template_id,pair,label,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
roberta-base,1,Q_M_equivalent,equivalent,The oracle accepted the explanation.,Could the oracle allegedly accept the explanation?,"Allegedly, could the oracle accept the explanation?",1.6872470378875732,2.167926073074341,1.3897122144699097,0.720959694659438,0.7675879001617432,0.23241209983825684
roberta-base,1,Q_T_equivalent,equivalent,The oracle accepted the explanation.,Will the oracle accept the explanation tomorrow?,Could the oracle accept the explanation tomorrow?,1.786110758781433,1.76692533493042,0.6905117630958557,0.3886882907367767,0.9245167374610901,0.07548326253890991
roberta-base,1,N_Q_nonequivalent,non_equivalent,The oracle accepted the explanation.,Could the oracle fail to accept the explanation?,Is it false that the oracle accepted the explanation?,1.9297938346862793,1.865785837173462,1.4592598676681519,0.768925957995966,0.7048612833023071,0.29513871669769287
roberta-base,1,N_T_nonequivalent,non_equivalent,The oracle accepted the explanation.,The oracle will fail to accept the explanation tomorrow.,The oracle failed to have accepted the explanation earlier.,1.7245928049087524,1.627077579498291,1.219216227531433,0.7275275237104806,0.7368220090866089,0.2631779909133911
roberta-base,1,M_T_nonequivalent,non_equivalent,The oracle accepted the explanation.,The oracle will allegedly accept the explanation tomorrow.,The oracle was allegedly going to accept the explanation.,1.6740379333496094,1.7273077964782715,1.2712675333023071,0.7475085653029984,0.7210375070571899,0.27896249294281006
roberta-base,1,Q_M_nonequivalent,non_equivalent,The oracle accepted the explanation.,Could the oracle allegedly accept the explanation?,Is it alleged that the oracle accepted the explanation?,1.6872470378875732,1.773313045501709,1.4071308374404907,0.8132387842037001,0.6703545451164246,0.32964545488357544
roberta-base,2,N_M_equivalent,equivalent,The robot confirmed the answer.,The robot allegedly failed to confirm the answer.,"Allegedly, the robot failed to confirm the answer.",1.7926267385482788,2.4237143993377686,1.3341765403747559,0.6328598643908784,0.8409881591796875,0.1590118408203125
roberta-base,2,M_T_equivalent,equivalent,The robot confirmed the answer.,The robot will allegedly confirm the answer tomorrow.,"Allegedly, the robot will confirm the answer tomorrow.",1.9185947179794312,2.7228846549987793,1.5022791624069214,0.6473277339773396,0.8459105491638184,0.15408945083618164
roberta-base,2,Q_M_equivalent,equivalent,The robot confirmed the answer.,Could the robot allegedly confirm the answer?,"Allegedly, could the robot confirm the answer?",1.8798604011535645,2.5671377182006836,1.677166223526001,0.7542914022049504,0.7575005292892456,0.2424994707107544
roberta-base,2,Q_T_equivalent,equivalent,The robot confirmed the answer.,Will the robot confirm the answer tomorrow?,Could the robot confirm the answer tomorrow?,2.087019920349121,2.0028679370880127,0.7834904193878174,0.38313540453815603,0.9274195432662964,0.07258045673370361
roberta-base,2,N_Q_nonequivalent,non_equivalent,The robot confirmed the answer.,Could the robot fail to confirm the answer?,Is it false that the robot confirmed the answer?,1.9720563888549805,2.1233692169189453,1.6271779537200928,0.7946319188048369,0.6865823268890381,0.3134176731109619
roberta-base,2,N_T_nonequivalent,non_equivalent,The robot confirmed the answer.,The robot will fail to confirm the answer tomorrow.,The robot failed to have confirmed the answer earlier.,2.019955635070801,2.0610086917877197,1.2860580682754517,0.6302716540846678,0.8015611171722412,0.1984388828277588
roberta-base,2,M_T_nonequivalent,non_equivalent,The robot confirmed the answer.,The robot will allegedly confirm the answer tomorrow.,The robot was allegedly going to confirm the answer.,1.9185947179794312,1.6230486631393433,1.3680986166000366,0.7725784159370069,0.7134935855865479,0.28650641441345215
roberta-base,2,Q_M_nonequivalent,non_equivalent,The robot confirmed the answer.,Could the robot allegedly confirm the answer?,Is it alleged that the robot confirmed the answer?,1.8798604011535645,2.077054262161255,1.505976915359497,0.7611874622017429,0.7145549654960632,0.28544503450393677
roberta-base,3,N_M_equivalent,equivalent,The doctor guarded the treasure.,The doctor allegedly failed to guard the treasure.,"Allegedly, the doctor failed to guard the treasure.",1.767890214920044,2.4476633071899414,1.4097490310668945,0.6688322298233389,0.8237543702125549,0.17624562978744507
roberta-base,3,M_T_equivalent,equivalent,The doctor guarded the treasure.,The doctor will allegedly guard the treasure tomorrow.,"Allegedly, the doctor will guard the treasure tomorrow.",1.9953160285949707,2.566981077194214,1.4610066413879395,0.6404697491241419,0.8235297203063965,0.17647027969360352
roberta-base,3,Q_M_equivalent,equivalent,The doctor guarded the treasure.,Could the doctor allegedly guard the treasure?,"Allegedly, could the doctor guard the treasure?",1.9030317068099976,2.4312493801116943,1.7256574630737305,0.79628313368044,0.7083390951156616,0.2916609048843384
roberta-base,3,Q_T_equivalent,equivalent,The doctor guarded the treasure.,Will the doctor guard the treasure tomorrow?,Could the doctor guard the treasure tomorrow?,2.1282739639282227,1.9364975690841675,0.8308650851249695,0.40881268645807944,0.9207115173339844,0.07928848266601562
roberta-base,3,N_Q_nonequivalent,non_equivalent,The doctor guarded the treasure.,Could the doctor fail to guard the treasure?,Is it false that the doctor guarded the treasure?,2.020662784576416,2.165482997894287,1.6883676052093506,0.8066453931339453,0.6766683459281921,0.32333165407180786
roberta-base,3,N_T_nonequivalent,non_equivalent,The doctor guarded the treasure.,The doctor will fail to guard the treasure tomorrow.,The doctor failed to have guarded the treasure earlier.,1.9533281326293945,1.89292311668396,1.4685086011886597,0.7636051344540007,0.7088750600814819,0.29112493991851807
roberta-base,3,M_T_nonequivalent,non_equivalent,The doctor guarded the treasure.,The doctor will allegedly guard the treasure tomorrow.,The doctor was allegedly going to guard the treasure.,1.9953160285949707,1.883520245552063,1.43095064163208,0.7378247188048751,0.7292439937591553,0.2707560062408447
roberta-base,3,Q_M_nonequivalent,non_equivalent,The doctor guarded the treasure.,Could the doctor allegedly guard the treasure?,Is it alleged that the doctor guarded the treasure?,1.9030317068099976,2.107278347015381,1.7633916139602661,0.8794290667263057,0.6174979209899902,0.38250207901000977
roberta-base,4,N_M_equivalent,equivalent,The knight approved the treatment.,The knight allegedly failed to approve the treatment.,"Allegedly, the knight failed to approve the treatment.",1.9181338548660278,2.4801125526428223,1.3524986505508423,0.6150172251564583,0.8409320116043091,0.15906798839569092
roberta-base,4,M_T_equivalent,equivalent,The knight approved the treatment.,The knight will allegedly approve the treatment tomorrow.,"Allegedly, the knight will approve the treatment tomorrow.",1.8602054119110107,2.4894652366638184,1.486681342124939,0.6835834076823113,0.8041150569915771,0.19588494300842285
roberta-base,4,Q_M_equivalent,equivalent,The knight approved the treatment.,Could the knight allegedly approve the treatment?,"Allegedly, could the knight approve the treatment?",2.019292116165161,2.423844814300537,1.6564157009124756,0.7456064158428338,0.7364311218261719,0.2635688781738281
roberta-base,4,Q_T_equivalent,equivalent,The knight approved the treatment.,Will the knight approve the treatment tomorrow?,Could the knight approve the treatment tomorrow?,1.9403743743896484,1.8201329708099365,0.7376156449317932,0.3922958139533977,0.9250200986862183,0.07497990131378174
roberta-base,4,N_Q_nonequivalent,non_equivalent,The knight approved the treatment.,Could the knight fail to approve the treatment?,Is it false that the knight approved the treatment?,1.9803624153137207,2.093348741531372,1.6910291910171509,0.8302155582016999,0.6566454768180847,0.3433545231819153
roberta-base,4,N_T_nonequivalent,non_equivalent,The knight approved the treatment.,The knight will fail to approve the treatment tomorrow.,The knight failed to have approved the treatment earlier.,1.898736596107483,2.066657304763794,1.6008365154266357,0.807403529356361,0.6770572662353516,0.32294273376464844
roberta-base,4,M_T_nonequivalent,non_equivalent,The knight approved the treatment.,The knight will allegedly approve the treatment tomorrow.,The knight was allegedly going to approve the treatment.,1.8602054119110107,1.737561583518982,1.3367501497268677,0.7430999013688827,0.7259068489074707,0.2740931510925293
roberta-base,4,Q_M_nonequivalent,non_equivalent,The knight approved the treatment.,Could the knight allegedly approve the treatment?,Is it alleged that the knight approved the treatment?,2.019292116165161,2.0373611450195312,1.617231011390686,0.7973227718839335,0.6821715831756592,0.3178284168243408
roberta-base,5,N_M_equivalent,equivalent,The analyst verified the report.,The analyst allegedly failed to verify the report.,"Allegedly, the analyst failed to verify the report.",2.3367397785186768,2.7842929363250732,1.3219505548477173,0.5162828001529514,0.8810936212539673,0.11890637874603271
roberta-base,5,M_T_equivalent,equivalent,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,"Allegedly, the analyst will verify the report tomorrow.",2.048060417175293,2.7716002464294434,1.391302227973938,0.5773444750912291,0.8756068348884583,0.12439316511154175
roberta-base,5,Q_M_equivalent,equivalent,The analyst verified the report.,Could the analyst allegedly verify the report?,"Allegedly, could the analyst verify the report?",2.2288122177124023,2.6647257804870605,1.439393162727356,0.588283227086979,0.8415746688842773,0.15842533111572266
roberta-base,5,Q_T_equivalent,equivalent,The analyst verified the report.,Will the analyst verify the report tomorrow?,Could the analyst verify the report tomorrow?,2.1615686416625977,2.1183369159698486,0.7882614135742188,0.3683545830436034,0.932354748249054,0.06764525175094604
roberta-base,5,N_Q_nonequivalent,non_equivalent,The analyst verified the report.,Could the analyst fail to verify the report?,Is it false that the analyst verified the report?,2.350001811981201,2.2338201999664307,1.5872540473937988,0.6925461081411814,0.7613214254379272,0.23867857456207275
roberta-base,5,N_T_nonequivalent,non_equivalent,The analyst verified the report.,The analyst will fail to verify the report tomorrow.,The analyst failed to have verified the report earlier.,2.058420181274414,1.9910637140274048,1.3341096639633179,0.6589035533691012,0.7834165096282959,0.2165834903717041
roberta-base,5,M_T_nonequivalent,non_equivalent,The analyst verified the report.,The analyst will allegedly verify the report tomorrow.,The analyst was allegedly going to verify the report.,2.048060417175293,2.194368600845337,1.353743314743042,0.6381925585517578,0.7984941005706787,0.2015058994293213
roberta-base,5,Q_M_nonequivalent,non_equivalent,The analyst verified the report.,Could the analyst allegedly verify the report?,Is it alleged that the analyst verified the report?,2.2288122177124023,2.2144882678985596,1.4454350471496582,0.6506132330369538,0.7883698344230652,0.21163016557693481
roberta-base,6,N_M_equivalent,equivalent,The queen opened the portal.,The queen allegedly failed to open the portal.,"Allegedly, the queen failed to open the portal.",1.742398738861084,2.326932668685913,1.4761950969696045,0.725522179997983,0.7734003067016602,0.22659969329833984
roberta-base,6,M_T_equivalent,equivalent,The queen opened the portal.,The queen will allegedly open the portal tomorrow.,"Allegedly, the queen will open the portal tomorrow.",1.9836050271987915,2.4295151233673096,1.4832303524017334,0.6721912396655673,0.7923787832260132,0.20762121677398682
roberta-base,6,Q_M_equivalent,equivalent,The queen opened the portal.,Could the queen allegedly open the portal?,"Allegedly, could the queen open the portal?",2.064967155456543,2.4855759143829346,1.680171012878418,0.7384485706832122,0.7422313690185547,0.2577686309814453
roberta-base,6,Q_T_equivalent,equivalent,The queen opened the portal.,Will the queen open the portal tomorrow?,Could the queen open the portal tomorrow?,2.14030385017395,2.0204195976257324,0.7633799910545349,0.36694579711029174,0.9342812299728394,0.06571877002716064
roberta-base,6,N_Q_nonequivalent,non_equivalent,The queen opened the portal.,Could the queen fail to open the portal?,Is it false that the queen opened the portal?,2.0794081687927246,2.1833138465881348,1.7176828384399414,0.8059089155902495,0.6762512922286987,0.32374870777130127
roberta-base,6,N_T_nonequivalent,non_equivalent,The queen opened the portal.,The queen will fail to open the portal tomorrow.,The queen failed to have opened the portal earlier.,1.9799742698669434,1.848183274269104,1.44050931930542,0.7525862259829051,0.7188442349433899,0.2811557650566101
roberta-base,6,M_T_nonequivalent,non_equivalent,The queen opened the portal.,The queen will allegedly open the portal tomorrow.,The queen was allegedly going to open the portal.,1.9836050271987915,1.784710168838501,1.4521193504333496,0.7706995168342644,0.7077686786651611,0.29223132133483887
roberta-base,6,Q_M_nonequivalent,non_equivalent,The queen opened the portal.,Could the queen allegedly open the portal?,Is it alleged that the queen opened the portal?,2.064967155456543,2.1102511882781982,1.598822832107544,0.7658631000728109,0.7069277167320251,0.29307228326797485
roberta-base,7,N_M_equivalent,equivalent,The alien confirmed the answer.,The alien allegedly failed to confirm the answer.,"Allegedly, the alien failed to confirm the answer.",1.8056073188781738,2.4755618572235107,1.349168300628662,0.6302803020069147,0.846593976020813,0.153406023979187
roberta-base,7,M_T_equivalent,equivalent,The alien confirmed the answer.,The alien will allegedly confirm the answer tomorrow.,"Allegedly, the alien will confirm the answer tomorrow.",1.9651905298233032,2.691758871078491,1.4747614860534668,0.6333594630713631,0.8443217277526855,0.15567827224731445
roberta-base,7,Q_M_equivalent,equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,"Allegedly, could the alien confirm the answer?",1.920452356338501,2.550585985183716,1.592145323753357,0.7122038337119607,0.781774640083313,0.218225359916687
roberta-base,7,Q_T_equivalent,equivalent,The alien confirmed the answer.,Will the alien confirm the answer tomorrow?,Could the alien confirm the answer tomorrow?,2.0957627296447754,2.0176186561584473,0.7460453510284424,0.36274066567372226,0.9349079132080078,0.06509208679199219
roberta-base,7,N_Q_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien fail to confirm the answer?,Is it false that the alien confirmed the answer?,2.057668924331665,2.1712734699249268,1.5847824811935425,0.7494935297984274,0.7203712463378906,0.2796287536621094
roberta-base,7,N_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will fail to confirm the answer tomorrow.,The alien failed to have confirmed the answer earlier.,2.0486881732940674,1.9264205694198608,1.2887561321258545,0.6484130198890271,0.7914751172065735,0.2085248827934265
roberta-base,7,M_T_nonequivalent,non_equivalent,The alien confirmed the answer.,The alien will allegedly confirm the answer tomorrow.,The alien was allegedly going to confirm the answer.,1.9651905298233032,1.7521464824676514,1.3426638841629028,0.7223794236157841,0.7448149919509888,0.25518500804901123
roberta-base,7,Q_M_nonequivalent,non_equivalent,The alien confirmed the answer.,Could the alien allegedly confirm the answer?,Is it alleged that the alien confirmed the answer?,1.920452356338501,2.1236684322357178,1.4477800130844116,0.715992468461418,0.7480913996696472,0.2519086003303528
roberta-base,8,N_M_equivalent,equivalent,The oracle opened the portal.,The oracle allegedly failed to open the portal.,"Allegedly, the oracle failed to open the portal.",1.6027987003326416,1.988081455230713,1.1780030727386475,0.6561082641050606,0.8055467009544373,0.19445329904556274
roberta-base,8,M_T_equivalent,equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,"Allegedly, the oracle will open the portal tomorrow.",1.6340126991271973,2.0403053760528564,1.308064579963684,0.7120039981290256,0.7681446075439453,0.2318553924560547
roberta-base,8,Q_M_equivalent,equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,"Allegedly, could the oracle open the portal?",1.7496521472930908,2.084291696548462,1.4540369510650635,0.7585071718772919,0.7254788875579834,0.2745211124420166
roberta-base,8,Q_T_equivalent,equivalent,The oracle opened the portal.,Will the oracle open the portal tomorrow?,Could the oracle open the portal tomorrow?,1.8053218126296997,1.7706378698349,0.6808933019638062,0.38081710221863824,0.9276704788208008,0.07232952117919922
roberta-base,8,N_Q_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle fail to open the portal?,Is it false that the oracle opened the portal?,1.7734256982803345,1.8732190132141113,1.5731593370437622,0.8627982496261319,0.629009485244751,0.370990514755249
roberta-base,8,N_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will fail to open the portal tomorrow.,The oracle failed to have opened the portal earlier.,1.668617844581604,1.6073336601257324,1.4201828241348267,0.8670353160559587,0.6246934533119202,0.37530654668807983
roberta-base,8,M_T_nonequivalent,non_equivalent,The oracle opened the portal.,The oracle will allegedly open the portal tomorrow.,The oracle was allegedly going to open the portal.,1.6340126991271973,1.5424491167068481,1.3235054016113281,0.8333205171949981,0.6541630029678345,0.3458369970321655
roberta-base,8,Q_M_nonequivalent,non_equivalent,The oracle opened the portal.,Could the oracle allegedly open the portal?,Is it alleged that the oracle opened the portal?,1.7496521472930908,1.7666922807693481,1.4886983633041382,0.8467306850959351,0.6415621638298035,0.35843783617019653
roberta-base,9,N_M_equivalent,equivalent,The programmer verified the report.,The programmer allegedly failed to verify the report.,"Allegedly, the programmer failed to verify the report.",2.1025445461273193,2.54413104057312,1.2205487489700317,0.5253427859103917,0.8789770007133484,0.12102299928665161
roberta-base,9,M_T_equivalent,equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,"Allegedly, the programmer will verify the report tomorrow.",1.9538395404815674,2.7255399227142334,1.3888745307922363,0.5936148336399738,0.8747996091842651,0.12520039081573486
roberta-base,9,Q_M_equivalent,equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,"Allegedly, could the programmer verify the report?",2.0656793117523193,2.6033682823181152,1.4478569030761719,0.6201936792909505,0.8319752812385559,0.1680247187614441
roberta-base,9,Q_T_equivalent,equivalent,The programmer verified the report.,Will the programmer verify the report tomorrow?,Could the programmer verify the report tomorrow?,2.0363309383392334,1.9636420011520386,0.7630466818809509,0.38152592201167035,0.9278556108474731,0.07214438915252686
roberta-base,9,N_Q_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer fail to verify the report?,Is it false that the programmer verified the report?,2.1520862579345703,2.113539695739746,1.5681438446044922,0.735246766422636,0.7298473119735718,0.2701526880264282
roberta-base,9,N_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will fail to verify the report tomorrow.,The programmer failed to have verified the report earlier.,1.796664834022522,1.9387999773025513,1.2965188026428223,0.6941673222092095,0.7616163492202759,0.23838365077972412
roberta-base,9,M_T_nonequivalent,non_equivalent,The programmer verified the report.,The programmer will allegedly verify the report tomorrow.,The programmer was allegedly going to verify the report.,1.9538395404815674,2.006829261779785,1.375691533088684,0.6946763800611327,0.7590272426605225,0.24097275733947754
roberta-base,9,Q_M_nonequivalent,non_equivalent,The programmer verified the report.,Could the programmer allegedly verify the report?,Is it alleged that the programmer verified the report?,2.0656793117523193,2.17777943611145,1.4826881885528564,0.698811171098844,0.7570576667785645,0.24294233322143555
roberta-base,10,N_M_equivalent,equivalent,The dragon verified the report.,The dragon allegedly failed to verify the report.,"Allegedly, the dragon failed to verify the report.",2.0799124240875244,2.717057228088379,1.3110400438308716,0.5466117732204696,0.8838421702384949,0.11615782976150513
roberta-base,10,M_T_equivalent,equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,"Allegedly, the dragon will verify the report tomorrow.",2.0516624450683594,2.8658230304718018,1.3967903852462769,0.568091310973228,0.8904565572738647,0.10954344272613525
roberta-base,10,Q_M_equivalent,equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,"Allegedly, could the dragon verify the report?",2.061169147491455,2.753249406814575,1.5723447799682617,0.6531815886931138,0.82437664270401,0.17562335729599
roberta-base,10,Q_T_equivalent,equivalent,The dragon verified the report.,Will the dragon verify the report tomorrow?,Could the dragon verify the report tomorrow?,2.19348406791687,2.071838855743408,0.7096096277236938,0.33273430425962264,0.946226954460144,0.05377304553985596
roberta-base,10,N_Q_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon fail to verify the report?,Is it false that the dragon verified the report?,2.1151747703552246,2.223872423171997,1.5671741962432861,0.7223586775365788,0.7401909828186035,0.2598090171813965
roberta-base,10,N_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will fail to verify the report tomorrow.,The dragon failed to have verified the report earlier.,1.9460128545761108,2.071035623550415,1.3136783838272095,0.654051546044189,0.7878400087356567,0.21215999126434326
roberta-base,10,M_T_nonequivalent,non_equivalent,The dragon verified the report.,The dragon will allegedly verify the report tomorrow.,The dragon was allegedly going to verify the report.,2.0516624450683594,2.029256820678711,1.3403959274291992,0.6569088188923844,0.7842892408370972,0.21571075916290283
roberta-base,10,Q_M_nonequivalent,non_equivalent,The dragon verified the report.,Could the dragon allegedly verify the report?,Is it alleged that the dragon verified the report?,2.061169147491455,2.2177767753601074,1.4980781078338623,0.7002089462419835,0.757207453250885,0.242792546749115
roberta-base,11,N_M_equivalent,equivalent,The dragon opened the portal.,The dragon allegedly failed to open the portal.,"Allegedly, the dragon failed to open the portal.",1.7325257062911987,2.3069028854370117,1.4701502323150635,0.7279000972191234,0.7708858251571655,0.22911417484283447
roberta-base,11,M_T_equivalent,equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,"Allegedly, the dragon will open the portal tomorrow.",1.761991262435913,2.3157410621643066,1.4699888229370117,0.7209834809745185,0.7727836966514587,0.22721630334854126
roberta-base,11,Q_M_equivalent,equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,"Allegedly, could the dragon open the portal?",1.948045253753662,2.3641197681427,1.698779582977295,0.7879010076610816,0.70548415184021,0.29451584815979004
roberta-base,11,Q_T_equivalent,equivalent,The dragon opened the portal.,Will the dragon open the portal tomorrow?,Could the dragon open the portal tomorrow?,2.042142868041992,1.9389538764953613,0.7613739967346191,0.3824945966354387,0.9281442761421204,0.07185572385787964
roberta-base,11,N_Q_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon fail to open the portal?,Is it false that the dragon opened the portal?,1.9762758016586304,2.0731542110443115,1.6840481758117676,0.831745786704858,0.6550467610359192,0.3449532389640808
roberta-base,11,N_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will fail to open the portal tomorrow.,The dragon failed to have opened the portal earlier.,1.8957853317260742,1.7342416048049927,1.4938983917236328,0.823078405666274,0.6645675301551819,0.3354324698448181
roberta-base,11,M_T_nonequivalent,non_equivalent,The dragon opened the portal.,The dragon will allegedly open the portal tomorrow.,The dragon was allegedly going to open the portal.,1.761991262435913,1.7216676473617554,1.377358317375183,0.7907538327019447,0.6875802874565125,0.31241971254348755
roberta-base,11,Q_M_nonequivalent,non_equivalent,The dragon opened the portal.,Could the dragon allegedly open the portal?,Is it alleged that the dragon opened the portal?,1.948045253753662,1.9708086252212524,1.6602685451507568,0.8473235269410958,0.6410767436027527,0.3589232563972473
roberta-base,12,N_M_equivalent,equivalent,The researcher fixed the bug.,The researcher allegedly failed to fix the bug.,"Allegedly, the researcher failed to fix the bug.",2.0463998317718506,2.701556921005249,1.4157426357269287,0.5963586904612215,0.857546865940094,0.142453134059906
roberta-base,12,M_T_equivalent,equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,"Allegedly, the researcher will fix the bug tomorrow.",2.126673936843872,2.8610527515411377,1.4282608032226562,0.5727101312700613,0.8766857385635376,0.1233142614364624
roberta-base,12,Q_M_equivalent,equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,"Allegedly, could the researcher fix the bug?",2.044358015060425,2.6633853912353516,1.7310034036636353,0.7353856207829799,0.7600349187850952,0.23996508121490479
roberta-base,12,Q_T_equivalent,equivalent,The researcher fixed the bug.,Will the researcher fix the bug tomorrow?,Could the researcher fix the bug tomorrow?,2.1450138092041016,2.062490701675415,0.7981159687042236,0.3793773561692557,0.928778350353241,0.07122164964675903
roberta-base,12,N_Q_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher fail to fix the bug?,Is it false that the researcher fixed the bug?,2.1147022247314453,2.009945869445801,1.6309752464294434,0.7908433442994061,0.6883724331855774,0.3116275668144226
roberta-base,12,N_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will fail to fix the bug tomorrow.,The researcher failed to have fixed the bug earlier.,2.0810937881469727,2.028564214706421,1.4545519351959229,0.7078700632438509,0.7497459650039673,0.2502540349960327
roberta-base,12,M_T_nonequivalent,non_equivalent,The researcher fixed the bug.,The researcher will allegedly fix the bug tomorrow.,The researcher was allegedly going to fix the bug.,2.126673936843872,2.003016233444214,1.4653232097625732,0.709652854979018,0.7497652769088745,0.2502347230911255
roberta-base,12,Q_M_nonequivalent,non_equivalent,The researcher fixed the bug.,Could the researcher allegedly fix the bug?,Is it alleged that the researcher fixed the bug?,2.044358015060425,2.1530563831329346,1.6463736295700073,0.7844703778963787,0.6934387683868408,0.3065612316131592
roberta-base,13,N_M_equivalent,equivalent,The teacher supported the theory.,The teacher allegedly failed to support the theory.,"Allegedly, the teacher failed to support the theory.",1.969373345375061,2.4461402893066406,1.2888720035552979,0.5837925596837724,0.8511752486228943,0.1488247513771057
roberta-base,13,M_T_equivalent,equivalent,The teacher supported the theory.,The teacher will allegedly support the theory tomorrow.,"Allegedly, the teacher will support the theory tomorrow.",2.1041672229766846,2.580310106277466,1.3538399934768677,0.5780111198411304,0.8520858287811279,0.14791417121887207
roberta-base,13,Q_M_equivalent,equivalent,The teacher supported the theory.,Could the teacher allegedly support the theory?,"Allegedly, could the teacher support the theory?",2.1597585678100586,2.5461111068725586,1.4034799337387085,0.5964805788348859,0.8344705104827881,0.16552948951721191
roberta-base,13,Q_T_equivalent,equivalent,The teacher supported the theory.,Will the teacher support the theory tomorrow?,Could the teacher support the theory tomorrow?,2.1989030838012695,2.0589423179626465,0.9183145761489868,0.43135177043681355,0.9090306162834167,0.09096938371658325
roberta-base,13,N_Q_nonequivalent,non_equivalent,The teacher supported the theory.,Could the teacher fail to support the theory?,Is it false that the teacher supported the theory?,2.124373435974121,2.165404796600342,1.6254562139511108,0.7578276199023246,0.7130054235458374,0.2869945764541626
roberta-base,13,N_T_nonequivalent,non_equivalent,The teacher supported the theory.,The teacher will fail to support the theory tomorrow.,The teacher failed to have supported the theory earlier.,1.9723477363586426,1.7522392272949219,1.379888653755188,0.7409619736202216,0.7315348386764526,0.26846516132354736
