model,language,template_id,representation,from_level,to_level,step_size,delta_norm
intfloat/multilingual-e5-large,en,6,mean_pool,-1,0,1,9.629976272583008
intfloat/multilingual-e5-large,en,6,mean_pool,0,1,1,14.105437278747559
intfloat/multilingual-e5-large,en,6,mean_pool,1,2,1,6.276762008666992
intfloat/multilingual-e5-large,en,6,mean_pool,-2,0,2,10.277639389038086
intfloat/multilingual-e5-large,en,6,mean_pool,-1,1,2,13.13583755493164
intfloat/multilingual-e5-large,en,6,mean_pool,0,2,2,15.253524780273438
intfloat/multilingual-e5-large,en,6,mean_pool,-2,2,4,14.104551315307617
intfloat/multilingual-e5-large,en,7,mean_pool,-2,-1,1,3.3686444759368896
intfloat/multilingual-e5-large,en,7,mean_pool,-1,0,1,7.548097610473633
intfloat/multilingual-e5-large,en,7,mean_pool,0,1,1,9.448436737060547
intfloat/multilingual-e5-large,en,7,mean_pool,1,2,1,3.5331013202667236
intfloat/multilingual-e5-large,en,7,mean_pool,-2,0,2,8.133477210998535
intfloat/multilingual-e5-large,en,7,mean_pool,-1,1,2,8.543473243713379
intfloat/multilingual-e5-large,en,7,mean_pool,0,2,2,10.804908752441406
intfloat/multilingual-e5-large,en,7,mean_pool,-2,2,4,10.50207233428955
intfloat/multilingual-e5-large,en,8,mean_pool,-2,-1,1,3.8108184337615967
intfloat/multilingual-e5-large,en,8,mean_pool,-1,0,1,8.489404678344727
intfloat/multilingual-e5-large,en,8,mean_pool,0,1,1,13.220542907714844
intfloat/multilingual-e5-large,en,8,mean_pool,1,2,1,5.87868595123291
intfloat/multilingual-e5-large,en,8,mean_pool,-2,0,2,9.092046737670898
intfloat/multilingual-e5-large,en,8,mean_pool,-1,1,2,12.254964828491211
intfloat/multilingual-e5-large,en,8,mean_pool,0,2,2,14.462238311767578
intfloat/multilingual-e5-large,en,8,mean_pool,-2,2,4,14.023972511291504
intfloat/multilingual-e5-large,en,9,mean_pool,-2,-1,1,3.5418882369995117
intfloat/multilingual-e5-large,en,9,mean_pool,-1,0,1,9.125579833984375
intfloat/multilingual-e5-large,en,9,mean_pool,0,1,1,12.855091094970703
intfloat/multilingual-e5-large,en,9,mean_pool,1,2,1,4.8598551750183105
intfloat/multilingual-e5-large,en,9,mean_pool,-2,0,2,9.421987533569336
intfloat/multilingual-e5-large,en,9,mean_pool,-1,1,2,12.093209266662598
intfloat/multilingual-e5-large,en,9,mean_pool,0,2,2,13.574955940246582
intfloat/multilingual-e5-large,en,9,mean_pool,-2,2,4,13.245152473449707
intfloat/multilingual-e5-large,en,10,mean_pool,-2,-1,1,4.693937301635742
intfloat/multilingual-e5-large,en,10,mean_pool,-1,0,1,9.621294975280762
intfloat/multilingual-e5-large,en,10,mean_pool,0,1,1,14.08769416809082
intfloat/multilingual-e5-large,en,10,mean_pool,1,2,1,5.330656051635742
intfloat/multilingual-e5-large,en,10,mean_pool,-2,0,2,10.81540298461914
intfloat/multilingual-e5-large,en,10,mean_pool,-1,1,2,12.812039375305176
intfloat/multilingual-e5-large,en,10,mean_pool,0,2,2,15.014988899230957
intfloat/multilingual-e5-large,en,10,mean_pool,-2,2,4,12.930009841918945
intfloat/multilingual-e5-large,en,11,mean_pool,-2,-1,1,4.441493034362793
intfloat/multilingual-e5-large,en,11,mean_pool,-1,0,1,9.273171424865723
intfloat/multilingual-e5-large,en,11,mean_pool,0,1,1,13.599418640136719
intfloat/multilingual-e5-large,en,11,mean_pool,1,2,1,5.7062249183654785
intfloat/multilingual-e5-large,en,11,mean_pool,-2,0,2,10.086883544921875
intfloat/multilingual-e5-large,en,11,mean_pool,-1,1,2,12.73251724243164
intfloat/multilingual-e5-large,en,11,mean_pool,0,2,2,14.767038345336914
intfloat/multilingual-e5-large,en,11,mean_pool,-2,2,4,14.399800300598145
intfloat/multilingual-e5-large,en,12,mean_pool,-2,-1,1,3.1687405109405518
intfloat/multilingual-e5-large,en,12,mean_pool,-1,0,1,8.158917427062988
intfloat/multilingual-e5-large,en,12,mean_pool,0,1,1,10.288850784301758
intfloat/multilingual-e5-large,en,12,mean_pool,1,2,1,3.8672397136688232
intfloat/multilingual-e5-large,en,12,mean_pool,-2,0,2,8.399951934814453
intfloat/multilingual-e5-large,en,12,mean_pool,-1,1,2,9.058374404907227
intfloat/multilingual-e5-large,en,12,mean_pool,0,2,2,11.60346508026123
intfloat/multilingual-e5-large,en,12,mean_pool,-2,2,4,10.782084465026855
intfloat/multilingual-e5-large,en,13,mean_pool,-2,-1,1,4.038082599639893
intfloat/multilingual-e5-large,en,13,mean_pool,-1,0,1,8.981515884399414
intfloat/multilingual-e5-large,en,13,mean_pool,0,1,1,13.23306941986084
intfloat/multilingual-e5-large,en,13,mean_pool,1,2,1,4.952258586883545
intfloat/multilingual-e5-large,en,13,mean_pool,-2,0,2,9.26522445678711
intfloat/multilingual-e5-large,en,13,mean_pool,-1,1,2,11.98348331451416
intfloat/multilingual-e5-large,en,13,mean_pool,0,2,2,13.69056224822998
intfloat/multilingual-e5-large,en,13,mean_pool,-2,2,4,12.679256439208984
intfloat/multilingual-e5-large,en,14,mean_pool,-2,-1,1,3.609189033508301
intfloat/multilingual-e5-large,en,14,mean_pool,-1,0,1,8.09471607208252
intfloat/multilingual-e5-large,en,14,mean_pool,0,1,1,12.77735424041748
intfloat/multilingual-e5-large,en,14,mean_pool,1,2,1,5.857497215270996
intfloat/multilingual-e5-large,en,14,mean_pool,-2,0,2,9.157546043395996
intfloat/multilingual-e5-large,en,14,mean_pool,-1,1,2,12.012946128845215
intfloat/multilingual-e5-large,en,14,mean_pool,0,2,2,13.444458961486816
intfloat/multilingual-e5-large,en,14,mean_pool,-2,2,4,12.490949630737305
intfloat/multilingual-e5-large,en,15,mean_pool,-2,-1,1,3.541734218597412
intfloat/multilingual-e5-large,en,15,mean_pool,-1,0,1,8.348013877868652
intfloat/multilingual-e5-large,en,15,mean_pool,0,1,1,10.626266479492188
intfloat/multilingual-e5-large,en,15,mean_pool,1,2,1,4.642908096313477
intfloat/multilingual-e5-large,en,15,mean_pool,-2,0,2,8.554969787597656
intfloat/multilingual-e5-large,en,15,mean_pool,-1,1,2,10.11333179473877
intfloat/multilingual-e5-large,en,15,mean_pool,0,2,2,12.101252555847168
intfloat/multilingual-e5-large,en,15,mean_pool,-2,2,4,11.480121612548828
intfloat/multilingual-e5-large,en,16,mean_pool,-2,-1,1,3.7916789054870605
intfloat/multilingual-e5-large,en,16,mean_pool,-1,0,1,8.38747501373291
intfloat/multilingual-e5-large,en,16,mean_pool,0,1,1,13.406074523925781
intfloat/multilingual-e5-large,en,16,mean_pool,1,2,1,5.14773416519165
intfloat/multilingual-e5-large,en,16,mean_pool,-2,0,2,8.654810905456543
intfloat/multilingual-e5-large,en,16,mean_pool,-1,1,2,12.787274360656738
intfloat/multilingual-e5-large,en,16,mean_pool,0,2,2,14.33443546295166
intfloat/multilingual-e5-large,en,16,mean_pool,-2,2,4,14.155092239379883
intfloat/multilingual-e5-large,en,17,mean_pool,-2,-1,1,4.140985012054443
intfloat/multilingual-e5-large,en,17,mean_pool,-1,0,1,8.123367309570312
intfloat/multilingual-e5-large,en,17,mean_pool,0,1,1,12.30018424987793
intfloat/multilingual-e5-large,en,17,mean_pool,1,2,1,4.523167133331299
intfloat/multilingual-e5-large,en,17,mean_pool,-2,0,2,8.966034889221191
intfloat/multilingual-e5-large,en,17,mean_pool,-1,1,2,11.327796936035156
intfloat/multilingual-e5-large,en,17,mean_pool,0,2,2,13.143580436706543
intfloat/multilingual-e5-large,en,17,mean_pool,-2,2,4,12.447540283203125
intfloat/multilingual-e5-large,en,18,mean_pool,-2,-1,1,3.9359076023101807
intfloat/multilingual-e5-large,en,18,mean_pool,-1,0,1,9.08737850189209
intfloat/multilingual-e5-large,en,18,mean_pool,0,1,1,13.569599151611328
intfloat/multilingual-e5-large,en,18,mean_pool,1,2,1,5.044518947601318
intfloat/multilingual-e5-large,en,18,mean_pool,-2,0,2,9.316778182983398
intfloat/multilingual-e5-large,en,18,mean_pool,-1,1,2,12.678755760192871
intfloat/multilingual-e5-large,en,18,mean_pool,0,2,2,14.296307563781738
intfloat/multilingual-e5-large,en,18,mean_pool,-2,2,4,13.603361129760742
intfloat/multilingual-e5-large,en,19,mean_pool,-2,-1,1,3.8795650005340576
intfloat/multilingual-e5-large,en,19,mean_pool,-1,0,1,8.61197566986084
intfloat/multilingual-e5-large,en,19,mean_pool,0,1,1,13.35605525970459
intfloat/multilingual-e5-large,en,19,mean_pool,1,2,1,5.207900524139404
intfloat/multilingual-e5-large,en,19,mean_pool,-2,0,2,9.250590324401855
intfloat/multilingual-e5-large,en,19,mean_pool,-1,1,2,12.899049758911133
intfloat/multilingual-e5-large,en,19,mean_pool,0,2,2,14.638046264648438
intfloat/multilingual-e5-large,en,19,mean_pool,-2,2,4,14.416187286376953
intfloat/multilingual-e5-large,en,20,mean_pool,-2,-1,1,4.4364213943481445
intfloat/multilingual-e5-large,en,20,mean_pool,-1,0,1,8.672487258911133
intfloat/multilingual-e5-large,en,20,mean_pool,0,1,1,13.501191139221191
intfloat/multilingual-e5-large,en,20,mean_pool,1,2,1,5.00609827041626
intfloat/multilingual-e5-large,en,20,mean_pool,-2,0,2,9.111587524414062
intfloat/multilingual-e5-large,en,20,mean_pool,-1,1,2,12.191272735595703
intfloat/multilingual-e5-large,en,20,mean_pool,0,2,2,14.442559242248535
intfloat/multilingual-e5-large,en,20,mean_pool,-2,2,4,13.21218490600586
intfloat/multilingual-e5-large,en,21,mean_pool,-2,-1,1,4.020951271057129
intfloat/multilingual-e5-large,en,21,mean_pool,-1,0,1,9.270406723022461
intfloat/multilingual-e5-large,en,21,mean_pool,0,1,1,13.639400482177734
intfloat/multilingual-e5-large,en,21,mean_pool,1,2,1,5.611224174499512
intfloat/multilingual-e5-large,en,21,mean_pool,-2,0,2,9.757927894592285
intfloat/multilingual-e5-large,en,21,mean_pool,-1,1,2,12.892477989196777
intfloat/multilingual-e5-large,en,21,mean_pool,0,2,2,14.540355682373047
intfloat/multilingual-e5-large,en,21,mean_pool,-2,2,4,14.115874290466309
intfloat/multilingual-e5-large,en,22,mean_pool,-2,-1,1,4.188075065612793
intfloat/multilingual-e5-large,en,22,mean_pool,-1,0,1,8.682942390441895
intfloat/multilingual-e5-large,en,22,mean_pool,0,1,1,10.89946460723877
intfloat/multilingual-e5-large,en,22,mean_pool,1,2,1,4.593217849731445
intfloat/multilingual-e5-large,en,22,mean_pool,-2,0,2,9.325623512268066
intfloat/multilingual-e5-large,en,22,mean_pool,-1,1,2,10.238363265991211
intfloat/multilingual-e5-large,en,22,mean_pool,0,2,2,12.223817825317383
intfloat/multilingual-e5-large,en,22,mean_pool,-2,2,4,11.049814224243164
intfloat/multilingual-e5-large,en,23,mean_pool,-2,-1,1,3.7979729175567627
intfloat/multilingual-e5-large,en,23,mean_pool,-1,0,1,8.242695808410645
intfloat/multilingual-e5-large,en,23,mean_pool,0,1,1,12.9467134475708
intfloat/multilingual-e5-large,en,23,mean_pool,1,2,1,5.026050090789795
intfloat/multilingual-e5-large,en,23,mean_pool,-2,0,2,8.500001907348633
intfloat/multilingual-e5-large,en,23,mean_pool,-1,1,2,12.564737319946289
intfloat/multilingual-e5-large,en,23,mean_pool,0,2,2,13.706830978393555
intfloat/multilingual-e5-large,en,23,mean_pool,-2,2,4,13.844362258911133
intfloat/multilingual-e5-large,en,24,mean_pool,-2,-1,1,3.7723257541656494
intfloat/multilingual-e5-large,en,24,mean_pool,-1,0,1,8.168127059936523
intfloat/multilingual-e5-large,en,24,mean_pool,0,1,1,12.295039176940918
intfloat/multilingual-e5-large,en,24,mean_pool,1,2,1,5.649661064147949
intfloat/multilingual-e5-large,en,24,mean_pool,-2,0,2,9.266108512878418
intfloat/multilingual-e5-large,en,24,mean_pool,-1,1,2,11.019593238830566
intfloat/multilingual-e5-large,en,24,mean_pool,0,2,2,12.733621597290039
intfloat/multilingual-e5-large,en,24,mean_pool,-2,2,4,11.019942283630371
intfloat/multilingual-e5-large,en,25,mean_pool,-2,-1,1,3.34679913520813
intfloat/multilingual-e5-large,en,25,mean_pool,-1,0,1,7.9073805809021
intfloat/multilingual-e5-large,en,25,mean_pool,0,1,1,11.309284210205078
intfloat/multilingual-e5-large,en,25,mean_pool,1,2,1,4.01803731918335
intfloat/multilingual-e5-large,en,25,mean_pool,-2,0,2,8.501169204711914
intfloat/multilingual-e5-large,en,25,mean_pool,-1,1,2,10.837665557861328
intfloat/multilingual-e5-large,en,25,mean_pool,0,2,2,12.228405952453613
intfloat/multilingual-e5-large,en,25,mean_pool,-2,2,4,11.866701126098633
intfloat/multilingual-e5-large,en,26,mean_pool,-2,-1,1,3.8242015838623047
intfloat/multilingual-e5-large,en,26,mean_pool,-1,0,1,7.958540439605713
intfloat/multilingual-e5-large,en,26,mean_pool,0,1,1,12.454511642456055
intfloat/multilingual-e5-large,en,26,mean_pool,1,2,1,4.722933292388916
intfloat/multilingual-e5-large,en,26,mean_pool,-2,0,2,8.531749725341797
intfloat/multilingual-e5-large,en,26,mean_pool,-1,1,2,11.994935989379883
intfloat/multilingual-e5-large,en,26,mean_pool,0,2,2,13.648655891418457
intfloat/multilingual-e5-large,en,26,mean_pool,-2,2,4,13.168700218200684
intfloat/multilingual-e5-large,en,27,mean_pool,-2,-1,1,3.8926453590393066
intfloat/multilingual-e5-large,en,27,mean_pool,-1,0,1,9.285276412963867
intfloat/multilingual-e5-large,en,27,mean_pool,0,1,1,13.2683687210083
intfloat/multilingual-e5-large,en,27,mean_pool,1,2,1,5.570063591003418
intfloat/multilingual-e5-large,en,27,mean_pool,-2,0,2,9.493139266967773
intfloat/multilingual-e5-large,en,27,mean_pool,-1,1,2,12.437176704406738
intfloat/multilingual-e5-large,en,27,mean_pool,0,2,2,14.446005821228027
intfloat/multilingual-e5-large,en,27,mean_pool,-2,2,4,13.931624412536621
intfloat/multilingual-e5-large,en,28,mean_pool,-2,-1,1,4.029820442199707
intfloat/multilingual-e5-large,en,28,mean_pool,-1,0,1,8.354469299316406
intfloat/multilingual-e5-large,en,28,mean_pool,0,1,1,10.31001091003418
intfloat/multilingual-e5-large,en,28,mean_pool,1,2,1,3.926508903503418
intfloat/multilingual-e5-large,en,28,mean_pool,-2,0,2,8.924318313598633
intfloat/multilingual-e5-large,en,28,mean_pool,-1,1,2,8.981880187988281
intfloat/multilingual-e5-large,en,28,mean_pool,0,2,2,11.328333854675293
intfloat/multilingual-e5-large,en,28,mean_pool,-2,2,4,10.072900772094727
intfloat/multilingual-e5-large,en,29,mean_pool,-2,-1,1,3.6819217205047607
intfloat/multilingual-e5-large,en,29,mean_pool,-1,0,1,8.2875394821167
intfloat/multilingual-e5-large,en,29,mean_pool,0,1,1,12.379508972167969
intfloat/multilingual-e5-large,en,29,mean_pool,1,2,1,5.700573444366455
intfloat/multilingual-e5-large,en,29,mean_pool,-2,0,2,9.437167167663574
intfloat/multilingual-e5-large,en,29,mean_pool,-1,1,2,11.33143138885498
intfloat/multilingual-e5-large,en,29,mean_pool,0,2,2,12.720576286315918
intfloat/multilingual-e5-large,en,29,mean_pool,-2,2,4,11.378114700317383
intfloat/multilingual-e5-large,en,30,mean_pool,-2,-1,1,3.4749062061309814
intfloat/multilingual-e5-large,en,30,mean_pool,-1,0,1,8.82033920288086
intfloat/multilingual-e5-large,en,30,mean_pool,0,1,1,13.089649200439453
intfloat/multilingual-e5-large,en,30,mean_pool,1,2,1,4.864351749420166
intfloat/multilingual-e5-large,en,30,mean_pool,-2,0,2,9.094654083251953
intfloat/multilingual-e5-large,en,30,mean_pool,-1,1,2,12.12248706817627
intfloat/multilingual-e5-large,en,30,mean_pool,0,2,2,13.772305488586426
intfloat/multilingual-e5-large,en,30,mean_pool,-2,2,4,13.278544425964355
intfloat/multilingual-e5-large,en,31,mean_pool,-2,-1,1,4.399521827697754
intfloat/multilingual-e5-large,en,31,mean_pool,-1,0,1,8.829558372497559
intfloat/multilingual-e5-large,en,31,mean_pool,0,1,1,13.601935386657715
intfloat/multilingual-e5-large,en,31,mean_pool,1,2,1,5.6442036628723145
intfloat/multilingual-e5-large,en,31,mean_pool,-2,0,2,9.337132453918457
intfloat/multilingual-e5-large,en,31,mean_pool,-1,1,2,12.317691802978516
intfloat/multilingual-e5-large,en,31,mean_pool,0,2,2,14.088863372802734
intfloat/multilingual-e5-large,en,31,mean_pool,-2,2,4,12.997332572937012
intfloat/multilingual-e5-large,en,32,mean_pool,-2,-1,1,3.531381607055664
intfloat/multilingual-e5-large,en,32,mean_pool,-1,0,1,8.912343978881836
intfloat/multilingual-e5-large,en,32,mean_pool,0,1,1,11.978583335876465
intfloat/multilingual-e5-large,en,32,mean_pool,1,2,1,4.03528356552124
intfloat/multilingual-e5-large,en,32,mean_pool,-2,0,2,9.447147369384766
intfloat/multilingual-e5-large,en,32,mean_pool,-1,1,2,10.843725204467773
intfloat/multilingual-e5-large,en,32,mean_pool,0,2,2,12.64480972290039
intfloat/multilingual-e5-large,en,32,mean_pool,-2,2,4,12.098133087158203
intfloat/multilingual-e5-large,en,33,mean_pool,-2,-1,1,4.024284362792969
intfloat/multilingual-e5-large,en,33,mean_pool,-1,0,1,9.223114967346191
intfloat/multilingual-e5-large,en,33,mean_pool,0,1,1,14.152507781982422
intfloat/multilingual-e5-large,en,33,mean_pool,1,2,1,5.811830043792725
intfloat/multilingual-e5-large,en,33,mean_pool,-2,0,2,9.559187889099121
intfloat/multilingual-e5-large,en,33,mean_pool,-1,1,2,12.967360496520996
intfloat/multilingual-e5-large,en,33,mean_pool,0,2,2,14.960797309875488
intfloat/multilingual-e5-large,en,33,mean_pool,-2,2,4,14.206687927246094
intfloat/multilingual-e5-large,en,34,mean_pool,-2,-1,1,3.839778423309326
intfloat/multilingual-e5-large,en,34,mean_pool,-1,0,1,8.68211841583252
intfloat/multilingual-e5-large,en,34,mean_pool,0,1,1,13.029730796813965
intfloat/multilingual-e5-large,en,34,mean_pool,1,2,1,6.272226333618164
intfloat/multilingual-e5-large,en,34,mean_pool,-2,0,2,9.774428367614746
intfloat/multilingual-e5-large,en,34,mean_pool,-1,1,2,11.900508880615234
intfloat/multilingual-e5-large,en,34,mean_pool,0,2,2,13.503661155700684
intfloat/multilingual-e5-large,en,34,mean_pool,-2,2,4,12.137412071228027
intfloat/multilingual-e5-large,en,35,mean_pool,-2,-1,1,3.9993042945861816
intfloat/multilingual-e5-large,en,35,mean_pool,-1,0,1,9.639142036437988
intfloat/multilingual-e5-large,en,35,mean_pool,0,1,1,12.94469165802002
intfloat/multilingual-e5-large,en,35,mean_pool,1,2,1,5.3727593421936035
intfloat/multilingual-e5-large,en,35,mean_pool,-2,0,2,10.320959091186523
intfloat/multilingual-e5-large,en,35,mean_pool,-1,1,2,11.715998649597168
intfloat/multilingual-e5-large,en,35,mean_pool,0,2,2,13.923508644104004
intfloat/multilingual-e5-large,en,35,mean_pool,-2,2,4,12.678091049194336
intfloat/multilingual-e5-large,en,36,mean_pool,-2,-1,1,3.781506299972534
intfloat/multilingual-e5-large,en,36,mean_pool,-1,0,1,7.846803665161133
intfloat/multilingual-e5-large,en,36,mean_pool,0,1,1,11.958913803100586
intfloat/multilingual-e5-large,en,36,mean_pool,1,2,1,4.4711689949035645
intfloat/multilingual-e5-large,en,36,mean_pool,-2,0,2,8.554966926574707
intfloat/multilingual-e5-large,en,36,mean_pool,-1,1,2,11.118887901306152
intfloat/multilingual-e5-large,en,36,mean_pool,0,2,2,12.996277809143066
intfloat/multilingual-e5-large,en,36,mean_pool,-2,2,4,12.172222137451172
intfloat/multilingual-e5-large,en,37,mean_pool,-2,-1,1,3.8948566913604736
intfloat/multilingual-e5-large,en,37,mean_pool,-1,0,1,8.4276762008667
intfloat/multilingual-e5-large,en,37,mean_pool,0,1,1,12.572661399841309
intfloat/multilingual-e5-large,en,37,mean_pool,1,2,1,4.779474258422852
intfloat/multilingual-e5-large,en,37,mean_pool,-2,0,2,8.893275260925293
intfloat/multilingual-e5-large,en,37,mean_pool,-1,1,2,11.44639778137207
intfloat/multilingual-e5-large,en,37,mean_pool,0,2,2,13.267843246459961
intfloat/multilingual-e5-large,en,37,mean_pool,-2,2,4,12.389708518981934
intfloat/multilingual-e5-large,en,38,mean_pool,-2,-1,1,3.6469390392303467
intfloat/multilingual-e5-large,en,38,mean_pool,-1,0,1,8.82740306854248
intfloat/multilingual-e5-large,en,38,mean_pool,0,1,1,12.436494827270508
intfloat/multilingual-e5-large,en,38,mean_pool,1,2,1,4.819103240966797
intfloat/multilingual-e5-large,en,38,mean_pool,-2,0,2,9.413529396057129
intfloat/multilingual-e5-large,en,38,mean_pool,-1,1,2,11.659065246582031
intfloat/multilingual-e5-large,en,38,mean_pool,0,2,2,13.340327262878418
intfloat/multilingual-e5-large,en,38,mean_pool,-2,2,4,12.652623176574707
intfloat/multilingual-e5-large,en,39,mean_pool,-2,-1,1,3.7273173332214355
intfloat/multilingual-e5-large,en,39,mean_pool,-1,0,1,8.983790397644043
intfloat/multilingual-e5-large,en,39,mean_pool,0,1,1,12.021808624267578
intfloat/multilingual-e5-large,en,39,mean_pool,1,2,1,4.61163854598999
intfloat/multilingual-e5-large,en,39,mean_pool,-2,0,2,9.64361572265625
intfloat/multilingual-e5-large,en,39,mean_pool,-1,1,2,10.490806579589844
intfloat/multilingual-e5-large,en,39,mean_pool,0,2,2,13.098592758178711
intfloat/multilingual-e5-large,en,39,mean_pool,-2,2,4,12.134376525878906
intfloat/multilingual-e5-large,en,40,mean_pool,-2,-1,1,4.328242301940918
intfloat/multilingual-e5-large,en,40,mean_pool,-1,0,1,8.37210750579834
intfloat/multilingual-e5-large,en,40,mean_pool,0,1,1,13.601186752319336
intfloat/multilingual-e5-large,en,40,mean_pool,1,2,1,5.3584771156311035
intfloat/multilingual-e5-large,en,40,mean_pool,-2,0,2,9.286179542541504
intfloat/multilingual-e5-large,en,40,mean_pool,-1,1,2,13.164420127868652
intfloat/multilingual-e5-large,en,40,mean_pool,0,2,2,14.689203262329102
intfloat/multilingual-e5-large,en,40,mean_pool,-2,2,4,14.697591781616211
intfloat/multilingual-e5-large,en,41,mean_pool,-2,-1,1,3.4897992610931396
intfloat/multilingual-e5-large,en,41,mean_pool,-1,0,1,8.298090934753418
intfloat/multilingual-e5-large,en,41,mean_pool,0,1,1,12.363765716552734
intfloat/multilingual-e5-large,en,41,mean_pool,1,2,1,4.476184844970703
intfloat/multilingual-e5-large,en,41,mean_pool,-2,0,2,8.630647659301758
intfloat/multilingual-e5-large,en,41,mean_pool,-1,1,2,11.692255020141602
intfloat/multilingual-e5-large,en,41,mean_pool,0,2,2,13.022405624389648
intfloat/multilingual-e5-large,en,41,mean_pool,-2,2,4,12.510369300842285
intfloat/multilingual-e5-large,en,42,mean_pool,-2,-1,1,3.3231966495513916
intfloat/multilingual-e5-large,en,42,mean_pool,-1,0,1,7.142804145812988
intfloat/multilingual-e5-large,en,42,mean_pool,0,1,1,9.741273880004883
intfloat/multilingual-e5-large,en,42,mean_pool,1,2,1,3.1277201175689697
intfloat/multilingual-e5-large,en,42,mean_pool,-2,0,2,7.636735439300537
intfloat/multilingual-e5-large,en,42,mean_pool,-1,1,2,9.264090538024902
intfloat/multilingual-e5-large,en,42,mean_pool,0,2,2,10.542021751403809
intfloat/multilingual-e5-large,en,42,mean_pool,-2,2,4,10.443146705627441
intfloat/multilingual-e5-large,en,43,mean_pool,-2,-1,1,3.765233039855957
intfloat/multilingual-e5-large,en,43,mean_pool,-1,0,1,8.90122127532959
intfloat/multilingual-e5-large,en,43,mean_pool,0,1,1,13.06291675567627
intfloat/multilingual-e5-large,en,43,mean_pool,1,2,1,4.949548244476318
intfloat/multilingual-e5-large,en,43,mean_pool,-2,0,2,9.259833335876465
intfloat/multilingual-e5-large,en,43,mean_pool,-1,1,2,11.505977630615234
