model,kind,label,language_a,language_b,centroid_cosine
xlm-roberta-base,pair_commutator,QM_vs_MQ,ru,zh,0.2941422164440155
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,de,-0.011381231248378754
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,en,-0.03989766538143158
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,es,0.028495393693447113
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,fr,-0.010008556768298149
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,ru,0.041196636855602264
xlm-roberta-base,pair_commutator,QT_vs_TQ,ar,zh,0.09444639086723328
xlm-roberta-base,pair_commutator,QT_vs_TQ,de,en,0.8423362970352173
xlm-roberta-base,pair_commutator,QT_vs_TQ,de,es,0.628629744052887
xlm-roberta-base,pair_commutator,QT_vs_TQ,de,fr,0.6876174211502075
xlm-roberta-base,pair_commutator,QT_vs_TQ,de,ru,0.4979061484336853
xlm-roberta-base,pair_commutator,QT_vs_TQ,de,zh,-0.03687645122408867
xlm-roberta-base,pair_commutator,QT_vs_TQ,en,es,0.5864934921264648
xlm-roberta-base,pair_commutator,QT_vs_TQ,en,fr,0.6851593255996704
xlm-roberta-base,pair_commutator,QT_vs_TQ,en,ru,0.43921875953674316
xlm-roberta-base,pair_commutator,QT_vs_TQ,en,zh,0.11475781351327896
xlm-roberta-base,pair_commutator,QT_vs_TQ,es,fr,0.7508466243743896
xlm-roberta-base,pair_commutator,QT_vs_TQ,es,ru,0.39760252833366394
xlm-roberta-base,pair_commutator,QT_vs_TQ,es,zh,-0.016109727323055267
xlm-roberta-base,pair_commutator,QT_vs_TQ,fr,ru,0.3350192606449127
xlm-roberta-base,pair_commutator,QT_vs_TQ,fr,zh,-0.008036822080612183
xlm-roberta-base,pair_commutator,QT_vs_TQ,ru,zh,0.08523394912481308
xlm-roberta-base,triple_signed,NMT,ar,de,0.08585924655199051
xlm-roberta-base,triple_signed,NMT,ar,en,0.12625396251678467
xlm-roberta-base,triple_signed,NMT,ar,es,-0.019566070288419724
xlm-roberta-base,triple_signed,NMT,ar,fr,-0.028558745980262756
xlm-roberta-base,triple_signed,NMT,ar,ru,0.17442063987255096
xlm-roberta-base,triple_signed,NMT,ar,zh,-0.14708945155143738
xlm-roberta-base,triple_signed,NMT,de,en,0.215397447347641
xlm-roberta-base,triple_signed,NMT,de,es,0.2711399793624878
xlm-roberta-base,triple_signed,NMT,de,fr,0.12675361335277557
xlm-roberta-base,triple_signed,NMT,de,ru,0.11165931075811386
xlm-roberta-base,triple_signed,NMT,de,zh,0.18567858636379242
xlm-roberta-base,triple_signed,NMT,en,es,0.16171187162399292
xlm-roberta-base,triple_signed,NMT,en,fr,0.3123297095298767
xlm-roberta-base,triple_signed,NMT,en,ru,0.14541420340538025
xlm-roberta-base,triple_signed,NMT,en,zh,0.33421948552131653
xlm-roberta-base,triple_signed,NMT,es,fr,0.26347237825393677
xlm-roberta-base,triple_signed,NMT,es,ru,0.1031629741191864
xlm-roberta-base,triple_signed,NMT,es,zh,0.34584587812423706
xlm-roberta-base,triple_signed,NMT,fr,ru,0.23027782142162323
xlm-roberta-base,triple_signed,NMT,fr,zh,0.297110915184021
xlm-roberta-base,triple_signed,NMT,ru,zh,0.07726769894361496
xlm-roberta-base,triple_signed,NQM,ar,de,-0.0655038058757782
xlm-roberta-base,triple_signed,NQM,ar,en,-0.1325981467962265
xlm-roberta-base,triple_signed,NQM,ar,es,-0.08700982481241226
xlm-roberta-base,triple_signed,NQM,ar,fr,-0.16835764050483704
xlm-roberta-base,triple_signed,NQM,ar,ru,0.046230681240558624
xlm-roberta-base,triple_signed,NQM,ar,zh,-0.1077718660235405
xlm-roberta-base,triple_signed,NQM,de,en,0.6779451966285706
xlm-roberta-base,triple_signed,NQM,de,es,0.4651515781879425
xlm-roberta-base,triple_signed,NQM,de,fr,0.5930355191230774
xlm-roberta-base,triple_signed,NQM,de,ru,-0.04087536782026291
xlm-roberta-base,triple_signed,NQM,de,zh,0.11665166169404984
xlm-roberta-base,triple_signed,NQM,en,es,0.46484673023223877
xlm-roberta-base,triple_signed,NQM,en,fr,0.5403349995613098
xlm-roberta-base,triple_signed,NQM,en,ru,-0.05728750303387642
xlm-roberta-base,triple_signed,NQM,en,zh,0.11359931528568268
xlm-roberta-base,triple_signed,NQM,es,fr,0.5419375896453857
xlm-roberta-base,triple_signed,NQM,es,ru,-0.0802430659532547
xlm-roberta-base,triple_signed,NQM,es,zh,0.13606727123260498
xlm-roberta-base,triple_signed,NQM,fr,ru,-0.24299472570419312
xlm-roberta-base,triple_signed,NQM,fr,zh,0.09039691090583801
xlm-roberta-base,triple_signed,NQM,ru,zh,-0.009287256747484207
xlm-roberta-base,triple_signed,NQT,ar,de,-0.3050689697265625
xlm-roberta-base,triple_signed,NQT,ar,en,-0.2240833044052124
xlm-roberta-base,triple_signed,NQT,ar,es,-0.10308181494474411
xlm-roberta-base,triple_signed,NQT,ar,fr,-0.30035582184791565
xlm-roberta-base,triple_signed,NQT,ar,ru,0.04560919106006622
xlm-roberta-base,triple_signed,NQT,ar,zh,0.0013185590505599976
xlm-roberta-base,triple_signed,NQT,de,en,0.620238184928894
xlm-roberta-base,triple_signed,NQT,de,es,0.3234541118144989
xlm-roberta-base,triple_signed,NQT,de,fr,0.5670660734176636
xlm-roberta-base,triple_signed,NQT,de,ru,-0.023174002766609192
xlm-roberta-base,triple_signed,NQT,de,zh,-0.06647372245788574
xlm-roberta-base,triple_signed,NQT,en,es,0.2324354350566864
xlm-roberta-base,triple_signed,NQT,en,fr,0.30648180842399597
xlm-roberta-base,triple_signed,NQT,en,ru,0.019160225987434387
xlm-roberta-base,triple_signed,NQT,en,zh,-0.009775709360837936
xlm-roberta-base,triple_signed,NQT,es,fr,0.2834357023239136
xlm-roberta-base,triple_signed,NQT,es,ru,0.04309713840484619
xlm-roberta-base,triple_signed,NQT,es,zh,0.14584004878997803
xlm-roberta-base,triple_signed,NQT,fr,ru,-0.14250466227531433
xlm-roberta-base,triple_signed,NQT,fr,zh,-0.02974100410938263
xlm-roberta-base,triple_signed,NQT,ru,zh,0.005631323903799057
xlm-roberta-base,triple_signed,QMT,ar,de,-0.11078572273254395
xlm-roberta-base,triple_signed,QMT,ar,en,-0.0007286109030246735
xlm-roberta-base,triple_signed,QMT,ar,es,0.15908606350421906
xlm-roberta-base,triple_signed,QMT,ar,fr,-0.03177398070693016
xlm-roberta-base,triple_signed,QMT,ar,ru,-0.24708083271980286
xlm-roberta-base,triple_signed,QMT,ar,zh,-0.04761018231511116
xlm-roberta-base,triple_signed,QMT,de,en,0.39663970470428467
xlm-roberta-base,triple_signed,QMT,de,es,-0.10158181190490723
xlm-roberta-base,triple_signed,QMT,de,fr,0.15022824704647064
xlm-roberta-base,triple_signed,QMT,de,ru,0.1119568794965744
xlm-roberta-base,triple_signed,QMT,de,zh,-0.09229244291782379
xlm-roberta-base,triple_signed,QMT,en,es,0.14926335215568542
xlm-roberta-base,triple_signed,QMT,en,fr,0.05965931713581085
xlm-roberta-base,triple_signed,QMT,en,ru,0.07393565028905869
xlm-roberta-base,triple_signed,QMT,en,zh,0.10384843498468399
xlm-roberta-base,triple_signed,QMT,es,fr,0.1415005475282669
xlm-roberta-base,triple_signed,QMT,es,ru,0.07529126107692719
xlm-roberta-base,triple_signed,QMT,es,zh,0.06803052127361298
xlm-roberta-base,triple_signed,QMT,fr,ru,0.05723007768392563
xlm-roberta-base,triple_signed,QMT,fr,zh,0.14266668260097504
xlm-roberta-base,triple_signed,QMT,ru,zh,0.09875994920730591
