model,ridge_alpha,heldout_language,method,triple,basis_rank,relative_jacobi_operator_norm,jacobi_coeff_norm,jacobi_coef_N,jacobi_coef_Q,jacobi_coef_M,jacobi_coef_T
sentence-transformers/LaBSE,100.0,ru,linear,NMT,4,0.07149617358575644,0.013790140844027764,-0.011566182558177353,0.001938372931555607,0.0022974144807895985,0.006881569778088974
sentence-transformers/LaBSE,100.0,ru,linear,QMT,4,0.029545342282220183,0.009347143911273538,0.004573995128350418,-0.004382576008736483,0.004263467456817847,-0.005391061179043248
sentence-transformers/LaBSE,100.0,ru,affine,NQM,4,0.02833567596090351,0.00894669072155345,-0.000811965296945473,-0.006142517907658393,-0.0008107220094852804,0.006402826782064226
sentence-transformers/LaBSE,100.0,ru,affine,NQT,4,0.04511004379661057,0.020957855368957147,-0.0171352880399379,-0.0009909654542596402,0.007527352633981008,0.00937926197771713
sentence-transformers/LaBSE,100.0,ru,affine,NMT,4,0.03975039080628014,0.008299500581634778,-0.006863506298498873,0.0010362760055617993,0.0012395844934360092,0.0043776196178919174
sentence-transformers/LaBSE,100.0,ru,affine,QMT,4,0.027798600946929517,0.010050967757520827,0.006201297486314018,-0.005112299476332752,-0.00503345297817228,0.0033308568762069543
sentence-transformers/LaBSE,100.0,zh,linear,NQM,4,0.03511727211168094,0.010575761455539253,-0.0064745130440930915,-0.0032058518121332313,0.0014022276556216401,0.007594977482967943
sentence-transformers/LaBSE,100.0,zh,linear,NQT,4,0.09189912291978183,0.03777533120500192,-0.03035344944404482,0.0037248687722898494,0.004817783031638101,0.021646202294737224
sentence-transformers/LaBSE,100.0,zh,linear,NMT,4,0.08469256893310807,0.01696620546435541,-0.013331737770400781,3.8346474995362353e-05,0.0025815225417212886,0.010171094670409518
sentence-transformers/LaBSE,100.0,zh,linear,QMT,4,0.026694205890654348,0.0069172675700411934,0.005003533021334147,-0.004561774235345067,3.38385246672979e-05,-0.001415033116203522
sentence-transformers/LaBSE,100.0,zh,affine,NQM,4,0.04427298467550859,0.011351963418619182,-0.002053204782784132,-0.008800165197659637,0.004855131011851599,0.004861709465741191
sentence-transformers/LaBSE,100.0,zh,affine,NQT,4,0.06782536252688263,0.02636550312720182,-0.018856421210769872,-0.006660479065981523,0.0112486292058645,0.012987743987048373
sentence-transformers/LaBSE,100.0,zh,affine,NMT,4,0.051728698006478335,0.011309056159548749,-0.008355938436856121,-0.0007395677798205137,0.0013397752113485893,0.007465325575043945
sentence-transformers/LaBSE,100.0,zh,affine,QMT,4,0.027693487804434376,0.00751563201116643,0.004853560053909103,-0.005327020801095851,-0.0014910124991739512,0.0015255852786280402
sentence-transformers/LaBSE,100.0,ar,linear,NQM,4,0.03534032654834477,0.013025496823023938,-0.00778418677785897,-0.0020930958816790107,-0.0006901862365848253,0.010208457096101228
sentence-transformers/LaBSE,100.0,ar,linear,NQT,4,0.08028380005563185,0.03528129932929845,-0.027844667751155912,0.004923898668713553,0.0023063583547018383,0.020973328139120683
sentence-transformers/LaBSE,100.0,ar,linear,NMT,4,0.08044978520454087,0.017484584540892308,-0.013701059595010844,0.0010474933727211832,0.0011580531429431391,0.010749573623813933
sentence-transformers/LaBSE,100.0,ar,linear,QMT,4,0.01929865816412505,0.005348480615022568,0.002545474552801054,-0.003783448441559395,-0.0019482280300641315,0.0020041780418038405
sentence-transformers/LaBSE,100.0,ar,affine,NQM,4,0.035221576080659456,0.010614315850895692,0.00036283607510188137,-0.008759624734541227,0.0014493199174989858,0.005805212937690957
sentence-transformers/LaBSE,100.0,ar,affine,NQT,4,0.04937742170438544,0.02037195322123461,-0.01334014370283361,-0.007060715191473305,0.00861024244467214,0.010633300055240817
sentence-transformers/LaBSE,100.0,ar,affine,NMT,4,0.054582638644524416,0.012849876675567092,-0.009315027282509682,0.0003444761337885755,-0.0003073800536553539,0.008839482507434944
sentence-transformers/LaBSE,100.0,ar,affine,QMT,4,0.024948293706149732,0.008605190788122689,0.002518989581386643,-0.0040687762504974245,-0.004581437388806463,0.00549176576928509
