model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
bert-base-multilingual-cased,10.0,fr,affine,M,6.547338885766413,1.4537628943942995,-50.92833197116852
bert-base-multilingual-cased,10.0,fr,affine,T,7.798638211086653,1.8014331544390556,-58.386009216308594
bert-base-multilingual-cased,10.0,de,linear,N,7.617312179085257,1.876118588726031,-55.82583129405975
bert-base-multilingual-cased,10.0,de,linear,Q,9.134802377628,2.1126232796461673,-65.72435908019543
bert-base-multilingual-cased,10.0,de,linear,M,6.417401372728578,1.4647076038381208,-50.12465783953667
bert-base-multilingual-cased,10.0,de,linear,T,7.722516810454439,1.8736877002785712,-56.75898486375809
bert-base-multilingual-cased,10.0,de,affine,N,7.644153778236393,1.874147241841007,-56.36422976851463
bert-base-multilingual-cased,10.0,de,affine,Q,9.014027503331482,1.810063650786218,-65.34327191114426
bert-base-multilingual-cased,10.0,de,affine,M,6.45132926089657,1.4758454581438656,-50.671573132276535
bert-base-multilingual-cased,10.0,de,affine,T,7.755175647098134,1.889565429069013,-57.378442108631134
bert-base-multilingual-cased,10.0,ru,linear,N,7.7435920470565724,1.819364421584329,-57.59583988785744
bert-base-multilingual-cased,10.0,ru,linear,Q,9.146839726202469,2.1805642126400304,-66.3534828722477
bert-base-multilingual-cased,10.0,ru,linear,M,6.504010116619826,1.4883517023504906,-50.46999445557594
bert-base-multilingual-cased,10.0,ru,linear,T,7.934812523740677,1.9248568112710849,-58.35301876068115
bert-base-multilingual-cased,10.0,ru,affine,N,7.770110925534307,1.8151526739393264,-58.116077810525894
bert-base-multilingual-cased,10.0,ru,affine,Q,8.999204971817266,1.8020852148288524,-65.80093516409397
bert-base-multilingual-cased,10.0,ru,affine,M,6.529468809580135,1.4864642065602107,-50.976174116134644
bert-base-multilingual-cased,10.0,ru,affine,T,7.969981888768308,1.9341615647302977,-59.0120675265789
bert-base-multilingual-cased,10.0,zh,linear,N,7.778383332642631,1.8657241981514572,-58.08294230699539
bert-base-multilingual-cased,10.0,zh,linear,Q,9.171930834327487,2.17812846534546,-66.44019167125225
bert-base-multilingual-cased,10.0,zh,linear,M,6.651784734418863,1.553309242653767,-52.15734267234802
bert-base-multilingual-cased,10.0,zh,linear,T,7.883288043849712,1.7872006939176204,-58.875898987054825
bert-base-multilingual-cased,10.0,zh,affine,N,7.797850436116144,1.8729048651462918,-58.597465455532074
bert-base-multilingual-cased,10.0,zh,affine,Q,9.029670820130452,1.7926748188756314,-65.95695275068283
bert-base-multilingual-cased,10.0,zh,affine,M,6.680697116739576,1.554694531835217,-52.68551343679428
bert-base-multilingual-cased,10.0,zh,affine,T,7.9114288305411105,1.808039257283287,-59.51619344949722
bert-base-multilingual-cased,10.0,ar,linear,N,7.216284641453162,1.7325208651536752,-53.61184221506119
bert-base-multilingual-cased,10.0,ar,linear,Q,8.895230369468877,1.9984365662977337,-63.73969280719757
bert-base-multilingual-cased,10.0,ar,linear,M,6.441639249695378,1.4663740798408251,-49.340929836034775
bert-base-multilingual-cased,10.0,ar,linear,T,7.372094888984245,1.889755307228817,-54.45304235816002
bert-base-multilingual-cased,10.0,ar,affine,N,7.234151708640587,1.7067079382200872,-54.115224689245224
bert-base-multilingual-cased,10.0,ar,affine,Q,8.807172669907038,1.7652045344179854,-63.57288785278797
bert-base-multilingual-cased,10.0,ar,affine,M,6.4801902943089615,1.468373322303563,-49.86497810482979
bert-base-multilingual-cased,10.0,ar,affine,T,7.406282855473873,1.8945806194073722,-55.10060852766037
