model,ridge_alpha,heldout_language,method,operator,operator_fro_norm,operator_spectral_norm,operator_trace
BAAI/bge-m3,10.0,fr,affine,M,5.608564960959614,1.666189841596737,-33.24042046070099
BAAI/bge-m3,10.0,fr,affine,T,7.444285102583871,2.6686515600157064,-38.81821531057358
BAAI/bge-m3,10.0,de,linear,N,8.421677790752657,3.086445679619976,-43.22379030287266
BAAI/bge-m3,10.0,de,linear,Q,7.909951039193987,2.7545010412769484,-28.994508862495422
BAAI/bge-m3,10.0,de,linear,M,5.608406228027151,1.6131666861401,-32.72845941781998
BAAI/bge-m3,10.0,de,linear,T,7.285807430838624,2.558604433785196,-37.987882167100906
BAAI/bge-m3,10.0,de,affine,N,8.35825031784778,3.0791313085897847,-43.29589104652405
BAAI/bge-m3,10.0,de,affine,Q,7.857372921927402,2.746564556218659,-29.122714698314667
BAAI/bge-m3,10.0,de,affine,M,5.619214708007807,1.5885288622006075,-33.146729826927185
BAAI/bge-m3,10.0,de,affine,T,7.283338204419091,2.546763389788563,-38.58217737078667
BAAI/bge-m3,10.0,ru,linear,N,8.227933602955373,3.0098076023392184,-45.69314724206925
BAAI/bge-m3,10.0,ru,linear,Q,7.866513792545766,2.8887473221089985,-32.12441658973694
BAAI/bge-m3,10.0,ru,linear,M,5.790263528693518,1.7401997354269456,-34.48085433244705
BAAI/bge-m3,10.0,ru,linear,T,7.2891677412732605,2.4263015269596435,-40.918161153793335
BAAI/bge-m3,10.0,ru,affine,N,8.159435883717302,3.076597607437797,-45.59838616847992
BAAI/bge-m3,10.0,ru,affine,Q,7.787165286585584,2.796337759373652,-32.14730724692345
BAAI/bge-m3,10.0,ru,affine,M,5.822027429125505,1.741077812647301,-34.921649634838104
BAAI/bge-m3,10.0,ru,affine,T,7.283203012087234,2.400591057119715,-41.399172216653824
BAAI/bge-m3,10.0,zh,linear,N,8.575034442662613,3.149573226781227,-44.5973806977272
BAAI/bge-m3,10.0,zh,linear,Q,7.965772446189012,2.671822622924935,-29.710635006427765
BAAI/bge-m3,10.0,zh,linear,M,5.8733543872351,1.8056552064393416,-32.86276018619537
BAAI/bge-m3,10.0,zh,linear,T,7.44231412809074,2.749203396232812,-39.45627918839455
BAAI/bge-m3,10.0,zh,affine,N,8.489468444045434,3.1377544791125813,-44.41143220663071
BAAI/bge-m3,10.0,zh,affine,Q,7.913648076481187,2.701441136202023,-29.705957770347595
BAAI/bge-m3,10.0,zh,affine,M,5.88501654172054,1.806082380939184,-33.218606889247894
BAAI/bge-m3,10.0,zh,affine,T,7.408525532100692,2.7442183313554835,-39.91467115283013
BAAI/bge-m3,10.0,ar,linear,N,8.968389340538744,3.553541241708339,-46.14509403705597
BAAI/bge-m3,10.0,ar,linear,Q,7.94642406882697,2.88716902252624,-30.923809587955475
BAAI/bge-m3,10.0,ar,linear,M,6.025401934700336,1.8518807027880408,-35.683000445365906
BAAI/bge-m3,10.0,ar,linear,T,7.461708755116056,2.7966119444396047,-39.469952404499054
BAAI/bge-m3,10.0,ar,affine,N,8.87916635563593,3.547573758743864,-45.91154250502586
BAAI/bge-m3,10.0,ar,affine,Q,7.893422557284877,2.882084455188904,-31.10181051492691
BAAI/bge-m3,10.0,ar,affine,M,6.050321211630242,1.837889302676199,-36.13556224107742
BAAI/bge-m3,10.0,ar,affine,T,7.409680171093428,2.7656466274982594,-40.016942232847214
BAAI/bge-m3,100.0,en,linear,N,7.884750733304338,1.9707052886171896,-66.67658323049545
BAAI/bge-m3,100.0,en,linear,Q,7.6224594223512065,1.651583137999962,-57.97800980508328
BAAI/bge-m3,100.0,en,linear,M,6.7476325543191775,1.1418675769631654,-60.48038360476494
BAAI/bge-m3,100.0,en,linear,T,7.357107639882274,1.419994699677384,-63.24268704652786
BAAI/bge-m3,100.0,en,affine,N,7.828870534955488,1.7493906641617245,-66.80448891222477
BAAI/bge-m3,100.0,en,affine,Q,7.588786003917521,1.6558128257012623,-58.15228493511677
BAAI/bge-m3,100.0,en,affine,M,6.781617958431451,1.14778526686339,-61.075992196798325
BAAI/bge-m3,100.0,en,affine,T,7.367566176142955,1.3603674753731727,-63.8838924318552
BAAI/bge-m3,100.0,es,linear,N,7.941619598561933,1.8930960050538963,-67.0042061060667
BAAI/bge-m3,100.0,es,linear,Q,7.813319425381813,2.018023625727613,-58.918490663170815
BAAI/bge-m3,100.0,es,linear,M,6.84512383455295,1.153169816646358,-61.63595221936703
BAAI/bge-m3,100.0,es,linear,T,7.427283158809114,1.4139789830659593,-64.02644237875938
BAAI/bge-m3,100.0,es,affine,N,7.896745834839117,1.7307962037946107,-67.20499461889267
BAAI/bge-m3,100.0,es,affine,Q,7.7606675674471,1.84636640580343,-59.06936660408974
BAAI/bge-m3,100.0,es,affine,M,6.88042770826724,1.1569889232502495,-62.24255013465881
BAAI/bge-m3,100.0,es,affine,T,7.434743762717829,1.3717554797592726,-64.62642742693424
BAAI/bge-m3,100.0,fr,linear,N,7.972636489200904,1.9840499397982172,-67.44237883388996
BAAI/bge-m3,100.0,fr,linear,Q,7.676708422803388,1.87514591531842,-58.38322128355503
BAAI/bge-m3,100.0,fr,linear,M,6.796923435286398,1.1520849489603302,-61.38005009293556
BAAI/bge-m3,100.0,fr,linear,T,7.4205967083215185,1.4320701057611678,-64.14250962436199
BAAI/bge-m3,100.0,fr,affine,N,7.918894183628366,1.7953126358379312,-67.5738570690155
BAAI/bge-m3,100.0,fr,affine,Q,7.6252180001800784,1.7198219296939825,-58.51901978254318
BAAI/bge-m3,100.0,fr,affine,M,6.831072327292282,1.1558934872137578,-61.98764079809189
BAAI/bge-m3,100.0,fr,affine,T,7.436260334906819,1.368222864897167,-64.81862051784992
BAAI/bge-m3,100.0,de,linear,N,7.927416443915458,1.961610955824592,-67.5862292572856
BAAI/bge-m3,100.0,de,linear,Q,7.68970263703121,1.9005606497956855,-58.11657336354256
BAAI/bge-m3,100.0,de,linear,M,6.791516197022901,1.13247838230929,-61.52438645064831
BAAI/bge-m3,100.0,de,linear,T,7.396793744934328,1.405908526804534,-64.08075162768364
BAAI/bge-m3,100.0,de,affine,N,7.88391048276938,1.782220504922137,-67.77111291885376
BAAI/bge-m3,100.0,de,affine,Q,7.657245687208731,1.8058495697032184,-58.35806964337826
BAAI/bge-m3,100.0,de,affine,M,6.825520343350722,1.1046594191018,-62.18338391184807
BAAI/bge-m3,100.0,de,affine,T,7.420234761202755,1.4052657817548082,-64.76577019691467
BAAI/bge-m3,100.0,ru,linear,N,8.14800738565045,1.882461489422168,-71.53331892192364
BAAI/bge-m3,100.0,ru,linear,Q,7.881054011161587,2.0493110148812765,-62.58605694770813
BAAI/bge-m3,100.0,ru,linear,M,7.09619864450448,1.103389562549754,-65.22451691329479
BAAI/bge-m3,100.0,ru,linear,T,7.6648463964586675,1.3654682870895298,-68.09106256067753
BAAI/bge-m3,100.0,ru,affine,N,8.083527979610457,1.6487910413473028,-71.67308728396893
BAAI/bge-m3,100.0,ru,affine,Q,7.838271114222605,1.8998457107597184,-62.758447259664536
BAAI/bge-m3,100.0,ru,affine,M,7.132265980979812,1.1050606797111413,-65.82790432870388
BAAI/bge-m3,100.0,ru,affine,T,7.681351874519436,1.3173544123770529,-68.72999411821365
BAAI/bge-m3,100.0,zh,linear,N,8.056357510755268,1.9574797330889884,-68.92752453684807
BAAI/bge-m3,100.0,zh,linear,Q,7.775300290699656,1.8857683682233632,-59.155268505215645
BAAI/bge-m3,100.0,zh,linear,M,6.876787299301444,1.1681675759227803,-61.98966501653194
BAAI/bge-m3,100.0,zh,linear,T,7.519643496805471,1.4227348340082768,-65.26807755231857
BAAI/bge-m3,100.0,zh,affine,N,7.997559416918837,1.7302015014783854,-69.0193408280611
BAAI/bge-m3,100.0,zh,affine,Q,7.745882818012231,1.8340270868393185,-59.28645537793636
BAAI/bge-m3,100.0,zh,affine,M,6.9098296511678505,1.175728792181071,-62.56391145288944
BAAI/bge-m3,100.0,zh,affine,T,7.530236479596865,1.3912742312215025,-65.92276358604431
BAAI/bge-m3,100.0,ar,linear,N,8.19666670979842,1.9645150929719295,-72.19630724191666
BAAI/bge-m3,100.0,ar,linear,Q,7.804637806709819,2.011401934298112,-62.45948508381844
BAAI/bge-m3,100.0,ar,linear,M,7.19683138829356,1.1641188968297276,-66.10819712281227
BAAI/bge-m3,100.0,ar,linear,T,7.581453822103155,1.4115009119630764,-67.73411221802235
BAAI/bge-m3,100.0,ar,affine,N,8.124276819863265,1.7346237078464368,-72.29911132156849
BAAI/bge-m3,100.0,ar,affine,Q,7.7657060146293455,1.8761001259287324,-62.73383024334908
BAAI/bge-m3,100.0,ar,affine,M,7.22817058045605,1.1636083443459708,-66.7633261680603
BAAI/bge-m3,100.0,ar,affine,T,7.590013095299719,1.3735134896680454,-68.46208316087723
bert-base-multilingual-cased,10.0,en,linear,N,7.495075885551632,1.8269436490934523,-56.28229513764381
bert-base-multilingual-cased,10.0,en,linear,Q,9.047421713981317,2.123493797454082,-65.38753816485405
bert-base-multilingual-cased,10.0,en,linear,M,6.498716144175515,1.509802833560132,-51.00313326716423
bert-base-multilingual-cased,10.0,en,linear,T,7.56858061716549,1.8008473052147247,-55.91176238656044
bert-base-multilingual-cased,10.0,en,affine,N,7.521229860081658,1.8289425360976437,-56.8137489259243
bert-base-multilingual-cased,10.0,en,affine,Q,8.91761333323137,1.8111860303893348,-64.9926295876503
bert-base-multilingual-cased,10.0,en,affine,M,6.539652669040538,1.5095112956159822,-51.56508865952492
bert-base-multilingual-cased,10.0,en,affine,T,7.603122262933658,1.803470173442488,-56.5693234205246
bert-base-multilingual-cased,10.0,es,linear,N,7.483571704688368,1.89108793539446,-54.85090026259422
bert-base-multilingual-cased,10.0,es,linear,Q,9.03287739458705,2.1185796653879545,-65.30934490263462
bert-base-multilingual-cased,10.0,es,linear,M,6.446795041261163,1.3749071314331005,-49.93206974864006
bert-base-multilingual-cased,10.0,es,linear,T,7.629778582494221,1.840574454590173,-56.36289274692536
bert-base-multilingual-cased,10.0,es,affine,N,7.5007854660563185,1.8862405113721223,-55.34583127498627
bert-base-multilingual-cased,10.0,es,affine,Q,8.907405097170615,1.8198702276847096,-64.94781239330769
bert-base-multilingual-cased,10.0,es,affine,M,6.479174537589343,1.3828777890767436,-50.472364366054535
bert-base-multilingual-cased,10.0,es,affine,T,7.665063546903271,1.8269893294434003,-57.04408186674118
bert-base-multilingual-cased,10.0,fr,linear,N,7.626207548079747,1.8983899521953815,-55.6260107755661
bert-base-multilingual-cased,10.0,fr,linear,Q,9.142801077942186,2.075252290647499,-65.69140520691872
bert-base-multilingual-cased,10.0,fr,linear,M,6.520060486960935,1.4560955130957502,-50.40811330080032
bert-base-multilingual-cased,10.0,fr,linear,T,7.775737523050116,1.7944612081571,-57.76447665691376
bert-base-multilingual-cased,10.0,fr,affine,N,7.650911614077729,1.89781606149414,-56.15823712944984
bert-base-multilingual-cased,10.0,fr,affine,Q,9.026437236245457,1.8644221885594603,-65.28828084468842
bert-base-multilingual-cased,10.0,fr,affine,M,6.547338885766413,1.4537628943942995,-50.92833197116852
bert-base-multilingual-cased,10.0,fr,affine,T,7.798638211086653,1.8014331544390556,-58.386009216308594
bert-base-multilingual-cased,10.0,de,linear,N,7.617312179085257,1.876118588726031,-55.82583129405975
bert-base-multilingual-cased,10.0,de,linear,Q,9.134802377628,2.1126232796461677,-65.72435908019543
bert-base-multilingual-cased,10.0,de,linear,M,6.417401372728578,1.4647076038381208,-50.12465783953667
bert-base-multilingual-cased,10.0,de,linear,T,7.722516810454439,1.8736877002785712,-56.75898486375809
bert-base-multilingual-cased,10.0,de,affine,N,7.644153778236393,1.874147241841007,-56.36422976851463
bert-base-multilingual-cased,10.0,de,affine,Q,9.014027503331482,1.810063650786218,-65.34327191114426
bert-base-multilingual-cased,10.0,de,affine,M,6.45132926089657,1.4758454581438656,-50.671573132276535
bert-base-multilingual-cased,10.0,de,affine,T,7.755175647098134,1.889565429069013,-57.378442108631134
bert-base-multilingual-cased,10.0,ru,linear,N,7.7435920470565724,1.819364421584329,-57.59583988785744
bert-base-multilingual-cased,10.0,ru,linear,Q,9.146839726202469,2.1805642126400304,-66.3534828722477
bert-base-multilingual-cased,10.0,ru,linear,M,6.504010116619826,1.4883517023504906,-50.46999445557594
bert-base-multilingual-cased,10.0,ru,linear,T,7.934812523740677,1.9248568112710849,-58.35301876068115
bert-base-multilingual-cased,10.0,ru,affine,N,7.770110925534307,1.8151526739393264,-58.11607781052589
bert-base-multilingual-cased,10.0,ru,affine,Q,8.999204971817266,1.8020852148288524,-65.80093516409397
bert-base-multilingual-cased,10.0,ru,affine,M,6.529468809580135,1.4864642065602107,-50.97617411613464
bert-base-multilingual-cased,10.0,ru,affine,T,7.969981888768308,1.9341615647302977,-59.0120675265789
bert-base-multilingual-cased,10.0,zh,linear,N,7.778383332642631,1.8657241981514567,-58.08294230699539
bert-base-multilingual-cased,10.0,zh,linear,Q,9.171930834327489,2.17812846534546,-66.44019167125225
bert-base-multilingual-cased,10.0,zh,linear,M,6.651784734418863,1.553309242653767,-52.15734267234802
bert-base-multilingual-cased,10.0,zh,linear,T,7.883288043849712,1.7872006939176204,-58.875898987054825
bert-base-multilingual-cased,10.0,zh,affine,N,7.797850436116144,1.872904865146292,-58.59746545553208
bert-base-multilingual-cased,10.0,zh,affine,Q,9.029670820130452,1.7926748188756314,-65.95695275068283
bert-base-multilingual-cased,10.0,zh,affine,M,6.680697116739576,1.554694531835217,-52.68551343679428
bert-base-multilingual-cased,10.0,zh,affine,T,7.9114288305411105,1.808039257283287,-59.51619344949722
bert-base-multilingual-cased,10.0,ar,linear,N,7.216284641453162,1.7325208651536752,-53.61184221506119
bert-base-multilingual-cased,10.0,ar,linear,Q,8.895230369468877,1.9984365662977337,-63.73969280719757
bert-base-multilingual-cased,10.0,ar,linear,M,6.441639249695378,1.4663740798408251,-49.340929836034775
bert-base-multilingual-cased,10.0,ar,linear,T,7.372094888984245,1.889755307228817,-54.45304235816002
bert-base-multilingual-cased,10.0,ar,affine,N,7.234151708640587,1.7067079382200872,-54.11522468924522
bert-base-multilingual-cased,10.0,ar,affine,Q,8.807172669907038,1.7652045344179854,-63.57288785278797
bert-base-multilingual-cased,10.0,ar,affine,M,6.4801902943089615,1.468373322303563,-49.86497810482979
bert-base-multilingual-cased,10.0,ar,affine,T,7.406282855473873,1.894580619407372,-55.10060852766037
bert-base-multilingual-cased,100.0,en,linear,N,8.541745231271706,1.247412807502053,-86.42593057453632
bert-base-multilingual-cased,100.0,en,linear,Q,9.24974113029331,1.846909370853717,-91.09214129298924
bert-base-multilingual-cased,100.0,en,linear,M,8.199631580317794,1.0534979001247329,-83.70666368305683
bert-base-multilingual-cased,100.0,en,linear,T,8.546725175454934,1.2193586010433968,-86.17785784602165
bert-base-multilingual-cased,100.0,en,affine,N,8.573055783500646,1.2437840213552376,-87.0308875143528
bert-base-multilingual-cased,100.0,en,affine,Q,9.153836801277698,1.4191917270202492,-90.69956289976837
bert-base-multilingual-cased,100.0,en,affine,M,8.239415355464965,1.0528882590869308,-84.34074586629868
bert-base-multilingual-cased,100.0,en,affine,T,8.582640565610454,1.2207630901191713,-86.87907227128744
bert-base-multilingual-cased,100.0,es,linear,N,8.487399069394508,1.241763098358156,-85.38603936880827
bert-base-multilingual-cased,100.0,es,linear,Q,9.24572795154998,1.8213629643454523,-90.97013630717991
bert-base-multilingual-cased,100.0,es,linear,M,8.1557605353839,1.0670195652373586,-82.74941486120224
bert-base-multilingual-cased,100.0,es,linear,T,8.549269826975063,1.226529860149668,-86.25676412135363
bert-base-multilingual-cased,100.0,es,affine,N,8.516373864715565,1.2428431292429,-85.97447816282511
bert-base-multilingual-cased,100.0,es,affine,Q,9.156526238096228,1.42894297838619,-90.59391638636588
bert-base-multilingual-cased,100.0,es,affine,M,8.195785627324202,1.0626490162718156,-83.40366294980049
bert-base-multilingual-cased,100.0,es,affine,T,8.584983140531227,1.2277720823100216,-86.95429117232561
bert-base-multilingual-cased,100.0,fr,linear,N,8.527711018106142,1.2602606039161404,-85.62479779869318
bert-base-multilingual-cased,100.0,fr,linear,Q,9.255453593514398,1.7540623006926517,-91.1087937876582
bert-base-multilingual-cased,100.0,fr,linear,M,8.171264028177532,1.0719186619133427,-82.85773050785065
bert-base-multilingual-cased,100.0,fr,linear,T,8.617746691873766,1.2221514398772897,-86.88387084007263
bert-base-multilingual-cased,100.0,fr,affine,N,8.55959249780712,1.2551462095801054,-86.24327986687422
bert-base-multilingual-cased,100.0,fr,affine,Q,9.175954376211685,1.431734159065264,-90.77590603381395
bert-base-multilingual-cased,100.0,fr,affine,M,8.207545761180693,1.0617867590428478,-83.48309181630611
bert-base-multilingual-cased,100.0,fr,affine,T,8.650351201268055,1.222524160203311,-87.57343975454569
bert-base-multilingual-cased,100.0,de,linear,N,8.535495773119559,1.254693465172802,-85.78004428744316
bert-base-multilingual-cased,100.0,de,linear,Q,9.271970874030574,1.846377748354008,-90.98623862117527
bert-base-multilingual-cased,100.0,de,linear,M,8.159657842740845,1.08110663568303,-82.9118020683527
bert-base-multilingual-cased,100.0,de,linear,T,8.575404657929514,1.2198011824276789,-86.34730816632509
bert-base-multilingual-cased,100.0,de,affine,N,8.566417780249452,1.24784324245881,-86.41505043208599
bert-base-multilingual-cased,100.0,de,affine,Q,9.17764380302423,1.4412554990184063,-90.5966806858778
bert-base-multilingual-cased,100.0,de,affine,M,8.200174900646699,1.0792037209892391,-83.56907194107771
bert-base-multilingual-cased,100.0,de,affine,T,8.611431323110878,1.2222723883345818,-87.06167014688253
bert-base-multilingual-cased,100.0,ru,linear,N,8.669210950058373,1.252721403845291,-87.34846019744873
bert-base-multilingual-cased,100.0,ru,linear,Q,9.349892610688244,1.892970827186728,-91.9607076011598
bert-base-multilingual-cased,100.0,ru,linear,M,8.24093089596277,1.0803367605508944,-83.59587975591421
bert-base-multilingual-cased,100.0,ru,linear,T,8.71801650010158,1.2273567002146908,-87.81615567207336
bert-base-multilingual-cased,100.0,ru,affine,N,8.697441591471692,1.243698047991105,-87.92857501655817
bert-base-multilingual-cased,100.0,ru,affine,Q,9.239532116646393,1.4459514267049802,-91.46591924503446
bert-base-multilingual-cased,100.0,ru,affine,M,8.27679557309169,1.07739272535737,-84.20536751300097
bert-base-multilingual-cased,100.0,ru,affine,T,8.752554747600541,1.2308584146585295,-88.48735040426254
bert-base-multilingual-cased,100.0,zh,linear,N,8.66607698272048,1.2581560870874764,-87.5547216385603
bert-base-multilingual-cased,100.0,zh,linear,Q,9.320197678244403,1.885604482294172,-91.87904667109252
bert-base-multilingual-cased,100.0,zh,linear,M,8.28691455195087,1.099279233572097,-84.47514778375626
bert-base-multilingual-cased,100.0,zh,linear,T,8.706799981179035,1.228848324622287,-88.04610917717218
bert-base-multilingual-cased,100.0,zh,affine,N,8.69407054006318,1.250679705744426,-88.1546770632267
bert-base-multilingual-cased,100.0,zh,affine,Q,9.218339464269269,1.3657126089432463,-91.43628217279912
bert-base-multilingual-cased,100.0,zh,affine,M,8.324494201747799,1.0901156835603123,-85.10654179006815
bert-base-multilingual-cased,100.0,zh,affine,T,8.741503931188417,1.2302459480563726,-88.74317999184132
bert-base-multilingual-cased,100.0,ar,linear,N,8.390857659455154,1.2206551872664562,-84.42520975321531
bert-base-multilingual-cased,100.0,ar,linear,Q,9.147864656904728,1.708349224810059,-89.52390491217375
bert-base-multilingual-cased,100.0,ar,linear,M,8.114848828811255,1.0821665616576903,-82.14248982071877
bert-base-multilingual-cased,100.0,ar,linear,T,8.44081583577021,1.1878103453271298,-84.94528897106647
bert-base-multilingual-cased,100.0,ar,affine,N,8.42018601272713,1.1783481127648785,-85.04810176044703
bert-base-multilingual-cased,100.0,ar,affine,Q,9.086228693587511,1.45073653782321,-89.36874193698168
bert-base-multilingual-cased,100.0,ar,affine,M,8.15437054964394,1.0768278732140055,-82.80152133107185
bert-base-multilingual-cased,100.0,ar,affine,T,8.479173494704352,1.1752707240741618,-85.67404425889254
distilbert-base-multilingual-cased,10.0,en,linear,N,7.383926801620738,1.4255637967039116,-63.986666947603226
distilbert-base-multilingual-cased,10.0,en,linear,Q,7.759122549836568,1.916764668662461,-67.36312160640955
distilbert-base-multilingual-cased,10.0,en,linear,M,6.806153378081133,1.1029228420706505,-62.158569261431694
distilbert-base-multilingual-cased,10.0,en,linear,T,7.244833667209591,1.4230833525753963,-61.04638266563416
distilbert-base-multilingual-cased,10.0,en,affine,N,7.407690765274824,1.3947704375809633,-64.55619104206562
distilbert-base-multilingual-cased,10.0,en,affine,Q,7.628037900299908,1.4212486103302806,-67.08115449547768
distilbert-base-multilingual-cased,10.0,en,affine,M,6.853137913979965,1.1029809795163112,-62.88703492283821
distilbert-base-multilingual-cased,10.0,en,affine,T,7.277951466939361,1.4070890615673644,-61.71839702129364
distilbert-base-multilingual-cased,10.0,es,linear,N,7.39901881314679,1.4496140742711223,-63.34373547136784
distilbert-base-multilingual-cased,10.0,es,linear,Q,7.835627745965826,1.9105701948698357,-67.81896515376866
distilbert-base-multilingual-cased,10.0,es,linear,M,6.773118924835852,1.1311166726054982,-61.07040719687939
distilbert-base-multilingual-cased,10.0,es,linear,T,7.315267961223234,1.4245028769430044,-61.16766951978207
distilbert-base-multilingual-cased,10.0,es,affine,N,7.430010600902144,1.428576716815431,-64.00629477202892
distilbert-base-multilingual-cased,10.0,es,affine,Q,7.711002074772477,1.435083541933282,-67.61814683675766
distilbert-base-multilingual-cased,10.0,es,affine,M,6.819612575713609,1.137982075383631,-61.79698631167412
distilbert-base-multilingual-cased,10.0,es,affine,T,7.348182359557359,1.4128289752730183,-61.88815551996231
distilbert-base-multilingual-cased,10.0,fr,linear,N,7.501557173260985,1.4784213685954792,-63.57522331178188
distilbert-base-multilingual-cased,10.0,fr,linear,Q,7.872734939870512,1.863258215746571,-67.45191291719675
distilbert-base-multilingual-cased,10.0,fr,linear,M,6.791238678564107,1.10654066788728,-61.49894466996193
distilbert-base-multilingual-cased,10.0,fr,linear,T,7.463768135783459,1.467208110042324,-62.07369762659073
distilbert-base-multilingual-cased,10.0,fr,affine,N,7.534473552986326,1.4768482850562468,-64.2362239509821
distilbert-base-multilingual-cased,10.0,fr,affine,Q,7.764053281762886,1.4527842740561103,-67.25013409554958
distilbert-base-multilingual-cased,10.0,fr,affine,M,6.837904689494269,1.1067330011186316,-62.2213575989008
distilbert-base-multilingual-cased,10.0,fr,affine,T,7.497511978365524,1.4632937251374023,-62.79686410725117
distilbert-base-multilingual-cased,10.0,de,linear,N,7.459854231359864,1.48330174691755,-63.58064392209053
distilbert-base-multilingual-cased,10.0,de,linear,Q,7.824991489899503,1.8811384054327107,-67.28917749971151
distilbert-base-multilingual-cased,10.0,de,linear,M,6.77746909634596,1.1174624254436742,-61.2921255081892
distilbert-base-multilingual-cased,10.0,de,linear,T,7.370765323761431,1.4258402427717347,-61.459231704473495
distilbert-base-multilingual-cased,10.0,de,affine,N,7.493702021866272,1.4662343126341808,-64.22115360200405
distilbert-base-multilingual-cased,10.0,de,affine,Q,7.704784999751377,1.4097901583148211,-67.05221100151539
distilbert-base-multilingual-cased,10.0,de,affine,M,6.827645720249106,1.116557883182825,-62.01124340295792
distilbert-base-multilingual-cased,10.0,de,affine,T,7.407105727969832,1.422711296289492,-62.15136361122131
distilbert-base-multilingual-cased,10.0,ru,linear,N,7.620359231255872,1.467147625583334,-65.85742676258087
distilbert-base-multilingual-cased,10.0,ru,linear,Q,8.029978416834394,1.9821310536236625,-69.79203350841999
distilbert-base-multilingual-cased,10.0,ru,linear,M,6.791431676136376,1.1044370194978703,-61.29737210273743
distilbert-base-multilingual-cased,10.0,ru,linear,T,7.578220948421059,1.4895858312632069,-63.49963669478893
distilbert-base-multilingual-cased,10.0,ru,affine,N,7.64571018075483,1.4624834451102893,-66.46173207461834
distilbert-base-multilingual-cased,10.0,ru,affine,Q,7.884854792502528,1.4397729616651342,-69.43905597925186
distilbert-base-multilingual-cased,10.0,ru,affine,M,6.835981493785751,1.1026358639143086,-62.00766794383526
distilbert-base-multilingual-cased,10.0,ru,affine,T,7.607519534771418,1.489359883230524,-64.1872858852148
distilbert-base-multilingual-cased,10.0,zh,linear,N,7.665727407990129,1.4895510906853675,-66.67443524301052
distilbert-base-multilingual-cased,10.0,zh,linear,Q,7.98653164284263,1.8755266442758147,-69.72882877290249
distilbert-base-multilingual-cased,10.0,zh,linear,M,6.890172840659147,1.0973206029329825,-63.122319132089615
distilbert-base-multilingual-cased,10.0,zh,linear,T,7.601903222375942,1.454765334119852,-64.49797113239765
distilbert-base-multilingual-cased,10.0,zh,affine,N,7.695461126615517,1.4668737899700373,-67.27761514484882
distilbert-base-multilingual-cased,10.0,zh,affine,Q,7.873193919540996,1.4328774827490882,-69.5325033813715
distilbert-base-multilingual-cased,10.0,zh,affine,M,6.938684313441689,1.095199593575552,-63.85486841201782
distilbert-base-multilingual-cased,10.0,zh,affine,T,7.633847278366678,1.4541558674165804,-65.18645991384983
distilbert-base-multilingual-cased,10.0,ar,linear,N,7.269375001449795,1.4347318440144747,-62.663999766111374
distilbert-base-multilingual-cased,10.0,ar,linear,Q,7.637944644608348,1.6751642777677462,-66.49537405371666
distilbert-base-multilingual-cased,10.0,ar,linear,M,6.708781332339814,1.1106377524359845,-60.158339127898216
distilbert-base-multilingual-cased,10.0,ar,linear,T,7.176411738373343,1.4272674018548068,-59.911470383405685
distilbert-base-multilingual-cased,10.0,ar,affine,N,7.30192142380953,1.419854871501346,-63.30078734457493
