model,template_id,pair,a,b,comm_norm,antisym_error,relative_antisym_error,cos_comm_ab_neg_comm_ba
distilgpt2,16,NM_vs_MN,N,M,4.7270097732543945,0.0,0.0,1.0000001192092896
distilgpt2,16,NT_vs_TN,N,T,13.302488327026367,0.0,0.0,1.0
distilgpt2,16,QM_vs_MQ,Q,M,9.099336624145508,0.0,0.0,0.9999998807907104
distilgpt2,16,QT_vs_TQ,Q,T,3.391846179962158,0.0,0.0,0.9999998807907104
distilgpt2,16,MT_vs_TM,M,T,11.389453887939453,0.0,0.0,1.0
distilgpt2,17,NQ_vs_QN,N,Q,5.327914714813232,0.0,0.0,1.0
distilgpt2,17,NM_vs_MN,N,M,4.143006324768066,0.0,0.0,0.9999998807907104
distilgpt2,17,NT_vs_TN,N,T,7.70031213760376,0.0,0.0,0.9999998807907104
distilgpt2,17,QM_vs_MQ,Q,M,8.282629013061523,0.0,0.0,1.0
distilgpt2,17,QT_vs_TQ,Q,T,2.4359912872314453,0.0,0.0,0.9999998807907104
distilgpt2,17,MT_vs_TM,M,T,9.360888481140137,0.0,0.0,0.9999999403953552
distilgpt2,18,NQ_vs_QN,N,Q,5.188119888305664,0.0,0.0,0.9999999403953552
distilgpt2,18,NM_vs_MN,N,M,4.055929183959961,0.0,0.0,1.0
distilgpt2,18,NT_vs_TN,N,T,9.139519691467285,0.0,0.0,1.000000238418579
distilgpt2,18,QM_vs_MQ,Q,M,9.393685340881348,0.0,0.0,0.9999998807907104
distilgpt2,18,QT_vs_TQ,Q,T,2.549536943435669,0.0,0.0,1.0
distilgpt2,18,MT_vs_TM,M,T,9.422537803649902,0.0,0.0,1.0000001192092896
distilgpt2,19,NQ_vs_QN,N,Q,5.692625522613525,0.0,0.0,1.0
distilgpt2,19,NM_vs_MN,N,M,4.769728183746338,0.0,0.0,1.0000001192092896
distilgpt2,19,NT_vs_TN,N,T,8.160503387451172,0.0,0.0,0.9999998807907104
distilgpt2,19,QM_vs_MQ,Q,M,8.833165168762207,0.0,0.0,1.0
distilgpt2,19,QT_vs_TQ,Q,T,2.583956241607666,0.0,0.0,1.0000001192092896
distilgpt2,19,MT_vs_TM,M,T,10.069498062133789,0.0,0.0,0.9999998807907104
distilgpt2,20,NQ_vs_QN,N,Q,5.3048272132873535,0.0,0.0,1.0000001192092896
distilgpt2,20,NM_vs_MN,N,M,3.9045491218566895,0.0,0.0,1.0
distilgpt2,20,NT_vs_TN,N,T,8.897065162658691,0.0,0.0,0.9999999403953552
distilgpt2,20,QM_vs_MQ,Q,M,6.9394683837890625,0.0,0.0,0.9999998807907104
distilgpt2,20,QT_vs_TQ,Q,T,2.246154308319092,0.0,0.0,1.0000001192092896
distilgpt2,20,MT_vs_TM,M,T,8.737960815429688,0.0,0.0,1.0
distilgpt2,21,NQ_vs_QN,N,Q,6.02737283706665,0.0,0.0,0.9999998807907104
distilgpt2,21,NM_vs_MN,N,M,6.876802444458008,0.0,0.0,0.9999999403953552
distilgpt2,21,NT_vs_TN,N,T,10.384193420410156,0.0,0.0,1.0
distilgpt2,21,QM_vs_MQ,Q,M,6.425422191619873,0.0,0.0,0.9999997615814209
distilgpt2,21,QT_vs_TQ,Q,T,3.733048677444458,0.0,0.0,0.9999998807907104
distilgpt2,21,MT_vs_TM,M,T,9.511246681213379,0.0,0.0,1.0000001192092896
distilgpt2,22,NQ_vs_QN,N,Q,5.0735368728637695,0.0,0.0,1.0000001192092896
distilgpt2,22,NM_vs_MN,N,M,4.046611785888672,0.0,0.0,0.9999998807907104
distilgpt2,22,NT_vs_TN,N,T,14.62269115447998,0.0,0.0,1.0
distilgpt2,22,QM_vs_MQ,Q,M,8.01993465423584,0.0,0.0,1.0
distilgpt2,22,QT_vs_TQ,Q,T,2.444613218307495,0.0,0.0,1.0000001192092896
distilgpt2,22,MT_vs_TM,M,T,12.002033233642578,0.0,0.0,1.0000001192092896
distilgpt2,23,NQ_vs_QN,N,Q,5.169106483459473,0.0,0.0,0.9999999403953552
distilgpt2,23,NM_vs_MN,N,M,4.166543006896973,0.0,0.0,1.0
distilgpt2,23,NT_vs_TN,N,T,15.541204452514648,0.0,0.0,0.9999999403953552
distilgpt2,23,QM_vs_MQ,Q,M,8.915143013000488,0.0,0.0,1.0
distilgpt2,23,QT_vs_TQ,Q,T,4.683988571166992,0.0,0.0,0.9999998807907104
distilgpt2,23,MT_vs_TM,M,T,13.373476028442383,0.0,0.0,0.9999999403953552
distilgpt2,24,NQ_vs_QN,N,Q,4.981891632080078,0.0,0.0,1.0
distilgpt2,24,NM_vs_MN,N,M,4.716180801391602,0.0,0.0,0.9999999403953552
distilgpt2,24,NT_vs_TN,N,T,12.541497230529785,0.0,0.0,0.9999997019767761
distilgpt2,24,QM_vs_MQ,Q,M,6.832597732543945,0.0,0.0,0.9999998807907104
distilgpt2,24,QT_vs_TQ,Q,T,2.426586389541626,0.0,0.0,1.0
distilgpt2,24,MT_vs_TM,M,T,12.291037559509277,0.0,0.0,1.0
distilgpt2,25,NQ_vs_QN,N,Q,6.444544315338135,0.0,0.0,1.0
distilgpt2,25,NM_vs_MN,N,M,4.331684112548828,0.0,0.0,1.0000001192092896
distilgpt2,25,NT_vs_TN,N,T,11.05086612701416,0.0,0.0,1.0
distilgpt2,25,QM_vs_MQ,Q,M,7.3825225830078125,0.0,0.0,1.0
distilgpt2,25,QT_vs_TQ,Q,T,1.5552794933319092,0.0,0.0,1.0
distilgpt2,25,MT_vs_TM,M,T,9.151021003723145,0.0,0.0,1.0000001192092896
distilgpt2,26,NQ_vs_QN,N,Q,5.180805206298828,0.0,0.0,0.9999998807907104
distilgpt2,26,NM_vs_MN,N,M,3.9602880477905273,0.0,0.0,1.0
distilgpt2,26,NT_vs_TN,N,T,9.98328685760498,0.0,0.0,0.9999997019767761
distilgpt2,26,QM_vs_MQ,Q,M,8.239011764526367,0.0,0.0,0.9999999403953552
distilgpt2,26,QT_vs_TQ,Q,T,1.9289242029190063,0.0,0.0,1.0000001192092896
distilgpt2,26,MT_vs_TM,M,T,9.43138599395752,0.0,0.0,1.0
distilgpt2,27,NQ_vs_QN,N,Q,5.031782627105713,0.0,0.0,1.0000001192092896
distilgpt2,27,NM_vs_MN,N,M,5.8215227127075195,0.0,0.0,1.0
distilgpt2,27,NT_vs_TN,N,T,12.055256843566895,0.0,0.0,1.0
distilgpt2,27,QM_vs_MQ,Q,M,7.835952281951904,0.0,0.0,0.9999998807907104
distilgpt2,27,QT_vs_TQ,Q,T,2.344230890274048,0.0,0.0,1.0
distilgpt2,27,MT_vs_TM,M,T,9.816633224487305,0.0,0.0,1.0
distilgpt2,28,NQ_vs_QN,N,Q,5.728053569793701,0.0,0.0,1.0
distilgpt2,28,NM_vs_MN,N,M,6.029545307159424,0.0,0.0,1.0
distilgpt2,28,NT_vs_TN,N,T,13.153444290161133,0.0,0.0,1.000000238418579
distilgpt2,28,QM_vs_MQ,Q,M,6.270942687988281,0.0,0.0,1.000000238418579
distilgpt2,28,QT_vs_TQ,Q,T,2.864492177963257,0.0,0.0,0.9999998211860657
distilgpt2,28,MT_vs_TM,M,T,11.208011627197266,0.0,0.0,0.9999998807907104
distilgpt2,29,NQ_vs_QN,N,Q,6.0478997230529785,0.0,0.0,0.9999999403953552
distilgpt2,29,NM_vs_MN,N,M,4.997401714324951,0.0,0.0,1.0
distilgpt2,29,NT_vs_TN,N,T,9.043594360351562,0.0,0.0,0.9999999403953552
distilgpt2,29,QM_vs_MQ,Q,M,6.6557207107543945,0.0,0.0,1.0
distilgpt2,29,QT_vs_TQ,Q,T,3.4465770721435547,0.0,0.0,1.0
distilgpt2,29,MT_vs_TM,M,T,8.269068717956543,0.0,0.0,0.9999998211860657
distilgpt2,30,NQ_vs_QN,N,Q,6.682301044464111,0.0,0.0,1.0
distilgpt2,30,NM_vs_MN,N,M,4.866892337799072,0.0,0.0,0.9999998807907104
distilgpt2,30,NT_vs_TN,N,T,10.88924789428711,0.0,0.0,1.0
distilgpt2,30,QM_vs_MQ,Q,M,10.013012886047363,0.0,0.0,0.9999998211860657
distilgpt2,30,QT_vs_TQ,Q,T,3.1857409477233887,0.0,0.0,1.000000238418579
distilgpt2,30,MT_vs_TM,M,T,11.473983764648438,0.0,0.0,1.0000001192092896
distilgpt2,31,NQ_vs_QN,N,Q,5.163204193115234,0.0,0.0,1.0
distilgpt2,31,NM_vs_MN,N,M,4.143045425415039,0.0,0.0,0.9999999403953552
distilgpt2,31,NT_vs_TN,N,T,15.437762260437012,0.0,0.0,0.9999998211860657
distilgpt2,31,QM_vs_MQ,Q,M,8.369253158569336,0.0,0.0,0.9999998807907104
distilgpt2,31,QT_vs_TQ,Q,T,2.9010138511657715,0.0,0.0,0.9999997615814209
distilgpt2,31,MT_vs_TM,M,T,10.426456451416016,0.0,0.0,1.0
distilgpt2,32,NQ_vs_QN,N,Q,5.037426471710205,0.0,0.0,1.0
distilgpt2,32,NM_vs_MN,N,M,4.671902179718018,0.0,0.0,0.9999999403953552
distilgpt2,32,NT_vs_TN,N,T,9.957595825195312,0.0,0.0,1.0000001192092896
distilgpt2,32,QM_vs_MQ,Q,M,6.96150541305542,0.0,0.0,0.9999999403953552
distilgpt2,32,QT_vs_TQ,Q,T,1.5660688877105713,0.0,0.0,1.0
distilgpt2,32,MT_vs_TM,M,T,9.069048881530762,0.0,0.0,0.9999998807907104
distilgpt2,33,NQ_vs_QN,N,Q,5.273326873779297,0.0,0.0,1.0
distilgpt2,33,NM_vs_MN,N,M,4.743749618530273,0.0,0.0,1.0
distilgpt2,33,NT_vs_TN,N,T,12.066742897033691,0.0,0.0,1.0
distilgpt2,33,QM_vs_MQ,Q,M,6.910040378570557,0.0,0.0,0.9999999403953552
distilgpt2,33,QT_vs_TQ,Q,T,1.6320438385009766,0.0,0.0,0.9999999403953552
distilgpt2,33,MT_vs_TM,M,T,15.865437507629395,0.0,0.0,0.9999998807907104
distilgpt2,34,NQ_vs_QN,N,Q,5.302735328674316,0.0,0.0,1.0
distilgpt2,34,NM_vs_MN,N,M,5.090859413146973,0.0,0.0,1.0
distilgpt2,34,NT_vs_TN,N,T,14.382553100585938,0.0,0.0,0.9999998807907104
distilgpt2,34,QM_vs_MQ,Q,M,7.619085311889648,0.0,0.0,1.0
distilgpt2,34,QT_vs_TQ,Q,T,1.83867347240448,0.0,0.0,1.0
distilgpt2,34,MT_vs_TM,M,T,13.46291446685791,0.0,0.0,1.0
distilgpt2,35,NQ_vs_QN,N,Q,4.885544300079346,0.0,0.0,0.9999998211860657
distilgpt2,35,NM_vs_MN,N,M,4.270430088043213,0.0,0.0,1.0
distilgpt2,35,NT_vs_TN,N,T,7.986836910247803,0.0,0.0,1.0
distilgpt2,35,QM_vs_MQ,Q,M,6.71613883972168,0.0,0.0,0.9999998807907104
distilgpt2,35,QT_vs_TQ,Q,T,3.337371826171875,0.0,0.0,0.9999998807907104
distilgpt2,35,MT_vs_TM,M,T,9.274212837219238,0.0,0.0,1.0
distilgpt2,36,NQ_vs_QN,N,Q,5.476930141448975,0.0,0.0,0.9999999403953552
distilgpt2,36,NM_vs_MN,N,M,5.09481954574585,0.0,0.0,1.0
distilgpt2,36,NT_vs_TN,N,T,10.944303512573242,0.0,0.0,0.9999999403953552
distilgpt2,36,QM_vs_MQ,Q,M,6.656682014465332,0.0,0.0,1.0000001192092896
distilgpt2,36,QT_vs_TQ,Q,T,3.5550026893615723,0.0,0.0,1.0000001192092896
distilgpt2,36,MT_vs_TM,M,T,10.803573608398438,0.0,0.0,0.9999999403953552
distilgpt2,37,NQ_vs_QN,N,Q,5.451166152954102,0.0,0.0,1.0
distilgpt2,37,NM_vs_MN,N,M,3.9755141735076904,0.0,0.0,1.0
distilgpt2,37,NT_vs_TN,N,T,9.973050117492676,0.0,0.0,1.000000238418579
distilgpt2,37,QM_vs_MQ,Q,M,7.237636566162109,0.0,0.0,1.0
distilgpt2,37,QT_vs_TQ,Q,T,1.4274394512176514,0.0,0.0,0.9999998807907104
distilgpt2,37,MT_vs_TM,M,T,8.278276443481445,0.0,0.0,1.0
distilgpt2,38,NQ_vs_QN,N,Q,5.047747611999512,0.0,0.0,1.0
distilgpt2,38,NM_vs_MN,N,M,5.349593162536621,0.0,0.0,0.9999999403953552
distilgpt2,38,NT_vs_TN,N,T,13.179670333862305,0.0,0.0,1.0000001192092896
distilgpt2,38,QM_vs_MQ,Q,M,7.248603820800781,0.0,0.0,1.0
distilgpt2,38,QT_vs_TQ,Q,T,3.0884902477264404,0.0,0.0,1.0
distilgpt2,38,MT_vs_TM,M,T,9.708635330200195,0.0,0.0,0.9999998807907104
distilgpt2,39,NQ_vs_QN,N,Q,5.664405345916748,0.0,0.0,0.9999998807907104
distilgpt2,39,NM_vs_MN,N,M,4.343210697174072,0.0,0.0,0.9999998807907104
distilgpt2,39,NT_vs_TN,N,T,14.432333946228027,0.0,0.0,1.0000001192092896
distilgpt2,39,QM_vs_MQ,Q,M,7.665379524230957,0.0,0.0,0.9999998807907104
distilgpt2,39,QT_vs_TQ,Q,T,2.679338216781616,0.0,0.0,0.9999999403953552
distilgpt2,39,MT_vs_TM,M,T,13.199326515197754,0.0,0.0,1.0000001192092896
distilgpt2,40,NQ_vs_QN,N,Q,6.498021125793457,0.0,0.0,1.0
distilgpt2,40,NM_vs_MN,N,M,4.565324783325195,0.0,0.0,1.0
distilgpt2,40,NT_vs_TN,N,T,11.681912422180176,0.0,0.0,0.9999999403953552
distilgpt2,40,QM_vs_MQ,Q,M,8.091297149658203,0.0,0.0,1.0
distilgpt2,40,QT_vs_TQ,Q,T,2.7153100967407227,0.0,0.0,0.9999998807907104
distilgpt2,40,MT_vs_TM,M,T,11.09872817993164,0.0,0.0,0.9999998807907104
distilgpt2,41,NQ_vs_QN,N,Q,5.310095310211182,0.0,0.0,0.9999998807907104
distilgpt2,41,NM_vs_MN,N,M,4.564198017120361,0.0,0.0,1.000000238418579
distilgpt2,41,NT_vs_TN,N,T,13.032452583312988,0.0,0.0,1.0
distilgpt2,41,QM_vs_MQ,Q,M,7.780771732330322,0.0,0.0,0.9999999403953552
distilgpt2,41,QT_vs_TQ,Q,T,1.9908742904663086,0.0,0.0,1.0000001192092896
distilgpt2,41,MT_vs_TM,M,T,11.706585884094238,0.0,0.0,1.0000001192092896
distilgpt2,42,NQ_vs_QN,N,Q,5.625001430511475,0.0,0.0,1.0
distilgpt2,42,NM_vs_MN,N,M,4.99169921875,0.0,0.0,1.0
distilgpt2,42,NT_vs_TN,N,T,10.284789085388184,0.0,0.0,0.9999998807907104
distilgpt2,42,QM_vs_MQ,Q,M,6.445781707763672,0.0,0.0,0.9999998807907104
distilgpt2,42,QT_vs_TQ,Q,T,2.381175994873047,0.0,0.0,1.0
distilgpt2,42,MT_vs_TM,M,T,10.68453311920166,0.0,0.0,1.0
distilgpt2,43,NQ_vs_QN,N,Q,5.230357646942139,0.0,0.0,1.0000001192092896
distilgpt2,43,NM_vs_MN,N,M,4.504420757293701,0.0,0.0,0.9999998211860657
distilgpt2,43,NT_vs_TN,N,T,7.47107458114624,0.0,0.0,1.0000001192092896
distilgpt2,43,QM_vs_MQ,Q,M,7.4173383712768555,0.0,0.0,0.9999999403953552
distilgpt2,43,QT_vs_TQ,Q,T,2.787505865097046,0.0,0.0,0.9999999403953552
distilgpt2,43,MT_vs_TM,M,T,8.76253604888916,0.0,0.0,1.0000001192092896
distilgpt2,44,NQ_vs_QN,N,Q,5.3560943603515625,0.0,0.0,1.0
distilgpt2,44,NM_vs_MN,N,M,4.267647743225098,0.0,0.0,1.0
distilgpt2,44,NT_vs_TN,N,T,9.449647903442383,0.0,0.0,1.0000001192092896
distilgpt2,44,QM_vs_MQ,Q,M,7.573627948760986,0.0,0.0,0.9999998807907104
distilgpt2,44,QT_vs_TQ,Q,T,1.8965386152267456,0.0,0.0,0.9999999403953552
distilgpt2,44,MT_vs_TM,M,T,9.34104061126709,0.0,0.0,1.0000001192092896
distilgpt2,45,NQ_vs_QN,N,Q,6.383468151092529,0.0,0.0,1.0000001192092896
distilgpt2,45,NM_vs_MN,N,M,4.500635623931885,0.0,0.0,0.9999998807907104
distilgpt2,45,NT_vs_TN,N,T,13.929685592651367,0.0,0.0,0.9999998807907104
distilgpt2,45,QM_vs_MQ,Q,M,7.966289520263672,0.0,0.0,1.0
distilgpt2,45,QT_vs_TQ,Q,T,3.2785234451293945,0.0,0.0,0.9999999403953552
distilgpt2,45,MT_vs_TM,M,T,7.606156349182129,0.0,0.0,1.0
distilgpt2,46,NQ_vs_QN,N,Q,5.645884037017822,0.0,0.0,1.0000001192092896
distilgpt2,46,NM_vs_MN,N,M,5.109422206878662,0.0,0.0,1.0000001192092896
distilgpt2,46,NT_vs_TN,N,T,11.012831687927246,0.0,0.0,0.9999998211860657
distilgpt2,46,QM_vs_MQ,Q,M,7.357198715209961,0.0,0.0,0.9999999403953552
distilgpt2,46,QT_vs_TQ,Q,T,2.120694637298584,0.0,0.0,0.9999997615814209
distilgpt2,46,MT_vs_TM,M,T,13.399153709411621,0.0,0.0,0.9999999403953552
distilgpt2,47,NQ_vs_QN,N,Q,5.544855117797852,0.0,0.0,0.9999999403953552
distilgpt2,47,NM_vs_MN,N,M,4.2734222412109375,0.0,0.0,1.0000001192092896
distilgpt2,47,NT_vs_TN,N,T,9.803820610046387,0.0,0.0,0.9999998211860657
distilgpt2,47,QM_vs_MQ,Q,M,7.05552864074707,0.0,0.0,0.9999998807907104
distilgpt2,47,QT_vs_TQ,Q,T,1.9847172498703003,0.0,0.0,1.0
distilgpt2,47,MT_vs_TM,M,T,12.219907760620117,0.0,0.0,0.9999998807907104
distilgpt2,48,NQ_vs_QN,N,Q,5.602359294891357,0.0,0.0,1.0
distilgpt2,48,NM_vs_MN,N,M,4.11539363861084,0.0,0.0,1.0
distilgpt2,48,NT_vs_TN,N,T,10.025025367736816,0.0,0.0,1.0000001192092896
distilgpt2,48,QM_vs_MQ,Q,M,9.609559059143066,0.0,0.0,1.0
distilgpt2,48,QT_vs_TQ,Q,T,2.9832937717437744,0.0,0.0,0.9999999403953552
distilgpt2,48,MT_vs_TM,M,T,11.1843900680542,0.0,0.0,1.0000001192092896
distilgpt2,49,NQ_vs_QN,N,Q,5.273210048675537,0.0,0.0,1.0000001192092896
distilgpt2,49,NM_vs_MN,N,M,5.445272445678711,0.0,0.0,1.0
distilgpt2,49,NT_vs_TN,N,T,12.45338249206543,0.0,0.0,1.0
distilgpt2,49,QM_vs_MQ,Q,M,7.26980447769165,0.0,0.0,0.9999999403953552
distilgpt2,49,QT_vs_TQ,Q,T,3.3369836807250977,0.0,0.0,0.9999998807907104
