model,template_id,pair,a,b,comm_norm,antisym_error,relative_antisym_error,cos_comm_ab_neg_comm_ba
gpt2,3,QT_vs_TQ,Q,T,4.86293888092041,0.0,0.0,1.0000001192092896
gpt2,3,MT_vs_TM,M,T,15.592377662658691,0.0,0.0,1.0
gpt2,4,NQ_vs_QN,N,Q,10.33390998840332,0.0,0.0,1.0
gpt2,4,NM_vs_MN,N,M,11.001810073852539,0.0,0.0,1.0
gpt2,4,NT_vs_TN,N,T,24.294618606567383,0.0,0.0,0.9999997615814209
gpt2,4,QM_vs_MQ,Q,M,10.541031837463379,0.0,0.0,0.9999998807907104
gpt2,4,QT_vs_TQ,Q,T,4.7221856117248535,0.0,0.0,0.9999998807907104
gpt2,4,MT_vs_TM,M,T,12.224008560180664,0.0,0.0,1.0
gpt2,5,NQ_vs_QN,N,Q,9.11118221282959,0.0,0.0,1.0
gpt2,5,NM_vs_MN,N,M,14.396700859069824,0.0,0.0,1.000000238418579
gpt2,5,NT_vs_TN,N,T,29.32364273071289,0.0,0.0,0.9999999403953552
gpt2,5,QM_vs_MQ,Q,M,13.726028442382812,0.0,0.0,0.9999998807907104
gpt2,5,QT_vs_TQ,Q,T,5.109816074371338,0.0,0.0,1.0
gpt2,5,MT_vs_TM,M,T,13.846100807189941,0.0,0.0,0.9999998211860657
gpt2,6,NQ_vs_QN,N,Q,9.553513526916504,0.0,0.0,1.000000238418579
gpt2,6,NM_vs_MN,N,M,11.857950210571289,0.0,0.0,0.9999999403953552
gpt2,6,NT_vs_TN,N,T,20.97129249572754,0.0,0.0,1.0000001192092896
gpt2,6,QM_vs_MQ,Q,M,10.04588508605957,0.0,0.0,1.0
gpt2,6,QT_vs_TQ,Q,T,2.716952323913574,0.0,0.0,1.0
gpt2,6,MT_vs_TM,M,T,9.383173942565918,0.0,0.0,1.0000001192092896
gpt2,7,NQ_vs_QN,N,Q,10.339866638183594,0.0,0.0,1.0000001192092896
gpt2,7,NM_vs_MN,N,M,9.624906539916992,0.0,0.0,1.0
gpt2,7,NT_vs_TN,N,T,29.502197265625,0.0,0.0,1.0000001192092896
gpt2,7,QM_vs_MQ,Q,M,10.610615730285645,0.0,0.0,0.9999998807907104
gpt2,7,QT_vs_TQ,Q,T,4.931276321411133,0.0,0.0,0.9999997615814209
gpt2,7,MT_vs_TM,M,T,12.736040115356445,0.0,0.0,1.000000238418579
gpt2,8,NQ_vs_QN,N,Q,9.705434799194336,0.0,0.0,0.9999998807907104
gpt2,8,NM_vs_MN,N,M,8.46442699432373,0.0,0.0,1.0
gpt2,8,NT_vs_TN,N,T,20.2550106048584,0.0,0.0,1.000000238418579
gpt2,8,QM_vs_MQ,Q,M,8.19706916809082,0.0,0.0,0.9999999403953552
gpt2,8,QT_vs_TQ,Q,T,3.5240039825439453,0.0,0.0,1.0000001192092896
gpt2,8,MT_vs_TM,M,T,12.121055603027344,0.0,0.0,0.9999999403953552
gpt2,9,NQ_vs_QN,N,Q,14.607166290283203,0.0,0.0,1.0
gpt2,9,NM_vs_MN,N,M,17.148717880249023,0.0,0.0,1.0
gpt2,9,NT_vs_TN,N,T,26.907690048217773,0.0,0.0,1.0
gpt2,9,QM_vs_MQ,Q,M,21.61095428466797,0.0,0.0,1.0
gpt2,9,QT_vs_TQ,Q,T,3.344515085220337,0.0,0.0,1.0
gpt2,9,MT_vs_TM,M,T,14.180709838867188,0.0,0.0,1.0
gpt2,10,NQ_vs_QN,N,Q,9.471165657043457,0.0,0.0,1.0000001192092896
gpt2,10,NM_vs_MN,N,M,10.360970497131348,0.0,0.0,0.9999998211860657
gpt2,10,NT_vs_TN,N,T,28.335845947265625,0.0,0.0,0.9999999403953552
gpt2,10,QM_vs_MQ,Q,M,11.585328102111816,0.0,0.0,1.0
gpt2,10,QT_vs_TQ,Q,T,4.623444557189941,0.0,0.0,1.000000238418579
gpt2,10,MT_vs_TM,M,T,13.444788932800293,0.0,0.0,1.000000238418579
gpt2,11,NQ_vs_QN,N,Q,9.803035736083984,0.0,0.0,1.0
gpt2,11,NM_vs_MN,N,M,12.090261459350586,0.0,0.0,1.0000001192092896
gpt2,11,NT_vs_TN,N,T,23.705745697021484,0.0,0.0,0.9999998211860657
gpt2,11,QM_vs_MQ,Q,M,10.172143936157227,0.0,0.0,1.0
gpt2,11,QT_vs_TQ,Q,T,3.7962942123413086,0.0,0.0,0.9999998807907104
gpt2,11,MT_vs_TM,M,T,11.4667329788208,0.0,0.0,1.0000001192092896
gpt2,12,NQ_vs_QN,N,Q,11.679817199707031,0.0,0.0,0.9999999403953552
gpt2,12,NM_vs_MN,N,M,14.41998291015625,0.0,0.0,1.0000001192092896
gpt2,12,NT_vs_TN,N,T,23.376781463623047,0.0,0.0,0.9999997615814209
gpt2,12,QM_vs_MQ,Q,M,14.543198585510254,0.0,0.0,0.9999998807907104
gpt2,12,QT_vs_TQ,Q,T,6.7054829597473145,0.0,0.0,1.0
gpt2,12,MT_vs_TM,M,T,11.675678253173828,0.0,0.0,1.0
gpt2,13,NQ_vs_QN,N,Q,15.146924018859863,0.0,0.0,1.0
gpt2,13,NM_vs_MN,N,M,16.26078987121582,0.0,0.0,0.9999998807907104
gpt2,13,NT_vs_TN,N,T,30.383811950683594,0.0,0.0,1.000000238418579
gpt2,13,QM_vs_MQ,Q,M,15.16878890991211,0.0,0.0,1.0000001192092896
gpt2,13,QT_vs_TQ,Q,T,4.141837120056152,0.0,0.0,1.0
gpt2,13,MT_vs_TM,M,T,9.959539413452148,0.0,0.0,1.000000238418579
gpt2,14,NQ_vs_QN,N,Q,10.14901065826416,0.0,0.0,0.9999999403953552
gpt2,14,NM_vs_MN,N,M,8.264625549316406,0.0,0.0,0.9999997615814209
gpt2,14,NT_vs_TN,N,T,20.834186553955078,0.0,0.0,0.9999999403953552
gpt2,14,QM_vs_MQ,Q,M,8.38078784942627,0.0,0.0,0.9999999403953552
gpt2,14,QT_vs_TQ,Q,T,2.9959912300109863,0.0,0.0,1.0
gpt2,14,MT_vs_TM,M,T,11.872137069702148,0.0,0.0,1.0000001192092896
gpt2,15,NQ_vs_QN,N,Q,8.91806697845459,0.0,0.0,1.0
gpt2,15,NM_vs_MN,N,M,11.191408157348633,0.0,0.0,0.9999999403953552
gpt2,15,NT_vs_TN,N,T,21.13592529296875,0.0,0.0,1.0
gpt2,15,QM_vs_MQ,Q,M,11.432766914367676,0.0,0.0,1.0
gpt2,15,QT_vs_TQ,Q,T,4.235580921173096,0.0,0.0,1.0
gpt2,15,MT_vs_TM,M,T,12.571680068969727,0.0,0.0,0.9999998807907104
gpt2,16,NQ_vs_QN,N,Q,9.802192687988281,0.0,0.0,0.9999997615814209
gpt2,16,NM_vs_MN,N,M,14.49867057800293,0.0,0.0,1.0000001192092896
gpt2,16,NT_vs_TN,N,T,22.44923210144043,0.0,0.0,0.9999999403953552
gpt2,16,QM_vs_MQ,Q,M,15.342259407043457,0.0,0.0,1.0000001192092896
gpt2,16,QT_vs_TQ,Q,T,6.101129055023193,0.0,0.0,0.9999999403953552
gpt2,16,MT_vs_TM,M,T,10.508413314819336,0.0,0.0,1.0
gpt2,17,NQ_vs_QN,N,Q,10.593307495117188,0.0,0.0,1.0000001192092896
gpt2,17,NM_vs_MN,N,M,9.424619674682617,0.0,0.0,1.0000001192092896
gpt2,17,NT_vs_TN,N,T,24.015644073486328,0.0,0.0,1.0000001192092896
gpt2,17,QM_vs_MQ,Q,M,9.8023681640625,0.0,0.0,1.0
gpt2,17,QT_vs_TQ,Q,T,3.4353764057159424,0.0,0.0,1.0000001192092896
gpt2,17,MT_vs_TM,M,T,15.22976016998291,0.0,0.0,1.0
gpt2,18,NQ_vs_QN,N,Q,11.072175025939941,0.0,0.0,0.9999999403953552
gpt2,18,NM_vs_MN,N,M,12.383299827575684,0.0,0.0,1.000000238418579
gpt2,18,NT_vs_TN,N,T,27.307525634765625,0.0,0.0,1.0000001192092896
gpt2,18,QM_vs_MQ,Q,M,11.037206649780273,0.0,0.0,1.0
gpt2,18,QT_vs_TQ,Q,T,3.9495458602905273,0.0,0.0,1.0
gpt2,18,MT_vs_TM,M,T,12.656758308410645,0.0,0.0,0.9999997019767761
gpt2,19,NQ_vs_QN,N,Q,9.977542877197266,0.0,0.0,1.0
gpt2,19,NM_vs_MN,N,M,10.641231536865234,0.0,0.0,0.9999998807907104
gpt2,19,NT_vs_TN,N,T,22.418611526489258,0.0,0.0,0.9999999403953552
gpt2,19,QM_vs_MQ,Q,M,10.397284507751465,0.0,0.0,0.9999998211860657
gpt2,19,QT_vs_TQ,Q,T,3.0235660076141357,0.0,0.0,1.0
gpt2,19,MT_vs_TM,M,T,11.718270301818848,0.0,0.0,0.9999997615814209
gpt2,20,NQ_vs_QN,N,Q,9.276302337646484,0.0,0.0,1.0
gpt2,20,NM_vs_MN,N,M,9.556076049804688,0.0,0.0,0.9999998807907104
gpt2,20,NT_vs_TN,N,T,26.126747131347656,0.0,0.0,1.0000001192092896
gpt2,20,QM_vs_MQ,Q,M,9.75119400024414,0.0,0.0,1.0
gpt2,20,QT_vs_TQ,Q,T,2.314241409301758,0.0,0.0,1.0000001192092896
gpt2,20,MT_vs_TM,M,T,9.102807998657227,0.0,0.0,0.9999998807907104
gpt2,21,NQ_vs_QN,N,Q,10.562626838684082,0.0,0.0,0.9999999403953552
gpt2,21,NM_vs_MN,N,M,12.909843444824219,0.0,0.0,1.0
gpt2,21,NT_vs_TN,N,T,22.929773330688477,0.0,0.0,1.000000238418579
gpt2,21,QM_vs_MQ,Q,M,13.069165229797363,0.0,0.0,0.9999998807907104
gpt2,21,QT_vs_TQ,Q,T,3.7640411853790283,0.0,0.0,0.9999997615814209
gpt2,21,MT_vs_TM,M,T,11.052223205566406,0.0,0.0,1.000000238418579
gpt2,22,NQ_vs_QN,N,Q,9.92050838470459,0.0,0.0,1.0
gpt2,22,NM_vs_MN,N,M,13.133447647094727,0.0,0.0,1.0
gpt2,22,NT_vs_TN,N,T,22.118797302246094,0.0,0.0,1.0
gpt2,22,QM_vs_MQ,Q,M,15.062797546386719,0.0,0.0,0.9999998807907104
gpt2,22,QT_vs_TQ,Q,T,4.044249057769775,0.0,0.0,0.9999998211860657
gpt2,22,MT_vs_TM,M,T,11.47480297088623,0.0,0.0,0.9999999403953552
gpt2,23,NQ_vs_QN,N,Q,11.456600189208984,0.0,0.0,1.0
gpt2,23,NM_vs_MN,N,M,15.212645530700684,0.0,0.0,1.0
gpt2,23,NT_vs_TN,N,T,27.481592178344727,0.0,0.0,1.0000001192092896
gpt2,23,QM_vs_MQ,Q,M,16.873977661132812,0.0,0.0,0.9999998807907104
gpt2,23,QT_vs_TQ,Q,T,5.871017932891846,0.0,0.0,0.9999998807907104
gpt2,23,MT_vs_TM,M,T,13.68117904663086,0.0,0.0,1.0
gpt2,24,NQ_vs_QN,N,Q,9.49642562866211,0.0,0.0,0.9999999403953552
gpt2,24,NM_vs_MN,N,M,13.228327751159668,0.0,0.0,0.9999998211860657
gpt2,24,NT_vs_TN,N,T,20.803592681884766,0.0,0.0,1.0000001192092896
gpt2,24,QM_vs_MQ,Q,M,11.594950675964355,0.0,0.0,0.9999999403953552
gpt2,24,QT_vs_TQ,Q,T,3.4206748008728027,0.0,0.0,1.0
gpt2,24,MT_vs_TM,M,T,10.030579566955566,0.0,0.0,0.9999997615814209
gpt2,25,NQ_vs_QN,N,Q,11.467164993286133,0.0,0.0,1.0000001192092896
gpt2,25,NM_vs_MN,N,M,7.486116409301758,0.0,0.0,1.0
gpt2,25,NT_vs_TN,N,T,26.734573364257812,0.0,0.0,0.9999998211860657
gpt2,25,QM_vs_MQ,Q,M,9.386859893798828,0.0,0.0,1.0
gpt2,25,QT_vs_TQ,Q,T,4.534674644470215,0.0,0.0,0.9999999403953552
gpt2,25,MT_vs_TM,M,T,11.354698181152344,0.0,0.0,1.0000001192092896
gpt2,26,NQ_vs_QN,N,Q,10.104528427124023,0.0,0.0,1.0
gpt2,26,NM_vs_MN,N,M,10.251766204833984,0.0,0.0,0.9999998807907104
gpt2,26,NT_vs_TN,N,T,26.99395751953125,0.0,0.0,1.000000238418579
gpt2,26,QM_vs_MQ,Q,M,9.719039916992188,0.0,0.0,1.0
gpt2,26,QT_vs_TQ,Q,T,4.414870262145996,0.0,0.0,1.0000001192092896
gpt2,26,MT_vs_TM,M,T,12.59743881225586,0.0,0.0,1.0
gpt2,27,NQ_vs_QN,N,Q,10.950249671936035,0.0,0.0,1.0
gpt2,27,NM_vs_MN,N,M,16.05914878845215,0.0,0.0,1.0
gpt2,27,NT_vs_TN,N,T,30.191131591796875,0.0,0.0,0.9999999403953552
gpt2,27,QM_vs_MQ,Q,M,14.38308048248291,0.0,0.0,1.000000238418579
gpt2,27,QT_vs_TQ,Q,T,3.765204429626465,0.0,0.0,0.9999998807907104
gpt2,27,MT_vs_TM,M,T,11.577503204345703,0.0,0.0,1.0
gpt2,28,NQ_vs_QN,N,Q,13.408398628234863,0.0,0.0,1.0000001192092896
gpt2,28,NM_vs_MN,N,M,15.752006530761719,0.0,0.0,1.0000001192092896
gpt2,28,NT_vs_TN,N,T,27.224712371826172,0.0,0.0,0.9999998211860657
gpt2,28,QM_vs_MQ,Q,M,15.507990837097168,0.0,0.0,1.0
gpt2,28,QT_vs_TQ,Q,T,3.453195571899414,0.0,0.0,1.0
gpt2,28,MT_vs_TM,M,T,13.061483383178711,0.0,0.0,1.000000238418579
gpt2,29,NQ_vs_QN,N,Q,12.507721900939941,0.0,0.0,1.0
gpt2,29,NM_vs_MN,N,M,11.492691040039062,0.0,0.0,1.0
gpt2,29,NT_vs_TN,N,T,22.797672271728516,0.0,0.0,1.0000001192092896
gpt2,29,QM_vs_MQ,Q,M,10.967418670654297,0.0,0.0,1.0
gpt2,29,QT_vs_TQ,Q,T,3.181993007659912,0.0,0.0,1.0
gpt2,29,MT_vs_TM,M,T,8.643463134765625,0.0,0.0,1.0
gpt2,30,NQ_vs_QN,N,Q,11.286582946777344,0.0,0.0,1.0
gpt2,30,NM_vs_MN,N,M,17.707275390625,0.0,0.0,0.9999998807907104
gpt2,30,NT_vs_TN,N,T,22.275354385375977,0.0,0.0,0.9999999403953552
gpt2,30,QM_vs_MQ,Q,M,16.96378517150879,0.0,0.0,0.9999997615814209
gpt2,30,QT_vs_TQ,Q,T,3.8350179195404053,0.0,0.0,1.0
gpt2,30,MT_vs_TM,M,T,9.910004615783691,0.0,0.0,1.0
gpt2,31,NQ_vs_QN,N,Q,12.058588027954102,0.0,0.0,1.0
gpt2,31,NM_vs_MN,N,M,14.177105903625488,0.0,0.0,0.9999999403953552
gpt2,31,NT_vs_TN,N,T,27.24452018737793,0.0,0.0,1.0
gpt2,31,QM_vs_MQ,Q,M,14.92129135131836,0.0,0.0,0.9999998807907104
gpt2,31,QT_vs_TQ,Q,T,4.656896114349365,0.0,0.0,1.0000001192092896
gpt2,31,MT_vs_TM,M,T,11.998909950256348,0.0,0.0,1.0
gpt2,32,NQ_vs_QN,N,Q,10.831965446472168,0.0,0.0,0.9999999403953552
gpt2,32,NM_vs_MN,N,M,10.769855499267578,0.0,0.0,0.9999998807907104
gpt2,32,NT_vs_TN,N,T,25.17803192138672,0.0,0.0,0.9999998807907104
gpt2,32,QM_vs_MQ,Q,M,9.842432022094727,0.0,0.0,1.0
gpt2,32,QT_vs_TQ,Q,T,5.047018527984619,0.0,0.0,1.0
gpt2,32,MT_vs_TM,M,T,13.683395385742188,0.0,0.0,0.9999999403953552
gpt2,33,NQ_vs_QN,N,Q,9.563057899475098,0.0,0.0,0.9999998211860657
gpt2,33,NM_vs_MN,N,M,14.629559516906738,0.0,0.0,1.0000001192092896
gpt2,33,NT_vs_TN,N,T,24.42280387878418,0.0,0.0,1.0000001192092896
gpt2,33,QM_vs_MQ,Q,M,11.624658584594727,0.0,0.0,1.0000001192092896
gpt2,33,QT_vs_TQ,Q,T,3.259303331375122,0.0,0.0,1.0
gpt2,33,MT_vs_TM,M,T,11.330097198486328,0.0,0.0,0.9999998807907104
gpt2,34,NQ_vs_QN,N,Q,13.370944023132324,0.0,0.0,1.0
gpt2,34,NM_vs_MN,N,M,15.628317832946777,0.0,0.0,0.9999999403953552
gpt2,34,NT_vs_TN,N,T,25.39488983154297,0.0,0.0,1.0
gpt2,34,QM_vs_MQ,Q,M,16.525144577026367,0.0,0.0,0.9999999403953552
gpt2,34,QT_vs_TQ,Q,T,3.5206961631774902,0.0,0.0,0.9999999403953552
gpt2,34,MT_vs_TM,M,T,11.852510452270508,0.0,0.0,1.0
gpt2,35,NQ_vs_QN,N,Q,11.07242488861084,0.0,0.0,1.0
gpt2,35,NM_vs_MN,N,M,9.708330154418945,0.0,0.0,0.9999998807907104
gpt2,35,NT_vs_TN,N,T,25.743444442749023,0.0,0.0,0.9999999403953552
gpt2,35,QM_vs_MQ,Q,M,11.081710815429688,0.0,0.0,1.0
gpt2,35,QT_vs_TQ,Q,T,3.6153504848480225,0.0,0.0,1.0
gpt2,35,MT_vs_TM,M,T,12.569639205932617,0.0,0.0,1.0000001192092896
gpt2,36,NQ_vs_QN,N,Q,10.6758394241333,0.0,0.0,0.9999999403953552
gpt2,36,NM_vs_MN,N,M,11.657517433166504,0.0,0.0,1.0
gpt2,36,NT_vs_TN,N,T,21.51416015625,0.0,0.0,1.0
gpt2,36,QM_vs_MQ,Q,M,12.388092994689941,0.0,0.0,0.9999999403953552
gpt2,36,QT_vs_TQ,Q,T,3.7646396160125732,0.0,0.0,0.9999998807907104
gpt2,36,MT_vs_TM,M,T,10.518867492675781,0.0,0.0,1.0
gpt2,37,NQ_vs_QN,N,Q,8.808377265930176,0.0,0.0,0.9999998807907104
gpt2,37,NM_vs_MN,N,M,9.464092254638672,0.0,0.0,1.0
gpt2,37,NT_vs_TN,N,T,32.80348587036133,0.0,0.0,0.9999998807907104
gpt2,37,QM_vs_MQ,Q,M,9.539873123168945,0.0,0.0,1.0000001192092896
gpt2,37,QT_vs_TQ,Q,T,3.552354097366333,0.0,0.0,0.9999998807907104
gpt2,37,MT_vs_TM,M,T,11.68144416809082,0.0,0.0,1.0
gpt2,38,NQ_vs_QN,N,Q,10.465320587158203,0.0,0.0,1.0
gpt2,38,NM_vs_MN,N,M,11.544236183166504,0.0,0.0,1.0
gpt2,38,NT_vs_TN,N,T,25.422151565551758,0.0,0.0,0.9999998211860657
gpt2,38,QM_vs_MQ,Q,M,12.921747207641602,0.0,0.0,1.0000001192092896
gpt2,38,QT_vs_TQ,Q,T,3.585376739501953,0.0,0.0,0.9999998807907104
gpt2,38,MT_vs_TM,M,T,10.68933391571045,0.0,0.0,0.9999997615814209
gpt2,39,NQ_vs_QN,N,Q,11.253509521484375,0.0,0.0,1.0
gpt2,39,NM_vs_MN,N,M,15.270360946655273,0.0,0.0,1.0000001192092896
gpt2,39,NT_vs_TN,N,T,22.75715446472168,0.0,0.0,0.9999998807907104
gpt2,39,QM_vs_MQ,Q,M,13.785706520080566,0.0,0.0,1.0
gpt2,39,QT_vs_TQ,Q,T,5.844315052032471,0.0,0.0,1.0
gpt2,39,MT_vs_TM,M,T,11.883147239685059,0.0,0.0,0.9999999403953552
gpt2,40,NQ_vs_QN,N,Q,10.324807167053223,0.0,0.0,0.9999998807907104
gpt2,40,NM_vs_MN,N,M,15.189417839050293,0.0,0.0,0.9999999403953552
gpt2,40,NT_vs_TN,N,T,24.226987838745117,0.0,0.0,0.9999995827674866
gpt2,40,QM_vs_MQ,Q,M,15.988645553588867,0.0,0.0,0.9999999403953552
gpt2,40,QT_vs_TQ,Q,T,3.2623045444488525,0.0,0.0,1.0000001192092896
gpt2,40,MT_vs_TM,M,T,9.847823143005371,0.0,0.0,1.0
gpt2,41,NQ_vs_QN,N,Q,9.834091186523438,0.0,0.0,1.0000001192092896
gpt2,41,NM_vs_MN,N,M,13.138687133789062,0.0,0.0,1.0
gpt2,41,NT_vs_TN,N,T,29.489093780517578,0.0,0.0,1.0000001192092896
gpt2,41,QM_vs_MQ,Q,M,12.757681846618652,0.0,0.0,1.0
gpt2,41,QT_vs_TQ,Q,T,3.4727256298065186,0.0,0.0,1.0000001192092896
gpt2,41,MT_vs_TM,M,T,12.130685806274414,0.0,0.0,1.0000003576278687
gpt2,42,NQ_vs_QN,N,Q,11.621336936950684,0.0,0.0,1.0000001192092896
gpt2,42,NM_vs_MN,N,M,12.007555961608887,0.0,0.0,0.9999999403953552
gpt2,42,NT_vs_TN,N,T,24.464263916015625,0.0,0.0,1.0
gpt2,42,QM_vs_MQ,Q,M,10.957097053527832,0.0,0.0,1.0
gpt2,42,QT_vs_TQ,Q,T,3.592637300491333,0.0,0.0,1.0
gpt2,42,MT_vs_TM,M,T,9.248912811279297,0.0,0.0,1.0
gpt2,43,NQ_vs_QN,N,Q,10.331887245178223,0.0,0.0,1.0
gpt2,43,NM_vs_MN,N,M,11.020383834838867,0.0,0.0,1.0
gpt2,43,NT_vs_TN,N,T,21.60092544555664,0.0,0.0,1.0000001192092896
gpt2,43,QM_vs_MQ,Q,M,9.896621704101562,0.0,0.0,1.0000001192092896
gpt2,43,QT_vs_TQ,Q,T,4.528472900390625,0.0,0.0,1.0000001192092896
gpt2,43,MT_vs_TM,M,T,11.666536331176758,0.0,0.0,1.0
gpt2,44,NQ_vs_QN,N,Q,9.912409782409668,0.0,0.0,0.9999999403953552
gpt2,44,NM_vs_MN,N,M,10.06163215637207,0.0,0.0,1.0000001192092896
gpt2,44,NT_vs_TN,N,T,27.63691520690918,0.0,0.0,1.0000001192092896
gpt2,44,QM_vs_MQ,Q,M,11.16598129272461,0.0,0.0,1.0
gpt2,44,QT_vs_TQ,Q,T,4.911691188812256,0.0,0.0,0.9999998807907104
gpt2,44,MT_vs_TM,M,T,15.729126930236816,0.0,0.0,0.9999998807907104
gpt2,45,NQ_vs_QN,N,Q,14.08592414855957,0.0,0.0,1.0
gpt2,45,NM_vs_MN,N,M,12.495680809020996,0.0,0.0,1.0
gpt2,45,NT_vs_TN,N,T,27.51815414428711,0.0,0.0,0.9999998211860657
gpt2,45,QM_vs_MQ,Q,M,14.3355131149292,0.0,0.0,0.9999999403953552
gpt2,45,QT_vs_TQ,Q,T,4.5457658767700195,0.0,0.0,1.0
gpt2,45,MT_vs_TM,M,T,8.767989158630371,0.0,0.0,1.0
gpt2,46,NQ_vs_QN,N,Q,10.46158504486084,0.0,0.0,0.9999998807907104
gpt2,46,NM_vs_MN,N,M,15.131461143493652,0.0,0.0,0.9999999403953552
gpt2,46,NT_vs_TN,N,T,20.53780746459961,0.0,0.0,1.0
gpt2,46,QM_vs_MQ,Q,M,14.316702842712402,0.0,0.0,1.0
gpt2,46,QT_vs_TQ,Q,T,2.854079484939575,0.0,0.0,0.9999999403953552
gpt2,46,MT_vs_TM,M,T,9.025259017944336,0.0,0.0,0.9999998211860657
gpt2,47,NQ_vs_QN,N,Q,11.70811653137207,0.0,0.0,1.0
gpt2,47,NM_vs_MN,N,M,13.405608177185059,0.0,0.0,1.000000238418579
gpt2,47,NT_vs_TN,N,T,26.56865692138672,0.0,0.0,0.9999999403953552
gpt2,47,QM_vs_MQ,Q,M,13.515135765075684,0.0,0.0,1.0
gpt2,47,QT_vs_TQ,Q,T,5.931518077850342,0.0,0.0,1.0000001192092896
gpt2,47,MT_vs_TM,M,T,15.778741836547852,0.0,0.0,1.0
gpt2,48,NQ_vs_QN,N,Q,11.752650260925293,0.0,0.0,0.9999998807907104
gpt2,48,NM_vs_MN,N,M,15.610050201416016,0.0,0.0,1.0000001192092896
gpt2,48,NT_vs_TN,N,T,25.799827575683594,0.0,0.0,0.9999999403953552
gpt2,48,QM_vs_MQ,Q,M,16.461383819580078,0.0,0.0,1.000000238418579
gpt2,48,QT_vs_TQ,Q,T,7.217073917388916,0.0,0.0,1.0000001192092896
gpt2,48,MT_vs_TM,M,T,16.323932647705078,0.0,0.0,1.000000238418579
gpt2,49,NQ_vs_QN,N,Q,9.510250091552734,0.0,0.0,1.0
gpt2,49,NM_vs_MN,N,M,11.275276184082031,0.0,0.0,0.9999998807907104
gpt2,49,NT_vs_TN,N,T,20.585792541503906,0.0,0.0,1.0
gpt2,49,QM_vs_MQ,Q,M,13.61010456085205,0.0,0.0,1.0000001192092896
gpt2,49,QT_vs_TQ,Q,T,3.9724302291870117,0.0,0.0,1.0
gpt2,49,MT_vs_TM,M,T,10.524801254272461,0.0,0.0,1.0000001192092896
gpt2,50,NQ_vs_QN,N,Q,11.613892555236816,0.0,0.0,1.0
gpt2,50,NM_vs_MN,N,M,10.176743507385254,0.0,0.0,1.000000238418579
gpt2,50,NT_vs_TN,N,T,20.016399383544922,0.0,0.0,1.0
gpt2,50,QM_vs_MQ,Q,M,10.22772216796875,0.0,0.0,1.0000001192092896
gpt2,50,QT_vs_TQ,Q,T,2.8499839305877686,0.0,0.0,1.0
gpt2,50,MT_vs_TM,M,T,9.976064682006836,0.0,0.0,1.0
gpt2,51,NQ_vs_QN,N,Q,11.332679748535156,0.0,0.0,1.0
gpt2,51,NM_vs_MN,N,M,10.190199851989746,0.0,0.0,0.9999997615814209
gpt2,51,NT_vs_TN,N,T,22.36664581298828,0.0,0.0,1.0
gpt2,51,QM_vs_MQ,Q,M,10.091069221496582,0.0,0.0,0.9999999403953552
gpt2,51,QT_vs_TQ,Q,T,3.5281224250793457,0.0,0.0,1.0
gpt2,51,MT_vs_TM,M,T,10.666399002075195,0.0,0.0,1.0000001192092896
gpt2,52,NQ_vs_QN,N,Q,11.053382873535156,0.0,0.0,0.9999998211860657
gpt2,52,NM_vs_MN,N,M,15.939159393310547,0.0,0.0,1.0
gpt2,52,NT_vs_TN,N,T,27.499406814575195,0.0,0.0,1.0
