model,template_id,pair,a,b,comm_norm,antisym_error,relative_antisym_error,cos_comm_ab_neg_comm_ba
distilroberta-base,7,NQ_vs_QN,N,Q,1.4003057479858398,0.0,0.0,1.0
distilroberta-base,7,NM_vs_MN,N,M,1.183505892753601,0.0,0.0,0.9999999403953552
distilroberta-base,7,NT_vs_TN,N,T,1.3122906684875488,0.0,0.0,1.000000238418579
distilroberta-base,7,QM_vs_MQ,Q,M,1.2663427591323853,0.0,0.0,1.0
distilroberta-base,7,QT_vs_TQ,Q,T,0.6604781746864319,0.0,0.0,1.0000001192092896
distilroberta-base,7,MT_vs_TM,M,T,1.3212722539901733,0.0,0.0,1.0
distilroberta-base,8,NQ_vs_QN,N,Q,1.4278323650360107,0.0,0.0,1.000000238418579
distilroberta-base,8,NM_vs_MN,N,M,1.1444867849349976,0.0,0.0,0.9999999403953552
distilroberta-base,8,NT_vs_TN,N,T,1.2379900217056274,0.0,0.0,1.0
distilroberta-base,8,QM_vs_MQ,Q,M,1.3651844263076782,0.0,0.0,0.9999998807907104
distilroberta-base,8,QT_vs_TQ,Q,T,0.5996423959732056,0.0,0.0,0.9999999403953552
distilroberta-base,8,MT_vs_TM,M,T,1.2218685150146484,0.0,0.0,0.9999999403953552
distilroberta-base,9,NQ_vs_QN,N,Q,1.3702322244644165,0.0,0.0,0.9999999403953552
distilroberta-base,9,NM_vs_MN,N,M,1.1205357313156128,0.0,0.0,1.0000001192092896
distilroberta-base,9,NT_vs_TN,N,T,1.2966216802597046,0.0,0.0,1.0
distilroberta-base,9,QM_vs_MQ,Q,M,1.2663837671279907,0.0,0.0,1.0
distilroberta-base,9,QT_vs_TQ,Q,T,0.6776381731033325,0.0,0.0,1.0000001192092896
distilroberta-base,9,MT_vs_TM,M,T,1.3858519792556763,0.0,0.0,0.9999999403953552
distilroberta-base,10,NQ_vs_QN,N,Q,1.3915879726409912,0.0,0.0,1.0
distilroberta-base,10,NM_vs_MN,N,M,1.1616719961166382,0.0,0.0,1.0000001192092896
distilroberta-base,10,NT_vs_TN,N,T,1.3139292001724243,0.0,0.0,1.0000001192092896
distilroberta-base,10,QM_vs_MQ,Q,M,1.2900795936584473,0.0,0.0,0.9999998807907104
distilroberta-base,10,QT_vs_TQ,Q,T,0.6905631422996521,0.0,0.0,1.000000238418579
distilroberta-base,10,MT_vs_TM,M,T,1.4004244804382324,0.0,0.0,0.9999998807907104
distilroberta-base,11,NQ_vs_QN,N,Q,1.527652382850647,0.0,0.0,0.9999998807907104
distilroberta-base,11,NM_vs_MN,N,M,1.267722249031067,0.0,0.0,0.9999998807907104
distilroberta-base,11,NT_vs_TN,N,T,1.3291789293289185,0.0,0.0,1.0
distilroberta-base,11,QM_vs_MQ,Q,M,1.4390217065811157,0.0,0.0,0.9999999403953552
distilroberta-base,11,QT_vs_TQ,Q,T,0.6658388376235962,0.0,0.0,0.9999999403953552
distilroberta-base,11,MT_vs_TM,M,T,1.2929699420928955,0.0,0.0,1.0
distilroberta-base,12,NQ_vs_QN,N,Q,1.40251886844635,0.0,0.0,1.0
distilroberta-base,12,NM_vs_MN,N,M,1.2408447265625,0.0,0.0,1.0
distilroberta-base,12,NT_vs_TN,N,T,1.3814849853515625,0.0,0.0,1.0000001192092896
distilroberta-base,12,QM_vs_MQ,Q,M,1.3713791370391846,0.0,0.0,1.0000001192092896
distilroberta-base,12,QT_vs_TQ,Q,T,0.6674401164054871,0.0,0.0,1.0
distilroberta-base,12,MT_vs_TM,M,T,1.376738429069519,0.0,0.0,1.0000001192092896
distilroberta-base,13,NQ_vs_QN,N,Q,1.4099401235580444,0.0,0.0,1.0
distilroberta-base,13,NM_vs_MN,N,M,1.185880422592163,0.0,0.0,1.0000001192092896
distilroberta-base,13,NT_vs_TN,N,T,1.4586431980133057,0.0,0.0,1.0
distilroberta-base,13,QM_vs_MQ,Q,M,1.2920697927474976,0.0,0.0,0.9999999403953552
distilroberta-base,13,QT_vs_TQ,Q,T,0.656836211681366,0.0,0.0,1.000000238418579
distilroberta-base,13,MT_vs_TM,M,T,1.3174481391906738,0.0,0.0,1.0
distilroberta-base,14,NQ_vs_QN,N,Q,1.422508716583252,0.0,0.0,0.9999998807907104
distilroberta-base,14,NM_vs_MN,N,M,1.1279863119125366,0.0,0.0,0.9999998211860657
distilroberta-base,14,NT_vs_TN,N,T,1.2548881769180298,0.0,0.0,1.0
distilroberta-base,14,QM_vs_MQ,Q,M,1.3691374063491821,0.0,0.0,0.9999998807907104
distilroberta-base,14,QT_vs_TQ,Q,T,0.5941745638847351,0.0,0.0,0.9999998211860657
distilroberta-base,14,MT_vs_TM,M,T,1.1599658727645874,0.0,0.0,0.9999998211860657
distilroberta-base,15,NQ_vs_QN,N,Q,1.492942214012146,0.0,0.0,1.0000001192092896
distilroberta-base,15,NM_vs_MN,N,M,1.2665252685546875,0.0,0.0,0.9999999403953552
distilroberta-base,15,NT_vs_TN,N,T,1.481007695198059,0.0,0.0,1.0000001192092896
distilroberta-base,15,QM_vs_MQ,Q,M,1.4561502933502197,0.0,0.0,1.0
distilroberta-base,15,QT_vs_TQ,Q,T,0.6234362125396729,0.0,0.0,1.0
distilroberta-base,15,MT_vs_TM,M,T,1.3478689193725586,0.0,0.0,0.9999999403953552
distilroberta-base,16,NQ_vs_QN,N,Q,1.5292139053344727,0.0,0.0,1.0000001192092896
distilroberta-base,16,NM_vs_MN,N,M,1.1997370719909668,0.0,0.0,1.0
distilroberta-base,16,NT_vs_TN,N,T,1.4848769903182983,0.0,0.0,1.0
distilroberta-base,16,QM_vs_MQ,Q,M,1.4181897640228271,0.0,0.0,1.0000001192092896
distilroberta-base,16,QT_vs_TQ,Q,T,0.6346594095230103,0.0,0.0,1.0000001192092896
distilroberta-base,16,MT_vs_TM,M,T,1.3819291591644287,0.0,0.0,1.0000001192092896
distilroberta-base,17,NQ_vs_QN,N,Q,1.5208967924118042,0.0,0.0,1.0
distilroberta-base,17,NM_vs_MN,N,M,1.3026258945465088,0.0,0.0,1.0
distilroberta-base,17,NT_vs_TN,N,T,1.4661551713943481,0.0,0.0,1.0
distilroberta-base,17,QM_vs_MQ,Q,M,1.4675321578979492,0.0,0.0,1.0000001192092896
distilroberta-base,17,QT_vs_TQ,Q,T,0.6268724799156189,0.0,0.0,0.9999998211860657
distilroberta-base,17,MT_vs_TM,M,T,1.344198226928711,0.0,0.0,1.0
distilroberta-base,18,NQ_vs_QN,N,Q,1.519081950187683,0.0,0.0,1.0000001192092896
distilroberta-base,18,NM_vs_MN,N,M,1.2580798864364624,0.0,0.0,1.0
distilroberta-base,18,NT_vs_TN,N,T,1.4692533016204834,0.0,0.0,0.9999998807907104
distilroberta-base,18,QM_vs_MQ,Q,M,1.4004323482513428,0.0,0.0,1.0
distilroberta-base,18,QT_vs_TQ,Q,T,0.6259382367134094,0.0,0.0,1.0
distilroberta-base,18,MT_vs_TM,M,T,1.3488380908966064,0.0,0.0,0.9999998807907104
distilroberta-base,19,NQ_vs_QN,N,Q,1.5037132501602173,0.0,0.0,1.000000238418579
distilroberta-base,19,NM_vs_MN,N,M,1.3449410200119019,0.0,0.0,1.0
distilroberta-base,19,NT_vs_TN,N,T,1.4423350095748901,0.0,0.0,1.0
distilroberta-base,19,QM_vs_MQ,Q,M,1.4335826635360718,0.0,0.0,1.0
distilroberta-base,19,QT_vs_TQ,Q,T,0.6186510324478149,0.0,0.0,1.0000001192092896
distilroberta-base,19,MT_vs_TM,M,T,1.306671142578125,0.0,0.0,1.0
distilroberta-base,20,NQ_vs_QN,N,Q,1.4909394979476929,0.0,0.0,1.0000001192092896
distilroberta-base,20,NM_vs_MN,N,M,1.204972267150879,0.0,0.0,1.0000001192092896
distilroberta-base,20,NT_vs_TN,N,T,1.4695662260055542,0.0,0.0,1.0
distilroberta-base,20,QM_vs_MQ,Q,M,1.281807541847229,0.0,0.0,0.9999998807907104
distilroberta-base,20,QT_vs_TQ,Q,T,0.7211264967918396,0.0,0.0,1.0
distilroberta-base,20,MT_vs_TM,M,T,1.2785322666168213,0.0,0.0,1.0
distilroberta-base,21,NQ_vs_QN,N,Q,1.4834569692611694,0.0,0.0,1.0
distilroberta-base,21,NM_vs_MN,N,M,1.1588133573532104,0.0,0.0,1.0000001192092896
distilroberta-base,21,NT_vs_TN,N,T,1.457251787185669,0.0,0.0,1.0
distilroberta-base,21,QM_vs_MQ,Q,M,1.3940171003341675,0.0,0.0,0.9999998807907104
distilroberta-base,21,QT_vs_TQ,Q,T,0.6282448172569275,0.0,0.0,1.0
distilroberta-base,21,MT_vs_TM,M,T,1.3708381652832031,0.0,0.0,0.9999999403953552
distilroberta-base,22,NQ_vs_QN,N,Q,1.3524672985076904,0.0,0.0,1.0
distilroberta-base,22,NM_vs_MN,N,M,1.1517170667648315,0.0,0.0,0.9999998807907104
distilroberta-base,22,NT_vs_TN,N,T,1.4081863164901733,0.0,0.0,1.0
distilroberta-base,22,QM_vs_MQ,Q,M,1.2520002126693726,0.0,0.0,0.9999998807907104
distilroberta-base,22,QT_vs_TQ,Q,T,0.6928388476371765,0.0,0.0,0.9999998807907104
distilroberta-base,22,MT_vs_TM,M,T,1.3225136995315552,0.0,0.0,0.9999998807907104
distilroberta-base,23,NQ_vs_QN,N,Q,1.3645015954971313,0.0,0.0,1.0
distilroberta-base,23,NM_vs_MN,N,M,1.1399075984954834,0.0,0.0,1.0
distilroberta-base,23,NT_vs_TN,N,T,1.3294099569320679,0.0,0.0,0.9999999403953552
distilroberta-base,23,QM_vs_MQ,Q,M,1.327075719833374,0.0,0.0,0.9999999403953552
distilroberta-base,23,QT_vs_TQ,Q,T,0.6891597509384155,0.0,0.0,0.9999998807907104
distilroberta-base,23,MT_vs_TM,M,T,1.3951804637908936,0.0,0.0,0.9999999403953552
distilroberta-base,24,NQ_vs_QN,N,Q,1.5171185731887817,0.0,0.0,1.0000001192092896
distilroberta-base,24,NM_vs_MN,N,M,1.1961205005645752,0.0,0.0,1.0
distilroberta-base,24,NT_vs_TN,N,T,1.422334909439087,0.0,0.0,1.0
distilroberta-base,24,QM_vs_MQ,Q,M,1.4914906024932861,0.0,0.0,1.0000001192092896
distilroberta-base,24,QT_vs_TQ,Q,T,0.6565237641334534,0.0,0.0,1.0
distilroberta-base,24,MT_vs_TM,M,T,1.3561482429504395,0.0,0.0,0.9999998807907104
distilroberta-base,25,NQ_vs_QN,N,Q,1.3621166944503784,0.0,0.0,1.0
distilroberta-base,25,NM_vs_MN,N,M,1.1346358060836792,0.0,0.0,1.0
distilroberta-base,25,NT_vs_TN,N,T,1.1841453313827515,0.0,0.0,1.0
distilroberta-base,25,QM_vs_MQ,Q,M,1.2276058197021484,0.0,0.0,1.0
distilroberta-base,25,QT_vs_TQ,Q,T,0.6326147317886353,0.0,0.0,1.0
distilroberta-base,25,MT_vs_TM,M,T,1.2067501544952393,0.0,0.0,1.0
distilroberta-base,26,NQ_vs_QN,N,Q,1.3612697124481201,0.0,0.0,0.9999998807907104
distilroberta-base,26,NM_vs_MN,N,M,1.2113499641418457,0.0,0.0,1.0
distilroberta-base,26,NT_vs_TN,N,T,1.3984986543655396,0.0,0.0,0.9999998807907104
distilroberta-base,26,QM_vs_MQ,Q,M,1.2286893129348755,0.0,0.0,0.9999999403953552
distilroberta-base,26,QT_vs_TQ,Q,T,0.6967576742172241,0.0,0.0,1.0
distilroberta-base,26,MT_vs_TM,M,T,1.306496500968933,0.0,0.0,0.9999998807907104
distilroberta-base,27,NQ_vs_QN,N,Q,1.3696637153625488,0.0,0.0,1.0000001192092896
distilroberta-base,27,NM_vs_MN,N,M,1.177139163017273,0.0,0.0,1.0
distilroberta-base,27,NT_vs_TN,N,T,1.4026176929473877,0.0,0.0,1.0000001192092896
distilroberta-base,27,QM_vs_MQ,Q,M,1.2586112022399902,0.0,0.0,1.0
distilroberta-base,27,QT_vs_TQ,Q,T,0.6642569899559021,0.0,0.0,1.0
distilroberta-base,27,MT_vs_TM,M,T,1.322782278060913,0.0,0.0,1.0
distilroberta-base,28,NQ_vs_QN,N,Q,1.4842702150344849,0.0,0.0,0.9999999403953552
distilroberta-base,28,NM_vs_MN,N,M,1.19294273853302,0.0,0.0,1.0000001192092896
distilroberta-base,28,NT_vs_TN,N,T,1.4088664054870605,0.0,0.0,1.0
distilroberta-base,28,QM_vs_MQ,Q,M,1.416659951210022,0.0,0.0,1.0
distilroberta-base,28,QT_vs_TQ,Q,T,0.62067049741745,0.0,0.0,1.0
distilroberta-base,28,MT_vs_TM,M,T,1.3998953104019165,0.0,0.0,0.9999998807907104
distilroberta-base,29,NQ_vs_QN,N,Q,1.4117612838745117,0.0,0.0,1.0
distilroberta-base,29,NM_vs_MN,N,M,1.2646327018737793,0.0,0.0,1.0000001192092896
distilroberta-base,29,NT_vs_TN,N,T,1.3384997844696045,0.0,0.0,0.9999998807907104
distilroberta-base,29,QM_vs_MQ,Q,M,1.3499401807785034,0.0,0.0,1.0
distilroberta-base,29,QT_vs_TQ,Q,T,0.6264835596084595,0.0,0.0,1.0
distilroberta-base,29,MT_vs_TM,M,T,1.3023393154144287,0.0,0.0,1.0000001192092896
distilroberta-base,30,NQ_vs_QN,N,Q,1.5066338777542114,0.0,0.0,0.9999998807907104
distilroberta-base,30,NM_vs_MN,N,M,1.3037919998168945,0.0,0.0,0.9999999403953552
distilroberta-base,30,NT_vs_TN,N,T,1.4483976364135742,0.0,0.0,1.0000001192092896
distilroberta-base,30,QM_vs_MQ,Q,M,1.3436473608016968,0.0,0.0,1.0
distilroberta-base,30,QT_vs_TQ,Q,T,0.617962658405304,0.0,0.0,1.0
distilroberta-base,30,MT_vs_TM,M,T,1.4168225526809692,0.0,0.0,1.0000001192092896
distilroberta-base,31,NQ_vs_QN,N,Q,1.414832353591919,0.0,0.0,1.0
distilroberta-base,31,NM_vs_MN,N,M,1.156496524810791,0.0,0.0,1.0000001192092896
distilroberta-base,31,NT_vs_TN,N,T,1.3359168767929077,0.0,0.0,1.0
distilroberta-base,31,QM_vs_MQ,Q,M,1.3325945138931274,0.0,0.0,1.0000001192092896
distilroberta-base,31,QT_vs_TQ,Q,T,0.6702762246131897,0.0,0.0,1.0
distilroberta-base,31,MT_vs_TM,M,T,1.3280751705169678,0.0,0.0,1.0
distilroberta-base,32,NQ_vs_QN,N,Q,1.5006040334701538,0.0,0.0,0.9999999403953552
distilroberta-base,32,NM_vs_MN,N,M,1.234374761581421,0.0,0.0,1.0000001192092896
distilroberta-base,32,NT_vs_TN,N,T,1.3653160333633423,0.0,0.0,1.0
distilroberta-base,32,QM_vs_MQ,Q,M,1.4729959964752197,0.0,0.0,1.0
distilroberta-base,32,QT_vs_TQ,Q,T,0.6094313263893127,0.0,0.0,1.0000001192092896
distilroberta-base,32,MT_vs_TM,M,T,1.277907133102417,0.0,0.0,0.9999998807907104
distilroberta-base,33,NQ_vs_QN,N,Q,1.560591220855713,0.0,0.0,0.9999998807907104
distilroberta-base,33,NM_vs_MN,N,M,1.1913115978240967,0.0,0.0,1.0
distilroberta-base,33,NT_vs_TN,N,T,1.4712512493133545,0.0,0.0,1.0
distilroberta-base,33,QM_vs_MQ,Q,M,1.5306875705718994,0.0,0.0,0.9999998807907104
distilroberta-base,33,QT_vs_TQ,Q,T,0.646660566329956,0.0,0.0,1.0
distilroberta-base,33,MT_vs_TM,M,T,1.476739764213562,0.0,0.0,0.9999999403953552
distilroberta-base,34,NQ_vs_QN,N,Q,1.5338045358657837,0.0,0.0,0.9999998807907104
distilroberta-base,34,NM_vs_MN,N,M,1.2142707109451294,0.0,0.0,1.000000238418579
distilroberta-base,34,NT_vs_TN,N,T,1.4162732362747192,0.0,0.0,1.0
distilroberta-base,34,QM_vs_MQ,Q,M,1.5635308027267456,0.0,0.0,1.0
distilroberta-base,34,QT_vs_TQ,Q,T,0.6605657339096069,0.0,0.0,1.0
distilroberta-base,34,MT_vs_TM,M,T,1.414128303527832,0.0,0.0,1.0
distilroberta-base,35,NQ_vs_QN,N,Q,1.4293956756591797,0.0,0.0,1.0
distilroberta-base,35,NM_vs_MN,N,M,1.291269063949585,0.0,0.0,1.0000001192092896
distilroberta-base,35,NT_vs_TN,N,T,1.43461275100708,0.0,0.0,0.9999999403953552
distilroberta-base,35,QM_vs_MQ,Q,M,1.3697867393493652,0.0,0.0,1.0000001192092896
distilroberta-base,35,QT_vs_TQ,Q,T,0.6535981297492981,0.0,0.0,0.9999999403953552
distilroberta-base,35,MT_vs_TM,M,T,1.3591843843460083,0.0,0.0,1.0000001192092896
distilroberta-base,36,NQ_vs_QN,N,Q,1.4145593643188477,0.0,0.0,0.9999999403953552
distilroberta-base,36,NM_vs_MN,N,M,1.2504732608795166,0.0,0.0,0.9999999403953552
distilroberta-base,36,NT_vs_TN,N,T,1.4317690134048462,0.0,0.0,0.9999998211860657
distilroberta-base,36,QM_vs_MQ,Q,M,1.399679183959961,0.0,0.0,0.9999998807907104
distilroberta-base,36,QT_vs_TQ,Q,T,0.6426547169685364,0.0,0.0,1.0
distilroberta-base,36,MT_vs_TM,M,T,1.3288828134536743,0.0,0.0,1.0000001192092896
distilroberta-base,37,NQ_vs_QN,N,Q,1.4190123081207275,0.0,0.0,0.9999998807907104
distilroberta-base,37,NM_vs_MN,N,M,1.2115570306777954,0.0,0.0,0.9999998807907104
distilroberta-base,37,NT_vs_TN,N,T,1.3660601377487183,0.0,0.0,0.9999999403953552
distilroberta-base,37,QM_vs_MQ,Q,M,1.2834230661392212,0.0,0.0,1.0
distilroberta-base,37,QT_vs_TQ,Q,T,0.6981521844863892,0.0,0.0,0.9999999403953552
distilroberta-base,37,MT_vs_TM,M,T,1.3151814937591553,0.0,0.0,1.0000001192092896
distilroberta-base,38,NQ_vs_QN,N,Q,1.4315952062606812,0.0,0.0,1.0
distilroberta-base,38,NM_vs_MN,N,M,1.145431399345398,0.0,0.0,1.0
distilroberta-base,38,NT_vs_TN,N,T,1.3492012023925781,0.0,0.0,0.9999999403953552
distilroberta-base,38,QM_vs_MQ,Q,M,1.3374367952346802,0.0,0.0,1.0
distilroberta-base,38,QT_vs_TQ,Q,T,0.6558838486671448,0.0,0.0,0.9999999403953552
distilroberta-base,38,MT_vs_TM,M,T,1.3164231777191162,0.0,0.0,1.0000001192092896
distilroberta-base,39,NQ_vs_QN,N,Q,1.461453914642334,0.0,0.0,1.0
distilroberta-base,39,NM_vs_MN,N,M,1.193825125694275,0.0,0.0,0.9999998211860657
distilroberta-base,39,NT_vs_TN,N,T,1.4504131078720093,0.0,0.0,1.0
distilroberta-base,39,QM_vs_MQ,Q,M,1.429832100868225,0.0,0.0,1.0000001192092896
distilroberta-base,39,QT_vs_TQ,Q,T,0.6419493556022644,0.0,0.0,1.0
distilroberta-base,39,MT_vs_TM,M,T,1.336058259010315,0.0,0.0,1.0000001192092896
distilroberta-base,40,NQ_vs_QN,N,Q,1.3344833850860596,0.0,0.0,1.0
distilroberta-base,40,NM_vs_MN,N,M,1.2298448085784912,0.0,0.0,1.0
distilroberta-base,40,NT_vs_TN,N,T,1.327389121055603,0.0,0.0,0.9999998807907104
distilroberta-base,40,QM_vs_MQ,Q,M,1.2309939861297607,0.0,0.0,1.0
distilroberta-base,40,QT_vs_TQ,Q,T,0.6439617276191711,0.0,0.0,1.0000001192092896
distilroberta-base,40,MT_vs_TM,M,T,1.3297690153121948,0.0,0.0,1.0
distilroberta-base,41,NQ_vs_QN,N,Q,1.4457921981811523,0.0,0.0,1.000000238418579
distilroberta-base,41,NM_vs_MN,N,M,1.151474952697754,0.0,0.0,1.0000001192092896
distilroberta-base,41,NT_vs_TN,N,T,1.319415807723999,0.0,0.0,0.9999998807907104
distilroberta-base,41,QM_vs_MQ,Q,M,1.3490064144134521,0.0,0.0,1.000000238418579
distilroberta-base,41,QT_vs_TQ,Q,T,0.6448438167572021,0.0,0.0,0.9999999403953552
distilroberta-base,41,MT_vs_TM,M,T,1.3290364742279053,0.0,0.0,1.0
distilroberta-base,42,NQ_vs_QN,N,Q,1.4811574220657349,0.0,0.0,0.9999998807907104
distilroberta-base,42,NM_vs_MN,N,M,1.2357269525527954,0.0,0.0,0.9999998807907104
distilroberta-base,42,NT_vs_TN,N,T,1.3443621397018433,0.0,0.0,1.0
distilroberta-base,42,QM_vs_MQ,Q,M,1.436445951461792,0.0,0.0,1.0
distilroberta-base,42,QT_vs_TQ,Q,T,0.6290282011032104,0.0,0.0,1.0000001192092896
distilroberta-base,42,MT_vs_TM,M,T,1.3068925142288208,0.0,0.0,0.9999999403953552
distilroberta-base,43,NQ_vs_QN,N,Q,1.4378083944320679,0.0,0.0,1.0
distilroberta-base,43,NM_vs_MN,N,M,1.3370182514190674,0.0,0.0,0.9999999403953552
distilroberta-base,43,NT_vs_TN,N,T,1.3945868015289307,0.0,0.0,1.0
distilroberta-base,43,QM_vs_MQ,Q,M,1.3704965114593506,0.0,0.0,0.9999998807907104
distilroberta-base,43,QT_vs_TQ,Q,T,0.6338865756988525,0.0,0.0,0.9999998807907104
distilroberta-base,43,MT_vs_TM,M,T,1.3279579877853394,0.0,0.0,0.9999999403953552
distilroberta-base,44,NQ_vs_QN,N,Q,1.403028964996338,0.0,0.0,1.0
distilroberta-base,44,NM_vs_MN,N,M,1.1469885110855103,0.0,0.0,0.9999999403953552
distilroberta-base,44,NT_vs_TN,N,T,1.3391729593276978,0.0,0.0,1.0
distilroberta-base,44,QM_vs_MQ,Q,M,1.296441674232483,0.0,0.0,1.0
distilroberta-base,44,QT_vs_TQ,Q,T,0.664806067943573,0.0,0.0,0.9999998211860657
distilroberta-base,44,MT_vs_TM,M,T,1.437833309173584,0.0,0.0,1.0
distilroberta-base,45,NQ_vs_QN,N,Q,1.4251314401626587,0.0,0.0,1.0
distilroberta-base,45,NM_vs_MN,N,M,1.135843276977539,0.0,0.0,1.0
distilroberta-base,45,NT_vs_TN,N,T,1.3249902725219727,0.0,0.0,1.000000238418579
distilroberta-base,45,QM_vs_MQ,Q,M,1.3272995948791504,0.0,0.0,0.9999998211860657
distilroberta-base,45,QT_vs_TQ,Q,T,0.6753080487251282,0.0,0.0,0.9999998807907104
distilroberta-base,45,MT_vs_TM,M,T,1.3252090215682983,0.0,0.0,1.0
distilroberta-base,46,NQ_vs_QN,N,Q,1.5176881551742554,0.0,0.0,1.0
distilroberta-base,46,NM_vs_MN,N,M,1.1877776384353638,0.0,0.0,1.0000001192092896
distilroberta-base,46,NT_vs_TN,N,T,1.4992892742156982,0.0,0.0,1.0
distilroberta-base,46,QM_vs_MQ,Q,M,1.4731199741363525,0.0,0.0,1.0
distilroberta-base,46,QT_vs_TQ,Q,T,0.6428484916687012,0.0,0.0,0.9999998807907104
distilroberta-base,46,MT_vs_TM,M,T,1.4136768579483032,0.0,0.0,1.0000001192092896
distilroberta-base,47,NQ_vs_QN,N,Q,1.484824538230896,0.0,0.0,0.9999998211860657
distilroberta-base,47,NM_vs_MN,N,M,1.2698951959609985,0.0,0.0,1.0000001192092896
distilroberta-base,47,NT_vs_TN,N,T,1.3811302185058594,0.0,0.0,1.0
distilroberta-base,47,QM_vs_MQ,Q,M,1.387550950050354,0.0,0.0,1.0
distilroberta-base,47,QT_vs_TQ,Q,T,0.6261233687400818,0.0,0.0,1.0
distilroberta-base,47,MT_vs_TM,M,T,1.2887229919433594,0.0,0.0,1.0
distilroberta-base,48,NQ_vs_QN,N,Q,1.5233091115951538,0.0,0.0,1.0
distilroberta-base,48,NM_vs_MN,N,M,1.2651827335357666,0.0,0.0,1.0
distilroberta-base,48,NT_vs_TN,N,T,1.4564952850341797,0.0,0.0,0.9999998807907104
distilroberta-base,48,QM_vs_MQ,Q,M,1.39459228515625,0.0,0.0,1.0
