model,template_id,pair,a,b,comm_norm,antisym_error,relative_antisym_error,cos_comm_ab_neg_comm_ba
bert-base-uncased,9,NQ_vs_QN,N,Q,3.859175205230713,0.0,0.0,0.9999998807907104
bert-base-uncased,9,NM_vs_MN,N,M,1.9747055768966675,0.0,0.0,1.0
bert-base-uncased,9,NT_vs_TN,N,T,4.0983428955078125,0.0,0.0,1.0
bert-base-uncased,9,QM_vs_MQ,Q,M,4.478740692138672,0.0,0.0,0.9999999403953552
bert-base-uncased,9,QT_vs_TQ,Q,T,2.8941469192504883,0.0,0.0,1.0000001192092896
bert-base-uncased,9,MT_vs_TM,M,T,4.116178512573242,0.0,0.0,1.0
bert-base-uncased,10,NQ_vs_QN,N,Q,4.082039833068848,0.0,0.0,1.0
bert-base-uncased,10,NM_vs_MN,N,M,2.6381149291992188,0.0,0.0,1.0000001192092896
bert-base-uncased,10,NT_vs_TN,N,T,4.052520751953125,0.0,0.0,1.0
bert-base-uncased,10,QM_vs_MQ,Q,M,4.429775238037109,0.0,0.0,1.0
bert-base-uncased,10,QT_vs_TQ,Q,T,3.1818222999572754,0.0,0.0,1.000000238418579
bert-base-uncased,10,MT_vs_TM,M,T,4.435779094696045,0.0,0.0,1.0000001192092896
bert-base-uncased,11,NQ_vs_QN,N,Q,4.530027866363525,0.0,0.0,1.000000238418579
bert-base-uncased,11,NM_vs_MN,N,M,1.9888125658035278,0.0,0.0,1.0
bert-base-uncased,11,NT_vs_TN,N,T,4.638128757476807,0.0,0.0,0.9999999403953552
bert-base-uncased,11,QM_vs_MQ,Q,M,4.602291107177734,0.0,0.0,1.0
bert-base-uncased,11,QT_vs_TQ,Q,T,3.0078330039978027,0.0,0.0,0.9999999403953552
bert-base-uncased,11,MT_vs_TM,M,T,4.611144542694092,0.0,0.0,0.9999997615814209
bert-base-uncased,12,NQ_vs_QN,N,Q,3.807023048400879,0.0,0.0,1.0
bert-base-uncased,12,NM_vs_MN,N,M,1.9147632122039795,0.0,0.0,0.9999998211860657
bert-base-uncased,12,NT_vs_TN,N,T,5.243778705596924,0.0,0.0,1.0
bert-base-uncased,12,QM_vs_MQ,Q,M,4.419042587280273,0.0,0.0,0.9999999403953552
bert-base-uncased,12,QT_vs_TQ,Q,T,2.9667930603027344,0.0,0.0,1.0
bert-base-uncased,12,MT_vs_TM,M,T,4.09058952331543,0.0,0.0,0.9999999403953552
bert-base-uncased,13,NQ_vs_QN,N,Q,3.808098077774048,0.0,0.0,1.0
bert-base-uncased,13,NM_vs_MN,N,M,2.3240296840667725,0.0,0.0,0.9999998807907104
bert-base-uncased,13,NT_vs_TN,N,T,4.750589370727539,0.0,0.0,1.0
bert-base-uncased,13,QM_vs_MQ,Q,M,4.330600738525391,0.0,0.0,1.000000238418579
bert-base-uncased,13,QT_vs_TQ,Q,T,3.0726194381713867,0.0,0.0,0.9999998211860657
bert-base-uncased,13,MT_vs_TM,M,T,4.154084205627441,0.0,0.0,0.9999998807907104
bert-base-uncased,14,NQ_vs_QN,N,Q,4.4048967361450195,0.0,0.0,1.0
bert-base-uncased,14,NM_vs_MN,N,M,2.310262680053711,0.0,0.0,1.0
bert-base-uncased,14,NT_vs_TN,N,T,5.387365818023682,0.0,0.0,1.0
bert-base-uncased,14,QM_vs_MQ,Q,M,4.395662307739258,0.0,0.0,1.0
bert-base-uncased,14,QT_vs_TQ,Q,T,3.247380495071411,0.0,0.0,1.0
bert-base-uncased,14,MT_vs_TM,M,T,4.117979049682617,0.0,0.0,1.0000001192092896
bert-base-uncased,15,NQ_vs_QN,N,Q,3.9338531494140625,0.0,0.0,0.9999999403953552
bert-base-uncased,15,NM_vs_MN,N,M,1.3696143627166748,0.0,0.0,1.0
bert-base-uncased,15,NT_vs_TN,N,T,4.894128322601318,0.0,0.0,0.9999999403953552
bert-base-uncased,15,QM_vs_MQ,Q,M,4.0003886222839355,0.0,0.0,1.0000001192092896
bert-base-uncased,15,QT_vs_TQ,Q,T,3.1933767795562744,0.0,0.0,0.9999999403953552
bert-base-uncased,15,MT_vs_TM,M,T,4.8820929527282715,0.0,0.0,1.0
bert-base-uncased,16,NQ_vs_QN,N,Q,3.9079549312591553,0.0,0.0,1.0
bert-base-uncased,16,NM_vs_MN,N,M,1.7533804178237915,0.0,0.0,0.9999999403953552
bert-base-uncased,16,NT_vs_TN,N,T,5.455869197845459,0.0,0.0,1.0
bert-base-uncased,16,QM_vs_MQ,Q,M,4.330832004547119,0.0,0.0,1.0000001192092896
bert-base-uncased,16,QT_vs_TQ,Q,T,3.0999248027801514,0.0,0.0,0.9999999403953552
bert-base-uncased,16,MT_vs_TM,M,T,4.79232931137085,0.0,0.0,0.9999998807907104
bert-base-uncased,17,NQ_vs_QN,N,Q,4.013054847717285,0.0,0.0,1.0
bert-base-uncased,17,NM_vs_MN,N,M,1.6021896600723267,0.0,0.0,1.0
bert-base-uncased,17,NT_vs_TN,N,T,4.578790664672852,0.0,0.0,0.9999998807907104
bert-base-uncased,17,QM_vs_MQ,Q,M,4.094346523284912,0.0,0.0,1.0000001192092896
bert-base-uncased,17,QT_vs_TQ,Q,T,3.209969997406006,0.0,0.0,1.0
bert-base-uncased,17,MT_vs_TM,M,T,4.593864440917969,0.0,0.0,1.0
bert-base-uncased,18,NQ_vs_QN,N,Q,4.072952747344971,0.0,0.0,1.0
bert-base-uncased,18,NM_vs_MN,N,M,1.778274416923523,0.0,0.0,1.0
bert-base-uncased,18,NT_vs_TN,N,T,5.501955509185791,0.0,0.0,1.0000001192092896
bert-base-uncased,18,QM_vs_MQ,Q,M,4.281472682952881,0.0,0.0,0.9999998807907104
bert-base-uncased,18,QT_vs_TQ,Q,T,2.957571268081665,0.0,0.0,0.9999999403953552
bert-base-uncased,18,MT_vs_TM,M,T,4.6055755615234375,0.0,0.0,0.9999998211860657
bert-base-uncased,19,NQ_vs_QN,N,Q,4.133410453796387,0.0,0.0,1.0
bert-base-uncased,19,NM_vs_MN,N,M,1.6872369050979614,0.0,0.0,1.0
bert-base-uncased,19,NT_vs_TN,N,T,5.062564373016357,0.0,0.0,1.0
bert-base-uncased,19,QM_vs_MQ,Q,M,4.286802768707275,0.0,0.0,1.0000001192092896
bert-base-uncased,19,QT_vs_TQ,Q,T,3.3072311878204346,0.0,0.0,0.9999999403953552
bert-base-uncased,19,MT_vs_TM,M,T,4.704111099243164,0.0,0.0,1.0
bert-base-uncased,20,NQ_vs_QN,N,Q,3.9185256958007812,0.0,0.0,1.0
bert-base-uncased,20,NM_vs_MN,N,M,2.1001083850860596,0.0,0.0,1.0000001192092896
bert-base-uncased,20,NT_vs_TN,N,T,5.549339771270752,0.0,0.0,1.0
bert-base-uncased,20,QM_vs_MQ,Q,M,4.410333156585693,0.0,0.0,0.9999999403953552
bert-base-uncased,20,QT_vs_TQ,Q,T,3.3585495948791504,0.0,0.0,0.9999998807907104
bert-base-uncased,20,MT_vs_TM,M,T,4.324886322021484,0.0,0.0,1.0
bert-base-uncased,21,NQ_vs_QN,N,Q,3.688539981842041,0.0,0.0,1.0000001192092896
bert-base-uncased,21,NM_vs_MN,N,M,1.9728463888168335,0.0,0.0,1.0
bert-base-uncased,21,NT_vs_TN,N,T,5.073756217956543,0.0,0.0,1.0000001192092896
bert-base-uncased,21,QM_vs_MQ,Q,M,4.375055313110352,0.0,0.0,0.9999998807907104
bert-base-uncased,21,QT_vs_TQ,Q,T,2.8669774532318115,0.0,0.0,1.0
bert-base-uncased,21,MT_vs_TM,M,T,4.234333038330078,0.0,0.0,1.0
bert-base-uncased,22,NQ_vs_QN,N,Q,3.686471462249756,0.0,0.0,1.0000001192092896
bert-base-uncased,22,NM_vs_MN,N,M,1.8978052139282227,0.0,0.0,1.0000001192092896
bert-base-uncased,22,NT_vs_TN,N,T,5.09629487991333,0.0,0.0,1.0
bert-base-uncased,22,QM_vs_MQ,Q,M,4.5122971534729,0.0,0.0,0.9999999403953552
bert-base-uncased,22,QT_vs_TQ,Q,T,2.854797124862671,0.0,0.0,0.9999999403953552
bert-base-uncased,22,MT_vs_TM,M,T,3.8788564205169678,0.0,0.0,0.9999998807907104
bert-base-uncased,23,NQ_vs_QN,N,Q,3.5539638996124268,0.0,0.0,1.0
bert-base-uncased,23,NM_vs_MN,N,M,1.8854453563690186,0.0,0.0,1.0
bert-base-uncased,23,NT_vs_TN,N,T,5.275969982147217,0.0,0.0,1.0000001192092896
bert-base-uncased,23,QM_vs_MQ,Q,M,4.374301433563232,0.0,0.0,1.0
bert-base-uncased,23,QT_vs_TQ,Q,T,2.7107133865356445,0.0,0.0,1.000000238418579
bert-base-uncased,23,MT_vs_TM,M,T,3.8386337757110596,0.0,0.0,1.0
bert-base-uncased,24,NQ_vs_QN,N,Q,4.179378986358643,0.0,0.0,1.0
bert-base-uncased,24,NM_vs_MN,N,M,1.8655017614364624,0.0,0.0,1.0
bert-base-uncased,24,NT_vs_TN,N,T,5.261179447174072,0.0,0.0,0.9999998807907104
bert-base-uncased,24,QM_vs_MQ,Q,M,4.431942939758301,0.0,0.0,1.0
bert-base-uncased,24,QT_vs_TQ,Q,T,3.025824546813965,0.0,0.0,1.0
bert-base-uncased,24,MT_vs_TM,M,T,4.61236047744751,0.0,0.0,0.9999999403953552
bert-base-uncased,25,NQ_vs_QN,N,Q,3.9252121448516846,0.0,0.0,1.0
bert-base-uncased,25,NM_vs_MN,N,M,2.3732242584228516,0.0,0.0,1.0
bert-base-uncased,25,NT_vs_TN,N,T,4.864664077758789,0.0,0.0,0.9999999403953552
bert-base-uncased,25,QM_vs_MQ,Q,M,4.275384426116943,0.0,0.0,0.9999997615814209
bert-base-uncased,25,QT_vs_TQ,Q,T,3.119220733642578,0.0,0.0,1.0
bert-base-uncased,25,MT_vs_TM,M,T,3.8839144706726074,0.0,0.0,1.0
bert-base-uncased,26,NQ_vs_QN,N,Q,4.265300273895264,0.0,0.0,0.9999999403953552
bert-base-uncased,26,NM_vs_MN,N,M,2.2091867923736572,0.0,0.0,1.0
bert-base-uncased,26,NT_vs_TN,N,T,4.892777919769287,0.0,0.0,0.9999998807907104
bert-base-uncased,26,QM_vs_MQ,Q,M,4.807895183563232,0.0,0.0,0.9999999403953552
bert-base-uncased,26,QT_vs_TQ,Q,T,3.039412260055542,0.0,0.0,1.0
bert-base-uncased,26,MT_vs_TM,M,T,4.2955498695373535,0.0,0.0,1.0
bert-base-uncased,27,NQ_vs_QN,N,Q,3.665573835372925,0.0,0.0,0.9999998807907104
bert-base-uncased,27,NM_vs_MN,N,M,2.4090747833251953,0.0,0.0,1.0
bert-base-uncased,27,NT_vs_TN,N,T,4.615755558013916,0.0,0.0,1.0
bert-base-uncased,27,QM_vs_MQ,Q,M,4.52100944519043,0.0,0.0,1.0
bert-base-uncased,27,QT_vs_TQ,Q,T,2.886319398880005,0.0,0.0,1.0000001192092896
bert-base-uncased,27,MT_vs_TM,M,T,3.77119779586792,0.0,0.0,1.0
bert-base-uncased,28,NQ_vs_QN,N,Q,3.9114573001861572,0.0,0.0,0.9999999403953552
bert-base-uncased,28,NM_vs_MN,N,M,2.094082832336426,0.0,0.0,1.0000001192092896
bert-base-uncased,28,NT_vs_TN,N,T,4.670769691467285,0.0,0.0,1.0000001192092896
bert-base-uncased,28,QM_vs_MQ,Q,M,4.458322048187256,0.0,0.0,0.9999998807907104
bert-base-uncased,28,QT_vs_TQ,Q,T,2.7773666381835938,0.0,0.0,1.0
bert-base-uncased,28,MT_vs_TM,M,T,3.7749881744384766,0.0,0.0,1.0
bert-base-uncased,29,NQ_vs_QN,N,Q,4.094704627990723,0.0,0.0,1.0
bert-base-uncased,29,NM_vs_MN,N,M,2.022918462753296,0.0,0.0,1.0
bert-base-uncased,29,NT_vs_TN,N,T,4.979596138000488,0.0,0.0,1.0000001192092896
bert-base-uncased,29,QM_vs_MQ,Q,M,4.406863212585449,0.0,0.0,0.9999999403953552
bert-base-uncased,29,QT_vs_TQ,Q,T,2.9779250621795654,0.0,0.0,1.0
bert-base-uncased,29,MT_vs_TM,M,T,3.92366623878479,0.0,0.0,0.9999999403953552
bert-base-uncased,30,NQ_vs_QN,N,Q,4.052034854888916,0.0,0.0,1.0
bert-base-uncased,30,NM_vs_MN,N,M,1.8225289583206177,0.0,0.0,1.0
bert-base-uncased,30,NT_vs_TN,N,T,5.368264675140381,0.0,0.0,1.0
bert-base-uncased,30,QM_vs_MQ,Q,M,4.495232582092285,0.0,0.0,0.9999998807907104
bert-base-uncased,30,QT_vs_TQ,Q,T,2.931903600692749,0.0,0.0,1.0000001192092896
bert-base-uncased,30,MT_vs_TM,M,T,4.046443462371826,0.0,0.0,1.0
bert-base-uncased,31,NQ_vs_QN,N,Q,3.3818159103393555,0.0,0.0,1.0000001192092896
bert-base-uncased,31,NM_vs_MN,N,M,1.8667210340499878,0.0,0.0,1.0
bert-base-uncased,31,NT_vs_TN,N,T,4.727348804473877,0.0,0.0,1.0
bert-base-uncased,31,QM_vs_MQ,Q,M,4.188968658447266,0.0,0.0,0.9999999403953552
bert-base-uncased,31,QT_vs_TQ,Q,T,2.6447324752807617,0.0,0.0,0.9999998807907104
bert-base-uncased,31,MT_vs_TM,M,T,3.6313376426696777,0.0,0.0,0.9999998211860657
bert-base-uncased,32,NQ_vs_QN,N,Q,4.152591228485107,0.0,0.0,1.0
bert-base-uncased,32,NM_vs_MN,N,M,2.204608678817749,0.0,0.0,1.0
bert-base-uncased,32,NT_vs_TN,N,T,4.6570305824279785,0.0,0.0,0.9999998807907104
bert-base-uncased,32,QM_vs_MQ,Q,M,4.801177978515625,0.0,0.0,1.0000001192092896
bert-base-uncased,32,QT_vs_TQ,Q,T,3.329204797744751,0.0,0.0,0.9999999403953552
bert-base-uncased,32,MT_vs_TM,M,T,4.62884521484375,0.0,0.0,0.9999998807907104
bert-base-uncased,33,NQ_vs_QN,N,Q,4.134513854980469,0.0,0.0,1.0
bert-base-uncased,33,NM_vs_MN,N,M,1.9729762077331543,0.0,0.0,1.0
bert-base-uncased,33,NT_vs_TN,N,T,4.449181079864502,0.0,0.0,0.9999998807907104
bert-base-uncased,33,QM_vs_MQ,Q,M,4.370788097381592,0.0,0.0,1.0
bert-base-uncased,33,QT_vs_TQ,Q,T,2.8919479846954346,0.0,0.0,1.0
bert-base-uncased,33,MT_vs_TM,M,T,4.467686176300049,0.0,0.0,0.9999998807907104
bert-base-uncased,34,NQ_vs_QN,N,Q,4.278897762298584,0.0,0.0,1.0
bert-base-uncased,34,NM_vs_MN,N,M,2.619175672531128,0.0,0.0,1.0000001192092896
bert-base-uncased,34,NT_vs_TN,N,T,6.147479057312012,0.0,0.0,0.9999998807907104
bert-base-uncased,34,QM_vs_MQ,Q,M,4.602205753326416,0.0,0.0,0.9999999403953552
bert-base-uncased,34,QT_vs_TQ,Q,T,3.0665740966796875,0.0,0.0,0.9999999403953552
bert-base-uncased,34,MT_vs_TM,M,T,4.397031307220459,0.0,0.0,0.9999998807907104
bert-base-uncased,35,NQ_vs_QN,N,Q,4.118200778961182,0.0,0.0,1.0000001192092896
bert-base-uncased,35,NM_vs_MN,N,M,2.1317434310913086,0.0,0.0,0.9999998807907104
bert-base-uncased,35,NT_vs_TN,N,T,4.728133678436279,0.0,0.0,1.0
bert-base-uncased,35,QM_vs_MQ,Q,M,4.398712635040283,0.0,0.0,1.0
bert-base-uncased,35,QT_vs_TQ,Q,T,3.1503942012786865,0.0,0.0,1.0
bert-base-uncased,35,MT_vs_TM,M,T,4.186880111694336,0.0,0.0,1.0
bert-base-uncased,36,NQ_vs_QN,N,Q,4.0439982414245605,0.0,0.0,0.9999998807907104
bert-base-uncased,36,NM_vs_MN,N,M,2.203977346420288,0.0,0.0,1.0
bert-base-uncased,36,NT_vs_TN,N,T,4.60402250289917,0.0,0.0,1.0
bert-base-uncased,36,QM_vs_MQ,Q,M,4.441794395446777,0.0,0.0,1.0
bert-base-uncased,36,QT_vs_TQ,Q,T,3.141648530960083,0.0,0.0,1.0
bert-base-uncased,36,MT_vs_TM,M,T,4.425616264343262,0.0,0.0,1.0
bert-base-uncased,37,NQ_vs_QN,N,Q,4.000124931335449,0.0,0.0,1.0000001192092896
bert-base-uncased,37,NM_vs_MN,N,M,2.3922245502471924,0.0,0.0,0.9999999403953552
bert-base-uncased,37,NT_vs_TN,N,T,4.751194000244141,0.0,0.0,0.9999998807907104
bert-base-uncased,37,QM_vs_MQ,Q,M,4.611684322357178,0.0,0.0,0.9999998807907104
bert-base-uncased,37,QT_vs_TQ,Q,T,3.076263189315796,0.0,0.0,1.0
bert-base-uncased,37,MT_vs_TM,M,T,4.419459819793701,0.0,0.0,0.9999998211860657
bert-base-uncased,38,NQ_vs_QN,N,Q,3.6628100872039795,0.0,0.0,0.9999998211860657
bert-base-uncased,38,NM_vs_MN,N,M,1.989713191986084,0.0,0.0,1.0
bert-base-uncased,38,NT_vs_TN,N,T,4.213132381439209,0.0,0.0,0.9999998807907104
bert-base-uncased,38,QM_vs_MQ,Q,M,4.302393913269043,0.0,0.0,0.9999998807907104
bert-base-uncased,38,QT_vs_TQ,Q,T,2.9435009956359863,0.0,0.0,0.9999998807907104
bert-base-uncased,38,MT_vs_TM,M,T,4.275994300842285,0.0,0.0,1.0
bert-base-uncased,39,NQ_vs_QN,N,Q,3.7668092250823975,0.0,0.0,0.9999998807907104
bert-base-uncased,39,NM_vs_MN,N,M,1.9411998987197876,0.0,0.0,1.0
bert-base-uncased,39,NT_vs_TN,N,T,5.398345947265625,0.0,0.0,1.0
bert-base-uncased,39,QM_vs_MQ,Q,M,4.5061726570129395,0.0,0.0,0.9999999403953552
bert-base-uncased,39,QT_vs_TQ,Q,T,2.893436908721924,0.0,0.0,1.0
bert-base-uncased,39,MT_vs_TM,M,T,3.7201616764068604,0.0,0.0,1.0
bert-base-uncased,40,NQ_vs_QN,N,Q,3.959465265274048,0.0,0.0,0.9999998807907104
bert-base-uncased,40,NM_vs_MN,N,M,2.040661334991455,0.0,0.0,1.0
bert-base-uncased,40,NT_vs_TN,N,T,5.632907390594482,0.0,0.0,0.9999999403953552
bert-base-uncased,40,QM_vs_MQ,Q,M,4.980349063873291,0.0,0.0,0.9999999403953552
bert-base-uncased,40,QT_vs_TQ,Q,T,3.0561985969543457,0.0,0.0,1.0
bert-base-uncased,40,MT_vs_TM,M,T,3.7329723834991455,0.0,0.0,1.0000001192092896
bert-base-uncased,41,NQ_vs_QN,N,Q,3.6146445274353027,0.0,0.0,1.0
bert-base-uncased,41,NM_vs_MN,N,M,1.971018671989441,0.0,0.0,1.0
bert-base-uncased,41,NT_vs_TN,N,T,4.2516770362854,0.0,0.0,1.0000001192092896
bert-base-uncased,41,QM_vs_MQ,Q,M,4.338847637176514,0.0,0.0,0.9999998807907104
bert-base-uncased,41,QT_vs_TQ,Q,T,2.8310277462005615,0.0,0.0,0.9999998807907104
bert-base-uncased,41,MT_vs_TM,M,T,4.13990592956543,0.0,0.0,0.9999999403953552
bert-base-uncased,42,NQ_vs_QN,N,Q,4.254018783569336,0.0,0.0,0.9999998807907104
bert-base-uncased,42,NM_vs_MN,N,M,1.99930739402771,0.0,0.0,1.0000001192092896
bert-base-uncased,42,NT_vs_TN,N,T,5.460786819458008,0.0,0.0,1.0
bert-base-uncased,42,QM_vs_MQ,Q,M,4.295433044433594,0.0,0.0,1.0
bert-base-uncased,42,QT_vs_TQ,Q,T,2.89872407913208,0.0,0.0,0.9999999403953552
bert-base-uncased,42,MT_vs_TM,M,T,4.17750358581543,0.0,0.0,0.9999998807907104
bert-base-uncased,43,NQ_vs_QN,N,Q,4.350207805633545,0.0,0.0,0.9999999403953552
bert-base-uncased,43,NM_vs_MN,N,M,2.3215138912200928,0.0,0.0,1.0
bert-base-uncased,43,NT_vs_TN,N,T,5.2831130027771,0.0,0.0,1.0
bert-base-uncased,43,QM_vs_MQ,Q,M,4.858111381530762,0.0,0.0,0.9999999403953552
bert-base-uncased,43,QT_vs_TQ,Q,T,3.1633739471435547,0.0,0.0,1.0
bert-base-uncased,43,MT_vs_TM,M,T,4.036242485046387,0.0,0.0,0.9999998807907104
bert-base-uncased,44,NQ_vs_QN,N,Q,4.021514892578125,0.0,0.0,0.9999999403953552
bert-base-uncased,44,NM_vs_MN,N,M,2.2519454956054688,0.0,0.0,0.9999999403953552
bert-base-uncased,44,NT_vs_TN,N,T,4.077739238739014,0.0,0.0,0.9999999403953552
bert-base-uncased,44,QM_vs_MQ,Q,M,4.469686985015869,0.0,0.0,1.0
bert-base-uncased,44,QT_vs_TQ,Q,T,3.08644700050354,0.0,0.0,1.0
bert-base-uncased,44,MT_vs_TM,M,T,4.024815559387207,0.0,0.0,0.9999999403953552
bert-base-uncased,45,NQ_vs_QN,N,Q,3.7982289791107178,0.0,0.0,1.0
bert-base-uncased,45,NM_vs_MN,N,M,2.1071746349334717,0.0,0.0,1.0
bert-base-uncased,45,NT_vs_TN,N,T,4.517458438873291,0.0,0.0,1.0000001192092896
bert-base-uncased,45,QM_vs_MQ,Q,M,4.463004112243652,0.0,0.0,1.0000001192092896
bert-base-uncased,45,QT_vs_TQ,Q,T,3.0042550563812256,0.0,0.0,1.0000001192092896
bert-base-uncased,45,MT_vs_TM,M,T,4.354475975036621,0.0,0.0,0.9999997615814209
bert-base-uncased,46,NQ_vs_QN,N,Q,4.128785610198975,0.0,0.0,1.0000001192092896
bert-base-uncased,46,NM_vs_MN,N,M,2.146897792816162,0.0,0.0,1.0
bert-base-uncased,46,NT_vs_TN,N,T,5.419064044952393,0.0,0.0,1.0
bert-base-uncased,46,QM_vs_MQ,Q,M,4.607156753540039,0.0,0.0,0.9999998807907104
bert-base-uncased,46,QT_vs_TQ,Q,T,2.9269001483917236,0.0,0.0,0.9999999403953552
bert-base-uncased,46,MT_vs_TM,M,T,3.5158536434173584,0.0,0.0,0.9999998807907104
bert-base-uncased,47,NQ_vs_QN,N,Q,4.367669105529785,0.0,0.0,0.9999999403953552
bert-base-uncased,47,NM_vs_MN,N,M,2.1388766765594482,0.0,0.0,1.0
bert-base-uncased,47,NT_vs_TN,N,T,4.628541946411133,0.0,0.0,1.0
bert-base-uncased,47,QM_vs_MQ,Q,M,4.708974361419678,0.0,0.0,0.9999998807907104
bert-base-uncased,47,QT_vs_TQ,Q,T,3.387202262878418,0.0,0.0,0.9999998807907104
bert-base-uncased,47,MT_vs_TM,M,T,4.61898946762085,0.0,0.0,1.0
bert-base-uncased,48,NQ_vs_QN,N,Q,4.522755146026611,0.0,0.0,1.0
