model,template_id,pair,op_a,op_b,source,ab_text,ba_text,norm_ab,norm_ba,commutator_norm,relative_commutator_norm,cosine_ab_ba,noncommutativity_score
roberta-base,2,QM_vs_MQ,Q,M,The manager reviewed the proposal during the meeting.,Is it reportedly true that the manager reviewed the proposal during the meeting?,Did the manager reportedly review the proposal during the meeting?,1.7710697650909424,1.4567025899887085,1.1116565465927124,0.6888072790155559,0.7796535491943359,0.22034645080566406
roberta-base,2,QT_vs_TQ,Q,T,The manager reviewed the proposal during the meeting.,Will it be true that the manager plans to review the proposal during the meeting?,Will the manager review the proposal during the meeting?,1.8948084115982056,1.348349928855896,1.2581170797348022,0.7758591765568047,0.7486673593521118,0.2513326406478882
roberta-base,2,MT_vs_TM,M,T,The manager reviewed the proposal during the meeting.,The manager reportedly plans to review the proposal during the meeting.,The manager will reportedly review the proposal during the meeting.,1.3901442289352417,1.174211025238037,0.6179612874984741,0.48196230728352524,0.8973092436790466,0.10269075632095337
roberta-base,3,NQ_vs_QN,N,Q,The consultant approved the treatment before the deadline.,Did the consultant fail to approve the treatment before the deadline?,Is it false that the consultant approved the treatment before the deadline?,1.474807858467102,1.5635411739349365,1.2578293085098267,0.8279689364816603,0.6586484313011169,0.34135156869888306
roberta-base,3,NM_vs_MN,N,M,The consultant approved the treatment before the deadline.,The consultant did not reportedly approve the treatment before the deadline.,The consultant reportedly refused to approve the treatment before the deadline.,1.1069658994674683,1.2162163257598877,0.7147844433784485,0.6153494423433628,0.8146857023239136,0.18531429767608643
roberta-base,3,NT_vs_TN,N,T,The consultant approved the treatment before the deadline.,The consultant will fail to approve the treatment before the deadline.,The consultant will not approve the treatment before the deadline.,1.2736035585403442,1.0815037488937378,0.6103808879852295,0.518346562008445,0.8781541585922241,0.12184584140777588
roberta-base,3,QM_vs_MQ,Q,M,The consultant approved the treatment before the deadline.,Is it reportedly true that the consultant approved the treatment before the deadline?,Did the consultant reportedly approve the treatment before the deadline?,1.6018050909042358,1.295620322227478,1.1346007585525513,0.7831785787544553,0.712438702583313,0.287561297416687
roberta-base,3,QT_vs_TQ,Q,T,The consultant approved the treatment before the deadline.,Will it be true that the consultant will approve the treatment before the deadline?,Will the consultant approve the treatment before the deadline?,1.8671445846557617,1.3417283296585083,1.1524651050567627,0.7182990014438287,0.7900141477584839,0.2099858522415161
roberta-base,3,MT_vs_TM,M,T,The consultant approved the treatment before the deadline.,The consultant reportedly will approve the treatment before the deadline.,The consultant will reportedly approve the treatment before the deadline.,1.0796693563461304,1.1014753580093384,0.1297660917043686,0.11898897936498969,0.9931199550628662,0.006880044937133789
roberta-base,4,NQ_vs_QN,N,Q,The architect reviewed the proposal after the review.,Did the architect fail to review the proposal after the review?,Is it false that the architect reviewed the proposal after the review?,1.575857162475586,1.6284433603286743,1.2011785507202148,0.7497290233365798,0.7194162607192993,0.2805837392807007
roberta-base,4,NM_vs_MN,N,M,The architect reviewed the proposal after the review.,The architect did not allegedly review the proposal after the review.,The architect allegedly refused to review the proposal after the review.,1.27810800075531,1.4347789287567139,0.7591079473495483,0.5596310993215865,0.8495750427246094,0.15042495727539062
roberta-base,4,NT_vs_TN,N,T,The architect reviewed the proposal after the review.,The architect will fail to review the proposal after the review.,The architect will not review the proposal after the review.,1.389693021774292,1.1642197370529175,0.6341050863265991,0.49657536980025263,0.8914490342140198,0.10855096578598022
roberta-base,4,QM_vs_MQ,Q,M,The architect reviewed the proposal after the review.,Is it allegedly true that the architect reviewed the proposal after the review?,Did the architect allegedly review the proposal after the review?,1.8030794858932495,1.4997402429580688,1.24447762966156,0.7535849557817804,0.7306531667709351,0.26934683322906494
roberta-base,4,QT_vs_TQ,Q,T,The architect reviewed the proposal after the review.,Will it be true that the architect is going to review the proposal after the review?,Will the architect review the proposal after the review?,2.1425371170043945,1.3588787317276,1.3432868719100952,0.7672821109756425,0.7955829501152039,0.20441704988479614
roberta-base,4,MT_vs_TM,M,T,The architect reviewed the proposal after the review.,The architect allegedly is going to review the proposal after the review.,The architect will allegedly review the proposal after the review.,1.6413160562515259,1.2773869037628174,0.8177671432495117,0.5603633904869392,0.8721025586128235,0.1278974413871765
roberta-base,5,NQ_vs_QN,N,Q,The doctor verified the report for the committee.,Did the doctor fail to verify the report for the committee?,Is it false that the doctor verified the report for the committee?,1.446086049079895,1.590842366218567,1.2139643430709839,0.7994685267883596,0.6842515468597412,0.3157484531402588
roberta-base,5,NM_vs_MN,N,M,The doctor verified the report for the committee.,The doctor did not allegedly verify the report for the committee.,The doctor allegedly refused to verify the report for the committee.,1.373555302619934,1.457480549812317,0.7814390063285828,0.5520516496862211,0.8492444753646851,0.15075552463531494
roberta-base,5,NT_vs_TN,N,T,The doctor verified the report for the committee.,The doctor will fail to verify the report for the committee.,The doctor will not verify the report for the committee.,1.2111127376556396,1.0357872247695923,0.6818221807479858,0.6069003446076361,0.8269597887992859,0.1730402112007141
roberta-base,5,QM_vs_MQ,Q,M,The doctor verified the report for the committee.,Is it allegedly true that the doctor verified the report for the committee?,Did the doctor allegedly verify the report for the committee?,1.658084750175476,1.4555963277816772,1.2219960689544678,0.7849205094282931,0.6991357803344727,0.30086421966552734
roberta-base,5,QT_vs_TQ,Q,T,The doctor verified the report for the committee.,Will it be true that the doctor is going to verify the report for the committee?,Will the doctor verify the report for the committee?,1.9746057987213135,1.2726110219955444,1.4332517385482788,0.8827570302071731,0.6893210411071777,0.31067895889282227
roberta-base,5,MT_vs_TM,M,T,The doctor verified the report for the committee.,The doctor allegedly is going to verify the report for the committee.,The doctor will allegedly verify the report for the committee.,1.4671220779418945,1.0915846824645996,0.8812721967697144,0.6888418871641394,0.8015556931495667,0.19844430685043335
roberta-base,6,NQ_vs_QN,N,Q,The consultant fixed the bug before the deadline.,Did the consultant fail to fix the bug before the deadline?,Is it false that the consultant fixed the bug before the deadline?,1.5521796941757202,1.5348474979400635,1.2577910423278809,0.8148882170778692,0.6680311560630798,0.33196884393692017
roberta-base,6,NM_vs_MN,N,M,The consultant fixed the bug before the deadline.,The consultant did not allegedly fix the bug before the deadline.,The consultant allegedly refused to fix the bug before the deadline.,1.4087343215942383,1.3802402019500732,0.7697998285293579,0.5520307353331585,0.8478239178657532,0.15217608213424683
roberta-base,6,NT_vs_TN,N,T,The consultant fixed the bug before the deadline.,The consultant will fail to fix the bug before the deadline.,The consultant will not fix the bug before the deadline.,1.4142526388168335,1.2508361339569092,0.6409867405891418,0.48102468265741216,0.8914190530776978,0.10858094692230225
roberta-base,6,QM_vs_MQ,Q,M,The consultant fixed the bug before the deadline.,Is it allegedly true that the consultant fixed the bug before the deadline?,Did the consultant allegedly fix the bug before the deadline?,1.7128608226776123,1.3966206312179565,1.2834672927856445,0.8255185385826224,0.6766011714935303,0.3233988285064697
roberta-base,6,QT_vs_TQ,Q,T,The consultant fixed the bug before the deadline.,Will it be true that the consultant plans to fix the bug before the deadline?,Will the consultant fix the bug before the deadline?,1.9071433544158936,1.4001295566558838,1.3068196773529053,0.790270239251963,0.7283557653427124,0.2716442346572876
roberta-base,6,MT_vs_TM,M,T,The consultant fixed the bug before the deadline.,The consultant allegedly plans to fix the bug before the deadline.,The consultant will allegedly fix the bug before the deadline.,1.4768190383911133,1.3362764120101929,0.643832802772522,0.45773974905843834,0.8999796509742737,0.10002034902572632
roberta-base,7,NQ_vs_QN,N,Q,The operator reviewed the proposal with the team.,Did the operator fail to review the proposal with the team?,Is it false that the operator reviewed the proposal with the team?,1.6441644430160522,1.6798596382141113,1.2712266445159912,0.76487210287885,0.7076823115348816,0.2923176884651184
roberta-base,7,NM_vs_MN,N,M,The operator reviewed the proposal with the team.,The operator did not apparently review the proposal with the team.,The operator apparently refused to review the proposal with the team.,1.1890840530395508,1.1969590187072754,0.672606885433197,0.5637843619815434,0.8410935997962952,0.15890640020370483
roberta-base,7,NT_vs_TN,N,T,The operator reviewed the proposal with the team.,The operator will fail to review the proposal with the team.,The operator will not review the proposal with the team.,1.3938229084014893,1.163743495941162,0.7541386485099792,0.5897314315897256,0.8410073518753052,0.15899264812469482
roberta-base,7,QM_vs_MQ,Q,M,The operator reviewed the proposal with the team.,Is it apparently true that the operator reviewed the proposal with the team?,Did the operator apparently review the proposal with the team?,1.6829454898834229,1.4613243341445923,1.237446904182434,0.7871124130157484,0.6986660957336426,0.3013339042663574
roberta-base,7,QT_vs_TQ,Q,T,The operator reviewed the proposal with the team.,Will it be true that the operator is going to review the proposal with the team?,Will the operator review the proposal with the team?,2.032207489013672,1.3771628141403198,1.3037452697753906,0.7648012118651573,0.772987961769104,0.227012038230896
roberta-base,7,MT_vs_TM,M,T,The operator reviewed the proposal with the team.,The operator apparently is going to review the proposal with the team.,The operator will apparently review the proposal with the team.,1.4007600545883179,1.066481351852417,0.7833877801895142,0.6350313172791644,0.8319970369338989,0.16800296306610107
roberta-base,8,NQ_vs_QN,N,Q,The coordinator verified the report before the deadline.,Did the coordinator fail to verify the report before the deadline?,Is it false that the coordinator verified the report before the deadline?,1.6012814044952393,1.5210574865341187,1.2982853651046753,0.8316107958901483,0.6553046107292175,0.34469538927078247
roberta-base,8,NM_vs_MN,N,M,The coordinator verified the report before the deadline.,The coordinator did not reportedly verify the report before the deadline.,The coordinator reportedly did not verify the report before the deadline.,1.2686755657196045,1.36626398563385,0.3066959083080292,0.2327916085591109,0.9756139516830444,0.024386048316955566
roberta-base,8,NT_vs_TN,N,T,The coordinator verified the report before the deadline.,The coordinator will fail to verify the report before the deadline.,The coordinator will not verify the report before the deadline.,1.4302057027816772,1.1119658946990967,0.7846096754074097,0.6172751486833699,0.8382936716079712,0.1617063283920288
roberta-base,8,QM_vs_MQ,Q,M,The coordinator verified the report before the deadline.,Is it reportedly true that the coordinator verified the report before the deadline?,Did the coordinator reportedly verify the report before the deadline?,1.6044148206710815,1.222244381904602,1.1583263874053955,0.8195727212881524,0.6951366662979126,0.3048633337020874
roberta-base,8,QT_vs_TQ,Q,T,The coordinator verified the report before the deadline.,Will it be true that the coordinator is going to verify the report before the deadline?,Will the coordinator verify the report before the deadline?,2.061335802078247,1.354666829109192,1.509549617767334,0.8838105708611322,0.6813952922821045,0.3186047077178955
roberta-base,8,MT_vs_TM,M,T,The coordinator verified the report before the deadline.,The coordinator reportedly is going to verify the report before the deadline.,The coordinator will reportedly verify the report before the deadline.,1.5539301633834839,1.1519235372543335,0.8505064845085144,0.6286418843024708,0.843086838722229,0.156913161277771
roberta-base,9,NQ_vs_QN,N,Q,The programmer approved the treatment before the deadline.,Did the programmer fail to approve the treatment before the deadline?,Is it false that the programmer approved the treatment before the deadline?,1.701174259185791,1.6846961975097656,1.3045114278793335,0.7705619246589263,0.7031574249267578,0.2968425750732422
roberta-base,9,NM_vs_MN,N,M,The programmer approved the treatment before the deadline.,The programmer did not apparently approve the treatment before the deadline.,The programmer apparently failed to approve the treatment before the deadline.,1.256726622581482,1.4040470123291016,0.7677831053733826,0.5771126827920535,0.8391083478927612,0.16089165210723877
roberta-base,9,NT_vs_TN,N,T,The programmer approved the treatment before the deadline.,The programmer will fail to approve the treatment before the deadline.,The programmer will not approve the treatment before the deadline.,1.2578800916671753,1.1022920608520508,0.5971208214759827,0.5059976839724301,0.8801538944244385,0.11984610557556152
roberta-base,9,QM_vs_MQ,Q,M,The programmer approved the treatment before the deadline.,Is it apparently true that the programmer approved the treatment before the deadline?,Did the programmer apparently approve the treatment before the deadline?,1.7370636463165283,1.4935855865478516,1.1674554347991943,0.7227373513176943,0.7487581968307495,0.2512418031692505
roberta-base,9,QT_vs_TQ,Q,T,The programmer approved the treatment before the deadline.,Will it be true that the programmer will approve the treatment before the deadline?,Will the programmer approve the treatment before the deadline?,1.991838812828064,1.3233280181884766,1.2367851734161377,0.7461375167271157,0.7946149110794067,0.20538508892059326
roberta-base,9,MT_vs_TM,M,T,The programmer approved the treatment before the deadline.,The programmer apparently will approve the treatment before the deadline.,The programmer will apparently approve the treatment before the deadline.,1.0829981565475464,1.1060028076171875,0.14231601357460022,0.13002827856567373,0.9917663335800171,0.00823366641998291
roberta-base,10,NQ_vs_QN,N,Q,The manager approved the treatment at the office.,Did the manager fail to approve the treatment at the office?,Is it false that the manager approved the treatment at the office?,1.5831043720245361,1.8113924264907837,1.248245358467102,0.7354523704440212,0.7374130487442017,0.26258695125579834
roberta-base,10,NM_vs_MN,N,M,The manager approved the treatment at the office.,The manager did not apparently approve the treatment at the office.,The manager apparently failed to approve the treatment at the office.,1.1621899604797363,1.2032126188278198,0.7082586288452148,0.5988482764333083,0.8212381601333618,0.17876183986663818
roberta-base,10,NT_vs_TN,N,T,The manager approved the treatment at the office.,The manager will fail to approve the treatment at the office.,The manager will not approve the treatment at the office.,1.259642481803894,1.097893238067627,0.6712779402732849,0.5694742477193925,0.846541702747345,0.15345829725265503
roberta-base,10,QM_vs_MQ,Q,M,The manager approved the treatment at the office.,Is it apparently true that the manager approved the treatment at the office?,Did the manager apparently approve the treatment at the office?,1.7684346437454224,1.5170230865478516,1.14210844039917,0.6952507286079284,0.7686699032783508,0.23133009672164917
roberta-base,10,QT_vs_TQ,Q,T,The manager approved the treatment at the office.,Will it be true that the manager plans to approve the treatment at the office?,Will the manager approve the treatment at the office?,1.8775609731674194,1.4364614486694336,1.2281039953231812,0.7411561172490454,0.7564611434936523,0.24353885650634766
roberta-base,10,MT_vs_TM,M,T,The manager approved the treatment at the office.,The manager apparently plans to approve the treatment at the office.,The manager will apparently approve the treatment at the office.,1.1755964756011963,1.0274409055709839,0.7457936406135559,0.6770594516340535,0.7788403034210205,0.2211596965789795
roberta-base,11,NQ_vs_QN,N,Q,The designer supported the theory for the committee.,Did the designer fail to support the theory for the committee?,Is it false that the designer supported the theory for the committee?,1.546115756034851,1.6217478513717651,1.2341569662094116,0.7791730447757376,0.6974121332168579,0.3025878667831421
roberta-base,11,NM_vs_MN,N,M,The designer supported the theory for the committee.,The designer did not apparently support the theory for the committee.,The designer apparently failed to support the theory for the committee.,1.1764612197875977,1.2598317861557007,0.7205753326416016,0.5915342127430303,0.8271833062171936,0.1728166937828064
roberta-base,11,NT_vs_TN,N,T,The designer supported the theory for the committee.,The designer will fail to support the theory for the committee.,The designer will not support the theory for the committee.,1.3229480981826782,1.1335222721099854,0.7315967082977295,0.5956487138169482,0.8335041403770447,0.16649585962295532
roberta-base,11,QM_vs_MQ,Q,M,The designer supported the theory for the committee.,Is it apparently true that the designer supported the theory for the committee?,Did the designer apparently support the theory for the committee?,1.7207249402999878,1.3422256708145142,1.2751948833465576,0.8326578161061013,0.6789792776107788,0.3210207223892212
roberta-base,11,QT_vs_TQ,Q,T,The designer supported the theory for the committee.,Will it be true that the designer plans to support the theory for the committee?,Will the designer support the theory for the committee?,1.9584083557128906,1.3556710481643677,1.3528494834899902,0.8164255098453148,0.7237414717674255,0.27625852823257446
roberta-base,11,MT_vs_TM,M,T,The designer supported the theory for the committee.,The designer apparently plans to support the theory for the committee.,The designer will apparently support the theory for the committee.,1.380458950996399,1.1743813753128052,0.9040122032165527,0.7076858728950839,0.7610482573509216,0.23895174264907837
roberta-base,12,NQ_vs_QN,N,Q,The coordinator confirmed the answer during the meeting.,Did the coordinator fail to confirm the answer during the meeting?,Is it false that the coordinator confirmed the answer during the meeting?,1.512447476387024,1.6225404739379883,1.2947887182235718,0.8260246857334884,0.6608899235725403,0.3391100764274597
roberta-base,12,NM_vs_MN,N,M,The coordinator confirmed the answer during the meeting.,The coordinator did not allegedly confirm the answer during the meeting.,The coordinator allegedly did not confirm the answer during the meeting.,1.2738823890686035,1.3022910356521606,0.3805725872516632,0.29545572017739347,0.956591010093689,0.043408989906311035
roberta-base,12,NT_vs_TN,N,T,The coordinator confirmed the answer during the meeting.,The coordinator will fail to confirm the answer during the meeting.,The coordinator will not confirm the answer during the meeting.,1.3807076215744019,1.14382004737854,0.8400827646255493,0.6655365872645091,0.7943294048309326,0.20567059516906738
roberta-base,12,QM_vs_MQ,Q,M,The coordinator confirmed the answer during the meeting.,Is it allegedly true that the coordinator confirmed the answer during the meeting?,Did the coordinator allegedly confirm the answer during the meeting?,1.8660637140274048,1.3157892227172852,1.2920284271240234,0.8121232833878663,0.7217225432395935,0.2782774567604065
roberta-base,12,QT_vs_TQ,Q,T,The coordinator confirmed the answer during the meeting.,Will it be true that the coordinator plans to confirm the answer during the meeting?,Will the coordinator confirm the answer during the meeting?,2.03246808052063,1.3609422445297241,1.4391520023345947,0.8482039390932726,0.7071276903152466,0.2928723096847534
roberta-base,12,MT_vs_TM,M,T,The coordinator confirmed the answer during the meeting.,The coordinator allegedly plans to confirm the answer during the meeting.,The coordinator will allegedly confirm the answer during the meeting.,1.3656591176986694,1.27703857421875,0.8261721134185791,0.6252490520915553,0.8065633773803711,0.1934366226196289
roberta-base,13,NQ_vs_QN,N,Q,The planner approved the treatment under the policy.,Did the planner fail to approve the treatment under the policy?,Is it false that the planner approved the treatment under the policy?,1.6859209537506104,1.7316354513168335,1.2744580507278442,0.7458300023006921,0.7221769094467163,0.2778230905532837
roberta-base,13,NM_vs_MN,N,M,The planner approved the treatment under the policy.,The planner did not allegedly approve the treatment under the policy.,The planner allegedly failed to approve the treatment under the policy.,1.4060224294662476,1.5724843740463257,0.7945090532302856,0.5334948721908456,0.8635122776031494,0.13648772239685059
roberta-base,13,NT_vs_TN,N,T,The planner approved the treatment under the policy.,The planner will fail to approve the treatment under the policy.,The planner will not approve the treatment under the policy.,1.3894603252410889,1.0465967655181885,0.744935154914856,0.6115908840888953,0.8496177196502686,0.15038228034973145
roberta-base,13,QM_vs_MQ,Q,M,The planner approved the treatment under the policy.,Is it allegedly true that the planner approved the treatment under the policy?,Did the planner allegedly approve the treatment under the policy?,1.9274920225143433,1.6502140760421753,1.3280284404754639,0.742391020330337,0.7348480820655823,0.2651519179344177
roberta-base,13,QT_vs_TQ,Q,T,The planner approved the treatment under the policy.,Will it be true that the planner will approve the treatment under the policy?,Will the planner approve the treatment under the policy?,1.9756089448928833,1.3793612718582153,1.1448323726654053,0.6824694698919627,0.8247518539428711,0.1752481460571289
roberta-base,13,MT_vs_TM,M,T,The planner approved the treatment under the policy.,The planner allegedly will approve the treatment under the policy.,The planner will allegedly approve the treatment under the policy.,1.1936357021331787,1.3287649154663086,0.27196139097213745,0.21563695241300837,0.9824397563934326,0.017560243606567383
roberta-base,14,NQ_vs_QN,N,Q,The editor supported the theory under the policy.,Did the editor fail to support the theory under the policy?,Is it false that the editor supported the theory under the policy?,1.707247257232666,1.6060497760772705,1.1970367431640625,0.722565306478132,0.7405734062194824,0.2594265937805176
roberta-base,14,NM_vs_MN,N,M,The editor supported the theory under the policy.,The editor did not reportedly support the theory under the policy.,The editor reportedly failed to support the theory under the policy.,1.4636906385421753,1.5311120748519897,0.6760343909263611,0.45147173662048995,0.8990491032600403,0.10095089673995972
roberta-base,14,NT_vs_TN,N,T,The editor supported the theory under the policy.,The editor will fail to support the theory under the policy.,The editor will not support the theory under the policy.,1.545038104057312,1.3777854442596436,0.6974810361862183,0.4772652366150329,0.8923051953315735,0.10769480466842651
roberta-base,14,QM_vs_MQ,Q,M,The editor supported the theory under the policy.,Is it reportedly true that the editor supported the theory under the policy?,Did the editor reportedly support the theory under the policy?,1.8924214839935303,1.484216570854187,1.2194709777832031,0.7222989008441283,0.7649359703063965,0.23506402969360352
roberta-base,14,QT_vs_TQ,Q,T,The editor supported the theory under the policy.,Will it be true that the editor plans to support the theory under the policy?,Will the editor support the theory under the policy?,2.104656457901001,1.4529987573623657,1.2797942161560059,0.7194593847456606,0.8016365170478821,0.19836348295211792
roberta-base,14,MT_vs_TM,M,T,The editor supported the theory under the policy.,The editor reportedly plans to support the theory under the policy.,The editor will reportedly support the theory under the policy.,1.6706492900848389,1.3642187118530273,0.876978874206543,0.5779354315548381,0.8518750667572021,0.14812493324279785
roberta-base,15,NQ_vs_QN,N,Q,The manager accepted the explanation after the review.,Did the manager fail to accept the explanation after the review?,Is it false that the manager accepted the explanation after the review?,1.4684637784957886,1.5282541513442993,1.158111810684204,0.7729201331572977,0.7019747495651245,0.2980252504348755
roberta-base,15,NM_vs_MN,N,M,The manager accepted the explanation after the review.,The manager did not allegedly accept the explanation after the review.,The manager allegedly refused to accept the explanation after the review.,1.1370993852615356,1.1974875926971436,0.6268642544746399,0.5370236880377202,0.8570452928543091,0.14295470714569092
roberta-base,15,NT_vs_TN,N,T,The manager accepted the explanation after the review.,The manager will fail to accept the explanation after the review.,The manager will not accept the explanation after the review.,1.33705472946167,1.1547908782958984,0.5593169927597046,0.4489178551175082,0.9094520807266235,0.09054791927337646
roberta-base,15,QM_vs_MQ,Q,M,The manager accepted the explanation after the review.,Is it allegedly true that the manager accepted the explanation after the review?,Did the manager allegedly accept the explanation after the review?,1.6497480869293213,1.2598319053649902,1.1590431928634644,0.796708250628792,0.7133989334106445,0.28660106658935547
roberta-base,15,QT_vs_TQ,Q,T,The manager accepted the explanation after the review.,Will it be true that the manager plans to accept the explanation after the review?,Will the manager accept the explanation after the review?,1.8811380863189697,1.3408267498016357,1.269899845123291,0.7882766632869406,0.7381914854049683,0.26180851459503174
roberta-base,15,MT_vs_TM,M,T,The manager accepted the explanation after the review.,The manager allegedly plans to accept the explanation after the review.,The manager will allegedly accept the explanation after the review.,1.2761375904083252,1.1199450492858887,0.7512003779411316,0.627023764118897,0.811116635799408,0.18888336420059204
roberta-base,16,NQ_vs_QN,N,Q,The teacher reviewed the proposal in the morning.,Did the teacher fail to review the proposal in the morning?,Is it false that the teacher reviewed the proposal in the morning?,1.5315287113189697,1.6570910215377808,1.2411195039749146,0.7784681824459458,0.6996291279792786,0.30037087202072144
roberta-base,16,NM_vs_MN,N,M,The teacher reviewed the proposal in the morning.,The teacher did not apparently review the proposal in the morning.,The teacher apparently refused to review the proposal in the morning.,1.1021150350570679,1.0871831178665161,0.7031053304672241,0.6423111713017767,0.7938015460968018,0.20619845390319824
roberta-base,16,NT_vs_TN,N,T,The teacher reviewed the proposal in the morning.,The teacher will fail to review the proposal in the morning.,The teacher will not review the proposal in the morning.,1.309838056564331,1.1757248640060425,0.5888994932174683,0.47385603345085053,0.8932421207427979,0.10675787925720215
roberta-base,16,QM_vs_MQ,Q,M,The teacher reviewed the proposal in the morning.,Is it apparently true that the teacher reviewed the proposal in the morning?,Did the teacher apparently review the proposal in the morning?,1.719496488571167,1.3199440240859985,1.1772013902664185,0.7746171608645834,0.7298774719238281,0.2701225280761719
roberta-base,16,QT_vs_TQ,Q,T,The teacher reviewed the proposal in the morning.,Will it be true that the teacher is going to review the proposal in the morning?,Will the teacher review the proposal in the morning?,2.091479778289795,1.344041109085083,1.3272216320037842,0.772646521743116,0.7860480546951294,0.2139519453048706
roberta-base,16,MT_vs_TM,M,T,The teacher reviewed the proposal in the morning.,The teacher apparently is going to review the proposal in the morning.,The teacher will apparently review the proposal in the morning.,1.61936616897583,1.1501855850219727,0.8825989961624146,0.6373587313454315,0.8499788045883179,0.15002119541168213
roberta-base,17,NQ_vs_QN,N,Q,The planner submitted the request under the policy.,Did the planner fail to submit the request under the policy?,Is it false that the planner submitted the request under the policy?,1.7447985410690308,1.604189157485962,1.2755937576293945,0.7617787059528589,0.712865948677063,0.287134051322937
roberta-base,17,NM_vs_MN,N,M,The planner submitted the request under the policy.,The planner did not apparently submit the request under the policy.,The planner apparently did not submit the request under the policy.,1.3150016069412231,1.381614089012146,0.30491700768470764,0.22614791432242276,0.9756340980529785,0.024365901947021484
roberta-base,17,NT_vs_TN,N,T,The planner submitted the request under the policy.,The planner will fail to submit the request under the policy.,The planner will not submit the request under the policy.,1.6778143644332886,1.1898797750473022,1.0214108228683472,0.712356878514692,0.7983368039131165,0.20166319608688354
