model,heldout_language,method,operator,target_cosine,mse,n_test
sentence-transformers/LaBSE,fr,affine,N,0.9080690145492554,0.28680458664894104,160
sentence-transformers/LaBSE,fr,additive,Q,0.9243446588516235,0.36365216970443726,160
sentence-transformers/LaBSE,fr,linear,Q,0.9220648901055458,0.3567876987505933,160
sentence-transformers/LaBSE,fr,affine,Q,0.9228595495223999,0.3546832501888275,160
sentence-transformers/LaBSE,fr,additive,M,0.9318933486938477,0.20376574993133545,160
sentence-transformers/LaBSE,fr,linear,M,0.9126685527448177,0.22087879264144425,160
sentence-transformers/LaBSE,fr,affine,M,0.9127377271652222,0.22042301297187805,160
sentence-transformers/LaBSE,fr,additive,T,0.9353839159011841,0.2247476875782013,160
sentence-transformers/LaBSE,fr,linear,T,0.9202671985380027,0.27808112702140797,160
sentence-transformers/LaBSE,fr,affine,T,0.9203586578369141,0.2779029309749603,160
sentence-transformers/LaBSE,de,additive,N,0.922206699848175,0.3143025040626526,160
sentence-transformers/LaBSE,de,linear,N,0.8919463698579083,0.40797014909432905,160
sentence-transformers/LaBSE,de,affine,N,0.8919078707695007,0.40843430161476135,160
sentence-transformers/LaBSE,de,additive,Q,0.9307405352592468,0.32017359137535095,160
sentence-transformers/LaBSE,de,linear,Q,0.9459382949757412,0.26225255961615906,160
sentence-transformers/LaBSE,de,affine,Q,0.9457812309265137,0.2665683627128601,160
sentence-transformers/LaBSE,de,additive,M,0.9248083233833313,0.2901768684387207,160
sentence-transformers/LaBSE,de,linear,M,0.8823383337070876,0.37700029425367554,160
sentence-transformers/LaBSE,de,affine,M,0.8826923370361328,0.3758889138698578,160
sentence-transformers/LaBSE,de,additive,T,0.9187756776809692,0.3156082034111023,160
sentence-transformers/LaBSE,de,linear,T,0.8776832250474561,0.4267364685451877,160
sentence-transformers/LaBSE,de,affine,T,0.8786079287528992,0.4260229170322418,160
sentence-transformers/LaBSE,ru,additive,N,0.8941947817802429,0.2283094823360443,160
sentence-transformers/LaBSE,ru,linear,N,0.762010058653894,0.4485022637255688,160
sentence-transformers/LaBSE,ru,affine,N,0.7670577764511108,0.43919315934181213,160
sentence-transformers/LaBSE,ru,additive,Q,0.9002760648727417,0.25206834077835083,160
sentence-transformers/LaBSE,ru,linear,Q,0.8250155989513764,0.4132986685819354,160
sentence-transformers/LaBSE,ru,affine,Q,0.8248412013053894,0.41098976135253906,160
sentence-transformers/LaBSE,ru,additive,M,0.8837202191352844,0.26412591338157654,160
sentence-transformers/LaBSE,ru,linear,M,0.825066083222916,0.33587207834531274,160
sentence-transformers/LaBSE,ru,affine,M,0.822895884513855,0.3393365740776062,160
sentence-transformers/LaBSE,ru,additive,T,0.8780864477157593,0.2742665708065033,160
sentence-transformers/LaBSE,ru,linear,T,0.709887596382137,0.5794562295665718,160
sentence-transformers/LaBSE,ru,affine,T,0.7024692893028259,0.5997246503829956,160
sentence-transformers/LaBSE,zh,additive,N,0.9384737014770508,0.15943942964076996,160
sentence-transformers/LaBSE,zh,linear,N,0.8753208762234811,0.30034053154628604,160
sentence-transformers/LaBSE,zh,affine,N,0.8753854036331177,0.3006875216960907,160
sentence-transformers/LaBSE,zh,additive,Q,0.9229196310043335,0.209620863199234,160
sentence-transformers/LaBSE,zh,linear,Q,0.8668494798682584,0.3700343772221354,160
sentence-transformers/LaBSE,zh,affine,Q,0.8658204078674316,0.37300756573677063,160
sentence-transformers/LaBSE,zh,additive,M,0.9376080632209778,0.16172568500041962,160
sentence-transformers/LaBSE,zh,linear,M,0.8891450961457332,0.2234186281502773,160
sentence-transformers/LaBSE,zh,affine,M,0.8892723321914673,0.22346492111682892,160
sentence-transformers/LaBSE,zh,additive,T,0.9534164667129517,0.12614455819129944,160
sentence-transformers/LaBSE,zh,linear,T,0.8918637524488273,0.267947108077695,160
sentence-transformers/LaBSE,zh,affine,T,0.8913930058479309,0.2695792615413666,160
sentence-transformers/LaBSE,ar,additive,N,0.8875210881233215,0.30949705839157104,160
sentence-transformers/LaBSE,ar,linear,N,0.6227797769916505,0.8958192156261134,160
sentence-transformers/LaBSE,ar,affine,N,0.5684727430343628,1.049922227859497,160
sentence-transformers/LaBSE,ar,additive,Q,0.8563591837882996,0.3736147880554199,160
sentence-transformers/LaBSE,ar,linear,Q,0.7127651674572314,0.6540527699836715,160
sentence-transformers/LaBSE,ar,affine,Q,0.662188708782196,0.7808151841163635,160
sentence-transformers/LaBSE,ar,additive,M,0.9380863904953003,0.17991116642951965,160
sentence-transformers/LaBSE,ar,linear,M,0.798162883800226,0.48240949750643586,160
sentence-transformers/LaBSE,ar,affine,M,0.7961527705192566,0.4856790006160736,160
sentence-transformers/LaBSE,ar,additive,T,0.8868389129638672,0.3256572186946869,160
sentence-transformers/LaBSE,ar,linear,T,0.7113656067409624,0.7274869002100353,160
sentence-transformers/LaBSE,ar,affine,T,0.6973441243171692,0.7574771642684937,160
