model,base_id,syntax_family,class,source,target,delta_norm
distilroberta-base,1,conditional,passive,"If the researcher created a beautiful painting, the result mattered.","If a beautiful painting was created by the researcher, the result mattered.",0.7372552156448364
distilroberta-base,1,conditional,formalization,"If the researcher created a beautiful painting, the result mattered.","It is true that if the researcher created a beautiful painting, the result mattered.",1.0903676748275757
distilroberta-base,2,simple_svo,negation,The artist measured the client.,The artist did not measure the client.,1.5410269498825073
distilroberta-base,2,simple_svo,question,The artist measured the client.,Did the artist measure the client?,1.6933506727218628
distilroberta-base,2,simple_svo,future,The artist measured the client.,The artist will measure the client.,1.0770313739776611
distilroberta-base,2,simple_svo,uncertainty,The artist measured the client.,The artist may have measured the client.,1.475448727607727
distilroberta-base,2,simple_svo,passive,The artist measured the client.,The client was measured by the artist.,1.5571966171264648
distilroberta-base,2,simple_svo,formalization,The artist measured the client.,It is true that the artist measured the client.,2.0752365589141846
distilroberta-base,2,with_context,negation,The artist measured the client after the interview.,The artist did not measure the client after the interview.,1.098048210144043
distilroberta-base,2,with_context,question,The artist measured the client after the interview.,Did the artist measure the client after the interview?,1.3261356353759766
distilroberta-base,2,with_context,future,The artist measured the client after the interview.,The artist will measure the client after the interview.,1.0255128145217896
distilroberta-base,2,with_context,uncertainty,The artist measured the client after the interview.,The artist may have measured the client after the interview.,1.0494344234466553
distilroberta-base,2,with_context,passive,The artist measured the client after the interview.,The client was measured by the artist after the interview.,1.0972874164581299
distilroberta-base,2,with_context,formalization,The artist measured the client after the interview.,It is true that the artist measured the client after the interview.,1.4371607303619385
distilroberta-base,2,relative_clause,negation,The person who measured the client was the artist.,The person who did not measure the client was the artist.,1.0562686920166016
distilroberta-base,2,relative_clause,question,The person who measured the client was the artist.,Was the person who measured the client the artist?,1.2773641347885132
distilroberta-base,2,relative_clause,future,The person who measured the client was the artist.,The person who will measure the client is the artist.,1.3678046464920044
distilroberta-base,2,relative_clause,uncertainty,The person who measured the client was the artist.,The person who may have measured the client was the artist.,1.0277304649353027
distilroberta-base,2,relative_clause,passive,The person who measured the client was the artist.,The person by whom the client was measured was the artist.,1.426559567451477
distilroberta-base,2,relative_clause,formalization,The person who measured the client was the artist.,It is true that the person who measured the client was the artist.,1.4269769191741943
distilroberta-base,2,temporal_clause,negation,"After the artist measured the client, the situation changed.","After the artist did not measure the client, the situation changed.",0.7913605570793152
distilroberta-base,2,temporal_clause,question,"After the artist measured the client, the situation changed.",Did the situation change after the artist measured the client?,1.1813106536865234
distilroberta-base,2,temporal_clause,future,"After the artist measured the client, the situation changed.","After the artist will measure the client, the situation will change.",1.3363940715789795
distilroberta-base,2,temporal_clause,uncertainty,"After the artist measured the client, the situation changed.","After the artist may have measured the client, the situation changed.",0.8367599248886108
distilroberta-base,2,temporal_clause,passive,"After the artist measured the client, the situation changed.","After the client was measured by the artist, the situation changed.",0.8494745492935181
distilroberta-base,2,temporal_clause,formalization,"After the artist measured the client, the situation changed.","It is true that after the artist measured the client, the situation changed.",1.2576255798339844
distilroberta-base,2,reported_statement,negation,The report said that the artist measured the client.,The report said that the artist did not measure the client.,0.9729673266410828
distilroberta-base,2,reported_statement,question,The report said that the artist measured the client.,Did the report say that the artist measured the client?,1.271080493927002
distilroberta-base,2,reported_statement,future,The report said that the artist measured the client.,The report said that the artist will measure the client.,0.8085820078849792
distilroberta-base,2,reported_statement,uncertainty,The report said that the artist measured the client.,The report said that the artist may have measured the client.,0.9046143293380737
distilroberta-base,2,reported_statement,passive,The report said that the artist measured the client.,The report said that the client was measured by the artist.,0.8523794412612915
distilroberta-base,2,reported_statement,formalization,The report said that the artist measured the client.,It is true that the report said that the artist measured the client.,1.2334856986999512
distilroberta-base,2,conditional,negation,"If the artist measured the client, the result mattered.","If the artist did not measure the client, the result mattered.",0.8544942736625671
distilroberta-base,2,conditional,question,"If the artist measured the client, the result mattered.",Did the result matter if the artist measured the client?,1.0476114749908447
distilroberta-base,2,conditional,future,"If the artist measured the client, the result mattered.","If the artist will measure the client, the result will matter.",1.191652536392212
distilroberta-base,2,conditional,uncertainty,"If the artist measured the client, the result mattered.","If the artist may have measured the client, the result mattered.",0.9128875732421875
distilroberta-base,2,conditional,passive,"If the artist measured the client, the result mattered.","If the client was measured by the artist, the result mattered.",0.8579424023628235
distilroberta-base,2,conditional,formalization,"If the artist measured the client, the result mattered.","It is true that if the artist measured the client, the result mattered.",1.2152594327926636
distilroberta-base,3,simple_svo,negation,The analyst found a short story.,The analyst did not find a short story.,1.3928967714309692
distilroberta-base,3,simple_svo,question,The analyst found a short story.,Did the analyst find a short story?,1.4642174243927002
distilroberta-base,3,simple_svo,future,The analyst found a short story.,The analyst will find a short story.,1.0655404329299927
distilroberta-base,3,simple_svo,uncertainty,The analyst found a short story.,The analyst may have found a short story.,1.3223806619644165
distilroberta-base,3,simple_svo,passive,The analyst found a short story.,A short story was found by the analyst.,1.381898283958435
distilroberta-base,3,simple_svo,formalization,The analyst found a short story.,It is true that the analyst found a short story.,1.6549832820892334
distilroberta-base,3,with_context,negation,The analyst found a short story after the interview.,The analyst did not find a short story after the interview.,1.0931787490844727
distilroberta-base,3,with_context,question,The analyst found a short story after the interview.,Did the analyst find a short story after the interview?,1.2620760202407837
distilroberta-base,3,with_context,future,The analyst found a short story after the interview.,The analyst will find a short story after the interview.,1.0707937479019165
distilroberta-base,3,with_context,uncertainty,The analyst found a short story after the interview.,The analyst may have found a short story after the interview.,1.074813723564148
distilroberta-base,3,with_context,passive,The analyst found a short story after the interview.,A short story was found by the analyst after the interview.,0.8769100904464722
distilroberta-base,3,with_context,formalization,The analyst found a short story after the interview.,It is true that the analyst found a short story after the interview.,1.2569526433944702
distilroberta-base,3,relative_clause,negation,The person who found a short story was the analyst.,The person who did not find a short story was the analyst.,1.1258819103240967
distilroberta-base,3,relative_clause,question,The person who found a short story was the analyst.,Was the person who found a short story the analyst?,1.281954050064087
distilroberta-base,3,relative_clause,future,The person who found a short story was the analyst.,The person who will find a short story is the analyst.,1.4936225414276123
distilroberta-base,3,relative_clause,uncertainty,The person who found a short story was the analyst.,The person who may have found a short story was the analyst.,1.0933737754821777
distilroberta-base,3,relative_clause,passive,The person who found a short story was the analyst.,The person by whom a short story was found was the analyst.,1.4313324689865112
distilroberta-base,3,relative_clause,formalization,The person who found a short story was the analyst.,It is true that the person who found a short story was the analyst.,1.1993553638458252
distilroberta-base,3,temporal_clause,negation,"After the analyst found a short story, the situation changed.","After the analyst did not find a short story, the situation changed.",0.8122168183326721
distilroberta-base,3,temporal_clause,question,"After the analyst found a short story, the situation changed.",Did the situation change after the analyst found a short story?,1.0667741298675537
distilroberta-base,3,temporal_clause,future,"After the analyst found a short story, the situation changed.","After the analyst will find a short story, the situation will change.",1.382700800895691
distilroberta-base,3,temporal_clause,uncertainty,"After the analyst found a short story, the situation changed.","After the analyst may have found a short story, the situation changed.",0.8901352882385254
distilroberta-base,3,temporal_clause,passive,"After the analyst found a short story, the situation changed.","After a short story was found by the analyst, the situation changed.",0.8947591185569763
distilroberta-base,3,temporal_clause,formalization,"After the analyst found a short story, the situation changed.","It is true that after the analyst found a short story, the situation changed.",1.0786712169647217
distilroberta-base,3,reported_statement,negation,The report said that the analyst found a short story.,The report said that the analyst did not find a short story.,0.8917953968048096
distilroberta-base,3,reported_statement,question,The report said that the analyst found a short story.,Did the report say that the analyst found a short story?,1.2111005783081055
distilroberta-base,3,reported_statement,future,The report said that the analyst found a short story.,The report said that the analyst will find a short story.,0.8799328207969666
distilroberta-base,3,reported_statement,uncertainty,The report said that the analyst found a short story.,The report said that the analyst may have found a short story.,0.8996241688728333
distilroberta-base,3,reported_statement,passive,The report said that the analyst found a short story.,The report said that a short story was found by the analyst.,0.9370880126953125
distilroberta-base,3,reported_statement,formalization,The report said that the analyst found a short story.,It is true that the report said that the analyst found a short story.,1.1166355609893799
distilroberta-base,3,conditional,negation,"If the analyst found a short story, the result mattered.","If the analyst did not find a short story, the result mattered.",0.7936170697212219
distilroberta-base,3,conditional,question,"If the analyst found a short story, the result mattered.",Did the result matter if the analyst found a short story?,1.031276822090149
distilroberta-base,3,conditional,future,"If the analyst found a short story, the result mattered.","If the analyst will find a short story, the result will matter.",1.2180054187774658
distilroberta-base,3,conditional,uncertainty,"If the analyst found a short story, the result mattered.","If the analyst may have found a short story, the result mattered.",0.9487748146057129
distilroberta-base,3,conditional,passive,"If the analyst found a short story, the result mattered.","If a short story was found by the analyst, the result mattered.",0.8535060882568359
distilroberta-base,3,conditional,formalization,"If the analyst found a short story, the result mattered.","It is true that if the analyst found a short story, the result mattered.",1.063421607017517
distilroberta-base,4,simple_svo,negation,The designer created the system.,The designer did not create the system.,1.3634711503982544
distilroberta-base,4,simple_svo,question,The designer created the system.,Did the designer create the system?,1.6063308715820312
distilroberta-base,4,simple_svo,future,The designer created the system.,The designer will create the system.,1.0269352197647095
distilroberta-base,4,simple_svo,uncertainty,The designer created the system.,The designer may have created the system.,1.486607313156128
distilroberta-base,4,simple_svo,passive,The designer created the system.,The system was created by the designer.,1.4741121530532837
distilroberta-base,4,simple_svo,formalization,The designer created the system.,It is true that the designer created the system.,2.0880234241485596
distilroberta-base,4,with_context,negation,The designer created the system during the meeting.,The designer did not create the system during the meeting.,1.0673482418060303
distilroberta-base,4,with_context,question,The designer created the system during the meeting.,Did the designer create the system during the meeting?,1.254453420639038
distilroberta-base,4,with_context,future,The designer created the system during the meeting.,The designer will create the system during the meeting.,0.9824034571647644
distilroberta-base,4,with_context,uncertainty,The designer created the system during the meeting.,The designer may have created the system during the meeting.,1.1047842502593994
distilroberta-base,4,with_context,passive,The designer created the system during the meeting.,The system was created by the designer during the meeting.,0.9918721914291382
distilroberta-base,4,with_context,formalization,The designer created the system during the meeting.,It is true that the designer created the system during the meeting.,1.4834002256393433
distilroberta-base,4,relative_clause,negation,The person who created the system was the designer.,The person who did not create the system was the designer.,1.0890986919403076
distilroberta-base,4,relative_clause,question,The person who created the system was the designer.,Was the person who created the system the designer?,1.205554485321045
distilroberta-base,4,relative_clause,future,The person who created the system was the designer.,The person who will create the system is the designer.,1.3776905536651611
distilroberta-base,4,relative_clause,uncertainty,The person who created the system was the designer.,The person who may have created the system was the designer.,1.0766706466674805
distilroberta-base,4,relative_clause,passive,The person who created the system was the designer.,The person by whom the system was created was the designer.,1.3139601945877075
distilroberta-base,4,relative_clause,formalization,The person who created the system was the designer.,It is true that the person who created the system was the designer.,1.3829270601272583
distilroberta-base,4,temporal_clause,negation,"After the designer created the system, the situation changed.","After the designer did not create the system, the situation changed.",0.771290123462677
distilroberta-base,4,temporal_clause,question,"After the designer created the system, the situation changed.",Did the situation change after the designer created the system?,1.1145139932632446
distilroberta-base,4,temporal_clause,future,"After the designer created the system, the situation changed.","After the designer will create the system, the situation will change.",1.2791500091552734
distilroberta-base,4,temporal_clause,uncertainty,"After the designer created the system, the situation changed.","After the designer may have created the system, the situation changed.",0.9128455519676208
distilroberta-base,4,temporal_clause,passive,"After the designer created the system, the situation changed.","After the system was created by the designer, the situation changed.",0.7712177634239197
distilroberta-base,4,temporal_clause,formalization,"After the designer created the system, the situation changed.","It is true that after the designer created the system, the situation changed.",1.3019404411315918
distilroberta-base,4,reported_statement,negation,The report said that the designer created the system.,The report said that the designer did not create the system.,0.8160210251808167
distilroberta-base,4,reported_statement,question,The report said that the designer created the system.,Did the report say that the designer created the system?,1.2559324502944946
distilroberta-base,4,reported_statement,future,The report said that the designer created the system.,The report said that the designer will create the system.,0.9336722493171692
distilroberta-base,4,reported_statement,uncertainty,The report said that the designer created the system.,The report said that the designer may have created the system.,0.8761296272277832
distilroberta-base,4,reported_statement,passive,The report said that the designer created the system.,The report said that the system was created by the designer.,0.8254559636116028
distilroberta-base,4,reported_statement,formalization,The report said that the designer created the system.,It is true that the report said that the designer created the system.,1.2188911437988281
distilroberta-base,4,conditional,negation,"If the designer created the system, the result mattered.","If the designer did not create the system, the result mattered.",0.7891333699226379
distilroberta-base,4,conditional,question,"If the designer created the system, the result mattered.",Did the result matter if the designer created the system?,1.0658732652664185
distilroberta-base,4,conditional,future,"If the designer created the system, the result mattered.","If the designer will create the system, the result will matter.",1.1618508100509644
distilroberta-base,4,conditional,uncertainty,"If the designer created the system, the result mattered.","If the designer may have created the system, the result mattered.",0.9191298484802246
distilroberta-base,4,conditional,passive,"If the designer created the system, the result mattered.","If the system was created by the designer, the result mattered.",0.7502376437187195
distilroberta-base,4,conditional,formalization,"If the designer created the system, the result mattered.","It is true that if the designer created the system, the result mattered.",1.2312110662460327
distilroberta-base,5,simple_svo,negation,The analyst solved the signal.,The analyst did not solve the signal.,1.2454733848571777
distilroberta-base,5,simple_svo,question,The analyst solved the signal.,Did the analyst solve the signal?,1.4843828678131104
distilroberta-base,5,simple_svo,future,The analyst solved the signal.,The analyst will solve the signal.,1.0218086242675781
distilroberta-base,5,simple_svo,uncertainty,The analyst solved the signal.,The analyst may have solved the signal.,1.2712843418121338
distilroberta-base,5,simple_svo,passive,The analyst solved the signal.,The signal was solved by the analyst.,1.3087269067764282
distilroberta-base,5,simple_svo,formalization,The analyst solved the signal.,It is true that the analyst solved the signal.,1.8041417598724365
distilroberta-base,5,with_context,negation,The analyst solved the signal in the laboratory.,The analyst did not solve the signal in the laboratory.,0.9189311861991882
distilroberta-base,5,with_context,question,The analyst solved the signal in the laboratory.,Did the analyst solve the signal in the laboratory?,1.1848889589309692
distilroberta-base,5,with_context,future,The analyst solved the signal in the laboratory.,The analyst will solve the signal in the laboratory.,0.9363820552825928
distilroberta-base,5,with_context,uncertainty,The analyst solved the signal in the laboratory.,The analyst may have solved the signal in the laboratory.,1.0066901445388794
distilroberta-base,5,with_context,passive,The analyst solved the signal in the laboratory.,The signal was solved by the analyst in the laboratory.,0.912169873714447
distilroberta-base,5,with_context,formalization,The analyst solved the signal in the laboratory.,It is true that the analyst solved the signal in the laboratory.,1.3389763832092285
distilroberta-base,5,relative_clause,negation,The person who solved the signal was the analyst.,The person who did not solve the signal was the analyst.,0.978769838809967
distilroberta-base,5,relative_clause,question,The person who solved the signal was the analyst.,Was the person who solved the signal the analyst?,1.3222121000289917
distilroberta-base,5,relative_clause,future,The person who solved the signal was the analyst.,The person who will solve the signal is the analyst.,1.3706737756729126
distilroberta-base,5,relative_clause,uncertainty,The person who solved the signal was the analyst.,The person who may have solved the signal was the analyst.,0.9735965728759766
distilroberta-base,5,relative_clause,passive,The person who solved the signal was the analyst.,The person by whom the signal was solved was the analyst.,1.260178565979004
distilroberta-base,5,relative_clause,formalization,The person who solved the signal was the analyst.,It is true that the person who solved the signal was the analyst.,1.2647840976715088
distilroberta-base,5,temporal_clause,negation,"After the analyst solved the signal, the situation changed.","After the analyst did not solve the signal, the situation changed.",0.7105398774147034
distilroberta-base,5,temporal_clause,question,"After the analyst solved the signal, the situation changed.",Did the situation change after the analyst solved the signal?,1.1407663822174072
distilroberta-base,5,temporal_clause,future,"After the analyst solved the signal, the situation changed.","After the analyst will solve the signal, the situation will change.",1.262685775756836
distilroberta-base,5,temporal_clause,uncertainty,"After the analyst solved the signal, the situation changed.","After the analyst may have solved the signal, the situation changed.",0.8151466250419617
distilroberta-base,5,temporal_clause,passive,"After the analyst solved the signal, the situation changed.","After the signal was solved by the analyst, the situation changed.",0.7414369583129883
distilroberta-base,5,temporal_clause,formalization,"After the analyst solved the signal, the situation changed.","It is true that after the analyst solved the signal, the situation changed.",1.1790573596954346
distilroberta-base,5,reported_statement,negation,The report said that the analyst solved the signal.,The report said that the analyst did not solve the signal.,0.8431920409202576
distilroberta-base,5,reported_statement,question,The report said that the analyst solved the signal.,Did the report say that the analyst solved the signal?,1.3012970685958862
distilroberta-base,5,reported_statement,future,The report said that the analyst solved the signal.,The report said that the analyst will solve the signal.,0.8214951753616333
distilroberta-base,5,reported_statement,uncertainty,The report said that the analyst solved the signal.,The report said that the analyst may have solved the signal.,0.8490418791770935
distilroberta-base,5,reported_statement,passive,The report said that the analyst solved the signal.,The report said that the signal was solved by the analyst.,0.8261920809745789
distilroberta-base,5,reported_statement,formalization,The report said that the analyst solved the signal.,It is true that the report said that the analyst solved the signal.,1.2432303428649902
distilroberta-base,5,conditional,negation,"If the analyst solved the signal, the result mattered.","If the analyst did not solve the signal, the result mattered.",0.785830557346344
distilroberta-base,5,conditional,question,"If the analyst solved the signal, the result mattered.",Did the result matter if the analyst solved the signal?,1.0162166357040405
distilroberta-base,5,conditional,future,"If the analyst solved the signal, the result mattered.","If the analyst will solve the signal, the result will matter.",1.2115204334259033
distilroberta-base,5,conditional,uncertainty,"If the analyst solved the signal, the result mattered.","If the analyst may have solved the signal, the result mattered.",0.8542503714561462
distilroberta-base,5,conditional,passive,"If the analyst solved the signal, the result mattered.","If the signal was solved by the analyst, the result mattered.",0.7829933762550354
distilroberta-base,5,conditional,formalization,"If the analyst solved the signal, the result mattered.","It is true that if the analyst solved the signal, the result mattered.",1.1269770860671997
distilroberta-base,6,simple_svo,negation,The chef observed the patient.,The chef did not observe the patient.,1.3941004276275635
distilroberta-base,6,simple_svo,question,The chef observed the patient.,Did the chef observe the patient?,1.6460318565368652
distilroberta-base,6,simple_svo,future,The chef observed the patient.,The chef will observe the patient.,1.1636303663253784
distilroberta-base,6,simple_svo,uncertainty,The chef observed the patient.,The chef may have observed the patient.,1.439308762550354
distilroberta-base,6,simple_svo,passive,The chef observed the patient.,The patient was observed by the chef.,1.2684916257858276
distilroberta-base,6,simple_svo,formalization,The chef observed the patient.,It is true that the chef observed the patient.,2.041391134262085
distilroberta-base,6,with_context,negation,The chef observed the patient before the deadline.,The chef did not observe the patient before the deadline.,1.0398166179656982
distilroberta-base,6,with_context,question,The chef observed the patient before the deadline.,Did the chef observe the patient before the deadline?,1.2363699674606323
distilroberta-base,6,with_context,future,The chef observed the patient before the deadline.,The chef will observe the patient before the deadline.,1.0554161071777344
distilroberta-base,6,with_context,uncertainty,The chef observed the patient before the deadline.,The chef may have observed the patient before the deadline.,1.07635498046875
distilroberta-base,6,with_context,passive,The chef observed the patient before the deadline.,The patient was observed by the chef before the deadline.,0.9844839572906494
distilroberta-base,6,with_context,formalization,The chef observed the patient before the deadline.,It is true that the chef observed the patient before the deadline.,1.4417932033538818
distilroberta-base,6,relative_clause,negation,The person who observed the patient was the chef.,The person who did not observe the patient was the chef.,1.1096528768539429
distilroberta-base,6,relative_clause,question,The person who observed the patient was the chef.,Was the person who observed the patient the chef?,1.3823117017745972
distilroberta-base,6,relative_clause,future,The person who observed the patient was the chef.,The person who will observe the patient is the chef.,1.3835108280181885
